#dalpdx  dalpdy   dalpdz
   0.2172830E+001   0.6564139E+001  -0.4762277E+000
  -0.6762862E+001   0.2988160E+001   0.1372703E+001
  -0.5578562E+002  -0.7935081E+000   0.2088157E+002
   0.1867402E+002  -0.1928527E+002   0.8366586E+000
   0.3349361E+001   0.2361975E+001  -0.1239028E+001
   0.2753042E+001   0.1318166E+001   0.7278085E+000
   0.6773537E+000   0.8567107E-001   0.1457811E+000
  -0.1951615E+000   0.5091804E-001  -0.2777742E-001
  -0.6037534E+000  -0.1777391E+000  -0.2896926E-001
  -0.6073864E+000  -0.7334693E+000   0.1273946E+000
   0.6880563E+000  -0.7726539E+000   0.2131127E+000
   0.6961644E+000  -0.5376658E+000   0.3994331E-001
   0.3113581E+000  -0.2928078E+000  -0.1166593E-001
   0.6166316E-001  -0.4793981E-001  -0.1565382E-001
  -0.1378385E+000   0.6174303E-001  -0.3449914E-001
  -0.7153078E+000   0.2952856E+000  -0.1187171E+000
  -0.1247670E+001   0.6293447E-001  -0.2715864E-001
  -0.2994483E+002   0.7407762E+001  -0.4411824E+001
   0.2459924E+001  -0.1104948E+002  -0.1089836E+001
   0.1482614E+002  -0.1306928E+002  -0.2668334E+001
   0.2809843E+002  -0.1211950E+002   0.1854005E+000
  -0.4587590E+001   0.4922392E+001  -0.8740279E+000
   0.3938693E+001  -0.1895907E+001   0.5392076E+000
   0.1681863E+001  -0.1254809E+001   0.7501614E+000
   0.1780913E-001   0.1833555E+001  -0.2167537E+000
  -0.1950568E+001   0.1818549E+001   0.1050846E+001
  -0.3245690E+001   0.1182802E+001   0.1355682E+001
  -0.3928180E+001  -0.9531531E+001   0.2576356E+001
  -0.9077797E+001  -0.2002557E+002   0.1725790E+001
   0.9059815E+000  -0.4574737E+000   0.6415512E+001
  -0.7116552E+001   0.1403234E+002   0.5820324E+001
   0.7361917E+001  -0.6814447E+001  -0.1251413E+001
   0.9141467E+001  -0.2916487E+000  -0.5416387E+001
   0.1535734E+001   0.7995265E+000  -0.1180939E+001
  -0.5760607E+000   0.5394628E+000  -0.4591438E-001
   0.8226772E+000  -0.1402306E+001   0.1622013E+000
  -0.3527936E+001  -0.5481016E+001   0.5472762E+000
  -0.5281066E+001  -0.1416233E+002   0.3918548E+001
   0.2609991E+001  -0.5415216E+001   0.1393607E+001
   0.4045935E+001   0.6849309E+001  -0.9027982E+000
  -0.1108272E+001   0.1761819E+000  -0.4830817E+000
  -0.2756512E+002  -0.5406229E+001  -0.6199734E+001
  -0.3912220E+002   0.3376063E+002   0.1758078E+002
   0.3058737E+002   0.1451409E+002   0.8371253E+000
   0.1885214E+001   0.1464848E+001   0.4573068E+000
   0.6993839E+000   0.5281828E+000   0.2800458E+000
   0.3088346E+000  -0.1823827E+000   0.1273235E+000
  -0.4706223E+000  -0.5955901E+000   0.5793221E-001
  -0.1354639E+001  -0.1571981E+001   0.1168832E+000
  -0.9191086E+000  -0.2475653E+001   0.2882288E+000
   0.1046688E+001  -0.1861789E+001   0.1917158E+000
   0.1033552E+001  -0.1474912E+001  -0.5153915E-001
   0.6623242E+000  -0.8685224E+000  -0.6158554E-001
   0.3474873E+000  -0.4245199E+000  -0.3856858E-001
   0.2839738E-001  -0.6452410E-001  -0.3425017E-001
  -0.2600819E+000   0.1276253E+000  -0.6072624E-001
  -0.1506074E+001   0.8893742E+000  -0.2138830E+000
  -0.6450079E+001   0.2993599E+001  -0.3499382E+000
  -0.2104320E+002   0.2642038E+002   0.2442391E+001
  -0.3886899E+002   0.5216202E+002   0.9636358E+001
   0.5045539E+002  -0.6514737E+002  -0.3618137E+001
   0.8546842E+001  -0.6687655E+001  -0.4246240E+000
  -0.5063715E+001   0.3966410E+001  -0.1458606E+001
   0.4265532E+001  -0.1320108E+001   0.7906628E+000
   0.1040056E+001  -0.1255553E+001   0.6773441E+000
  -0.5075580E+001  -0.3449682E+001   0.3372822E+001
  -0.4476529E+001  -0.9705430E+001  -0.2379427E+000
  -0.5009437E+002  -0.1407376E+002  -0.6053548E+001
   0.2620689E+002  -0.1849715E+002   0.9518167E+001
   0.1151296E+002  -0.4717068E+001   0.4680490E+001
   0.3991573E+001   0.4101138E+001  -0.3117495E+001
   0.9017073E+000   0.6343656E+001  -0.2807702E+001
   0.1586049E+001   0.2014181E+001  -0.1757229E+001
  -0.1402395E+000  -0.1552239E+000  -0.3320809E+000
  -0.1292538E+001  -0.6807961E+000   0.1292175E+000
  -0.3005374E+001  -0.2825566E+001   0.5466140E+000
  -0.1747302E+002  -0.1538393E+002   0.4823559E+001
   0.2726505E+002   0.2560969E+002  -0.7215937E+001
   0.1314739E+001   0.5375512E+001  -0.3515298E+000
   0.8491104E+000   0.1727756E+001  -0.3026965E+000
  -0.9657780E+000  -0.5916874E-001   0.1296490E+000
  -0.8062484E+001   0.6114583E+001  -0.1191485E+000
   0.4474435E+001   0.1105383E+002   0.3825272E+001
   0.3464855E+001   0.2381002E+001   0.1389067E+001
   0.1108299E+001   0.3683177E+000   0.2768660E+000
   0.1980670E+000  -0.2423085E+000   0.1584726E+000
  -0.3544799E+000  -0.1016790E+001   0.2005361E+000
  -0.2039108E+001  -0.3224964E+001   0.3462161E+000
  -0.3461977E+001  -0.6608486E+001   0.5818711E+000
   0.6099038E-001  -0.5868842E+001   0.3802680E+000
   0.1918799E+001  -0.3619577E+001  -0.2817093E+000
   0.1887947E+001  -0.3064373E+001  -0.4130047E+000
   0.1633758E+001  -0.1931025E+001  -0.2372862E+000
   0.8629832E+000  -0.8412956E+000  -0.9961848E-001
   0.3751339E+000  -0.3593658E+000  -0.4388575E-001
  -0.2724782E-001   0.7908284E-002  -0.4546689E-001
  -0.3034827E+000   0.2988152E+000  -0.5956508E-001
  -0.1326971E+001   0.1881184E+001  -0.1959941E+000
