# ~alp d~p/dx   Phi_p_sgs,x
   0.1392129E+002   0.3121577E+002
   0.1251832E+001   0.1043906E+001
   0.4351404E+000   0.1816624E+001
  -0.1823068E+001   0.4865497E+001
   0.1111856E+002   0.6842827E+001
   0.2064844E+002   0.6350771E+001
   0.4624664E+002   0.3181500E+001
   0.7955606E+002   0.3258116E+001
   0.2447695E+002  -0.1042652E+002
   0.1586706E+002  -0.8604122E+001
   0.1806743E+002   0.5083281E+001
   0.1886019E+003   0.3574108E+002
   0.2196572E+003  -0.3308848E+002
  -0.3094356E+003  -0.1607568E+003
  -0.2529399E+002  -0.2432867E+003
   0.1845298E+002   0.5415160E+001
  -0.5476859E+001   0.2108697E+001
  -0.6051177E+001  -0.8740126E+000
  -0.1887298E+002  -0.7105522E+001
  -0.4909690E+002  -0.2600762E+001
  -0.1332815E+002  -0.4878994E+001
  -0.2543791E+001   0.4941039E+000
  -0.3774643E+001  -0.8705941E-001
  -0.1664492E+002   0.7347205E+001
   0.1434838E+002   0.5434218E+002
   0.5838439E+002   0.2076898E+002
  -0.3035596E+002   0.1411260E+002
  -0.1206505E+003  -0.3456936E+002
  -0.1811971E+002  -0.8175575E+002
   0.2408800E+002   0.7920809E+001
   0.9847867E+001   0.3843106E+001
   0.4459313E+001  -0.1398861E+001
  -0.2237851E+001  -0.2154169E+001
  -0.1620657E+002  -0.1994880E+001
  -0.1754106E+002  -0.1494008E+001
  -0.8926714E+001   0.1003355E+002
   0.1559881E+002   0.2903436E+002
   0.1368961E+002   0.8488326E+001
   0.5165993E+001   0.1981296E+001
   0.3288872E+002   0.3399202E+002
   0.6854697E+002   0.4403074E+002
   0.8454082E+001   0.1961661E+001
  -0.8634623E-001   0.1511315E+001
  -0.1780447E+001   0.1417143E+001
   0.1554730E+002   0.1395668E+002
   0.3935990E+002   0.8206598E+001
   0.9378503E+002   0.1384424E+002
   0.1181266E+003   0.1507053E+002
   0.4666301E+002   0.1855229E+002
   0.2987164E+001   0.2543312E+002
  -0.1726062E+002   0.3224543E+002
  -0.5491787E+002  -0.9326895E+001
  -0.2058827E+003  -0.6366886E+002
  -0.1516837E+003  -0.3060652E+002
   0.1018686E+003   0.7759383E+000
  -0.1141939E+001  -0.1749598E+002
  -0.4401204E+001   0.1579037E+000
  -0.4626618E+001  -0.6435189E+000
  -0.2670646E+002  -0.9306605E+001
  -0.4493946E+002  -0.4335478E+001
  -0.1491339E+002  -0.2057705E+001
  -0.5367792E+001  -0.3334887E+000
  -0.4594420E+001   0.2232110E+000
  -0.5142432E+001   0.1703487E+002
   0.1016145E+003   0.4276158E+002
   0.8960170E+002   0.3348907E+002
  -0.1195629E+002  -0.1842370E+002
  -0.1186534E+003  -0.7120751E+002
  -0.8813313E+002  -0.6170559E+002
  -0.1024646E+002  -0.5457214E+001
   0.1649234E+002  -0.4698559E+001
   0.2293807E+002   0.7739663E+001
   0.3071367E+001   0.1329812E+001
  -0.5839178E+002  -0.1893246E+002
  -0.9648681E+002  -0.3120382E+002
  -0.3826847E+002  -0.1756937E+002
   0.9247293E+000   0.2482655E+002
   0.2511534E+001   0.1066088E+002
   0.5778971E+001   0.2648469E+002
   0.8288403E+002   0.5889433E+002
   0.8132058E+002  -0.3663197E+001
   0.3706734E+002  -0.6354257E+001
   0.1274403E+002   0.1029421E+002
   0.1888419E+001   0.1079036E+002
   0.3247543E+002   0.2375629E+002
   0.3247332E+002   0.1975722E+002
   0.1307530E+003   0.4045410E+002
   0.1504449E+003   0.2023696E+002
   0.2245854E+002   0.1687892E+002
   0.8955811E+001   0.1448101E+002
   0.5259246E+002   0.2696065E+002
   0.2769777E+002   0.4457071E+001
  -0.1556456E+003  -0.1463260E+003
  -0.2794651E+001   0.1348739E+003
   0.6346732E+002   0.2687143E+003
  -0.7260828E+002  -0.2332005E+002
  -0.3125330E+002  -0.1746358E+002
  -0.1136565E+002  -0.1146930E+001
  -0.2580677E+002  -0.3767095E+001
  -0.3082403E+002  -0.4718579E+000
  -0.4761869E+002  -0.1578359E+002
  -0.6483033E+002  -0.4517746E+002
  -0.1311844E+002  -0.1423191E+002
   0.7614688E+001   0.1418266E+002
   0.7015624E+002   0.1324017E+002
   0.5062322E+002   0.1365957E+002
   0.6214473E+001   0.2810263E+000
  -0.3583933E+002  -0.2749925E+002
  -0.5599774E+002  -0.1627595E+002
  -0.6870283E+002  -0.3799604E+002
  -0.2784333E+002  -0.3004976E+002
   0.3320979E+002   0.1132526E+002
   0.1614840E+002   0.5585885E+001
  -0.7318901E+002  -0.6013755E+002
  -0.1631633E+003  -0.1033718E+003
  -0.6917006E+002  -0.4224321E+002
  -0.9117045E+001  -0.3248636E+001
  -0.1793682E+001   0.2452358E+001
   0.1173837E+002   0.4870354E+002
   0.7974420E+002   0.3734736E+002
   0.3841044E+002  -0.9809255E+000
   0.2409248E+002  -0.1615581E+002
   0.2149548E+002   0.1398921E+002
   0.4901144E+001   0.2724637E+002
   0.6659335E+002   0.3628131E+002
   0.4804497E+002   0.4471478E+002
   0.1962322E+003   0.1348415E+003
   0.3404066E+003   0.1080373E+003
   0.2337160E+002   0.3669628E+002
   0.8919134E+000   0.2671384E+001
   0.3074087E+002   0.5884327E+002
   0.8089854E+002   0.5881104E+002
  -0.5020649E+001  -0.1964331E+002
  -0.2607607E+002   0.3592478E+002
  -0.1760209E+002   0.3315113E+002
  -0.7124698E+002  -0.2534313E+002
  -0.8102580E+002  -0.1665930E+002
  -0.1165464E+002  -0.5585120E+001
  -0.7055591E+001  -0.1511160E+001
  -0.1129412E+002  -0.2708243E+000
  -0.5485036E+002  -0.2763634E+002
  -0.1704869E+003  -0.4345909E+002
  -0.5744270E+002  -0.3586656E+002
   0.3986764E+001  -0.2211621E+001
   0.2143530E+002   0.1094743E+001
   0.3105299E+002   0.2606064E+001
   0.1792002E+002   0.8476807E+001
