#dalpdx  dalpdy   dalpdz
  -0.2280783E+001   0.1306949E+002  -0.2635906E+001
   0.3861244E+001   0.7618453E+001  -0.2976560E+001
   0.2602102E+001   0.1144437E-001   0.1677847E+001
  -0.2392193E+001  -0.1172043E+001   0.3947956E+001
  -0.4100506E+000  -0.2857418E+001   0.3765777E+001
   0.4455888E+001  -0.4575635E+001   0.1039153E+001
   0.5530789E+001  -0.4939499E+001  -0.2917779E+000
   0.2213012E+001  -0.4329111E+001  -0.1937397E+000
  -0.2323390E+001  -0.4187023E+001   0.2434763E+000
  -0.3953590E+001  -0.3883571E+001   0.5574607E+000
  -0.5443757E+001  -0.4218778E+001  -0.1507563E+001
  -0.6847830E+001  -0.1320804E+001  -0.1419734E+001
  -0.4973166E+001   0.3866995E+001   0.6472182E+000
   0.5932926E+001   0.7304127E+001   0.5361590E+000
   0.1022149E+002   0.6582667E+001   0.1681942E+001
   0.1279809E+002   0.1998629E+001  -0.1505953E+001
   0.3084201E+001  -0.2423478E+001  -0.6274395E+000
  -0.3450243E+001  -0.4047580E+001  -0.7239299E+000
  -0.6946485E+001   0.2026845E+001  -0.3284422E+001
  -0.9991036E+001   0.7577120E+001  -0.7090341E+001
  -0.1557555E+002   0.7758821E+001  -0.1085628E+002
  -0.7967845E+001  -0.6709778E+000  -0.7675181E+001
  -0.2886811E+001  -0.7379249E+001  -0.2502281E+001
   0.9242849E+001  -0.6831885E+001   0.2876160E+001
   0.1002068E+002  -0.2593541E+001   0.5058458E+001
   0.9379555E+001  -0.7509233E+000   0.4769047E+001
   0.3470926E+001  -0.2094787E+001   0.4163943E+001
  -0.3603984E+001  -0.5915952E+001  -0.8230356E+000
  -0.1050373E+002  -0.6872396E+001  -0.3066902E+001
  -0.4801916E+001  -0.5712614E+001  -0.3754967E+001
   0.1258681E+002  -0.2665793E+001  -0.3352419E+001
   0.8853045E+001  -0.2332111E+001  -0.2467233E+001
   0.8768295E+001  -0.2894850E+001  -0.3598097E+001
   0.2090984E+001  -0.4127145E+001  -0.1260087E+001
   0.1550396E+001  -0.3012595E+001  -0.8122652E+000
   0.1465702E+001  -0.2993373E+001  -0.5799039E+000
  -0.6945334E+000  -0.2303107E+001   0.2525745E-001
  -0.3018884E+001  -0.9515724E+000  -0.2753427E-002
  -0.1041230E+002   0.5875686E+001   0.9924694E+000
  -0.7062436E+001   0.1268851E+002  -0.2191736E+001
  -0.3227998E+001   0.1353110E+002  -0.2741257E+001
  -0.2976621E+001   0.1271173E+002  -0.2682511E+001
  -0.1286317E+001   0.6070404E+001   0.1278524E+001
  -0.5453310E+001   0.1057584E+001   0.5266171E+001
  -0.5103176E+001  -0.5563688E+001   0.7405218E+001
   0.3112926E+001  -0.1116872E+002   0.5400093E+001
   0.7461308E+001  -0.9261250E+001   0.2219014E+001
   0.4926555E+001  -0.3961740E+001  -0.8379480E+000
  -0.6315062E+000  -0.1711041E+000  -0.1877329E+001
  -0.3855496E+001   0.1144946E+001  -0.1162540E+001
  -0.3807524E+001   0.2408207E+001  -0.1621078E+001
  -0.2327148E+001   0.5082968E+001   0.6829808E-001
  -0.8201524E+000   0.9751008E+001   0.2226477E+001
   0.6346466E+001   0.1144243E+002   0.2914345E+001
   0.6867241E+001   0.8654230E+001   0.3239035E+001
   0.6757536E+001   0.2922256E+001   0.1401888E+000
  -0.1106252E+001  -0.2756982E+001  -0.1795890E+000
  -0.3952887E+001  -0.3972338E+001  -0.1253820E+001
  -0.2904437E+001  -0.3717333E+001  -0.2454864E+001
  -0.7178280E+001  -0.1502268E+001  -0.4893429E+001
  -0.1482745E+002   0.2655655E+000  -0.7420835E+001
  -0.9663634E+001   0.3056589E+001  -0.3203072E+001
  -0.2088481E+001   0.5148042E+001   0.2209139E+000
   0.1159078E+002   0.8599852E+001   0.6104187E+001
   0.1021563E+002   0.8344952E+001   0.6454552E+001
   0.5750656E+001   0.4492353E+001   0.6282640E+001
  -0.2970080E+001  -0.1214801E+001   0.4508239E+001
  -0.3474788E+001  -0.5039311E+001  -0.5666010E+000
  -0.1078720E+002  -0.5327984E+001  -0.3103996E+001
  -0.2881167E+001  -0.5054372E+001  -0.6106389E+001
   0.1167246E+002  -0.2369967E+001  -0.5704300E+001
   0.9637596E+001  -0.2807803E+001  -0.4924297E+001
   0.7297002E+001  -0.2474444E+001  -0.3855935E+001
  -0.2599280E+000  -0.4508497E+001  -0.1047716E+001
   0.9892577E-002  -0.8974137E+001  -0.1004249E+001
  -0.1492000E+000  -0.1236734E+002  -0.1176694E+001
   0.2125811E+001  -0.1161583E+002  -0.1598053E+000
   0.2194935E+001  -0.6131995E+001   0.3143048E+000
   0.1557113E+001   0.1888864E+001   0.1486333E+000
  -0.3951755E+001   0.1248426E+002  -0.1888444E+001
  -0.1715781E+001   0.1518386E+001  -0.1916597E+001
  -0.1416063E+001   0.4642810E+001  -0.1463293E+001
  -0.4930145E+001   0.7869530E+001   0.1372568E+001
  -0.1140682E+002   0.5854527E+001   0.6440363E+001
  -0.1035115E+002   0.8971941E+000   0.8549735E+001
  -0.2689677E+001  -0.4003779E+001   0.7251188E+001
   0.1043159E+002  -0.8351310E+001   0.3619897E+001
   0.9023168E+001  -0.7241461E+001   0.1687181E+000
   0.2567070E+001  -0.3524740E+001  -0.1430693E+001
  -0.1591197E+001  -0.3556364E+000  -0.1738604E+001
  -0.7242563E+000   0.2846123E+001  -0.6986451E+000
   0.8755437E+000   0.5768054E+001   0.2621801E+001
   0.1489316E+001   0.8523802E+001   0.4052873E+001
   0.3710547E+001   0.7695933E+001   0.4390400E+001
   0.3542855E+001   0.4992336E+001   0.2951087E+001
   0.1563910E+001   0.9120029E+000   0.6336119E+000
  -0.2835931E+001  -0.1423833E+001   0.4439569E+000
  -0.5476181E+001  -0.2738383E+001  -0.1125334E+001
  -0.1796848E+001  -0.3200615E+001  -0.1715972E+001
  -0.6969942E+001  -0.2973353E+001  -0.4167975E+001
  -0.1028238E+002   0.5246950E+000  -0.4493053E+001
  -0.6725908E+001   0.5303576E+001  -0.6937996E-001
   0.8884226E+000   0.8021858E+001   0.3136089E+001
   0.1246586E+002   0.1142448E+002   0.7325689E+001
   0.8776553E+001   0.1178657E+002   0.6184111E+001
   0.2223517E+001   0.9481360E+001   0.5028453E+001
  -0.1254956E+002   0.1965868E+001   0.3047016E+001
  -0.4890896E+001  -0.4899904E+001   0.6544196E+000
  -0.1075628E+002  -0.7451962E+001  -0.8145773E+000
  -0.1519091E+001  -0.6966636E+001  -0.3849909E+001
   0.9279546E+001  -0.6460404E+001  -0.6150466E+001
   0.9980170E+001  -0.6836369E+001  -0.6462408E+001
   0.8731835E+001  -0.7227832E+001  -0.5501178E+001
  -0.1784746E+001  -0.5769664E+001  -0.2629955E+001
  -0.2089558E+001  -0.6008649E+001  -0.2324722E+001
  -0.1182498E+000  -0.5695841E+001  -0.2528837E+001
   0.4158552E+001  -0.3916837E+001  -0.1008971E+001
   0.4645702E+001  -0.3159052E+001  -0.4226349E+000
   0.4547785E+001  -0.3569796E+001  -0.4679089E+000
   0.2153429E+001  -0.3462201E+001  -0.1036188E+001
   0.4495652E+000  -0.3950285E+001  -0.8423325E+000
  -0.1259278E+001  -0.6749564E+001  -0.8141703E+000
  -0.4917832E+001  -0.9903931E+001   0.1434595E+001
  -0.1425521E+002  -0.1527102E+002   0.6640964E+001
  -0.1187176E+002  -0.1432104E+002   0.9329855E+001
  -0.4708846E+001  -0.1274918E+002   0.9136760E+001
   0.1047023E+002  -0.9341147E+001   0.5317032E+001
   0.1005422E+002  -0.8640938E+001   0.2737772E+001
   0.5423918E+001  -0.8120575E+001   0.2785797E+001
   0.1011625E+001  -0.5839326E+001   0.2640943E+001
   0.2588643E+001  -0.1547575E+001   0.3525054E+001
   0.3802599E+001   0.1486808E+001   0.4217885E+001
   0.2714040E+001   0.2277925E+001   0.2814958E+001
   0.2337559E+001   0.1605074E+001   0.2351609E+001
   0.1280309E+001   0.1147939E+001   0.9520186E+000
  -0.5727660E+000   0.8368266E+000   0.6089050E+000
  -0.3850210E+001   0.5270848E+000   0.7776339E+000
  -0.6514021E+001   0.7496093E-001  -0.1128304E+001
  -0.1404961E+001   0.1554560E+000  -0.1701199E+001
  -0.7969321E+001  -0.1920321E+001  -0.4442731E+001
  -0.3781931E+001   0.1259640E+001  -0.3100722E+001
  -0.1235087E+001   0.7344933E+001  -0.6185864E-001
   0.8960612E+001   0.1426966E+002   0.2125956E+001
   0.1028152E+002   0.1489585E+002   0.3215677E+001
   0.5218768E+001   0.9545609E+001   0.1656658E+001
  -0.3994038E+001   0.3283182E+001   0.5783834E+000
  -0.2404073E+002  -0.2539231E+001  -0.7551693E+000
  -0.7504005E+001  -0.3424866E+001   0.2388532E+000
  -0.9702017E+001  -0.2381900E+001   0.1517518E+001
   0.2162600E+001  -0.2968818E+001   0.2722822E+001
   0.5903482E+001  -0.4079111E+001   0.9141819E+000
   0.6165933E+001  -0.7947439E+001  -0.5634570E+000
   0.8517364E+001  -0.1140059E+002  -0.2181067E+001
  -0.2571343E+001  -0.1209040E+002  -0.2304968E+001
  -0.2986016E+001  -0.1443301E+002  -0.2767734E+001
   0.2253655E+001  -0.1338690E+002  -0.3433275E+001
   0.7312122E+001  -0.9926777E+001  -0.2476182E+001
   0.6250554E+001  -0.6172887E+001  -0.1767244E+001
   0.4266166E+001  -0.3532450E+001  -0.1026242E+001
   0.2689772E+001  -0.3068760E+001  -0.7711342E+000
  -0.2727019E+001  -0.4615993E+001  -0.2809451E+000
  -0.2920726E+001  -0.6731213E+001   0.1752797E+000
  -0.9733490E+001  -0.1007874E+002   0.3757336E+001
  -0.1498532E+002  -0.1157962E+002   0.8258864E+001
  -0.1043836E+002  -0.9093208E+001   0.6748757E+001
  -0.1450001E+001  -0.4597309E+001   0.4165995E+001
   0.1298010E+002  -0.1643580E+001  -0.4593384E+000
   0.9218550E+001  -0.3581495E+001   0.1136041E+001
   0.6290443E+001  -0.4740765E+001   0.3892994E+001
   0.4098412E+001  -0.4324113E+001   0.3538555E+001
   0.5773985E+001  -0.1602674E+001   0.3352844E+001
   0.3971522E+001  -0.1451890E+001   0.2017884E+001
   0.2389511E+001  -0.1201360E+001   0.8521730E+000
   0.1599720E+001  -0.2125323E+001   0.7113382E+000
   0.1863102E+001  -0.2187924E+001   0.4366140E+000
   0.3582946E+000  -0.1611951E+001   0.6598735E+000
  -0.3052251E+001  -0.1305681E+000   0.1085877E+001
  -0.6281078E+001   0.4547207E+000  -0.6218699E+000
  -0.2070113E+001   0.8553958E+000  -0.1385648E+001
  -0.8831793E+001   0.2635826E+000  -0.3776488E+001
   0.3145906E+000   0.3420866E+001  -0.1837573E+001
   0.6751229E+000   0.3026744E+001  -0.2812534E+001
   0.1089770E+002   0.2462229E+001  -0.5824616E+000
   0.5348762E+001  -0.1632715E+000  -0.1019548E+001
   0.2395042E+001  -0.2737750E+001   0.1043477E+001
  -0.4966605E+001  -0.8749429E+000   0.9627455E+000
  -0.2353398E+002  -0.5298540E+000  -0.7725014E+000
  -0.6290288E+001   0.3659238E+001   0.2659537E+000
  -0.7916806E+001   0.5900025E+001   0.2087324E+001
