#dalpdx  dalpdy   dalpdz
   0.7698831E+002  -0.1224451E+003   0.1531887E+002
  -0.6311853E+002   0.3548260E+002  -0.1944894E+000
  -0.5200044E+001   0.3571787E+001   0.1092502E+001
   0.6872757E+002  -0.5166307E+002  -0.1313405E+002
  -0.5032399E+002   0.1025005E+003   0.4007600E+001
  -0.2615811E+001   0.2708635E+002  -0.3961544E+001
  -0.1455719E+002  -0.2623572E+002   0.2153735E+002
  -0.6058005E+001  -0.2773009E+002   0.2286894E+002
   0.1367266E+002  -0.1562084E+002   0.2013501E+002
  -0.6984311E-001   0.1389169E+002  -0.1653188E+002
  -0.3457190E+000   0.8144867E+001  -0.1095998E+002
   0.1496854E+002   0.3567530E+001   0.1710791E+002
   0.5875561E+001   0.8652032E+001   0.2593991E+002
  -0.2811585E+001  -0.3142984E+002  -0.2097357E+002
  -0.4500559E+002  -0.4557233E+002  -0.3872692E+001
  -0.2349557E+001   0.1010590E+001  -0.1078396E+000
  -0.2874510E+000   0.2583298E+000   0.4307873E+000
   0.7143452E+000  -0.9062437E+000   0.8310909E+000
   0.2299397E+001   0.9158242E-001   0.1428132E+001
   0.5496267E+001   0.4177510E+001   0.3331937E+001
   0.1470529E+002   0.3367553E+001   0.1412990E+002
   0.1212656E+003   0.2042352E+002   0.8655522E+002
  -0.5537296E+002   0.2185879E+002   0.4288568E+002
  -0.3125195E+002   0.6554896E+002   0.9977766E+002
   0.3239455E+002   0.1977843E+002   0.5233640E+002
  -0.5365000E+002   0.9985946E+001  -0.4450092E+002
  -0.1201042E+002   0.6647355E+001  -0.5247655E+001
  -0.5871148E+000   0.5455434E+001  -0.1069211E+000
   0.7412544E+002   0.3325390E+002   0.1821883E+002
   0.4712931E+002   0.3113839E+002   0.4764952E+002
  -0.3993588E+002   0.7452316E+002   0.4750109E+002
  -0.4518015E+002   0.5905996E+001   0.2013393E+002
   0.1511990E+001   0.1761548E+001   0.8411468E+000
   0.2104788E+001   0.2038264E+001   0.6959566E+000
  -0.5629833E+001   0.2485096E+001   0.1377466E+001
   0.1986003E+001  -0.1155364E-001  -0.5528121E-001
   0.9934805E+000   0.2127428E+001  -0.1260116E+001
  -0.3793309E+001   0.3868560E+001  -0.1252874E+001
   0.1195042E+001  -0.4584612E+001  -0.2600674E+000
   0.4542047E+001  -0.2316603E+002   0.2823976E-001
   0.1615316E+001  -0.1586250E+001   0.5035916E+000
   0.1642491E+002  -0.3055462E+002   0.4577978E+001
  -0.2327278E+000  -0.2458148E+002   0.5884565E+001
  -0.1198554E+002  -0.4685574E+001  -0.2735831E+001
   0.5284543E+002  -0.1072661E+003  -0.2792152E+002
  -0.4296895E+002  -0.2291632E+002   0.3414040E+002
  -0.2447062E+001   0.1285595E+002   0.4516039E+001
  -0.8324552E+001   0.1215538E+002   0.2151389E+002
   0.5957824E+001  -0.7338405E+001   0.2415369E+002
   0.2969432E+002   0.1461721E+002   0.1194198E+002
  -0.2806518E+002  -0.2320915E+002  -0.7300668E+001
   0.2340022E+002  -0.1912924E+001   0.1301198E+002
  -0.8315570E+001  -0.4121328E+002  -0.1017828E+002
  -0.3819840E+001  -0.3637921E+002  -0.6594158E+001
  -0.1143815E+002  -0.6240111E+001   0.7794074E+000
  -0.2766128E+001   0.7187675E+001  -0.9501985E-001
   0.7149376E-001   0.6488830E+001   0.5294742E+000
   0.3571268E+001   0.9163293E+001  -0.2615317E+000
   0.1085814E+002   0.1950331E+002   0.9534479E+000
  -0.1921425E+001   0.1413563E+002   0.2641853E+001
   0.2953852E+001  -0.8375518E+001   0.4311262E+001
   0.8050630E+002  -0.4463009E+002   0.1270271E+002
  -0.3337002E+002  -0.2207412E+002  -0.9721087E+002
   0.8635054E+000  -0.3398353E+002  -0.5127478E+002
  -0.5378288E+002  -0.1004650E+003  -0.3881881E+002
  -0.2086827E+001  -0.2716437E+002  -0.1101235E+002
  -0.1169442E+002  -0.1567602E+001  -0.1332288E+002
   0.5936824E+001   0.5552288E+001  -0.1262505E+001
   0.4433123E+002   0.2513566E+002   0.5176704E+002
   0.3794656E+002  -0.5530960E+002   0.8141362E+002
  -0.4149164E+002  -0.1140089E+003   0.8024620E+002
  -0.2124526E+002   0.4569320E+000   0.1611844E+002
  -0.2579646E+001   0.1242153E+002   0.1971314E+001
   0.1052397E+002  -0.1864932E+001  -0.2415678E+001
  -0.1771571E+002   0.1579328E+002   0.3414855E+001
  -0.1091881E+001   0.1720576E+001   0.9844654E+000
   0.7219678E+001  -0.8072531E+000   0.2518005E+000
  -0.3133217E+001   0.1041490E+002  -0.1574136E+001
  -0.5718348E+001   0.5837084E+001  -0.5810975E-001
   0.3083281E+000   0.1416136E+000  -0.1807892E+000
