#dalpdx  dalpdy   dalpdz
   0.1155988E+002  -0.3985757E+002   0.5839571E+001
  -0.1850351E+002  -0.2976189E+001   0.3876172E+001
  -0.6693369E+000   0.2849635E+001  -0.2072922E+001
   0.1873410E+002   0.3711969E+000  -0.1234792E+002
  -0.4269468E+001   0.2049829E+002  -0.6618490E+001
  -0.1655584E+002   0.2145112E+002   0.4118112E+001
  -0.5849812E+001   0.4549056E+001   0.3820477E+001
  -0.2011738E+001  -0.1024429E+001   0.4285396E+001
   0.3830112E+001  -0.2121486E+000   0.1675558E+001
   0.5674231E+001   0.8253618E+001  -0.5330462E+001
   0.8059395E+000   0.7619083E+001  -0.6685015E+001
   0.7016177E+001   0.3872982E+001   0.8472324E+001
   0.1309650E+002   0.7507315E+000   0.1122985E+002
  -0.1110567E+001  -0.1970983E+002  -0.7181773E+001
  -0.2938957E+002  -0.2282790E+002  -0.2728849E+001
  -0.1310678E+002  -0.3836700E+001   0.1530847E+001
  -0.2720513E+000   0.1268261E+001   0.3075419E+000
   0.1548492E+001   0.1348928E+001   0.5372129E+000
   0.3731346E+001   0.2645919E+001   0.1822702E+001
   0.6657771E+001   0.2326962E+001   0.6143141E+001
   0.2686055E+002  -0.1069887E+001   0.1684110E+002
   0.3506915E+002   0.5708842E+001   0.2058930E+002
  -0.1459868E+002   0.1333176E+002   0.9645808E+001
  -0.8914530E+001   0.2200383E+002   0.1432673E+002
  -0.3108347E+001   0.1567380E+002   0.1765379E+000
  -0.2562479E+002   0.7136813E+001  -0.1726316E+002
  -0.1630952E+002   0.9000040E+001  -0.8434827E+001
   0.9945703E+001   0.7338653E+001   0.1317801E+001
   0.1720211E+002   0.1876474E+002   0.1634661E+002
   0.4886219E+001   0.2300050E+002   0.1816994E+002
  -0.1479671E+002   0.1955197E+002   0.1349670E+002
  -0.3124292E+002   0.6248767E+001   0.1060166E+002
   0.7678667E+000   0.1982128E+001   0.9259421E+000
  -0.3217520E+000   0.2687758E+001   0.7219215E+000
  -0.6214276E+001   0.3463507E+001   0.1869437E+001
   0.9125571E+000   0.4761667E+000   0.1014577E+000
   0.1048965E+001   0.1741348E+001  -0.9052564E+000
  -0.1291135E+001   0.2033179E+001  -0.9092665E+000
   0.4472017E+001  -0.9299751E+001  -0.1719129E+000
   0.2315429E+002  -0.3877168E+002   0.1106698E+001
   0.9488538E+001  -0.1485578E+002   0.2174411E+001
   0.8858837E+001  -0.2417267E+002   0.4794139E+001
  -0.6300655E+001  -0.7705498E+001   0.1362367E+001
   0.1268386E+002  -0.2274137E+002  -0.8042358E+001
   0.1375005E+002  -0.3489788E+002  -0.6220499E+001
  -0.1444974E+002  -0.1240658E+002   0.9340497E+001
  -0.9591931E+001   0.3101223E+001   0.8027840E+001
  -0.3998765E+001   0.3138242E+001   0.7230401E+001
   0.9894467E+001   0.1044901E+001   0.1031345E+002
   0.7177481E+001   0.3497896E+000   0.3196858E+001
  -0.5931638E+001  -0.8259728E+001  -0.2043384E+001
   0.3020131E+001  -0.1089251E+002   0.4930139E+001
  -0.3103960E+001  -0.2073776E+002  -0.2883615E+001
  -0.6974469E+001  -0.2234241E+002  -0.7422498E+001
  -0.8445283E+001  -0.7287166E+001  -0.2080315E+001
  -0.2204612E+001   0.4562302E+001   0.2243836E+000
  -0.4813825E+000   0.4882900E+001   0.4395602E+000
   0.4719773E+001   0.8210003E+001   0.3463664E+000
   0.7240911E+001   0.1394622E+002   0.1829032E+001
  -0.7739494E+000   0.7476523E+001   0.2863244E+001
   0.2201854E+002  -0.3895896E+001   0.1096383E+002
   0.4250962E+002  -0.3129177E+001   0.9885361E+001
  -0.9634828E+001  -0.6403935E+001  -0.2445635E+002
  -0.2256710E+002  -0.1881796E+002  -0.2242273E+002
  -0.1436856E+002  -0.2622909E+002  -0.1439641E+002
  -0.1202546E+002  -0.1906437E+002  -0.1501747E+002
  -0.8916449E+001  -0.2282860E+001  -0.9159016E+001
   0.3116166E+002   0.1231899E+002   0.3300935E+001
   0.1474863E+002   0.6358350E+001   0.1944757E+002
  -0.1265309E+002  -0.1644837E+002   0.2843482E+002
  -0.1585856E+002  -0.1675558E+002   0.3097062E+002
  -0.2299202E+002  -0.1711838E+001   0.1392669E+002
  -0.2212205E+001   0.7445186E+001   0.1260708E+001
   0.1592134E+001   0.4921916E+001  -0.2461550E+000
  -0.5655571E+001   0.1003471E+002   0.1473202E+001
  -0.3406219E+001   0.8051966E+001   0.1293528E+001
