#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9247411E+000   0.5910175E-002   0.9176385E-001   0.1056631E+000   0.4095744E+000   0.3152722E-035
   0.9335566E+000   0.2896335E-002   0.9661976E-001   0.2792512E-001   0.1519754E+000   0.3122952E-035
   0.9563958E+000   0.5290330E-003   0.7458007E-001  -0.4932869E-001   0.1186697E+000   0.3048374E-035
   0.9337978E+000   0.2147745E-002   0.1424684E-001  -0.3371423E-001   0.1631346E-001   0.3122145E-035
   0.9149409E+000   0.3440357E-002  -0.6664045E-001   0.4100262E-002   0.8529849E-002   0.3186492E-035
   0.9411797E+000   0.2136315E-002  -0.1022973E+000  -0.7514721E-001   0.1301912E+000   0.3097657E-035
   0.9612626E+000   0.5158769E-003  -0.4744308E-001  -0.2315892E+000   0.2899557E+000   0.3032940E-035
   0.9682826E+000   0.3792869E-003   0.8744139E-001  -0.4148992E+000   0.5027326E+000   0.3010951E-035
   0.9668193E+000   0.2825761E-003   0.2182520E+000  -0.4995094E+000   0.5040145E+000   0.3015509E-035
   0.9560088E+000   0.3258256E-003   0.2244604E+000  -0.4193905E+000   0.2276220E+000   0.3049608E-035
   0.9508021E+000   0.2365794E-003   0.1125532E+000  -0.3010829E+000  -0.5584926E-001   0.3066308E-035
   0.9440167E+000   0.4185360E-003   0.2844102E-001  -0.2308666E+000  -0.1555557E+000   0.3088348E-035
   0.9256828E+000   0.5056506E-003  -0.2481382E-001  -0.1611371E+000  -0.1827047E+000   0.3149515E-035
   0.9105937E+000   0.1161415E-002  -0.9369389E-001  -0.9575076E-001  -0.2347075E+000   0.3201705E-035
   0.9430944E+000   0.2215203E-002  -0.1269984E+000  -0.8753226E-001   0.1238917E-001   0.3091368E-035
   0.9867762E+000   0.2040573E-003  -0.1215862E+000  -0.1628587E+000   0.6205746E+000   0.2954522E-035
   0.9934445E+000   0.1156747E-005  -0.1921173E+000  -0.2092855E+000   0.9231736E+000   0.2934690E-035
   0.9921865E+000   0.3431000E-005  -0.2960983E+000  -0.2016433E+000   0.9068181E+000   0.2938411E-035
   0.9877348E+000   0.2372573E-004  -0.3472288E+000  -0.1773427E+000   0.8459167E+000   0.2951655E-035
   0.9788105E+000   0.9557904E-004  -0.2837354E+000  -0.1250421E+000   0.7618701E+000   0.2978566E-035
   0.9555527E+000   0.1204343E-002  -0.1394658E+000  -0.6471625E-001   0.6008108E+000   0.3051063E-035
   0.8869144E+000   0.6385441E-002   0.4916142E-001  -0.1444422E-001   0.2270386E+000   0.3287185E-035
   0.8639789E+000   0.6921925E-002   0.2038599E+000   0.2628986E-001   0.1021205E+000   0.3374448E-035
   0.8979109E+000   0.5129800E-002   0.2385781E+000   0.8827965E-001   0.2779253E+000   0.3246928E-035
   0.8998198E+000   0.3499045E-002   0.2530885E+000   0.1382381E+000   0.2622616E+000   0.3240040E-035
   0.9266570E+000   0.1915638E-002   0.2353819E+000   0.2214475E+000   0.2922142E+000   0.3146204E-035
   0.9685822E+000   0.4766107E-003   0.1856191E+000   0.3977917E+000   0.6381772E+000   0.3010020E-035
   0.9803740E+000   0.1644046E-003   0.4578114E-001   0.4020219E+000   0.7631752E+000   0.2973816E-035
   0.9368958E+000   0.2943947E-002  -0.1002268E+000   0.7744046E-001   0.3355647E+000   0.3111821E-035
   0.9008481E+000   0.3445361E-002  -0.2097303E+000  -0.1791936E+000   0.1944227E+000   0.3236341E-035
   0.9040215E+000   0.3916430E-002  -0.2118597E+000  -0.2068023E+000   0.3616166E+000   0.3224981E-035
   0.9570275E+000   0.1950574E-002  -0.3441622E-001  -0.2154020E+000   0.1035937E+001   0.3046362E-035
   0.9834766E+000   0.2477678E-004   0.5010592E-001  -0.1203255E+000   0.1482279E+001   0.2964434E-035
   0.9790760E+000   0.5013197E-004   0.1138320E-001  -0.2787970E-001   0.1510605E+001   0.2977759E-035
   0.9857262E+000   0.6875916E-004   0.5961262E-001  -0.8539999E-001   0.1939349E+001   0.2957669E-035
   0.9905459E+000   0.3455406E-005   0.9329567E-001  -0.1408489E+000   0.2161266E+001   0.2943278E-035
   0.9875786E+000   0.9649632E-005   0.1284501E+000  -0.1211289E+000   0.1728896E+001   0.2952122E-035
   0.9888984E+000   0.1767438E-004   0.1713143E+000  -0.1962612E-001   0.1325042E+001   0.2948181E-035
   0.9872139E+000   0.1914364E-003   0.1715190E+000   0.7413926E-001   0.1076171E+001   0.2953212E-035
   0.9642828E+000   0.3024693E-002   0.1171808E+000   0.1097440E+000   0.7584490E+000   0.3023441E-035
   0.9872848E+000   0.3850160E-003   0.1872282E+000   0.1352921E+000   0.1117511E+001   0.2953000E-035
   0.9678133E+000   0.1064601E-002   0.2400566E+000   0.7982803E-001   0.7096407E+000   0.3012411E-035
   0.9656205E+000   0.5077039E-003   0.2850440E+000   0.1697242E-001   0.4185017E+000   0.3019252E-035
   0.9652879E+000   0.1545328E-002   0.2208687E+000  -0.1268443E-001   0.3098041E+000   0.3020293E-035
   0.9333893E+000   0.3905465E-002   0.8199305E-001  -0.1169239E-001   0.1011384E+000   0.3123511E-035
   0.9366555E+000   0.2099690E-002   0.4684677E-001  -0.5466502E-001   0.2091322E-001   0.3112619E-035
   0.9621002E+000   0.3676376E-003   0.7778359E-001  -0.1877767E+000   0.2581989E+000   0.3030300E-035
   0.9735438E+000   0.2659764E-003   0.9850353E-001  -0.3409340E+000   0.5936505E+000   0.2994680E-035
   0.9709500E+000   0.5507836E-003   0.1379539E+000  -0.3708115E+000   0.7027575E+000   0.3002680E-035
   0.9484572E+000   0.8100057E-003   0.1939231E+000  -0.2578498E+000   0.2375543E+000   0.3073889E-035
   0.9520057E+000   0.5620545E-003   0.1323663E+000  -0.1860748E+000  -0.6843113E-001   0.3062431E-035
   0.9539566E+000   0.5171334E-003   0.3141370E-001  -0.1513647E+000  -0.4863907E-001   0.3056168E-035
   0.9497845E+000   0.8493239E-003  -0.5672136E-001  -0.1147581E+000  -0.2403608E-001   0.3069593E-035
