#dalpdx  dalpdy   dalpdz
   0.3278812E+001  -0.1089051E+002  -0.1305001E+001
  -0.7391238E+001  -0.5857403E+001  -0.9794421E+000
   0.5814870E+001   0.1268769E+002   0.3614703E+001
   0.1575387E+001   0.1881117E+002   0.1632333E+001
  -0.1916260E+002   0.1799466E+002  -0.7405275E+001
   0.6660983E+001  -0.3490613E+001   0.8904517E+000
  -0.2717076E+001   0.1041549E+002   0.4750993E+001
  -0.4213591E+002  -0.1481895E+002   0.7017823E+001
  -0.8522612E+001   0.9061797E+001   0.2292646E+002
   0.2246060E+002  -0.3556965E+002  -0.1499375E+002
  -0.1116704E+002   0.2136591E+002   0.1214487E+002
  -0.5389631E+002  -0.4029166E+001  -0.6916853E+001
   0.3350787E+002  -0.5186397E+002   0.2167448E+002
  -0.3823536E+002  -0.4227234E+002   0.3249261E+002
   0.7801064E+002  -0.4491584E+002  -0.3017927E+002
   0.6038758E+001  -0.9137361E+001   0.5942526E+001
   0.2394688E+001   0.2250257E+001   0.2338282E+001
   0.2197417E+001   0.3222278E+001  -0.8519357E+000
  -0.9140482E+001   0.2253078E+001   0.3422709E+000
  -0.2047677E+001   0.4505377E+001  -0.4341813E+001
   0.1296003E+002   0.2669934E+001   0.5924776E+000
   0.1832755E+001  -0.5222596E+000   0.7482757E+000
  -0.1885827E+001  -0.3530171E+000  -0.4315331E+000
  -0.7079938E+001  -0.1303526E+001  -0.2466586E+001
  -0.5742344E+002  -0.9342134E+001  -0.2211907E+002
   0.3630013E+002   0.1556125E+002   0.4359837E+002
  -0.1202545E+002  -0.8820349E+001  -0.4646955E+001
  -0.6482169E+002   0.2977854E+002   0.2196764E+002
   0.5830984E+002   0.3922749E+001  -0.1194470E+002
   0.1014663E+002  -0.6070769E+001  -0.1253930E+002
   0.1572192E+001  -0.2083636E+000  -0.1458650E+001
  -0.1101411E+001   0.1217015E+001   0.5455095E+000
  -0.3107225E+001   0.4338767E+001   0.3731862E+001
  -0.5798154E+001   0.4056572E+001   0.3016135E+001
   0.6034189E+001  -0.4357897E+001   0.6702259E+000
   0.3757966E+001  -0.3318617E+001  -0.5849787E+000
  -0.2821196E+002   0.3886066E+001  -0.1027287E+002
   0.9750527E+001  -0.1929586E+002   0.1958782E+002
   0.1149682E+001  -0.3394134E+001   0.6488972E+001
   0.1209907E+002  -0.2765054E+002   0.1348416E+002
   0.3063182E+002  -0.1089558E+002   0.7520226E+001
   0.4366828E+001   0.7126371E+000   0.1767744E+001
   0.1656778E+000  -0.1923074E+000   0.1868930E+001
  -0.1717323E+000  -0.7400978E+000  -0.4954098E+000
  -0.1466816E+002  -0.5446735E+001  -0.6473380E+001
   0.7615838E+000   0.1847460E+001   0.5392004E+001
  -0.1449275E+002  -0.8509743E+001   0.1496578E+002
   0.1578102E+002   0.2330950E+002   0.3180146E+002
   0.7611093E+001   0.1921250E+002   0.2194184E+002
  -0.8306940E+001   0.2155904E+002   0.1101103E+002
  -0.9015916E+002  -0.6912329E+002  -0.2295014E+002
   0.1890045E+002   0.7154621E+002   0.1479656E+002
  -0.1497023E+002   0.2789253E+002   0.4113515E+002
  -0.4208673E+002   0.9960643E+001   0.6408521E+002
   0.1064649E+003  -0.3974375E+001   0.7066510E+001
   0.2729923E+002  -0.1198932E+002  -0.2297345E+001
   0.1082486E+001   0.3278507E+000  -0.2622843E+000
  -0.2506614E+000  -0.1875879E+001   0.3913127E+000
  -0.1789810E+002  -0.1150517E+002   0.7141660E+001
   0.1200904E+002   0.5392197E+001  -0.1073702E+001
