#dalpdx  dalpdy   dalpdz
   0.3797018E+001  -0.6103305E+001   0.2228925E+001
  -0.1305657E+001  -0.6182761E+000   0.4745763E+000
  -0.3085723E+001   0.6466109E+001   0.1346290E+001
  -0.1360716E+001   0.9092816E+001   0.1039454E+001
   0.1937961E+001   0.4606095E+001   0.1829180E+001
  -0.4428521E+001   0.5547584E+000   0.1571455E+001
  -0.1029111E+002  -0.2806209E+001   0.2032143E+001
  -0.8801006E+001  -0.4138519E+001   0.6617120E+001
   0.9605431E+000   0.4248016E-001   0.8214462E+001
  -0.2947088E+001  -0.4317565E+001   0.3963040E+001
  -0.2729771E+002  -0.2074121E+002  -0.1458631E+001
  -0.1907996E+002  -0.2323900E+002   0.4946525E+001
  -0.1825173E+001  -0.1639891E+002   0.2012658E+002
   0.2332205E+002  -0.2859126E+002   0.1172128E+002
   0.3267364E+002  -0.2291196E+002  -0.2835118E+001
   0.1552499E+002   0.9491077E+000   0.2274096E+000
   0.4485486E+001   0.7160300E+001   0.1863310E+001
  -0.1804849E+001   0.2242178E+001   0.4068446E+000
  -0.5829650E+001   0.1674490E+001   0.1796006E+000
  -0.1140899E+000   0.2734801E+001  -0.1615867E+001
   0.6789228E+001   0.2368897E+001  -0.1577592E+001
   0.3715146E+001  -0.1298380E+000   0.3910254E+000
  -0.2470996E+001  -0.6682578E+000  -0.1296821E+001
  -0.1648201E+002  -0.2523234E+001  -0.9147037E+001
  -0.1447898E+002  -0.5405208E+000  -0.4215165E+001
   0.2078601E+001   0.4915110E+001   0.7901395E+001
   0.3766474E+001   0.6181666E+001   0.1159238E+002
  -0.2019060E+001   0.2986682E+001   0.1512857E+001
   0.5941678E+001   0.3457996E+001  -0.2108389E+001
   0.1483155E+002   0.1607676E+001  -0.2544023E+001
   0.4586055E+001  -0.3736350E+001  -0.8086744E+000
   0.2476456E+000  -0.1544191E+001   0.8389681E+000
  -0.1809835E+001  -0.1940959E+001   0.2051078E+001
  -0.1295200E+001  -0.5800567E+001   0.1515055E+001
   0.1317445E+001  -0.7361451E+001  -0.4119237E+000
  -0.4861178E+001  -0.4358383E+001  -0.4738975E+001
  -0.1729293E+001  -0.2001902E+001  -0.3272026E+001
   0.4831905E+001  -0.1983066E+001   0.1173613E+001
  -0.2015512E+001  -0.2660245E+001   0.5492057E+000
   0.1811704E+001  -0.6730836E+001   0.2380832E+001
   0.4890116E+001  -0.7224379E+001   0.2060179E+001
   0.5743212E+001  -0.5339373E+001   0.2363649E+001
   0.2063414E+001  -0.1850022E+001   0.1612860E+001
  -0.1782270E+001  -0.3209677E+000  -0.7592084E+000
  -0.1751554E+001   0.9426900E+000   0.7978898E+000
  -0.6744129E+001   0.3193781E+000   0.3879353E+001
  -0.8861511E+001  -0.1597868E+001   0.9515817E+001
  -0.2706816E+001   0.1021874E+001   0.1558030E+002
   0.2713202E+001   0.1067261E+002   0.1851426E+002
  -0.1405416E+002   0.9689472E+001   0.1108598E+002
  -0.2114515E+002   0.1172066E+002   0.3526989E+001
  -0.1056820E+002   0.2656038E+002   0.1191604E+002
  -0.2173269E+002   0.2096787E+002   0.2796689E+002
   0.1290167E+002  -0.6773991E+000   0.2031882E+002
   0.4152393E+002  -0.6685246E+001   0.4431028E+001
   0.2822651E+002  -0.4490300E+001   0.4517387E+001
   0.5940798E+001  -0.4389932E+001   0.2806450E+001
  -0.3034927E+001  -0.2679972E+001   0.1544296E+001
