#dalpdx  dalpdy   dalpdz
   0.1325075E+001  -0.4486294E+001   0.1712500E+001
   0.7216366E+000  -0.1538715E+001   0.1109407E+001
  -0.2475485E+001   0.4057470E+001   0.8975348E+000
  -0.2137360E+001   0.5617752E+001   0.1031865E+001
   0.8769692E+000   0.4222956E+001   0.1719317E+001
  -0.4584567E+001  -0.3826121E+000   0.1966314E+001
  -0.6341582E+001  -0.3766581E+001   0.3870028E+001
  -0.6701591E+001  -0.5957651E+001   0.6707378E+001
  -0.3089758E+000  -0.3738052E+001   0.7724341E+001
  -0.8961273E+001  -0.8833131E+001   0.3590523E+001
  -0.1877733E+002  -0.1216600E+002  -0.2283461E-002
  -0.1762513E+002  -0.1277137E+002   0.5820569E+001
  -0.1763611E+001  -0.1423707E+002   0.1178953E+002
   0.2201197E+002  -0.2179821E+002   0.7696924E+001
   0.2406788E+002  -0.1733084E+002   0.3095809E+000
   0.1857224E+002  -0.2376202E+001  -0.2236835E+000
   0.4529762E+001   0.4931414E+001   0.1836591E+001
  -0.1349008E+001   0.1969364E+001   0.8581269E+000
  -0.4118080E+001   0.7791008E+000   0.1796895E+000
   0.5778361E+000   0.8905905E+000  -0.4666043E+000
   0.5022815E+001   0.8247577E+000  -0.8518546E+000
   0.3916523E+001   0.1226997E+000  -0.4582817E+000
  -0.3394619E+001  -0.9754532E+000  -0.1949435E+001
  -0.1372741E+002  -0.1636951E+001  -0.8487909E+001
  -0.9492704E+001  -0.1491288E+000  -0.3857931E+001
  -0.6255916E+000   0.2670257E+001   0.2348892E+001
   0.6206577E+000   0.2939548E+001   0.8029199E+001
   0.3616867E-001   0.1714435E+001   0.2703017E+001
   0.3651078E+001   0.2982457E+001   0.9739669E+000
   0.1244053E+002   0.3993815E+001   0.1414024E+001
   0.5271359E+001   0.1148192E+001   0.1692672E+001
   0.4248198E+000  -0.1516112E+001   0.1668646E+001
  -0.1673408E+001  -0.4827447E+001   0.2111984E+001
  -0.9396708E+000  -0.7714508E+001   0.1863319E+001
   0.3030383E+000  -0.9094926E+001  -0.5958851E+000
  -0.2092390E+001  -0.5514773E+001  -0.3035037E+001
  -0.5729856E-001  -0.2411824E+001  -0.2789259E+001
   0.1570888E+001  -0.1941256E+001  -0.8491787E+000
  -0.1016287E+001  -0.2921281E+001   0.2327720E+000
   0.1609939E+001  -0.5728274E+001   0.1510644E+001
   0.2957815E+001  -0.9122054E+001   0.6390292E+000
   0.6148935E+001  -0.7723522E+001   0.1722628E+001
   0.1492060E+001  -0.2885694E+001   0.8532949E+000
  -0.1158990E+001   0.2378666E+000  -0.3584637E+000
  -0.1519150E+001   0.1373756E+001   0.7600491E+000
  -0.7066966E+001  -0.3225714E+000   0.3663975E+001
  -0.6762589E+001  -0.1571156E+001   0.9065527E+001
  -0.3789204E+001  -0.3950355E+000   0.1339409E+002
  -0.1129990E+001   0.4597003E+001   0.1500238E+002
  -0.9670493E+001   0.6600644E+001   0.1081483E+002
  -0.1536216E+002   0.1222076E+002   0.7001868E+001
  -0.1522868E+002   0.1705493E+002   0.1318496E+002
  -0.1574313E+002   0.9800776E+001   0.1936446E+002
   0.1474983E+002  -0.6463915E+000   0.1460257E+002
   0.2920967E+002  -0.7792100E+001   0.5584986E+001
   0.2996560E+002  -0.4367466E+001   0.3201892E+001
   0.5220840E+001  -0.4611434E+001   0.3202786E+001
  -0.1386878E+001  -0.2192321E+001   0.1812531E+001
  -0.2546552E+001  -0.1219555E+000   0.8012710E+000
  -0.7192346E+000  -0.4681268E+000  -0.7180203E+000
   0.2931197E+001  -0.5512948E+001  -0.3412369E+001
   0.2188976E+001  -0.7492496E+001  -0.3215782E+001
  -0.2253881E+001  -0.5737410E+001  -0.4614760E+001
  -0.1139172E+002   0.3962090E+000  -0.7394348E+001
  -0.5530374E+001   0.5129526E+001  -0.5180787E+000
   0.3396958E+001   0.8811300E+001   0.6711908E+001
  -0.1130310E+001   0.9872854E+001   0.9903927E+001
  -0.1866475E+001   0.7495886E+001   0.4303900E+001
  -0.2114067E+001   0.2447461E+001   0.3165203E+001
   0.8867224E+001  -0.4269453E+001   0.2433335E+001
   0.3106418E+001  -0.6572212E+001   0.1786413E-001
  -0.2755327E+000  -0.5543511E+001  -0.1348468E+001
  -0.4764492E+001  -0.5388036E+001   0.2987493E+001
  -0.2973163E+001  -0.7987462E+001   0.3931096E+001
   0.3427364E+001  -0.8366395E+001   0.1221937E+001
   0.3648065E+001  -0.3984336E+001  -0.5636961E+001
   0.4157017E+001   0.2070239E+001  -0.5627314E+001
  -0.1758017E+001   0.4196184E+001  -0.5100753E+001
  -0.4333076E+001  -0.3053229E+000  -0.3578088E+001
  -0.4242090E+000  -0.5680587E+001  -0.1490057E+001
  -0.2230945E+001  -0.6944008E+001  -0.1654381E+001
   0.3762076E+001  -0.1354654E+002  -0.1418566E+001
   0.5596965E+001  -0.1519317E+002  -0.1531225E+001
   0.2482234E+001  -0.1382585E+002  -0.1090703E+001
   0.2541344E+001  -0.1069620E+002   0.1762544E+001
  -0.9485996E+001  -0.7237590E+001   0.3679197E+001
  -0.6511881E+001  -0.6756819E+001   0.8865406E+001
   0.5073195E+000  -0.3020889E+001   0.1266101E+002
   0.6869835E+001   0.3795963E+001   0.1303623E+002
  -0.9322621E+001   0.8056862E+001   0.6439986E+001
  -0.1069417E+002   0.9741979E+001   0.1872591E+001
  -0.1229569E+002   0.1451059E+002   0.7536054E+001
  -0.1176391E+002   0.2428254E+002   0.1605507E+002
   0.5748329E+001   0.2534975E+002   0.1424354E+002
   0.2397385E+002   0.1577409E+002   0.8620564E+001
   0.2354397E+002   0.1545297E+001   0.5455196E+001
   0.4950667E+001  -0.4545239E+001   0.3345415E+001
   0.2936174E+001  -0.3011519E+001   0.1501732E+001
  -0.1995612E+001   0.5839446E+000   0.8211029E+000
  -0.2904015E+001   0.8064062E+000  -0.1120524E+000
  -0.3965862E+001  -0.3469017E+001  -0.2375114E+001
   0.1789637E+001  -0.7333794E+001  -0.3101627E+001
   0.1684393E+001  -0.7571893E+001  -0.4594355E+001
  -0.2481918E+001   0.6836206E+000  -0.3341047E+001
  -0.1553941E+001   0.7479399E+001   0.1683235E+001
   0.3776845E+001   0.8662345E+001   0.6335117E+001
  -0.2043823E+001   0.5445587E+001   0.7540839E+001
  -0.5378069E+001   0.1459658E+001   0.6470114E+001
  -0.7761863E+001  -0.3602583E+001   0.8239487E+001
   0.5969654E+001  -0.6436016E+001   0.6004832E+001
   0.4671597E+001  -0.3425423E+001   0.9527965E+000
   0.2010237E+001   0.7227300E+000  -0.2951274E+001
  -0.8040221E+001   0.5361991E+000   0.4079595E+001
  -0.5876600E+001  -0.3337821E+001   0.5414666E+001
   0.4156078E+001  -0.5625336E+001   0.3085131E+001
   0.1002806E+002  -0.2158476E+001  -0.5341566E+001
   0.8952350E+001   0.2067050E+001  -0.4927295E+001
  -0.3233256E+001   0.2935760E+001  -0.5896174E+001
  -0.7528381E+001   0.6579504E+000  -0.5303238E+001
  -0.7691876E+001  -0.2361978E+001  -0.3696739E+001
  -0.3468606E+001   0.3413472E+001   0.2518859E+001
   0.2822678E+000   0.2808661E+001   0.3720646E+001
   0.4106625E+001   0.1189160E+001   0.4129035E+001
   0.6732338E-001  -0.1477991E+001   0.3083096E+001
  -0.1566309E+001  -0.8957775E+001   0.3554662E+001
  -0.1081220E+002  -0.1517095E+002   0.1161724E+001
  -0.2460436E+001  -0.1617806E+002   0.3275902E+001
   0.6702318E+001  -0.8088246E+001   0.3879602E+001
   0.1432256E+002  -0.2389210E+001   0.4329330E+001
  -0.4566568E+001   0.5870930E+001   0.3303685E+000
  -0.5487161E+001   0.5173523E+001   0.5379793E+000
  -0.6061471E+001   0.9030905E+001   0.4816236E+001
  -0.5961508E+000   0.1897870E+002   0.1108091E+002
   0.1950958E+001   0.2932899E+002   0.1008964E+002
   0.1113032E+002   0.2433636E+002   0.8316599E+001
   0.7590754E+001   0.9164627E+001   0.5293697E+001
   0.2322087E+001   0.1123287E-001   0.1881420E+001
   0.5701874E+001  -0.7750157E+000  -0.2783461E+000
   0.6360321E+000   0.5354716E+000   0.1705607E+000
  -0.5062381E+001   0.9584504E+000  -0.1214730E+000
  -0.7654033E+001  -0.2481983E+001  -0.1771792E+001
  -0.1184001E+001  -0.6683430E+001  -0.3482658E+001
   0.6586859E+001  -0.5023991E+001  -0.4041625E+001
   0.4550454E+001  -0.3720655E+000  -0.7194532E+000
   0.7465116E+000   0.5272747E+001   0.1684219E+001
   0.1048855E+001   0.3426742E+001   0.3142966E+001
  -0.3912144E+001  -0.9229300E+000   0.4164911E+001
  -0.9864334E+001  -0.2116390E+001   0.5559461E+001
  -0.9458278E+001  -0.1438030E+001   0.7399970E+001
   0.5497625E+001   0.7817569E+000   0.2907786E+001
   0.9673391E+001   0.4185116E+001  -0.1382071E+001
   0.4515974E+001   0.7379724E+001  -0.4024284E+001
  -0.9414975E+001   0.9331451E+001   0.4234444E+001
  -0.8449169E+001   0.8769184E+001   0.5325621E+001
   0.2145976E+001   0.6001872E+001   0.4538431E+001
   0.1268395E+002   0.3258382E+001  -0.2820697E+001
   0.1043267E+002   0.2470418E+001  -0.1761804E+001
  -0.3904681E+001   0.2965768E+001  -0.2463427E+001
  -0.6985111E+001   0.3081265E+001  -0.1875943E+001
  -0.9989801E+001   0.4591425E+001  -0.1336471E+000
  -0.3866018E+001   0.1164424E+002   0.5421738E+001
  -0.1503420E+001   0.1311668E+002   0.5247254E+001
   0.2453026E+001   0.1077643E+002   0.4921878E+001
  -0.3959476E+001   0.7291364E+001   0.3419993E+001
  -0.5668417E+001   0.2086857E+001   0.4096827E+001
  -0.1117623E+002   0.9096618E+000   0.3509930E+001
   0.1136587E+001   0.1315167E+001   0.8013608E+001
   0.6420070E+001  -0.2289779E+001   0.9410416E+001
   0.1497567E+002  -0.7328909E+001   0.8281729E+001
  -0.6620296E+001  -0.4775094E+001   0.5217213E+000
  -0.2350056E+001   0.5724260E+001   0.1164459E+001
  -0.1925670E+001   0.8206855E+001   0.3094880E+001
   0.1409928E+002   0.1680121E+002   0.6694734E+001
   0.3118958E+001   0.1511357E+002   0.3353160E+001
   0.4081465E+001   0.1431020E+002   0.2953885E+001
  -0.1793373E+001   0.6012425E+001   0.1024749E+001
  -0.8327299E+000   0.5660742E+001  -0.1111832E+001
   0.3522690E+001   0.1328634E+001  -0.1339984E+001
   0.2713620E+000  -0.1595506E+001   0.8946443E+000
  -0.3663412E+001   0.1028500E+001   0.1840072E+001
  -0.6903844E+001   0.7246561E+001   0.1022228E+001
  -0.4494088E+001   0.7501408E+001  -0.1260113E+001
