  -0.97980    0.00012
  -0.93939    0.00042
  -0.89899    0.00091
  -0.85859    0.00163
  -0.81818    0.00212
  -0.77778    0.00320
  -0.73737    0.00659
  -0.69697    0.01784
  -0.65657    0.03954
  -0.61616    0.06923
  -0.57576    0.11506
  -0.53535    0.17541
  -0.49495    0.25323
  -0.45455    0.35366
  -0.41414    0.46624
  -0.37374    0.58639
  -0.33333    0.71802
  -0.29293    0.84076
  -0.25253    0.98406
  -0.21212    1.10252
  -0.17172    1.20404
  -0.13131    1.28107
  -0.09091    1.33549
  -0.05051    1.36886
  -0.01010    1.32237
   0.03030    1.28869
   0.07071    1.19624
   0.11111    1.12162
   0.15152    1.02161
   0.19192    0.92995
   0.23232    0.84082
   0.27273    0.74928
   0.31313    0.66578
   0.35354    0.58572
   0.39394    0.51153
   0.43434    0.45451
   0.47475    0.40233
   0.51515    0.35227
   0.55556    0.30583
   0.59596    0.26768
   0.63636    0.22989
   0.67677    0.20582
   0.71717    0.16972
   0.75758    0.15019
   0.79798    0.12800
   0.83838    0.11488
   0.87879    0.09844
   0.91919    0.08604
   0.95960    0.07576
   1.00000    0.06240
   1.04040    0.05635
   1.08081    0.05061
   1.12121    0.04360
   1.16162    0.03773
   1.20202    0.03350
   1.24242    0.02975
   1.28283    0.02570
   1.32323    0.02219
   1.36364    0.01880
   1.40404    0.01820
   1.44444    0.01312
   1.48485    0.01354
   1.52525    0.01088
   1.56566    0.01052
   1.60606    0.00973
   1.64646    0.00895
   1.68687    0.00713
   1.72727    0.00738
   1.76768    0.00653
   1.80808    0.00508
   1.84848    0.00478
   1.88889    0.00441
   1.92929    0.00387
   1.96970    0.00393
   2.01010    0.00308
   2.05051    0.00272
   2.09091    0.00381
   2.13131    0.00260
   2.17172    0.00296
   2.21212    0.00200
   2.25253    0.00169
   2.29293    0.00193
   2.33333    0.00200
   2.37374    0.00133
   2.41414    0.00127
   2.45455    0.00109
   2.49495    0.00163
   2.53535    0.00115
   2.57576    0.00115
   2.61616    0.00109
   2.65657    0.00127
   2.69697    0.00115
   2.73737    0.00067
   2.77778    0.00097
   2.81818    0.00103
   2.85859    0.00067
   2.89899    0.00091
   2.93939    0.00085
   2.97980    0.00091
