# ~alp d~p/dy   Phi_p_sgs,y
   0.3926321E+001   0.1082595E+002
   0.4790162E+001   0.1030458E+002
   0.3830590E+001   0.9048716E+001
   0.2234442E+001   0.8262493E+001
   0.4151431E+000   0.6355913E+001
  -0.5841651E+000   0.2059771E+001
  -0.6233898E+000   0.1077986E+000
  -0.7425903E+000  -0.9662274E-001
  -0.8349699E+000  -0.1245240E+000
  -0.8065998E+000  -0.1252389E+000
  -0.6133587E+000  -0.1915080E+000
  -0.3140791E+000  -0.2467602E+000
  -0.3739689E-001  -0.1746276E+000
   0.1339855E+000  -0.6745455E-001
   0.2745196E+000   0.4480646E-001
   0.8148852E+000   0.9221195E+000
   0.2467165E+001   0.4030678E+001
   0.6134926E+001   0.9539431E+001
   0.1249091E+002   0.1326520E+002
   0.1799322E+002   0.1250399E+002
   0.2026977E+002   0.1093590E+002
   0.1897112E+002   0.9817700E+001
   0.1576577E+002   0.6729546E+001
   0.9342591E+001   0.2691738E+001
   0.5987632E+001  -0.3082550E+000
   0.4688950E+001  -0.1452882E+001
   0.2840264E+001  -0.1738464E+001
   0.5333044E+000  -0.1307687E+001
  -0.5645362E+000  -0.1607088E+000
  -0.1174618E+001   0.7568215E+000
  -0.1615177E+001   0.1359356E+001
  -0.1822498E+001   0.1998693E+001
  -0.2035835E+001   0.2214497E+001
  -0.2346167E+001   0.1273221E+001
  -0.2614734E+001   0.1268803E-001
  -0.2634474E+001  -0.3701681E+000
  -0.2305566E+001   0.6170789E+000
  -0.1508790E+001   0.2370940E+001
  -0.3894669E+000   0.4362220E+001
   0.1182424E+001   0.7864525E+001
   0.2157598E+000   0.7991453E+001
   0.7522398E+000   0.8180456E+001
   0.5737643E+000   0.7836890E+001
  -0.4314821E-001   0.7377219E+001
  -0.8928400E+000   0.5603008E+001
  -0.1190362E+001   0.9987143E+000
  -0.1245388E+001  -0.9913996E+000
  -0.1535679E+001  -0.1252264E+001
  -0.1714126E+001  -0.1236781E+001
  -0.1640923E+001  -0.1158827E+001
  -0.1152192E+001  -0.9594813E+000
  -0.4490479E+000  -0.6021580E+000
   0.6020076E-001  -0.3363419E+000
   0.3124054E+000  -0.1501077E+000
   0.4459486E+000   0.5585221E-002
   0.9819425E+000   0.8088212E+000
   0.2682675E+001   0.3831077E+001
   0.5737592E+001   0.8947440E+001
   0.1044387E+002   0.1325015E+002
   0.1577350E+002   0.1392586E+002
   0.1871745E+002   0.1298772E+002
   0.1708100E+002   0.1190035E+002
   0.1486662E+002   0.8256413E+001
   0.1051961E+002   0.3858143E+001
   0.7373804E+001  -0.1321183E-001
   0.5279866E+001  -0.2242702E+001
   0.3577920E+001  -0.2349894E+001
   0.1979848E+001  -0.1900607E+001
   0.1474496E+001  -0.9818534E+000
   0.1824624E+001   0.4411566E+000
   0.1689149E+001   0.1837129E+001
   0.8033800E+000   0.3272726E+001
  -0.4499855E+000   0.3771932E+001
  -0.1835530E+001   0.2549701E+001
  -0.2937982E+001   0.4086883E+000
  -0.3457919E+001  -0.7547611E+000
