# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.2184270E-001   0.6311982E-003   0.2249755E-001   0.6180841E+002   0.6548486E-003   0.6795467E-003
   0.1685803E-001   0.4369178E-003   0.1731101E-001   0.8817645E+002   0.4529848E-003   0.4697674E-003
   0.1164268E-001   0.1904225E-003   0.1183793E-001   0.1059149E+003   0.1952553E-003   0.2002585E-003
   0.1021562E-001   0.1160249E-003   0.1033312E-001   0.1077146E+003   0.1175031E-003   0.1190021E-003
   0.1344402E-001   0.2889364E-003   0.1374948E-001   0.8975072E+002   0.3054631E-003   0.3238832E-003
   0.2925649E-001   0.2754333E-002   0.3262689E-001   0.7073437E+002   0.3370404E-002   0.4172978E-002
   0.6982845E-001   0.1182396E-001   0.8545348E-001   0.4548613E+002   0.1562503E-001   0.2090801E-001
   0.1066224E+000   0.1891316E-001   0.1313349E+000   0.2157890E+002   0.2471250E-001   0.3266563E-001
   0.1115552E+000   0.1830423E-001   0.1350624E+000   0.1394489E+002   0.2350721E-001   0.3057371E-001
   0.7599422E-001   0.8889358E-002   0.8660060E-001   0.2149360E+002   0.1060638E-001   0.1275256E-001
   0.5101994E-001   0.4721043E-002   0.5655404E-001   0.3314227E+002   0.5534099E-002   0.6543468E-002
   0.6144091E-001   0.1049791E-001   0.7564633E-001   0.3753765E+002   0.1420542E-001   0.1942291E-001
   0.9086462E-001   0.1895498E-001   0.1168864E+000   0.3845140E+002   0.2602179E-001   0.3602185E-001
   0.9195290E-001   0.1998488E-001   0.1193515E+000   0.7467125E+002   0.2739860E-001   0.3785299E-001
   0.6809788E-001   0.1329688E-001   0.8578471E-001   0.1168161E+003   0.1768683E-001   0.2371697E-001
   0.4969334E-001   0.7368043E-002   0.5890601E-001   0.1184825E+003   0.9212674E-002   0.1159465E-001
   0.4751865E-001   0.5279729E-002   0.5374114E-001   0.7625305E+002   0.6222496E-002   0.7353813E-002
   0.5084275E-001   0.4828346E-002   0.5639844E-001   0.4289791E+002   0.5555686E-002   0.6410052E-002
   0.6026445E-001   0.5555065E-002   0.6655603E-001   0.2865380E+002   0.6291589E-002   0.7140115E-002
   0.7536354E-001   0.8187101E-002   0.8488307E-001   0.2036714E+002   0.9519537E-002   0.1111780E-001
   0.8407486E-001   0.1014648E-001   0.9616258E-001   0.1762564E+002   0.1208772E-001   0.1450660E-001
   0.7841082E-001   0.8971431E-002   0.8906815E-001   0.1881660E+002   0.1065734E-001   0.1276727E-001
   0.7732856E-001   0.8462256E-002   0.8720601E-001   0.1922178E+002   0.9877452E-002   0.1159862E-001
   0.8790564E-001   0.1094186E-001   0.1009314E+000   0.1835954E+002   0.1302578E-001   0.1560532E-001
   0.1050602E+000   0.1503746E-001   0.1233219E+000   0.1725504E+002   0.1826171E-001   0.2232522E-001
   0.1119008E+000   0.1710675E-001   0.1331186E+000   0.1575664E+002   0.2121779E-001   0.2654149E-001
   0.1208575E+000   0.2141935E-001   0.1490016E+000   0.1365985E+002   0.2814406E-001   0.3756624E-001
   0.1380567E+000   0.3127835E-001   0.1830155E+000   0.1306643E+002   0.4495883E-001   0.6585339E-001
   0.1317774E+000   0.3080829E-001   0.1767015E+000   0.2027629E+002   0.4492408E-001   0.6674119E-001
   0.1085758E+000   0.2259983E-001   0.1409393E+000   0.2792742E+002   0.3236348E-001   0.4744040E-001
   0.6910703E-001   0.8358600E-002   0.7931322E-001   0.3121773E+002   0.1020619E-001   0.1260954E-001
   0.5124093E-001   0.3918329E-002   0.5568768E-001   0.2773572E+002   0.4446754E-002   0.5075235E-002
   0.4628924E-001   0.3264750E-002   0.5016176E-001   0.2605805E+002   0.3872525E-002   0.4706034E-002
   0.7089190E-001   0.1009795E-001   0.8447803E-001   0.2267473E+002   0.1358613E-001   0.1875514E-001
   0.1084512E+000   0.2278064E-001   0.1422592E+000   0.1853995E+002   0.3380794E-001   0.5195076E-001
   0.1570661E+000   0.4242435E-001   0.2246007E+000   0.1363477E+002   0.6753467E-001   0.1113547E+000
   0.1771448E+000   0.5448531E-001   0.2676094E+000   0.1528335E+002   0.9046463E-001   0.1550099E+000
   0.1501399E+000   0.4492706E-001   0.2241751E+000   0.2091582E+002   0.7403527E-001   0.1259995E+000
   0.8384351E-001   0.2051467E-001   0.1164156E+000   0.3514976E+002   0.3257208E-001   0.5344821E-001
   0.3546768E-001   0.3495173E-002   0.3989384E-001   0.5142379E+002   0.4426157E-002   0.5683592E-002
   0.1844716E-001   0.4156198E-003   0.1887429E-001   0.6659333E+002   0.4271262E-003   0.4390052E-003
   0.1465174E-001   0.2784518E-003   0.1493704E-001   0.8624586E+002   0.2853087E-003   0.2923690E-003
   0.1377665E-001   0.2992217E-003   0.1408736E-001   0.9361258E+002   0.3107113E-003   0.3228323E-003
   0.1482239E-001   0.4047329E-003   0.1524744E-001   0.9358951E+002   0.4250507E-003   0.4467075E-003
   0.1508075E-001   0.3941135E-003   0.1549425E-001   0.8677179E+002   0.4134942E-003   0.4341673E-003
   0.1610541E-001   0.5199251E-003   0.1667430E-001   0.8069033E+002   0.5688900E-003   0.6258584E-003
   0.4274568E-001   0.6283339E-002   0.5101926E-001   0.6032678E+002   0.8273581E-002   0.1102458E-001
   0.7833519E-001   0.1302621E-001   0.9523015E-001   0.3333964E+002   0.1689496E-001   0.2213343E-001
   0.1017588E+000   0.1612210E-001   0.1222032E+000   0.1748162E+002   0.2044439E-001   0.2620244E-001
   0.7775414E-001   0.9470599E-002   0.8912819E-001   0.2056247E+002   0.1137404E-001   0.1375573E-001
   0.6806222E-001   0.7435255E-002   0.7686304E-001   0.2363616E+002   0.8800829E-002   0.1049294E-001
   0.8063672E-001   0.1335508E-001   0.9826350E-001   0.2556129E+002   0.1762679E-001   0.2354269E-001
   0.9480241E-001   0.1927501E-001   0.1209883E+000   0.4193271E+002   0.2618591E-001   0.3591189E-001
   0.6218852E-001   0.1349527E-001   0.8100814E-001   0.9795668E+002   0.1881963E-001   0.2644358E-001
   0.2537097E-001   0.4480272E-002   0.3164784E-001   0.1444426E+003   0.6276875E-002   0.8854606E-002
   0.1694351E-001   0.5701597E-003   0.1754997E-001   0.1323071E+003   0.6064559E-003   0.6464626E-003
   0.2818265E-001   0.1415293E-002   0.2972142E-001   0.7928496E+002   0.1538766E-002   0.1677085E-002
   0.3953470E-001   0.2539445E-002   0.4234888E-001   0.4351876E+002   0.2814175E-002   0.3129678E-002
   0.5751038E-001   0.5355696E-002   0.6371319E-001   0.2922511E+002   0.6202813E-002   0.7232729E-002
   0.7834238E-001   0.8886177E-002   0.8881616E-001   0.1937652E+002   0.1047377E-001   0.1242287E-001
   0.9166608E-001   0.1136840E-001   0.1052499E+000   0.1512188E+002   0.1358383E-001   0.1635888E-001
   0.8794350E-001   0.1014312E-001   0.9991978E-001   0.1454202E+002   0.1197629E-001   0.1425401E-001
   0.8710725E-001   0.9613329E-002   0.9827459E-001   0.1439261E+002   0.1116734E-001   0.1304553E-001
   0.9715142E-001   0.1181063E-001   0.1110754E+000   0.1239405E+002   0.1392396E-001   0.1651226E-001
   0.1101405E+000   0.1501695E-001   0.1281570E+000   0.1120280E+002   0.1801645E-001   0.2175284E-001
   0.1126944E+000   0.1681953E-001   0.1334178E+000   0.1385519E+002   0.2072341E-001   0.2574991E-001
   0.1212288E+000   0.2227182E-001   0.1505721E+000   0.2005611E+002   0.2934336E-001   0.3923434E-001
   0.1476481E+000   0.3516082E-001   0.1980686E+000   0.2273074E+002   0.5042055E-001   0.7355572E-001
   0.1653881E+000   0.4149706E-001   0.2256675E+000   0.1820221E+002   0.6027933E-001   0.8894461E-001
   0.1548276E+000   0.3513156E-001   0.2046705E+000   0.1262649E+002   0.4984289E-001   0.7205786E-001
   0.1101231E+000   0.1865223E-001   0.1343743E+000   0.1407325E+002   0.2425117E-001   0.3197207E-001
   0.6535103E-001   0.6995186E-002   0.7364023E-001   0.2242554E+002   0.8289202E-002   0.9879206E-002
   0.4231885E-001   0.2881664E-002   0.4568669E-001   0.3080626E+002   0.3367838E-002   0.4013300E-002
   0.4998068E-001   0.6044117E-002   0.5822489E-001   0.3445961E+002   0.8244210E-002   0.1161435E-001
   0.7230593E-001   0.1416663E-001   0.9414799E-001   0.3394501E+002   0.2184205E-001   0.3506005E-001
   0.1152728E+000   0.3092158E-001   0.1661691E+000   0.2851776E+002   0.5089628E-001   0.8695932E-001
   0.1510033E+000   0.4686137E-001   0.2305111E+000   0.2538146E+002   0.7950780E-001   0.1391594E+000
   0.1436276E+000   0.4274548E-001   0.2146303E+000   0.2399506E+002   0.7100273E-001   0.1218543E+000
   0.8691677E-001   0.2150603E-001   0.1212791E+000   0.3371607E+002   0.3436231E-001   0.5666373E-001
   0.3513310E-001   0.3567662E-002   0.3966849E-001   0.5260381E+002   0.4535395E-002   0.5842012E-002
   0.2320889E-001   0.7187934E-003   0.2395747E-001   0.5655131E+002   0.7485774E-003   0.7798432E-003
   0.1964873E-001   0.5412832E-003   0.2021119E-001   0.6798977E+002   0.5624576E-003   0.5846760E-003
   0.2343224E-001   0.1036409E-002   0.2456148E-001   0.6835185E+002   0.1129242E-002   0.1235420E-002
   0.3375885E-001   0.2332671E-002   0.3635815E-001   0.6309668E+002   0.2599307E-002   0.2904265E-002
   0.3671430E-001   0.2713278E-002   0.3974876E-001   0.5680737E+002   0.3034460E-002   0.3401990E-002
   0.2926885E-001   0.1855671E-002   0.3133247E-001   0.5945573E+002   0.2063618E-002   0.2299793E-002
   0.3259745E-001   0.2279655E-002   0.3519495E-001   0.5216066E+002   0.2597501E-002   0.2976931E-002
   0.5806830E-001   0.6974645E-002   0.6649079E-001   0.3632552E+002   0.8422487E-002   0.1022718E-001
   0.7971757E-001   0.1012129E-001   0.9184659E-001   0.2259874E+002   0.1212901E-001   0.1460658E-001
   0.6642992E-001   0.7820052E-002   0.7577968E-001   0.2729449E+002   0.9349763E-002   0.1123657E-001
   0.6622497E-001   0.7265592E-002   0.7484711E-001   0.2535059E+002   0.8622140E-002   0.1030654E-001
   0.7938665E-001   0.1163536E-001   0.9427219E-001   0.2321176E+002   0.1488554E-001   0.1928828E-001
   0.7308567E-001   0.1130000E-001   0.8761629E-001   0.4465058E+002   0.1453062E-001   0.1891250E-001
   0.3333148E-001   0.4382966E-002   0.3916640E-001   0.8637304E+002   0.5834921E-002   0.7888159E-002
   0.1238850E-001   0.1991873E-003   0.1259206E-001   0.1017566E+003   0.2035665E-003   0.2080814E-003
   0.2583637E-001   0.1255202E-002   0.2719319E-001   0.7095900E+002   0.1356826E-002   0.1468946E-002
   0.4028641E-001   0.2441397E-002   0.4294569E-001   0.3808318E+002   0.2659276E-002   0.2901231E-002
   0.5187053E-001   0.3736598E-002   0.5600060E-001   0.2660265E+002   0.4130071E-002   0.4576671E-002
