# ~alp d~p/dz   Phi_p_sgs,z
  -0.3310285E+002   0.5667297E+001
  -0.8022070E+001   0.5353148E+001
  -0.7297373E+001   0.3317736E+001
   0.5312134E+001   0.1072908E+002
   0.2678339E+002   0.1132963E+002
   0.2320038E+002   0.4366767E+001
   0.2856408E+002   0.4245598E+001
   0.3444515E+002   0.1576838E+001
   0.7767751E+000   0.2646015E+001
   0.3412861E+001   0.3680005E+001
   0.1025218E+002   0.1894034E+000
   0.4376576E+001  -0.2115790E+000
   0.5203243E+001  -0.1112321E+000
   0.5965734E+002   0.2114781E+002
   0.7268433E+003   0.2201338E+003
   0.2007733E+004   0.3270269E+003
   0.1187933E+004   0.7072996E+003
   0.7999042E+002   0.1485840E+003
  -0.9489483E-001   0.9324218E+001
  -0.1494369E+001   0.8396885E+000
  -0.1130017E+001   0.6008874E-001
  -0.1125487E+001   0.1739991E-002
  -0.8779725E+000   0.1024874E-001
  -0.1864281E+001  -0.7696800E-001
  -0.3427673E+001   0.2573287E+000
  -0.4058113E+001   0.1004950E+000
  -0.6447703E+001   0.2400488E+000
  -0.3943995E+001   0.6187513E-001
  -0.3084323E+001   0.1337762E+001
  -0.1701483E+001   0.5628706E+000
  -0.6595588E+001   0.1243602E+000
  -0.1056695E+002   0.1095972E+001
  -0.6666421E+001   0.6108700E+000
  -0.5689255E+001  -0.1067448E-001
  -0.5812887E+001   0.5188242E-001
  -0.5076400E+001  -0.4961619E-001
  -0.3121452E+001   0.2022352E+000
  -0.1813201E+001   0.4265202E-001
  -0.2787654E+001  -0.3577278E-001
  -0.8831554E+001   0.2291497E-001
  -0.1853257E+002   0.3311266E+001
  -0.8669902E+001   0.1317443E+002
  -0.1981036E+002   0.4602814E+001
   0.1766065E+001   0.2184304E+000
   0.6556597E+001   0.9158488E+000
   0.9863480E+001   0.1588668E+000
   0.3315786E+001   0.7347327E+000
   0.3928565E+000   0.2059146E+001
  -0.1498749E+001   0.2019651E+001
   0.8418607E+000   0.7268194E+000
   0.3148514E+001   0.3782903E+000
   0.2122626E+001   0.1948040E+000
   0.9587168E+001   0.6414283E+000
   0.1184406E+003   0.2858467E+002
   0.1168315E+004   0.1655360E+003
   0.2114424E+004   0.1379289E+003
   0.2171449E+004   0.1984925E+003
   0.6386077E+003   0.2009447E+003
   0.1524721E+003   0.7833804E+002
   0.1166511E+002   0.3442206E+002
  -0.9846697E+000   0.2750930E+001
  -0.6621593E+000   0.4103297E+000
  -0.4510988E+000   0.3724587E-001
  -0.1406107E+001   0.2418124E+000
  -0.1696883E+001   0.3759452E+000
  -0.3490512E+001  -0.2096208E+000
  -0.7311362E+001   0.9192527E-001
  -0.4043132E+001  -0.1377079E+000
  -0.5791678E+001   0.4256763E+001
   0.1283664E+002   0.5131700E+001
  -0.7998916E+000   0.2301279E+001
  -0.1616336E+002   0.1753865E+001
  -0.6930725E+001  -0.1542864E+001
  -0.1743922E+001  -0.2253263E+000
  -0.3323136E+001  -0.1866191E-001
  -0.5072789E+001   0.7222892E-001
  -0.6565260E+001   0.1007971E+000
  -0.3392619E+001   0.2311983E+000
  -0.2162796E+001   0.7006622E-002
  -0.3986687E+001   0.1021984E+000
  -0.3020562E+002   0.8970708E+001
  -0.2737110E+002   0.7833062E+001
  -0.1523861E+002   0.4212208E+001
   0.3670442E+002   0.7440284E+001
   0.3012466E+002   0.2041733E+001
   0.1548625E+002   0.5278546E-001
   0.9855896E+000   0.9114108E+000
  -0.2556827E+001   0.5071528E+000
  -0.3668222E+001   0.4990948E+001
  -0.7293000E+000   0.1000813E+001
   0.9859911E+000   0.1320725E+001
   0.1321774E+001   0.6112240E+000
   0.1543007E+002   0.3389141E+001
   0.3075508E+003   0.9579691E+002
   0.1048657E+004   0.1102537E+003
   0.1767614E+004   0.6758039E+002
   0.1561200E+004   0.1389557E+003
   0.4735052E+003   0.7171140E+002
   0.2915068E+003   0.2625589E+002
   0.2776499E+003   0.6714747E+002
   0.7470276E+002   0.4049905E+002
   0.2412546E+002   0.9341721E+001
   0.7916756E+001   0.5025862E+001
   0.2102475E+001   0.3030265E+000
  -0.5936031E+001   0.2708202E+001
  -0.2776531E+002   0.1080218E+002
  -0.3917686E+002   0.1584085E+002
  -0.4056720E+002   0.2057942E+002
  -0.1065457E+002   0.1844541E+002
   0.4736747E+002  -0.6197795E+000
   0.4102598E+001   0.3386531E+001
  -0.9001584E+001   0.1148130E+001
  -0.1143553E+002   0.3428270E+001
   0.6070212E+000   0.1773479E+001
  -0.1744903E+001  -0.1416150E+000
  -0.4175775E+001   0.9896397E-002
  -0.8100040E+001   0.1546056E+000
  -0.9195610E+001   0.2010009E+000
  -0.2609007E+001   0.1831053E+000
  -0.4743820E+001  -0.1580430E+000
  -0.2809495E+002   0.2050414E+002
   0.2468716E+002   0.2356920E+001
   0.3179535E+001   0.5480367E+000
  -0.4172059E+000   0.1016919E+001
   0.3723962E+001   0.1784386E+001
   0.1207113E+001   0.2381561E+001
  -0.8488165E+001   0.2173467E+001
  -0.1343798E+002  -0.2842783E+000
  -0.8651104E+001   0.3383548E+001
   0.5430301E+001  -0.1400588E+000
   0.3157647E+001   0.6651100E+001
   0.2381419E+001   0.4752404E+001
   0.3859403E+002   0.9491863E+001
   0.3682739E+003   0.1194090E+003
   0.9360008E+003   0.1699053E+003
   0.1575828E+004   0.6078709E+002
   0.1204227E+004   0.1678683E+003
   0.1707410E+003   0.7173327E+002
   0.6155063E+002   0.8698254E+001
   0.1579564E+003   0.1977499E+002
   0.9253200E+002   0.2022243E+002
   0.3494225E+002   0.2062179E+001
   0.2995836E+002   0.1373306E+001
   0.1693616E+002   0.3364060E+001
   0.4795034E+002   0.1507905E+001
  -0.2153741E+001   0.1253011E+001
   0.3581535E+000  -0.3503721E+001
   0.2235938E+002  -0.1185133E+001
   0.4584445E+002   0.6082607E+001
   0.9439239E+002   0.1471879E+002
   0.4342102E+001   0.1914913E+002
  -0.1006296E+002   0.8913222E-001
  -0.8396128E+001   0.1441709E+002
   0.9177338E+001   0.5990700E+001
  -0.1778271E+001   0.1626020E+000
  -0.2963037E+001   0.2112239E-001
  -0.4399664E+001  -0.1067983E-001
  -0.1425798E+002   0.7635867E+000
  -0.2459809E+002   0.6464226E+001
  -0.3696830E+002   0.9439945E+001
   0.1930092E+002   0.3868057E+001
   0.1465986E+002   0.5814526E+001
  -0.6741127E+000   0.1581553E+000
  -0.4103256E+001   0.3437807E+000
  -0.1532625E+001   0.6983902E+000
  -0.3984361E+001   0.1516925E+001
  -0.5730528E+001   0.7912377E+000
  -0.7345127E+001   0.4044853E+000
  -0.1383771E+002   0.2583840E+001
  -0.1472131E+002   0.3881687E+001
   0.5292299E+001   0.3012142E+001
   0.2031309E+002  -0.6294925E+000
   0.8451109E+002   0.2508570E+002
   0.1956081E+003   0.1097268E+003
   0.5075271E+003   0.1966509E+003
   0.8506613E+003   0.7754279E+002
   0.3966927E+003   0.1422080E+003
   0.1895868E+002   0.1411310E+002
  -0.2290016E+000   0.9000581E+001
  -0.9965704E+001   0.4714370E+002
   0.2180858E+002   0.2195616E+002
   0.5106985E+001   0.2354218E+001
   0.2730957E+001   0.1686660E+001
   0.1874332E-001   0.6652617E+000
   0.6327352E+001  -0.1736123E+001
  -0.1163196E+002   0.4876400E+001
   0.1619096E+001   0.2215125E+001
   0.2527305E+002   0.3798535E+001
   0.3672232E+002   0.1009934E+002
   0.3689573E+002   0.1126067E+002
   0.1630573E+002   0.1354167E+002
  -0.1318571E+002   0.1043753E+002
  -0.8317672E-002   0.7991284E+001
   0.3706849E+000   0.7460420E+001
  -0.3467353E+001   0.6587424E+000
  -0.2527858E+001   0.7981179E-001
  -0.1814185E+001   0.9153866E-002
  -0.4393820E+001   0.1971445E+000
  -0.1519002E+002   0.2962896E+001
  -0.2734006E+002  -0.1079423E+000
  -0.3547711E+001   0.2504807E+001
  -0.5848098E+001   0.2786238E+001
  -0.6047691E+001   0.6947102E+000
  -0.6084471E+001   0.2939510E+000
  -0.3471916E+001   0.8854290E-001
  -0.4899689E+001   0.3543662E-001
  -0.5560797E+001   0.1527706E+000
  -0.6044110E+001   0.7671567E+000
  -0.5788820E+001   0.7009612E+000
  -0.5198229E+001   0.2986815E+000
  -0.1108166E+001   0.3655485E+000
   0.1186220E+002   0.2791814E+001
   0.3061169E+002   0.2246011E+002
   0.2620200E+002   0.4955168E+002
   0.1029188E+003   0.1097642E+003
   0.1343898E+003   0.7413430E+002
   0.2624389E+002   0.2658971E+002
  -0.4901447E+000   0.8347009E+000
  -0.4357196E+001  -0.3166323E-001
  -0.9044080E+001   0.8784342E+000
  -0.1814576E+001   0.6948309E+001
   0.7219611E+001   0.2162804E+001
   0.2438673E+001   0.1055094E+001
   0.1365418E+001   0.2991117E+000
   0.7529663E+001   0.2150424E+001
  -0.4820557E+001   0.1108098E+002
  -0.1373725E+001   0.1651072E+000
   0.4042586E+001   0.5097254E+001
   0.5775733E+002   0.1349306E+002
   0.5465568E+002   0.3900227E+002
   0.5711824E+002   0.2618113E+002
  -0.1221162E+001   0.7451959E+001
  -0.1440398E+002   0.1976270E+001
  -0.8659203E+001   0.7205850E+000
  -0.2916566E+001   0.1025631E+000
  -0.2385103E+001   0.2102625E+000
  -0.2862427E+001   0.1491207E+001
  -0.2687889E+001   0.2894025E+001
  -0.2895486E+001   0.5205870E+000
  -0.3030563E+001   0.7480165E+000
   0.6707062E+001   0.1182295E+002
   0.3309102E+001   0.8160239E+001
  -0.8272712E+001   0.3710974E+001
  -0.7915595E+001   0.5036171E+001
  -0.5242963E+001   0.7134601E+000
  -0.2478555E+001   0.4172150E-001
  -0.4866132E+001   0.8153451E-001
  -0.7281312E+001   0.3423874E+000
  -0.6244294E+001   0.2701365E+001
  -0.9174655E+001   0.1756523E+001
  -0.2457130E+001   0.7312823E+000
   0.5942134E+000   0.1274544E+001
  -0.4751309E+000   0.2224054E+001
  -0.6227044E+001   0.6966104E+001
   0.2189840E+001   0.9773349E+001
   0.4761888E+001   0.2911875E+001
