# ~alp d~p/dz   Phi_p_sgs,z
  -0.3139845E+002   0.9186180E+000
   0.7966960E+001   0.1188077E+001
  -0.6459600E+001   0.3640552E+000
  -0.1548954E+001   0.1717264E+001
   0.2579801E+002   0.3547865E+001
   0.1883063E+002   0.2000970E+001
   0.3328369E+002   0.2487895E+001
   0.5222786E+002   0.1596539E+001
  -0.5179014E+000   0.2697919E+000
   0.2257519E+001   0.2649527E+001
   0.8425908E+001   0.4663592E-001
   0.4458547E+001   0.1098363E-002
   0.4701599E+001  -0.8988119E-001
   0.4686697E+002   0.4628668E+001
   0.9932195E+003   0.1337299E+003
   0.3636591E+004   0.4398610E+002
   0.1562971E+004   0.6880389E+003
   0.2196417E+002   0.7542489E+001
  -0.1438464E+001   0.4019401E+000
  -0.1338270E+001   0.1275796E-001
  -0.1084929E+001   0.2724825E-001
  -0.1192303E+001  -0.1153537E-003
  -0.8703077E+000   0.2541454E-002
  -0.1997371E+001  -0.8181893E-001
  -0.3432251E+001   0.1468878E+000
  -0.3807188E+001   0.4208099E-001
  -0.6760954E+001   0.1185843E+000
  -0.3838906E+001   0.2586886E-001
  -0.2813578E+001   0.5772458E+000
  -0.9467068E+000   0.1480052E+000
  -0.7163831E+001  -0.4206626E-001
  -0.1264214E+002   0.6352513E+000
  -0.7132040E+001   0.2808457E+000
  -0.6565521E+001   0.9110242E-002
  -0.6854830E+001   0.5079365E-001
  -0.6048209E+001  -0.3854118E-001
  -0.2751715E+001   0.7967576E-001
  -0.1727395E+001   0.1179863E-001
  -0.2688099E+001  -0.1145101E-001
  -0.7741372E+001  -0.8359278E-002
  -0.1401734E+002   0.3528315E+000
   0.1674898E+002   0.9040080E+001
  -0.2547513E+002   0.1895594E+001
   0.1280057E+001  -0.5352304E+000
   0.4480142E+001   0.6788395E+000
   0.1125296E+002   0.2109794E+000
   0.2799797E+001   0.2639597E+000
  -0.4438253E+000  -0.1176684E-001
  -0.3771560E+000  -0.2537659E+000
   0.9746723E+000   0.4691363E+000
   0.3576031E+001   0.5046163E+000
   0.1558140E+001   0.9964586E-001
   0.8523327E+001   0.6936162E+000
   0.9550255E+002   0.5602116E+001
   0.1885917E+004   0.9985112E+002
   0.2807357E+004   0.1714674E+002
   0.3630211E+004   0.6000490E+002
   0.6820638E+003   0.1083895E+003
   0.1839539E+003   0.4880615E+002
   0.5690009E+000   0.4737832E+001
  -0.1212616E+001   0.6436799E-001
  -0.6455628E+000   0.1231105E-001
  -0.4708933E+000   0.8738141E-002
  -0.1619818E+001   0.8127958E-001
  -0.9750834E+000   0.3052926E-001
  -0.3316124E+001  -0.8983096E-001
  -0.7775906E+001   0.8337815E-001
  -0.3500513E+001  -0.4357134E-001
  -0.2234600E+001   0.4980249E+000
   0.2454339E+002   0.2859464E+001
  -0.2450526E+001   0.1699948E+001
  -0.2227268E+002   0.1798697E+001
  -0.4564964E+001   0.1048641E-001
  -0.1738413E+001  -0.9725422E-001
  -0.3306285E+001   0.7093546E-002
  -0.5003913E+001   0.1679100E-001
  -0.7028971E+001   0.3844931E-001
  -0.2555986E+001   0.5040547E-001
  -0.2062200E+001  -0.3288425E-002
  -0.3559734E+001   0.2692017E-001
  -0.1990124E+002   0.1500828E+001
  -0.2272557E+002   0.1002868E+001
  -0.2420498E+002   0.3458618E+001
   0.7816205E+002   0.4814746E+001
   0.4426533E+002   0.7644945E+000
   0.1764903E+002   0.8991608E-001
   0.8366703E-001   0.4520116E+000
  -0.2075297E+001   0.2325743E+000
  -0.1088797E+000   0.3223675E+001
  -0.1226010E+001   0.3487314E+000
   0.1154338E+001   0.1605002E+001
   0.2038605E+001   0.2493289E+000
   0.1435391E+002   0.1170652E+001
   0.4013321E+003   0.6045732E+002
   0.1259759E+004   0.6911057E+002
   0.2576064E+004   0.4700399E+001
   0.2311671E+004   0.7727585E+002
   0.5026311E+003   0.3373245E+002
   0.4001339E+003   0.1105157E+002
   0.4780700E+003   0.3664486E+002
   0.8883781E+002   0.2317823E+002
   0.2764432E+002   0.4754262E+001
   0.5456371E+001   0.2165998E+001
   0.1823209E+001  -0.3131220E-001
  -0.6745117E+001   0.8442911E+000
  -0.2939062E+002   0.4976913E+001
  -0.3217280E+002   0.4887117E+001
  -0.3755015E+002   0.7387683E+001
  -0.2859625E+002   0.1244677E+002
   0.5360106E+002  -0.1720515E+001
   0.2631586E+001   0.1216942E+001
  -0.7082056E+001   0.1366330E+000
  -0.2108628E+002   0.6768862E+000
   0.5612254E+000   0.3340348E+000
  -0.1686168E+001  -0.6834114E-001
  -0.4179876E+001   0.1676289E-001
  -0.7981056E+001   0.4693695E-001
  -0.1021970E+002   0.8122834E-001
  -0.1914952E+001   0.3218800E-001
  -0.3402830E+001  -0.1162250E+000
  -0.3513103E+002   0.1354420E+002
   0.5971439E+002   0.3655181E+001
   0.8224057E+001  -0.2901247E+000
  -0.4842468E+000  -0.1234575E+000
   0.3505163E+001   0.3203676E+000
   0.1100295E+001   0.8912301E+000
  -0.1099162E+002   0.5339558E+000
  -0.1717051E+002  -0.9684341E+000
  -0.4638404E+001   0.3806883E+001
   0.8636471E+001   0.9708007E+000
   0.2856428E+001   0.5505533E+001
  -0.4886854E-001   0.1953182E+001
   0.4249086E+002   0.5862353E+001
   0.5044652E+003   0.9055805E+002
   0.1277119E+004   0.1480516E+003
   0.1854159E+004   0.1203650E+002
   0.2029759E+004   0.5995643E+002
   0.1502660E+003   0.4465369E+002
   0.4972088E+002   0.3883289E+001
   0.1348592E+003   0.1310733E+002
   0.4534271E+002   0.6600596E+001
   0.3213768E+002   0.1659889E+001
   0.3524737E+002   0.4935897E+000
   0.2474817E+002   0.7602355E+000
   0.8624636E+002   0.5385233E+001
  -0.3229711E+001  -0.8081864E+000
   0.4117481E+001  -0.2074765E+001
   0.3166218E+002  -0.6854227E+000
   0.3661805E+002   0.8201647E+000
   0.1400347E+003   0.6490933E+001
  -0.5948292E+001   0.4873349E+001
  -0.9526437E+001   0.1371183E+000
  -0.1254933E+002   0.4687184E+001
   0.1384594E+002   0.2757087E+001
  -0.1644852E+001   0.1482256E-001
  -0.2835787E+001   0.2319125E-002
  -0.4122338E+001   0.6084958E-003
  -0.1782779E+002   0.1036915E+001
  -0.2472219E+002   0.4290289E+001
  -0.1867997E+002   0.7483771E+000
   0.5019429E+002   0.1671006E+001
   0.2204752E+002   0.2510330E+001
   0.2442567E+000   0.2188871E-001
  -0.5105302E+001   0.1789163E+000
  -0.1166913E+001   0.7525496E-001
  -0.3406143E+001   0.1807519E+000
  -0.4252673E+001   0.4898093E-001
  -0.4261281E+001   0.1647825E-001
  -0.1081732E+002   0.1618947E+001
  -0.1549252E+002   0.2679461E+001
   0.1140722E+002   0.1775413E+001
   0.1745253E+002   0.2940911E+000
   0.1219636E+003   0.1387896E+002
   0.1638480E+003   0.6404527E+002
   0.4477166E+003   0.1068632E+003
   0.8667146E+003   0.1378939E+002
   0.5375431E+003   0.9397083E+002
   0.1230304E+002   0.1811263E+001
  -0.4045609E+001   0.4274560E+001
  -0.3501527E+002   0.2365035E+002
   0.2131412E+002   0.1115520E+002
   0.3363801E+001   0.1207960E+001
   0.2445167E+001   0.7506489E+000
  -0.6731556E+000   0.2798280E-001
  -0.3209013E+001  -0.6283630E+001
  -0.5662244E+001   0.4085293E-001
   0.2912475E+001   0.7072771E+000
   0.3233973E+002   0.1504654E+001
   0.4155042E+002   0.6446853E+001
   0.3320264E+002   0.1592052E+001
   0.1726675E+002   0.7784619E+001
  -0.2294781E+002   0.9305538E+001
  -0.1389904E+001   0.5458002E+001
   0.1976867E+001   0.4931779E+001
  -0.3464575E+001   0.2543824E+000
  -0.2542769E+001   0.1786408E-001
  -0.1446382E+001  -0.2247548E-002
  -0.4073080E+001   0.4601464E-001
  -0.9771836E+001   0.1888014E+000
  -0.2217898E+002  -0.4047180E+000
  -0.2243684E+001   0.5342677E+000
  -0.5728098E+001   0.9074063E+000
  -0.5670716E+001   0.3840038E+000
  -0.6690087E+001   0.8649153E-001
  -0.3131041E+001   0.7878543E-001
  -0.5594932E+001   0.1482002E-001
  -0.5503518E+001   0.1253041E+000
  -0.5012765E+001   0.2169008E+000
  -0.5777439E+001   0.1598991E+000
  -0.4471390E+001   0.1521981E+000
  -0.9374654E+000   0.2084864E+000
   0.1516759E+002   0.8147694E+000
   0.2903584E+002   0.8600447E+001
   0.6198714E+001   0.6491305E+001
   0.5967962E+002   0.3294660E+002
   0.1230337E+003   0.2700580E+002
