# ~alp d~p/dz   Phi_p_sgs,z
  -0.9609609E+001   0.3436012E+001
  -0.1686523E+002   0.9070286E+001
  -0.1382451E+002   0.5782713E+001
  -0.1021370E+002   0.3130148E+001
  -0.4088581E+001   0.7696046E+000
  -0.2539093E+001   0.2580870E+000
  -0.1816864E+001   0.8521235E-001
  -0.1755691E+001  -0.8276191E-002
  -0.2414786E+001  -0.6226197E-002
  -0.3053243E+001   0.1535608E-001
  -0.3006762E+001   0.1745642E-001
  -0.2327746E+001   0.1083187E-001
  -0.1618873E+001  -0.1000987E-002
  -0.1273456E+001  -0.2768273E-002
  -0.1306815E+001  -0.2362047E-002
  -0.1845504E+001   0.5305651E-003
  -0.5283857E+001   0.3584359E-001
  -0.1931036E+002  -0.1191164E+001
  -0.3717952E+002  -0.9554523E+000
  -0.4909561E+002   0.2349093E+001
  -0.3781142E+002   0.3405073E+001
  -0.2103412E+002   0.7668706E+000
  -0.1276820E+002   0.1459541E-002
  -0.1078784E+002   0.3293795E+000
  -0.9257619E+001   0.7787612E+000
  -0.9251859E+001   0.8568996E+000
  -0.1245560E+002   0.8466182E+000
  -0.1842797E+002   0.1895022E+001
  -0.2158583E+002   0.2024542E+001
  -0.2089612E+002   0.2144691E+001
  -0.1649892E+002   0.7816354E+000
  -0.1129827E+002   0.1839492E+000
  -0.6757552E+001   0.2528046E+000
  -0.4513185E+001   0.2203027E+000
  -0.4214519E+001   0.6906881E-001
  -0.5482739E+001   0.2267422E+000
  -0.8372863E+001   0.5279575E+000
  -0.1028422E+002   0.6628309E+000
  -0.9909419E+001   0.5682875E+000
  -0.8224919E+001   0.7868875E+000
  -0.6078551E+001   0.5009486E+000
  -0.1356829E+002   0.3617439E+001
  -0.1297796E+002   0.1871153E+001
  -0.9594634E+001   0.9746413E+000
  -0.3715003E+001   0.5288940E+000
  -0.2178748E+001   0.1611389E+000
  -0.1900094E+001   0.3950482E-001
  -0.2528961E+001   0.3165227E-002
  -0.4044674E+001   0.5772544E-001
  -0.5222755E+001   0.8270999E-001
  -0.5140639E+001   0.5744297E-001
  -0.3963878E+001   0.2367810E-001
  -0.2668494E+001   0.6103127E-003
  -0.1763809E+001  -0.4167154E-002
  -0.1370397E+001  -0.2612909E-002
  -0.1570153E+001   0.3145888E-002
  -0.3566613E+001   0.5020922E-001
  -0.1340419E+002  -0.8783047E+000
  -0.2846852E+002  -0.1450408E+001
  -0.4334908E+002   0.4704532E+000
  -0.4243467E+002   0.2564592E+001
  -0.2975755E+002   0.1782114E+001
  -0.1601967E+002   0.2763356E+000
  -0.1024955E+002  -0.3753515E-001
  -0.9777690E+001   0.4584752E+000
  -0.1166682E+002   0.9728055E+000
  -0.1883920E+002   0.2187555E+001
  -0.2501074E+002   0.3656374E+001
  -0.2182403E+002   0.1279885E+001
  -0.1479708E+002   0.1776344E+001
  -0.1041021E+002   0.1953318E+001
  -0.7923101E+001   0.1980451E+001
  -0.5718129E+001   0.1286740E+001
  -0.4589340E+001   0.4996854E+000
  -0.5771614E+001   0.2254091E+000
  -0.1007115E+002   0.4213171E+000
  -0.1277341E+002   0.6625252E+000
  -0.1262476E+002   0.7747891E+000
  -0.8417978E+001   0.1917850E+000
  -0.5597707E+001  -0.8168602E-001
  -0.4209588E+001   0.3862277E+000
  -0.7414021E+001   0.1129949E+001
  -0.7167253E+001   0.2027725E+000
  -0.5517581E+001   0.2549931E+000
  -0.2633480E+001   0.1849424E+000
  -0.2113137E+001   0.6301736E-001
  -0.3143277E+001   0.1398408E+000
  -0.5578561E+001   0.2954310E+000
  -0.8166474E+001   0.3426958E+000
  -0.9132568E+001   0.2239124E+000
  -0.8194226E+001   0.4979580E-001
  -0.6468577E+001  -0.4263791E-002
  -0.4588198E+001  -0.8993829E-002
  -0.2844250E+001  -0.6494180E-002
  -0.1725126E+001  -0.2763143E-002
  -0.1403098E+001   0.7793468E-003
  -0.1955427E+001   0.6487820E-002
  -0.4952921E+001  -0.5634284E-001
  -0.1367385E+002  -0.3803571E+000
  -0.2519764E+002  -0.5428895E+000
  -0.3446925E+002   0.9474194E-001
  -0.3235476E+002   0.6897308E+000
  -0.2292792E+002   0.6848512E+000
  -0.1592952E+002   0.1680139E+000
  -0.1736650E+002   0.6517858E+000
  -0.2148836E+002   0.8361766E+000
  -0.2562298E+002   0.2435992E+001
  -0.2371862E+002   0.1035328E+001
  -0.1193718E+002  -0.3043772E+001
  -0.1715535E+001  -0.2920386E+000
   0.6522350E+000   0.5662493E+001
  -0.3299097E+000   0.7456205E+001
  -0.3393488E+001   0.5022370E+001
  -0.6642760E+001   0.1217147E+001
  -0.1018718E+002   0.3094049E+000
  -0.1381758E+002   0.5423823E+000
  -0.1358400E+002   0.8648688E+000
  -0.9791662E+001   0.7398230E+000
  -0.4724112E+001   0.1049238E+000
  -0.3297858E+001   0.4804577E-001
  -0.5237168E+001   0.1529403E+001
  -0.4412124E+001   0.1125403E+001
  -0.3289914E+001   0.5132119E+000
  -0.2649949E+001   0.3910758E+000
  -0.2588329E+001   0.5294466E+000
  -0.3791645E+001   0.9946808E+000
  -0.6513579E+001   0.1407576E+001
  -0.9716875E+001   0.1291551E+001
  -0.1151430E+002   0.8408393E+000
  -0.1091275E+002   0.3050003E+000
  -0.9622551E+001   0.6566238E-001
  -0.8643093E+001   0.3746901E-002
  -0.6874822E+001  -0.1099079E-001
  -0.4378528E+001  -0.1369083E-001
  -0.2292163E+001   0.1839388E-002
  -0.1454206E+001   0.2672095E-002
  -0.1323786E+001  -0.4484135E-003
  -0.1751812E+001  -0.2001229E-001
