 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
   0.2622345E+003   0.2673478E+003
   0.2207802E+003   0.2318171E+003
   0.1519093E+003   0.1721400E+003
   0.1523771E+003   0.1683531E+003
   0.2367558E+003   0.2510071E+003
   0.3685880E+003   0.3779865E+003
   0.3658410E+003   0.3916636E+003
   0.3500294E+003   0.3538423E+003
   0.3882963E+003   0.3813902E+003
   0.2715065E+003   0.2755534E+003
   0.2705470E+003   0.2716534E+003
   0.1794378E+003   0.2280561E+003
   0.1113873E+003   0.1641868E+003
   0.1445177E+003   0.2095049E+003
   0.6788302E+002   0.1229562E+003
   0.5710933E+002   0.4315214E+002
  -0.5010370E+002  -0.7334868E+002
  -0.2818775E+003  -0.3321367E+003
  -0.4888975E+003  -0.5018434E+003
  -0.5215098E+003  -0.5362249E+003
  -0.5501475E+003  -0.5697087E+003
  -0.5402929E+003  -0.5669565E+003
  -0.5068505E+003  -0.5500262E+003
  -0.3914049E+003  -0.4421104E+003
  -0.2520992E+003  -0.2919177E+003
  -0.1744945E+003  -0.2043740E+003
  -0.1030250E+003  -0.1187638E+003
  -0.1584881E+002  -0.2453085E+002
  -0.2335229E+001  -0.4852552E+001
   0.4235971E+002   0.4384108E+002
   0.1619537E+003   0.1592133E+003
   0.3548092E+002   0.4191824E+002
  -0.1415667E+003  -0.1283732E+003
  -0.1924808E+003  -0.1752251E+003
  -0.1501658E+003  -0.1325739E+003
  -0.5282304E+002  -0.3354423E+002
   0.1018770E+003   0.1089965E+003
   0.2063878E+003   0.2083629E+003
   0.3028633E+003   0.3034090E+003
   0.2774537E+003   0.2822541E+003
   0.3125558E+003   0.3115968E+003
   0.2710052E+003   0.2737866E+003
   0.2122993E+003   0.2273270E+003
   0.2294059E+003   0.2404205E+003
   0.3291796E+003   0.3416565E+003
   0.5976292E+003   0.5833922E+003
   0.6554627E+003   0.6497155E+003
   0.6032865E+003   0.5676998E+003
   0.5899331E+003   0.5324375E+003
   0.3182261E+003   0.2915288E+003
   0.2120176E+003   0.1991558E+003
   0.6250224E+002   0.1010274E+003
   0.1213375E+002   0.5303412E+002
  -0.2273670E+002   0.3331674E+002
  -0.1338010E+003  -0.1092705E+003
  -0.7251250E+002  -0.1185561E+003
  -0.1771615E+003  -0.1956103E+003
  -0.3552674E+003  -0.3886644E+003
  -0.4890440E+003  -0.5020784E+003
  -0.5850949E+003  -0.6027977E+003
  -0.6747200E+003  -0.6927970E+003
  -0.5987717E+003  -0.6171847E+003
  -0.4456616E+003  -0.4643902E+003
  -0.1988830E+003  -0.2045254E+003
   0.5669524E+002   0.4357420E+002
   0.8750823E+002   0.6910881E+002
   0.1236508E+002   0.4394379E+001
  -0.5396350E+002  -0.4540728E+002
  -0.1181664E+003  -0.1012710E+003
  -0.5886066E+002  -0.4133448E+002
   0.1049194E+003   0.1150395E+003
  -0.2438718E+002  -0.4226265E+001
  -0.2216985E+003  -0.1759559E+003
  -0.2781191E+003  -0.2322212E+003
  -0.2631486E+003  -0.2272037E+003
  -0.1592813E+003  -0.1209642E+003
   0.6492793E+002   0.7340720E+002
   0.1832669E+003   0.1829499E+003
   0.2866446E+003   0.2869816E+003
   0.2991900E+003   0.3016518E+003
   0.3232248E+003   0.3155680E+003
   0.2835905E+003   0.2761844E+003
   0.2223721E+003   0.2287843E+003
   0.2548787E+003   0.2604235E+003
   0.3680910E+003   0.3772743E+003
   0.7355286E+003   0.7087512E+003
   0.8704049E+003   0.8317936E+003
   0.7944635E+003   0.7057924E+003
   0.7344458E+003   0.6066894E+003
   0.3843877E+003   0.3144176E+003
   0.1482554E+003   0.1332932E+003
   0.2575627E+001   0.3336552E+002
  -0.4305915E+002  -0.1090332E+002
  -0.1710456E+003  -0.1382059E+003
  -0.2798315E+003  -0.3125782E+003
  -0.2182614E+003  -0.3102270E+003
  -0.3158999E+003  -0.3437751E+003
  -0.3896789E+003  -0.4195701E+003
  -0.4272079E+003  -0.4411323E+003
  -0.5884649E+003  -0.6114087E+003
  -0.7667301E+003  -0.7804176E+003
  -0.6984286E+003  -0.7073433E+003
  -0.5012659E+003  -0.5119580E+003
  -0.1850004E+003  -0.1814059E+003
   0.1691963E+003   0.1576821E+003
   0.2178040E+003   0.2050527E+003
