 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
   0.2225612E+003   0.2335003E+003
   0.2117236E+003   0.2265922E+003
   0.2187679E+003   0.2375445E+003
   0.1660404E+003   0.1859110E+003
   0.2471471E+003   0.2620325E+003
   0.2971552E+003   0.3184550E+003
   0.2933296E+003   0.3174745E+003
   0.3600449E+003   0.3497215E+003
   0.3800877E+003   0.3828390E+003
   0.3735924E+003   0.3816595E+003
   0.2549078E+003   0.2799672E+003
   0.2265125E+003   0.2480854E+003
   0.1524438E+003   0.1945556E+003
   0.1295479E+003   0.1751703E+003
   0.2118221E+002   0.4330819E+002
  -0.5668118E+002  -0.6891270E+002
  -0.9848759E+002  -0.1465801E+003
  -0.2561696E+003  -0.3082339E+003
  -0.3946863E+003  -0.4249066E+003
  -0.4806865E+003  -0.4968063E+003
  -0.5028344E+003  -0.5195288E+003
  -0.5538386E+003  -0.5773475E+003
  -0.5129198E+003  -0.5487810E+003
  -0.3925914E+003  -0.4276807E+003
  -0.2750065E+003  -0.3006092E+003
  -0.2544190E+003  -0.2725201E+003
  -0.1591367E+003  -0.1656482E+003
   0.1572727E+001   0.3154883E+000
   0.4377042E+002   0.4416400E+002
   0.2560989E+002   0.2909831E+002
   0.6029737E+002   0.7056947E+002
   0.1335849E+002   0.3918801E+002
  -0.6160626E+002  -0.3306022E+002
  -0.8046663E+002  -0.5218992E+002
  -0.5198159E+002  -0.2206775E+002
  -0.3312525E+002  -0.2816914E+001
   0.9105260E+002   0.1034046E+003
   0.2024562E+003   0.2059364E+003
   0.2482697E+003   0.2546261E+003
   0.2237474E+003   0.2349040E+003
   0.2202204E+003   0.2255273E+003
   0.2166603E+003   0.2222205E+003
   0.2488960E+003   0.2580093E+003
   0.2062113E+003   0.2185033E+003
   0.3384119E+003   0.3372511E+003
   0.4631911E+003   0.4500577E+003
   0.4771790E+003   0.4559808E+003
   0.5176239E+003   0.4551420E+003
   0.4873632E+003   0.4350468E+003
   0.4591458E+003   0.4126180E+003
   0.2252582E+003   0.2188834E+003
   0.1506827E+003   0.1457800E+003
   0.3919783E+002   0.5848576E+002
   0.1165228E+002   0.3852416E+002
  -0.1100917E+003  -0.9672733E+002
  -0.1543416E+003  -0.1734350E+003
  -0.1903139E+003  -0.2294294E+003
  -0.3093888E+003  -0.3406674E+003
  -0.3995658E+003  -0.4204122E+003
  -0.5345662E+003  -0.5507158E+003
  -0.5976875E+003  -0.6105456E+003
  -0.5979340E+003  -0.6115440E+003
  -0.4640937E+003  -0.4804063E+003
  -0.3073162E+003  -0.3155922E+003
  -0.1308504E+003  -0.1345294E+003
  -0.7874178E+002  -0.8754622E+002
  -0.4332339E+002  -0.4515421E+002
   0.2353009E+002   0.2940289E+002
   0.1113012E+002   0.1802164E+002
  -0.1394381E+002  -0.5120942E+001
   0.1037588E+002   0.2620310E+002
