# ~alp d~p/dy   Phi_p_sgs,y
  -0.2995849E+001  -0.5788359E+001
  -0.8438689E+001  -0.4635494E+001
  -0.9728671E+001  -0.4808160E+001
  -0.1326763E+002  -0.7578198E+001
  -0.1631524E+002  -0.9726215E+001
  -0.1550166E+002  -0.8238774E+001
  -0.1242807E+002  -0.5550354E+001
  -0.1094619E+002  -0.4676112E+001
  -0.1256807E+002  -0.4072460E+001
  -0.1397995E+002  -0.1774012E+001
  -0.1186150E+002  -0.6020034E+000
  -0.6743815E+001   0.1624579E+000
  -0.3950008E+001   0.1025004E+001
  -0.1644876E+001   0.5962142E+000
  -0.1287583E+001   0.5876935E+000
  -0.9967943E+000   0.2034297E+000
  -0.6062509E+000   0.4846799E-001
  -0.1034480E+001  -0.7208850E-003
  -0.2111235E+001  -0.2673590E+000
  -0.2105999E+001  -0.9326990E+000
   0.5855642E+000   0.6119681E+000
   0.9353385E+001   0.8707709E+001
   0.2476078E+002   0.2219416E+002
   0.3506836E+002   0.3056595E+002
   0.3395885E+002   0.2565592E+002
   0.2407795E+002   0.1118876E+002
   0.1305365E+002   0.3168634E+001
   0.1097911E+002  -0.3012739E+001
   0.9428994E+001  -0.2945637E+001
   0.6510832E+001  -0.3805653E+001
   0.3344052E+001  -0.3671519E+001
   0.5943595E+000  -0.2674193E+001
   0.5304731E-001  -0.2054920E+000
  -0.4402285E+000   0.4734711E+000
  -0.8826781E+000   0.5437492E+000
  -0.8916470E+000   0.2069978E+000
  -0.5935279E+000   0.5088212E-001
   0.2107381E-001  -0.1328092E-002
   0.9051136E+000   0.1888947E+000
   0.1106991E+001  -0.4035973E+001
   0.6915422E+000  -0.4900943E+001
  -0.1473810E+001  -0.5431527E+001
  -0.4823019E+001  -0.5624874E+001
  -0.9057212E+001  -0.8300187E+001
  -0.1783100E+002  -0.1392289E+002
  -0.2395256E+002  -0.1611649E+002
  -0.1912434E+002  -0.1342761E+002
  -0.1220266E+002  -0.6156284E+001
  -0.1037345E+002  -0.6286130E+000
  -0.1037625E+002   0.3395898E+000
  -0.7453178E+001   0.1093528E+000
  -0.3227419E+001   0.8413048E-002
  -0.7213935E+000   0.1611481E+001
  -0.5146267E+000   0.2417891E+001
  -0.1263568E+001   0.1887267E+001
  -0.1042450E+001   0.6132715E-001
  -0.9753202E+000  -0.1998435E+000
  -0.1661289E+001  -0.6518309E+000
  -0.2091587E+001  -0.5567292E+000
  -0.7640131E+000  -0.4834361E+000
   0.3942951E+001   0.3381327E+001
   0.1807266E+002   0.1358210E+002
   0.3623815E+002   0.2250258E+002
   0.3666155E+002   0.3061072E+002
   0.2559977E+002   0.2578886E+002
   0.1756877E+002   0.1203592E+002
   0.1207634E+002   0.3150587E+001
   0.1553477E+002  -0.2074077E+001
   0.1690938E+002  -0.3091390E+001
   0.1628193E+002  -0.4195712E+001
   0.1203092E+002  -0.4822002E+001
   0.9667207E+001  -0.2974201E+001
   0.6444958E+001   0.1476479E+001
   0.5231642E+001   0.2605752E+001
   0.3416092E+001   0.3666275E+001
   0.1858818E+001   0.4728738E+001
   0.1738126E+001   0.4122643E+001
   0.2022237E+001   0.2613833E+001
   0.1628337E+001   0.1230475E+001
   0.1252655E+001  -0.2022017E+000
   0.1332429E+001   0.4128223E-002
   0.1236214E+001  -0.1081268E+001
   0.3583285E+000  -0.1182482E+001
  -0.2618063E+001  -0.8738536E+001
  -0.1874610E+002  -0.3894149E+002
  -0.4207257E+002  -0.4746025E+002
  -0.3616791E+002  -0.3931968E+002
  -0.1370687E+002  -0.1315841E+002
  -0.4589257E+001   0.8705118E+000
  -0.2023797E+001   0.1590773E+001
  -0.8534739E+000   0.1189277E+001
  -0.1135862E+001   0.1166576E+001
  -0.1883738E+001   0.1675630E+001
  -0.2418017E+001   0.1317585E+001
  -0.2506325E+001   0.4999536E+000
  -0.1907306E+001  -0.8446600E-001
  -0.1916705E+001  -0.2181703E+000
  -0.2729701E+001  -0.5435929E+000
  -0.3001995E+001  -0.3801085E+000
  -0.9565445E+000  -0.7240139E+000
   0.3731261E+001   0.2712835E+001
   0.1263939E+002   0.1003073E+002
   0.2125541E+002   0.1990084E+002
   0.1720968E+002   0.2800812E+002
   0.9325969E+001   0.2170199E+002
   0.6443861E+001   0.8958384E+001
   0.6617792E+001   0.1453242E+001
   0.1648704E+002   0.5316997E+000
   0.2382103E+002  -0.1088801E+001
   0.3256241E+002  -0.8071364E-001
   0.2828582E+002   0.1744331E+001
   0.2311930E+002   0.2294831E+001
   0.1376610E+002   0.1954765E+001
   0.1225542E+002   0.1557778E+001
   0.1334291E+002   0.4279361E+001
   0.1227915E+002   0.7064082E+001
   0.8865043E+001   0.6766363E+001
   0.5190756E+001   0.3648235E+001
   0.2785680E+001   0.1138977E+001
   0.1588733E+001   0.3696836E+000
   0.2956736E+001   0.4838377E+000
   0.2177373E+001   0.7323546E-001
   0.8630780E+000  -0.8410685E+000
  -0.4429231E+001  -0.1310534E+002
  -0.3209281E+002  -0.5092337E+002
  -0.7004673E+002  -0.5684018E+002
  -0.6011394E+002  -0.4879154E+002
  -0.2256402E+002  -0.1874934E+002
  -0.4291959E+001  -0.1817428E+001
  -0.1421421E+000   0.8787359E+000
  -0.1138029E+001   0.7069003E+000
  -0.3352940E+001   0.1001528E+000
  -0.4359635E+001   0.1124990E+000
