# ~alp d~p/dy   Phi_p_sgs,y
  -0.7014096E+000  -0.4370194E+001
  -0.2868837E+001  -0.5022740E+001
  -0.5385295E+001  -0.6876992E+001
  -0.7028204E+001  -0.9683201E+001
  -0.8418882E+001  -0.1021083E+002
  -0.8987898E+001  -0.1005135E+002
  -0.8685441E+001  -0.9519464E+001
  -0.7983078E+001  -0.7928432E+001
  -0.6798228E+001  -0.4239066E+001
  -0.6023086E+001  -0.1412012E+001
  -0.5966693E+001  -0.2456732E+000
  -0.6280796E+001   0.4515872E+000
  -0.5456645E+001  -0.8018338E-002
  -0.4260137E+001  -0.9009451E-001
  -0.3370242E+001   0.1862069E+000
  -0.3127730E+001   0.1297625E+000
  -0.2769689E+001  -0.6679472E+000
  -0.3058884E+001  -0.1563821E+001
  -0.3795252E+001  -0.2723530E+001
  -0.4060616E+001  -0.1102897E+001
  -0.2080599E+001   0.2934499E+001
   0.2382303E+001   0.6741908E+001
   0.6876810E+001   0.9464801E+001
   0.1010036E+002   0.1259844E+002
   0.1088255E+002   0.1357198E+002
   0.9967434E+001   0.1157831E+002
   0.1010599E+002   0.6906573E+001
   0.9579733E+001   0.2671967E+001
   0.9266160E+001  -0.1400287E+001
   0.8172424E+001  -0.3201413E+001
   0.6766374E+001  -0.2707598E+001
   0.4570045E+001  -0.2805140E+001
   0.2929795E+001  -0.1186066E+001
   0.1558716E+001   0.1555743E+001
   0.9223049E+000   0.4048691E+001
   0.7689516E+000   0.4639672E+001
   0.7856593E+000   0.4160517E+001
   0.1247831E+001   0.2616681E+001
   0.1667006E+001  -0.1994345E+001
   0.9039252E+000  -0.3981978E+001
   0.8985126E+000  -0.3793359E+001
  -0.9717814E+000  -0.5076155E+001
  -0.4621424E+001  -0.8900004E+001
  -0.9209423E+001  -0.1479493E+002
  -0.1280618E+002  -0.1579315E+002
  -0.1470850E+002  -0.1533148E+002
  -0.1472032E+002  -0.1469187E+002
  -0.1274352E+002  -0.1281838E+002
  -0.9424207E+001  -0.6224395E+001
  -0.7278609E+001  -0.1692833E+001
  -0.6446127E+001  -0.3954504E+000
  -0.6210522E+001   0.3094061E+000
  -0.5346112E+001   0.1229812E+000
  -0.4328701E+001   0.1801239E+000
  -0.3555492E+001   0.4233482E+000
  -0.3058598E+001   0.3831745E+000
  -0.2446879E+001  -0.1153681E+000
  -0.2265191E+001  -0.6737550E+000
  -0.2339030E+001  -0.1314708E+001
  -0.2139864E+001   0.8105971E+000
  -0.2463089E+000   0.4811767E+001
   0.3299944E+001   0.8791241E+001
   0.6914381E+001   0.1113466E+002
   0.9794681E+001   0.1331303E+002
   0.1013231E+002   0.1374537E+002
   0.9654385E+001   0.1148395E+002
   0.1126734E+002   0.6592938E+001
   0.1213897E+002   0.3089331E+001
   0.1355074E+002   0.1048515E+001
   0.1454142E+002   0.1355332E+001
   0.1457257E+002   0.2524483E+001
   0.1206335E+002   0.3940052E+001
   0.1035243E+002   0.6657886E+001
   0.7732493E+001   0.9071254E+001
   0.5726731E+001   0.9338631E+001
   0.4567151E+001   0.8465856E+001
   0.3686096E+001   0.7312362E+001
   0.3301053E+001   0.4470705E+001
   0.3229615E+001  -0.2995423E+000
   0.2283578E+001  -0.2916186E+001
   0.2156686E+001  -0.1841853E+001
   0.5233066E+000  -0.3903865E+001
  -0.3541007E+001  -0.9494653E+001
