# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.2238705E-001   0.5219604E-003   0.2292191E-001   0.4592301E+002   0.5348604E-003   0.5480885E-003
   0.2195119E-001   0.5608313E-003   0.2252911E-001   0.5154702E+002   0.5779230E-003   0.5956079E-003
   0.4109151E-001   0.2543888E-002   0.4389567E-001   0.3296018E+002   0.2804158E-002   0.3100397E-002
   0.3639926E-001   0.2011644E-002   0.3857253E-001   0.4013413E+002   0.2173273E-002   0.2350326E-002
   0.2732912E-001   0.1600004E-002   0.2909476E-001   0.6882964E+002   0.1765640E-002   0.1952714E-002
   0.9336377E-001   0.1236393E-001   0.1082428E+000   0.2056520E+002   0.1487900E-001   0.1802544E-001
   0.6310532E-001   0.6461013E-002   0.7063639E-001   0.3016461E+002   0.7531063E-002   0.8829433E-002
   0.2883229E-001   0.1052859E-002   0.2993319E-001   0.4345876E+002   0.1100900E-002   0.1151405E-002
   0.2975881E-001   0.1013608E-002   0.3081305E-001   0.3741341E+002   0.1054243E-002   0.1096685E-002
   0.2822655E-001   0.1179679E-002   0.2947715E-001   0.4919072E+002   0.1250597E-002   0.1326637E-002
   0.3069276E-001   0.1732988E-002   0.3256925E-001   0.6189331E+002   0.1876491E-002   0.2033505E-002
   0.9218359E-002   0.9946713E-004   0.9319143E-002   0.1210308E+003   0.1007843E-003   0.1021227E-003
   0.7943833E-002   0.7164015E-004   0.8016203E-002   0.1414774E+003   0.7237014E-004   0.7310824E-004
   0.8269913E-002   0.8274211E-004   0.8353615E-002   0.1481865E+003   0.8370158E-004   0.8467315E-004
   0.1101528E-001   0.1550246E-003   0.1117283E-001   0.1275134E+003   0.1575439E-003   0.1601068E-003
   0.1421020E-001   0.2359516E-003   0.1445054E-001   0.8738811E+002   0.2403386E-003   0.2448120E-003
   0.1497452E-001   0.2571563E-003   0.1523660E-001   0.7918815E+002   0.2620799E-003   0.2671033E-003
   0.1480490E-001   0.2596102E-003   0.1506976E-001   0.8134492E+002   0.2648602E-003   0.2702254E-003
   0.1080615E-001   0.1288633E-003   0.1093674E-001   0.1003021E+003   0.1305884E-003   0.1323390E-003
   0.5400935E-002   0.3010857E-004   0.5431218E-002   0.1895796E+003   0.3028319E-004   0.3045885E-004
   0.5422942E-002   0.3196558E-004   0.5455118E-002   0.1953658E+003   0.3217622E-004   0.3238843E-004
   0.8860867E-002   0.9379867E-004   0.8955844E-002   0.1326652E+003   0.9497754E-004   0.9617321E-004
   0.1196664E-001   0.1552697E-003   0.1212412E-001   0.8960028E+002   0.1574782E-003   0.1597204E-003
   0.1364522E-001   0.2142552E-003   0.1386346E-001   0.8126482E+002   0.2182401E-003   0.2223100E-003
   0.2059758E-001   0.5035686E-003   0.2111631E-001   0.5616271E+002   0.5187302E-003   0.5344355E-003
   0.4571044E-001   0.3372942E-002   0.4944885E-001   0.3622648E+002   0.3738401E-002   0.4150091E-002
   0.1783158E+000   0.5134511E-001   0.2651954E+000   0.9045641E+001   0.8687964E-001   0.1539785E+000
   0.2259961E+000   0.7947838E-001   0.3657045E+000   0.9795965E+001   0.1397084E+000   0.2541386E+000
   0.1504723E+000   0.3488093E-001   0.1986966E+000   0.2202955E+002   0.4822425E-001   0.6736858E-001
   0.1040482E+000   0.2619483E-001   0.1418120E+000   0.7623021E+002   0.3776376E-001   0.5506818E-001
   0.3861598E-001   0.4456852E-002   0.4386999E-001   0.1257175E+003   0.5254012E-002   0.6210796E-002
   0.2931522E-001   0.3137176E-002   0.3309540E-001   0.1257817E+003   0.3780178E-002   0.4582661E-002
   0.1172983E+000   0.1771945E-001   0.1386290E+000   0.1642293E+002   0.2133071E-001   0.2573755E-001
   0.4590541E-001   0.3862352E-002   0.5027288E-001   0.4472076E+002   0.4367467E-002   0.4950487E-002
   0.9974420E-002   0.1330722E-003   0.1011023E-001   0.1160405E+003   0.1358115E-003   0.1386320E-003
   0.7206820E-002   0.5313996E-004   0.7260364E-002   0.1407463E+003   0.5354452E-004   0.5395223E-004
   0.1022398E-001   0.1129050E-003   0.1033831E-001   0.1015846E+003   0.1143361E-003   0.1157889E-003
   0.3458768E-001   0.1639142E-002   0.3632519E-001   0.4293932E+002   0.1737512E-002   0.1842391E-002
   0.3559090E-001   0.1675027E-002   0.3736285E-001   0.4070413E+002   0.1771952E-002   0.1874961E-002
   0.1754456E-001   0.3292732E-003   0.1788060E-001   0.5995441E+002   0.3360331E-003   0.3429424E-003
   0.2439169E-001   0.6344431E-003   0.2504430E-001   0.4270815E+002   0.6526088E-003   0.6713332E-003
   0.2985226E-001   0.9767979E-003   0.3086471E-001   0.3672634E+002   0.1012454E-002   0.1049496E-002
   0.4706259E-001   0.2467345E-002   0.4968391E-001   0.2247010E+002   0.2621317E-002   0.2786000E-002
   0.7158501E-001   0.6287118E-002   0.7858238E-001   0.1747038E+002   0.6997376E-002   0.7796765E-002
   0.6923808E-001   0.7307682E-002   0.7754760E-001   0.3660160E+002   0.8309524E-002   0.9457631E-002
   0.8087375E-001   0.8580255E-002   0.9070073E-001   0.1947241E+002   0.9826985E-002   0.1128285E-001
   0.3737509E-001   0.3008074E-002   0.4082021E-001   0.5298423E+002   0.3445123E-002   0.3963908E-002
   0.4362206E-001   0.2824997E-002   0.4669092E-001   0.3777182E+002   0.3068865E-002   0.3336224E-002
   0.4432346E-001   0.2434248E-002   0.4693520E-001   0.2652391E+002   0.2611748E-002   0.2804882E-002
   0.5218288E-001   0.2982932E-002   0.5536470E-001   0.2007739E+002   0.3181819E-002   0.3395134E-002
   0.8353664E-001   0.8214926E-002   0.9275265E-001   0.1450218E+002   0.9216007E-002   0.1034716E-001
   0.3329744E-001   0.1931806E-002   0.3541337E-001   0.4587990E+002   0.2115929E-002   0.2321529E-002
   0.1319277E-001   0.1869644E-003   0.1338259E-001   0.8119182E+002   0.1898273E-003   0.1927366E-003
   0.9631327E-002   0.1034418E-003   0.9735997E-002   0.1154560E+003   0.1046699E-003   0.1059135E-003
   0.9139840E-002   0.1037183E-003   0.9244971E-002   0.1333136E+003   0.1051310E-003   0.1065650E-003
   0.6733228E-002   0.5552767E-004   0.6789330E-002   0.1708112E+003   0.5610208E-004   0.5668356E-004
   0.5464493E-002   0.3098889E-004   0.5495667E-002   0.1877915E+003   0.3117344E-004   0.3135914E-004
   0.6856978E-002   0.4834527E-004   0.6905676E-002   0.1490358E+003   0.4869795E-004   0.4905327E-004
   0.8793039E-002   0.7777694E-004   0.8871514E-002   0.1133996E+003   0.7847524E-004   0.7917985E-004
   0.6341532E-002   0.4168472E-004   0.6383502E-002   0.1627133E+003   0.4196995E-004   0.4225719E-004
   0.5153762E-002   0.2825801E-004   0.5182190E-002   0.2019737E+003   0.2842784E-004   0.2859881E-004
   0.1797803E-001   0.8590175E-003   0.1891111E-001   0.1185665E+003   0.9330777E-003   0.1014969E-002
   0.5160202E-001   0.4595452E-002   0.5679408E-001   0.4185793E+002   0.5192059E-002   0.5877668E-002
   0.4905932E-001   0.3001965E-002   0.5229470E-001   0.2635070E+002   0.3235382E-002   0.3489540E-002
   0.4085265E-001   0.1887154E-002   0.4284201E-001   0.2704406E+002   0.1989356E-002   0.2097597E-002
   0.7219178E-001   0.6450276E-002   0.7946183E-001   0.1618721E+002   0.7270052E-002   0.8221826E-002
   0.3576383E+000   0.1598475E+000   0.6858803E+000   0.3243921E+001   0.3282421E+000   0.6952926E+000
   0.3992513E+000   0.1870284E+000   0.7956969E+000   0.2313170E+001   0.3964455E+000   0.8676251E+000
   0.7900397E-001   0.1238300E-001   0.9453657E-001   0.4627744E+002   0.1553260E-001   0.1960335E-001
   0.7181495E-002   0.1342835E-003   0.7322629E-002   0.2007459E+003   0.1411341E-003   0.1484839E-003
   0.3639270E-002   0.1450467E-004   0.3653842E-002   0.2885557E+003   0.1457244E-004   0.1464061E-004
   0.7255538E-002   0.8554762E-004   0.7343062E-002   0.1873683E+003   0.8752434E-004   0.8957810E-004
   0.6505853E-001   0.7212554E-002   0.7346556E-001   0.3050064E+002   0.8407021E-002   0.9821897E-002
   0.1085317E+000   0.1378040E-001   0.1245936E+000   0.1082574E+002   0.1606193E-001   0.1875515E-001
   0.5164305E-001   0.3908289E-002   0.5593668E-001   0.3759400E+002   0.4293632E-002   0.4720513E-002
   0.1707752E-001   0.4856048E-003   0.1758379E-001   0.8928272E+002   0.5062758E-003   0.5280143E-003
   0.1340573E-001   0.2127263E-003   0.1362260E-001   0.8407775E+002   0.2168754E-003   0.2211206E-003
   0.4727798E-001   0.2607383E-002   0.5005388E-001   0.2603787E+002   0.2775901E-002   0.2956023E-002
