# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.4207300E-001   0.3370123E-002   0.4600297E-001   0.3714646E+002   0.3929962E-002   0.4625472E-002
   0.5195456E-001   0.5487655E-002   0.5868669E-001   0.3407388E+002   0.6732131E-002   0.8395560E-002
   0.6233113E-001   0.7314290E-002   0.7130850E-001   0.3016657E+002   0.8977377E-002   0.1117630E-001
   0.7958559E-001   0.1134617E-001   0.9409579E-001   0.2604661E+002   0.1451020E-001   0.1894334E-001
   0.9638134E-001   0.1686002E-001   0.1195491E+000   0.2553690E+002   0.2316776E-001   0.3311442E-001
   0.9235600E-001   0.1605088E-001   0.1145175E+000   0.2693858E+002   0.2216147E-001   0.3185754E-001
   0.8396434E-001   0.1421935E-001   0.1037005E+000   0.2895050E+002   0.1973616E-001   0.2859193E-001
   0.7337273E-001   0.1229265E-001   0.9068718E-001   0.3581266E+002   0.1731446E-001   0.2551657E-001
   0.6088351E-001   0.9820139E-002   0.7496431E-001   0.4940428E+002   0.1408080E-001   0.2122756E-001
   0.3856886E-001   0.3192512E-002   0.4228864E-001   0.6606393E+002   0.3719775E-002   0.4378845E-002
   0.2897036E-001   0.1728410E-002   0.3086011E-001   0.8629765E+002   0.1889751E-002   0.2069335E-002
   0.2193123E-001   0.1244658E-002   0.2329803E-001   0.1143488E+003   0.1366798E-002   0.1503540E-002
   0.1795680E-001   0.1031188E-002   0.1909647E-001   0.1407949E+003   0.1139669E-002   0.1261721E-002
   0.1256421E-001   0.5031275E-003   0.1311473E-001   0.1574893E+003   0.5505289E-003   0.6038657E-003
   0.9338564E-002   0.1694308E-003   0.9515122E-002   0.1616440E+003   0.1765585E-003   0.1842198E-003
   0.1047813E-001   0.2053824E-003   0.1069096E-001   0.1508676E+003   0.2128268E-003   0.2206619E-003
   0.1139961E-001   0.2404552E-003   0.1164945E-001   0.1374100E+003   0.2498439E-003   0.2597543E-003
   0.1137030E-001   0.2373181E-003   0.1161693E-001   0.1304848E+003   0.2466238E-003   0.2564493E-003
   0.1422379E-001   0.5037336E-003   0.1476833E-001   0.1195277E+003   0.5445379E-003   0.5900679E-003
   0.2050097E-001   0.1441944E-002   0.2232206E-001   0.1073431E+003   0.1821085E-002   0.2415604E-002
   0.2658096E-001   0.2765029E-002   0.3029612E-001   0.1001090E+003   0.3715170E-002   0.5202716E-002
   0.2967196E-001   0.3190516E-002   0.3396520E-001   0.9402035E+002   0.4293249E-002   0.6018470E-002
   0.3363745E-001   0.3375979E-002   0.3812593E-001   0.7402014E+002   0.4488481E-002   0.6224096E-002
   0.4396230E-001   0.4856480E-002   0.5036327E-001   0.5249248E+002   0.6400974E-002   0.8757051E-002
   0.6902560E-001   0.1516170E-001   0.9559712E-001   0.3864059E+002   0.2657153E-001   0.5005938E-001
   0.9201312E-001   0.2472946E-001   0.1364832E+000   0.3285002E+002   0.4447003E-001   0.8490198E-001
   0.1045116E+000   0.2761128E-001   0.1526933E+000   0.3031428E+002   0.4818169E-001   0.8967654E-001
   0.1136499E+000   0.2964535E-001   0.1644590E+000   0.3617119E+002   0.5080903E-001   0.9310881E-001
   0.1115361E+000   0.2956267E-001   0.1622216E+000   0.5321573E+002   0.5068549E-001   0.9291745E-001
   0.9627927E-001   0.2392295E-001   0.1360611E+000   0.6493065E+002   0.3978185E-001   0.7102465E-001
   0.7416054E-001   0.1226878E-001   0.9000943E-001   0.6729969E+002   0.1584889E-001   0.2071432E-001
   0.6474810E-001   0.9437195E-002   0.7660279E-001   0.7389466E+002   0.1185469E-001   0.1505203E-001
   0.5424007E-001   0.6919744E-002   0.6273700E-001   0.7672932E+002   0.8496929E-002   0.1053159E-001
   0.5096164E-001   0.6252891E-002   0.5866203E-001   0.6746614E+002   0.7700394E-002   0.9579767E-002
   0.4650078E-001   0.4862820E-002   0.5235085E-001   0.5899027E+002   0.5850069E-002   0.7111073E-002
   0.3996697E-001   0.3049230E-002   0.4341893E-001   0.5813127E+002   0.3451957E-002   0.3927963E-002
   0.3357086E-001   0.1854152E-002   0.3557728E-001   0.5600680E+002   0.2006413E-002   0.2174280E-002
   0.3186020E-001   0.1558466E-002   0.3353087E-001   0.4909191E+002   0.1670663E-002   0.1792920E-002
   0.3129469E-001   0.1413381E-002   0.3280296E-001   0.4417941E+002   0.1508268E-002   0.1611396E-002
   0.3401188E-001   0.1854411E-002   0.3606502E-001   0.4070646E+002   0.2053142E-002   0.2287300E-002
   0.3690929E-001   0.2574099E-002   0.3989097E-001   0.4042005E+002   0.2981684E-002   0.3491626E-002
   0.4335654E-001   0.3937223E-002   0.4810786E-001   0.3879828E+002   0.4751314E-002   0.5822919E-002
   0.5316179E-001   0.5598598E-002   0.5991954E-001   0.3504060E+002   0.6757748E-002   0.8257578E-002
   0.6510915E-001   0.7982503E-002   0.7491382E-001   0.3206773E+002   0.9804671E-002   0.1220237E-001
   0.7467179E-001   0.1065813E-001   0.8819796E-001   0.3328609E+002   0.1352617E-001   0.1745194E-001
   0.7112884E-001   0.9901887E-002   0.8369621E-001   0.3536403E+002   0.1256737E-001   0.1623155E-001
   0.6523603E-001   0.8702981E-002   0.7624631E-001   0.3694785E+002   0.1101028E-001   0.1417508E-001
   0.5700332E-001   0.7225673E-002   0.6619349E-001   0.4130770E+002   0.9190168E-002   0.1191772E-001
   0.4962949E-001   0.5844779E-002   0.5707448E-001   0.4854398E+002   0.7444989E-002   0.9699481E-002
   0.3874222E-001   0.2800752E-002   0.4188516E-001   0.5610839E+002   0.3142944E-002   0.3543537E-002
   0.3569272E-001   0.2356634E-002   0.3828414E-001   0.6612595E+002   0.2591414E-002   0.2854221E-002
   0.3217793E-001   0.2165554E-002   0.3456619E-001   0.8463808E+002   0.2388257E-002   0.2638086E-002
   0.2978293E-001   0.2093422E-002   0.3210112E-001   0.1034265E+003   0.2318196E-002   0.2571047E-002
   0.2357467E-001   0.1412069E-002   0.2512143E-001   0.1187783E+003   0.1546756E-002   0.1696600E-002
   0.1961847E-001   0.1027894E-002   0.2073958E-001   0.1252711E+003   0.1121109E-002   0.1224626E-002
   0.1854672E-001   0.8942243E-003   0.1952114E-001   0.1209475E+003   0.9744212E-003   0.1063721E-002
   0.1722286E-001   0.7468922E-003   0.1803558E-001   0.1143587E+003   0.8127200E-003   0.8862064E-003
   0.1571791E-001   0.5975876E-003   0.1636398E-001   0.1134534E+003   0.6460707E-003   0.6999591E-003
   0.1623853E-001   0.6674190E-003   0.1696957E-001   0.1101805E+003   0.7310404E-003   0.8034522E-003
   0.2351573E-001   0.2664791E-002   0.2754786E-001   0.1021887E+003   0.4032134E-002   0.6479174E-002
   0.3131759E-001   0.4684832E-002   0.3825462E-001   0.9610650E+002   0.6937031E-002   0.1072933E-001
   0.3499248E-001   0.4992585E-002   0.4227150E-001   0.8905600E+002   0.7279025E-002   0.1111047E-001
   0.3834181E-001   0.5150519E-002   0.4578700E-001   0.7247671E+002   0.7445195E-002   0.1128539E-001
   0.4768521E-001   0.6585620E-002   0.5699660E-001   0.5371077E+002   0.9311390E-002   0.1377119E-001
   0.7258197E-001   0.1651056E-001   0.1012039E+000   0.4028427E+002   0.2862189E-001   0.5324649E-001
   0.9984952E-001   0.2745368E-001   0.1484953E+000   0.3312362E+002   0.4864575E-001   0.9143347E-001
   0.1140119E+000   0.3109846E-001   0.1675420E+000   0.3143835E+002   0.5353013E-001   0.9801809E-001
   0.1211184E+000   0.3293098E-001   0.1770506E+000   0.4396295E+002   0.5593226E-001   0.1011988E+000
   0.1185305E+000   0.3277034E-001   0.1742500E+000   0.6177209E+002   0.5571948E-001   0.1009054E+000
   0.1009519E+000   0.2652123E-001   0.1449726E+000   0.7287140E+002   0.4402070E-001   0.7796791E-001
   0.6872065E-001   0.1171933E-001   0.8407155E-001   0.7691833E+002   0.1535090E-001   0.2036984E-001
