# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.3640358E-001   0.2465633E-002   0.3921366E-001   0.3989104E+002   0.2810077E-002   0.3222185E-002
   0.4739525E-001   0.4114765E-002   0.5218323E-001   0.3351253E+002   0.4787975E-002   0.5612136E-002
   0.6094848E-001   0.6481030E-002   0.6863500E-001   0.2907354E+002   0.7686517E-002   0.9183895E-002
   0.7502491E-001   0.8796473E-002   0.8547727E-001   0.2436456E+002   0.1045235E-001   0.1249870E-001
   0.9278563E-001   0.1380230E-001   0.1102450E+000   0.2267626E+002   0.1745937E-001   0.2242209E-001
   0.9107598E-001   0.1434313E-001   0.1094437E+000   0.2684311E+002   0.1836770E-001   0.2386820E-001
   0.8364506E-001   0.1252529E-001   0.9969113E-001   0.2647486E+002   0.1604607E-001   0.2089428E-001
   0.7209025E-001   0.1059659E-001   0.8583714E-001   0.3094653E+002   0.1374689E-001   0.1814771E-001
   0.5139876E-001   0.5878549E-002   0.5878697E-001   0.4436733E+002   0.7388205E-002   0.9453188E-002
   0.3763442E-001   0.2482757E-002   0.4036514E-001   0.5987046E+002   0.2730719E-002   0.3009067E-002
   0.2809945E-001   0.1679850E-002   0.2994090E-001   0.8573261E+002   0.1841451E-002   0.2021866E-002
   0.2207063E-001   0.1363697E-002   0.2357734E-001   0.1163506E+003   0.1506709E-002   0.1667280E-002
   0.1611311E-001   0.9284428E-003   0.1714634E-001   0.1471209E+003   0.1033229E-002   0.1151823E-002
   0.9572278E-002   0.2498230E-003   0.9842226E-002   0.1697490E+003   0.2699474E-003   0.2925298E-003
   0.7596415E-002   0.8167780E-004   0.7679294E-002   0.1776940E+003   0.8287942E-004   0.8410344E-004
   0.8782895E-002   0.1209877E-003   0.8906338E-002   0.1656939E+003   0.1234433E-003   0.1259623E-003
   0.1138386E-001   0.2216506E-003   0.1161241E-001   0.1381396E+003   0.2285527E-003   0.2357391E-003
   0.1136684E-001   0.2156543E-003   0.1158921E-001   0.1262083E+003   0.2223720E-003   0.2293696E-003
