# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.2258129E-001   0.5174764E-003   0.2311105E-001   0.4407453E+002   0.5297683E-003   0.5423551E-003
   0.1722324E-001   0.3227747E-003   0.1755277E-001   0.6151615E+002   0.3295308E-003   0.3364411E-003
   0.2710014E-001   0.8413000E-003   0.2797305E-001   0.4018208E+002   0.8729067E-003   0.9058902E-003
   0.2004435E-001   0.4240954E-003   0.2047808E-001   0.5184806E+002   0.4337310E-003   0.4435950E-003
   0.1404470E-001   0.2506168E-003   0.1430103E-001   0.8601778E+002   0.2563372E-003   0.2622112E-003
   0.8635176E-001   0.8935540E-002   0.9646424E-001   0.1464568E+002   0.1011248E-001   0.1145872E-001
   0.5155627E-001   0.3477881E-002   0.5533641E-001   0.2558577E+002   0.3780141E-002   0.4111055E-002
   0.2523399E-001   0.7800491E-003   0.2604377E-001   0.4682820E+002   0.8097779E-003   0.8407817E-003
   0.2808862E-001   0.8536122E-003   0.2897103E-001   0.3753384E+002   0.8824094E-003   0.9122360E-003
   0.2439238E-001   0.7036426E-003   0.2512060E-001   0.4677307E+002   0.7282137E-003   0.7537560E-003
   0.2630151E-001   0.9783525E-003   0.2732835E-001   0.5300252E+002   0.1026843E-002   0.1078075E-002
   0.8151850E-002   0.6836431E-004   0.8220810E-002   0.1249851E+003   0.6896009E-004   0.6956123E-004
   0.7377584E-002   0.5727426E-004   0.7435328E-002   0.1415632E+003   0.5774478E-004   0.5821933E-004
   0.7585274E-002   0.6361839E-004   0.7649480E-002   0.1450485E+003   0.6420570E-004   0.6479881E-004
   0.1117740E-001   0.1498552E-003   0.1132956E-001   0.1105823E+003   0.1521589E-003   0.1545008E-003
   0.1799883E-001   0.3415510E-003   0.1834724E-001   0.5878427E+002   0.3484134E-003   0.3554173E-003
   0.1687198E-001   0.3029035E-003   0.1718069E-001   0.6289894E+002   0.3087160E-003   0.3146439E-003
   0.1394447E-001   0.2114904E-003   0.1415947E-001   0.7729601E+002   0.2149983E-003   0.2185679E-003
   0.1101779E-001   0.1250672E-003   0.1114434E-001   0.9244380E+002   0.1265476E-003   0.1280459E-003
   0.5052343E-002   0.2579486E-004   0.5078271E-002   0.1989064E+003   0.2592870E-004   0.2606323E-004
   0.4998116E-002   0.2548037E-004   0.5023729E-002   0.2028580E+003   0.2561368E-004   0.2574769E-004
   0.7684646E-002   0.6426570E-004   0.7749503E-002   0.1396414E+003   0.6485643E-004   0.6545303E-004
   0.1029472E-001   0.1086292E-003   0.1040454E-001   0.9857520E+002   0.1098164E-003   0.1110169E-003
   0.1189892E-001   0.1481233E-003   0.1204901E-001   0.8653508E+002   0.1500844E-003   0.1520726E-003
   0.1925572E-001   0.3853966E-003   0.1964932E-001   0.5291404E+002   0.3935906E-003   0.4019656E-003
   0.3096544E-001   0.1340384E-002   0.3238335E-001   0.4346388E+002   0.1417913E-002   0.1500534E-002
   0.1789661E+000   0.4026761E-001   0.2347923E+000   0.6307415E+001   0.5582613E-001   0.7862568E-001
   0.2108329E+000   0.6282664E-001   0.3079134E+000   0.7695695E+001   0.9708055E-001   0.1520298E+000
   0.1490822E+000   0.2992613E-001   0.1878187E+000   0.1191505E+002   0.3873651E-001   0.5031651E-001
   0.7668663E-001   0.1355103E-001   0.9414266E-001   0.5548880E+002   0.1745603E-001   0.2262564E-001
   0.1916033E-001   0.8898209E-003   0.2012159E-001   0.1052400E+003   0.9612585E-003   0.1039606E-002
   0.1008497E-001   0.1913084E-003   0.1028307E-001   0.1401506E+003   0.1981004E-003   0.2052100E-003
   0.1530432E+000   0.2500750E-001   0.1832347E+000   0.6250716E+001   0.3019152E-001   0.3649560E-001
   0.2958822E-001   0.1232719E-002   0.3089325E-001   0.4571925E+002   0.1305028E-002   0.1382510E-002
   0.7788617E-002   0.6257777E-004   0.7851722E-002   0.1305314E+003   0.6310534E-004   0.6363758E-004
   0.6474624E-002   0.4216602E-004   0.6517068E-002   0.1543312E+003   0.4244409E-004   0.4272401E-004
   0.9331752E-002   0.8727835E-004   0.9419857E-002   0.1063982E+003   0.8810429E-004   0.8893806E-004
   0.3283765E-001   0.1365834E-002   0.3427552E-001   0.3785046E+002   0.1437865E-002   0.1514202E-002
   0.3553673E-001   0.1528643E-002   0.3714322E-001   0.3562599E+002   0.1606485E-002   0.1688587E-002
   0.1611044E-001   0.2692076E-003   0.1638438E-001   0.6347200E+002   0.2739447E-003   0.2787676E-003
   0.2300901E-001   0.5413314E-003   0.2356371E-001   0.4341460E+002   0.5546995E-003   0.5684067E-003
   0.3377512E-001   0.1168708E-002   0.3498674E-001   0.2937938E+002   0.1211616E-002   0.1256135E-002
   0.4743315E-001   0.2509088E-002   0.5009926E-001   0.2226758E+002   0.2666117E-002   0.2833904E-002
   0.8253864E-001   0.8045817E-002   0.9156224E-001   0.1437794E+002   0.9023601E-002   0.1012849E-001
   0.5803212E-001   0.5084737E-002   0.6369953E-001   0.3547617E+002   0.5667410E-002   0.6321741E-002
   0.8504511E-001   0.8172626E-002   0.9416672E-001   0.1361717E+002   0.9121613E-002   0.1018751E-001
   0.2484835E-001   0.9425021E-003   0.2584190E-001   0.5768237E+002   0.9935539E-003   0.1047883E-002
   0.4694902E-001   0.3066737E-002   0.5027629E-001   0.3121160E+002   0.3327274E-002   0.3611888E-002
   0.3114806E-001   0.1024974E-002   0.3220987E-001   0.3291811E+002   0.1061811E-002   0.1100037E-002
   0.5459681E-001   0.3052501E-002   0.5783516E-001   0.1773252E+002   0.3238355E-002   0.3435847E-002
   0.1078489E+000   0.1230458E-001   0.1218144E+000   0.9047061E+001   0.1396547E-001   0.1585767E-001
   0.2417960E-001   0.7015416E-003   0.2490706E-001   0.4675897E+002   0.7274634E-003   0.7545417E-003
   0.1363181E-001   0.1924538E-003   0.1382710E-001   0.7551661E+002   0.1952914E-003   0.1981719E-003
   0.9208339E-002   0.9233330E-004   0.9301682E-002   0.1170473E+003   0.9334368E-004   0.9436581E-004
   0.7867644E-002   0.6849530E-004   0.7936798E-002   0.1395183E+003   0.6915360E-004   0.6981868E-004
   0.5461685E-002   0.3105087E-004   0.5492921E-002   0.1883015E+003   0.3123688E-004   0.3142406E-004
   0.4767383E-002   0.2277252E-004   0.4790265E-002   0.2091668E+003   0.2288204E-004   0.2299209E-004
   0.6336525E-002   0.4056340E-004   0.6377352E-002   0.1584544E+003   0.4082739E-004   0.4109311E-004
   0.8888577E-002   0.7909456E-004   0.8968382E-002   0.1116262E+003   0.7980552E-004   0.8052288E-004
   0.6104102E-002   0.3775882E-004   0.6142099E-002   0.1650589E+003   0.3799692E-004   0.3823654E-004
   0.4662888E-002   0.2197783E-004   0.4684971E-002   0.2156419E+003   0.2208312E-004   0.2218891E-004
   0.1177964E-001   0.2115379E-003   0.1199680E-001   0.1151600E+003   0.2171586E-003   0.2229641E-003
   0.4801124E-001   0.3107090E-002   0.5137582E-001   0.2999079E+002   0.3364585E-002   0.3645372E-002
   0.5225827E-001   0.2994306E-002   0.5544856E-001   0.2055815E+002   0.3190291E-002   0.3399784E-002
   0.3766522E-001   0.1499438E-002   0.3923101E-001   0.2692150E+002   0.1565784E-002   0.1635272E-002
   0.6775416E-001   0.4768069E-002   0.7289593E-001   0.1445396E+002   0.5141767E-002   0.5545560E-002
   0.3925616E+000   0.1730237E+000   0.7305567E+000   0.2023773E+001   0.3379950E+000   0.6765671E+000
   0.4360650E+000   0.2097407E+000   0.8868838E+000   0.1593618E+001   0.4508188E+000   0.1002548E+001
   0.4871870E-001   0.4009337E-002   0.5324176E-001   0.3913740E+002   0.4523063E-002   0.5115632E-002
   0.4357949E-002   0.2002512E-004   0.4378073E-002   0.2387406E+003   0.2012340E-004   0.2022221E-004
   0.3109358E-002   0.9710696E-005   0.3119099E-002   0.3220264E+003   0.9741253E-005   0.9771906E-005
   0.5345276E-002   0.3115875E-004   0.5376632E-002   0.2028094E+003   0.3135636E-004   0.3155530E-004
   0.5697640E-001   0.4876569E-002   0.6249070E-001   0.2468033E+002   0.5514295E-002   0.6251234E-002
   0.1374308E+000   0.1996066E-001   0.1609925E+000   0.6787656E+001   0.2356175E-001   0.2784462E-001
   0.4776776E-001   0.2924199E-002   0.5091927E-001   0.2817035E+002   0.3151502E-002   0.3398460E-002
   0.1224107E-001   0.1840907E-003   0.1242857E-001   0.9657589E+002   0.1874991E-003   0.1909800E-003
   0.1060404E-001   0.1145104E-003   0.1071983E-001   0.9492817E+002   0.1157850E-003   0.1170740E-003
   0.5869443E-001   0.3674917E-002   0.6262718E-001   0.1757684E+002   0.3932755E-002   0.4209262E-002
   0.1998715E-001   0.4382178E-003   0.2043607E-001   0.5389787E+002   0.4489242E-003   0.4599111E-003
   0.1770474E-001   0.3235018E-003   0.1803444E-001   0.5750602E+002   0.3296963E-003   0.3360122E-003
   0.2800247E-001   0.8003305E-003   0.2882689E-001   0.3539175E+002   0.8244232E-003   0.8492585E-003
   0.1724313E-001   0.3109816E-003   0.1756010E-001   0.5944416E+002   0.3169740E-003   0.3230874E-003
   0.4073067E-001   0.2025321E-002   0.4287644E-001   0.3103714E+002   0.2145769E-002   0.2273887E-002
   0.7943973E-001   0.6659999E-002   0.8673982E-001   0.1249119E+002   0.7300095E-002   0.8004059E-002
   0.1073435E+000   0.1189806E-001   0.1207901E+000   0.8594698E+001   0.1344659E-001   0.1520569E-001
   0.7726833E-001   0.8682571E-002   0.8738091E-001   0.2043440E+002   0.1011258E-001   0.1181177E-001
   0.1050112E-001   0.1143676E-003   0.1061681E-001   0.9692625E+002   0.1156902E-003   0.1170291E-003
   0.1715272E-001   0.3756343E-003   0.1753924E-001   0.6905450E+002   0.3865181E-003   0.3977819E-003
   0.5898087E-001   0.4490864E-002   0.6391643E-001   0.2300209E+002   0.4935555E-002   0.5429817E-002
   0.2656782E-001   0.7984044E-003   0.2739488E-001   0.4038132E+002   0.8270545E-003   0.8568813E-003
   0.4610228E-001   0.2708376E-002   0.4902286E-001   0.2640468E+002   0.2920585E-002   0.3152261E-002
   0.8048016E-001   0.7101201E-002   0.8832293E-001   0.1312487E+002   0.7842773E-002   0.8666122E-002
   0.1683760E-001   0.3256341E-003   0.1717054E-001   0.6711739E+002   0.3329369E-003   0.3404213E-003
   0.1134660E-001   0.1383592E-003   0.1148678E-001   0.9403293E+002   0.1401809E-003   0.1420277E-003
   0.8542907E-002   0.7608886E-004   0.8619707E-002   0.1211524E+003   0.7680021E-004   0.7751845E-004
   0.6732000E-002   0.4611533E-004   0.6778439E-002   0.1501920E+003   0.4643886E-004   0.4676470E-004
   0.7719267E-002   0.6064091E-004   0.7780397E-002   0.1307972E+003   0.6112973E-004   0.6162257E-004
   0.1125367E-001   0.1297474E-003   0.1138497E-001   0.9011594E+002   0.1312963E-003   0.1328642E-003
   0.1217059E-001   0.1497200E-003   0.1232220E-001   0.8207128E+002   0.1516046E-003   0.1535132E-003
   0.9483841E-002   0.9147914E-004   0.9576226E-002   0.1063112E+003   0.9238484E-004   0.9329965E-004
   0.9359392E-002   0.9400510E-004   0.9454431E-002   0.1125830E+003   0.9503860E-004   0.9608446E-004
   0.1107367E+000   0.2062024E-001   0.1383182E+000   0.1941549E+002   0.2758147E-001   0.3754406E-001
   0.2159892E+000   0.5263922E-001   0.2888788E+000   0.4293638E+001   0.7288961E-001   0.1021039E+000
   0.9266911E-001   0.8861614E-002   0.1025055E+000   0.1011857E+002   0.9836410E-002   0.1092275E-001
   0.2949154E-001   0.1274937E-002   0.3084161E-001   0.4853030E+002   0.1350070E-002   0.1430238E-002
   0.3453611E-001   0.1542426E-002   0.3616423E-001   0.3917973E+002   0.1628116E-002   0.1719069E-002
   0.1776431E+000   0.4581830E-001   0.2455264E+000   0.8211436E+001   0.6788330E-001   0.1020964E+000
   0.2006729E+000   0.4338449E-001   0.2574241E+000   0.4390663E+001   0.5675114E-001   0.7464282E-001
   0.2605960E+000   0.6970469E-001   0.3567060E+000   0.2962383E+001   0.9611002E-001   0.1327992E+000
