# ~alp d~p/dy   Phi_p_sgs,y
  -0.1285720E+002  -0.2008343E+002
  -0.5567833E+001  -0.7580831E+001
  -0.2437211E+001   0.2886761E+001
  -0.3105068E+001   0.2538261E+001
  -0.2685349E+001   0.7301733E+000
   0.6616618E+001   0.9607788E+001
   0.3696401E+002   0.4313352E+002
   0.8905104E+002   0.1111144E+003
   0.1351236E+003   0.1476804E+003
   0.1871145E+003   0.1533247E+003
   0.2597017E+003   0.1182851E+003
   0.2806481E+003   0.5072744E+002
   0.1880037E+003   0.4216169E+002
   0.9383068E+002   0.5417341E+002
   0.2865650E+002   0.3154480E+002
   0.1946909E+002   0.6437204E+002
   0.5234299E+001   0.6008251E+001
   0.1054452E+001  -0.2428443E+001
  -0.2097497E+001  -0.6137450E+001
  -0.6578380E+001  -0.5733937E+001
  -0.9716263E+001  -0.2510859E+001
  -0.7566980E+001  -0.1747877E+001
  -0.7378502E+001   0.1693498E+001
  -0.8807945E+001   0.2520001E+002
   0.2812630E+002   0.4782506E+002
   0.8546607E+002   0.3905606E+002
   0.1103666E+003   0.3726943E+002
   0.9554216E+002   0.2228898E+002
   0.6500171E+002   0.2397248E+002
   0.3199479E+002   0.2382682E+002
   0.1289147E+002   0.1993248E+002
   0.8304131E+001   0.7512649E+001
   0.8296932E+001   0.6709682E+000
   0.3240709E+001   0.2134270E+001
  -0.7529705E+001   0.8113235E+001
  -0.2058085E+002  -0.1773342E+001
  -0.2749920E+002  -0.1142981E+002
  -0.3266303E+002  -0.2350058E+002
  -0.3081627E+002  -0.3047933E+002
  -0.2366679E+002  -0.2692782E+002
  -0.2989479E+002  -0.3742366E+001
  -0.2108553E+002  -0.7836811E+001
  -0.1150302E+002  -0.3565899E+001
  -0.8222465E+001  -0.2343064E+001
  -0.2585242E+001   0.1380365E+001
   0.6141223E+001   0.4378688E+001
   0.3840304E+002   0.3167892E+002
   0.8395625E+002   0.8942279E+002
   0.1249970E+003   0.1251845E+003
   0.1757622E+003   0.1341509E+003
   0.2169809E+003   0.1069186E+003
   0.2378120E+003   0.5765829E+002
   0.2457480E+003   0.1186677E+003
   0.1945536E+003   0.1424629E+003
   0.1281170E+003   0.1517067E+003
   0.4231282E+002   0.1064660E+003
   0.7557233E+001   0.6446445E+001
   0.2757189E+001  -0.4587548E+001
   0.4581928E+001  -0.2670150E+001
   0.7749056E+001   0.3683163E+001
   0.4343607E+001   0.1390724E+002
  -0.2103746E+001   0.1761722E+002
