# ~alp d~p/dy   Phi_p_sgs,y
  -0.9924323E+001  -0.5955022E+001
   0.1778613E+000   0.4412721E+000
   0.4644105E+001   0.2162618E+001
  -0.3434901E+001   0.4241342E+000
  -0.1139481E+002  -0.1869129E+001
   0.1650709E+002  -0.1631769E+001
   0.7347357E+002   0.5947252E+001
   0.2434933E+003   0.3858420E+002
   0.5932268E+003   0.1594959E+003
   0.4764352E+003   0.1523081E+003
   0.3833342E+003   0.3973525E+002
   0.3656432E+003  -0.8701204E+001
  -0.2623646E+003  -0.8767773E+002
  -0.2104591E+003  -0.4023284E+002
  -0.1011539E+003   0.2179861E+002
  -0.3780923E+001  -0.1673080E+001
  -0.3159433E+001  -0.9315109E+000
   0.5374618E-001  -0.1149740E+001
   0.3991746E+001  -0.8370097E+000
  -0.2621224E+001  -0.3104260E+001
  -0.1047484E+002  -0.2309425E+000
  -0.2663952E+001   0.8601904E-001
  -0.3447420E+001  -0.3550253E-001
  -0.8650331E+001   0.8651749E+000
   0.5214534E+002   0.3298331E+002
   0.2765671E+003  -0.4905059E+001
   0.2453794E+003   0.3339288E+002
   0.2362296E+003  -0.4001031E+002
  -0.3078258E+002  -0.6627879E+001
  -0.2900304E+002   0.3336618E+001
  -0.9855621E+001   0.9194270E+000
   0.6896731E-001   0.8056478E+000
   0.6994461E+001   0.1873753E+001
   0.1021889E+002   0.8163685E+000
  -0.1659052E+002   0.8062328E+000
  -0.1816191E+002  -0.6280244E+000
  -0.1076604E+003  -0.1420147E+002
  -0.1065315E+003  -0.2987117E+002
  -0.8920507E+002  -0.2144785E+002
  -0.1002444E+003  -0.4228151E+002
  -0.5571720E+002  -0.2172487E+002
  -0.7134673E+001  -0.7320492E+000
  -0.2326832E+001  -0.2252347E+000
  -0.1983642E+001   0.4911952E-001
   0.2429591E+001   0.5045413E+001
   0.1162043E+002   0.1076987E+001
   0.4717780E+002   0.7624305E+001
   0.9464639E+002   0.4982109E+002
   0.4747893E+002   0.1086408E+003
   0.4214342E+002   0.7184031E+002
   0.2819417E+003   0.5245005E+002
   0.5642632E+003   0.7037717E+002
   0.3228766E+003  -0.3786766E+002
  -0.7485575E+002   0.5004303E+002
   0.7038108E+003   0.1834408E+003
   0.4527844E+002   0.5351954E+002
   0.3354789E+001  -0.2156500E+000
   0.2538111E+001  -0.1737988E+000
   0.5647645E+001  -0.4277919E+001
   0.5531482E+001  -0.2032111E+001
   0.1417574E+001   0.4083369E+000
  -0.2245350E+001   0.3376934E+000
  -0.3392316E+001   0.2981557E-001
  -0.4885592E+001   0.2144163E+001
   0.5544593E+002   0.2157394E+002
   0.4597519E+002   0.3809251E+002
   0.5563596E+002   0.7466194E+002
   0.1831174E+003   0.1036479E+003
   0.2548690E+003   0.4919880E+002
   0.9901858E+002   0.3489381E+002
  -0.1430626E+001   0.2066890E+002
  -0.5964159E+001   0.1317012E+001
   0.3491681E+001   0.1457866E+001
   0.1229973E+002   0.8143417E+001
  -0.1831763E+001   0.3980283E+002
  -0.2513961E+002   0.3535584E+002
  -0.3206045E+002  -0.4078209E+002
  -0.2980871E+002  -0.1911700E+002
  -0.2266076E+002  -0.5356826E+001
  -0.7518280E+002  -0.3771506E+002
  -0.4007724E+002   0.3168148E+002
  -0.5668382E+002   0.1382868E+002
  -0.3832504E+002  -0.1341995E+002
  -0.6954893E+001  -0.1401920E+001
  -0.1165988E+001   0.3470893E+001
  -0.1273258E+001   0.2584381E+001
  -0.2426862E+002  -0.2134406E+001
   0.1942284E+002   0.3261870E+001
   0.1561221E+002   0.9865734E+001
   0.7319290E+001   0.3285752E+001
   0.1037530E+002   0.4219644E+002
   0.6182106E+001   0.1545885E+001
   0.1320966E+003   0.8914216E+002
   0.8224053E+003   0.1123508E+003
   0.1683190E+003   0.1742163E+003
   0.7579413E+002   0.2105369E+002
   0.8929823E+001  -0.5801863E+001
  -0.5497647E+000  -0.1215755E+001
   0.3377958E+001  -0.2628667E+001
   0.1975669E+002   0.2259808E+000
   0.5491930E+002   0.2444639E+002
   0.1671590E+002   0.4059024E+002
  -0.3923480E+001   0.9279457E+000
   0.1297823E+000   0.2476138E+001
  -0.9071403E+001   0.1003650E+002
  -0.2206507E+002   0.1451250E+001
  -0.3781436E+001   0.6918447E-002
   0.1332199E+002   0.2278808E+002
   0.7123340E+002   0.2400479E+002
   0.1284700E+003   0.3829236E+002
   0.9843315E+002   0.1200484E+002
   0.3919489E+002  -0.8264341E+001
   0.4439269E+002   0.4912981E+001
   0.4611316E+002   0.6352179E+001
   0.1729607E+003   0.5235397E+002
   0.1747290E+003   0.4375394E+002
