# ~alp d~p/dy   Phi_p_sgs,y
  -0.1630804E+002  -0.2561442E+002
  -0.4932161E+000   0.7869025E+000
   0.3889620E+001   0.3514131E+001
  -0.3514418E+001   0.1334176E+001
  -0.5871010E+001  -0.2688985E+001
   0.1419585E+002  -0.1099271E+001
   0.6316116E+002   0.1144340E+002
   0.2058916E+003   0.6242188E+002
   0.3645911E+003   0.1762715E+003
   0.3165821E+003   0.1657781E+003
   0.3558855E+003   0.5056936E+002
   0.4020609E+003  -0.1610124E+002
  -0.1084689E+002  -0.7662135E+002
  -0.1866674E+003  -0.4887215E+002
  -0.4790245E+002   0.2275252E+002
  -0.6060464E+000   0.6543413E+001
  -0.1351263E+001  -0.5000845E+000
   0.2279563E+000  -0.1574892E+001
   0.2385690E+001  -0.3047335E+001
  -0.7838701E+001  -0.6602551E+001
  -0.1137107E+002  -0.3140848E+001
  -0.3534641E+001   0.2342620E+000
  -0.3858286E+001  -0.6181114E-001
  -0.9889911E+001   0.3632689E+001
   0.4991853E+002   0.4215793E+002
   0.2167408E+003   0.7415533E+001
   0.1960449E+003   0.4268271E+002
   0.1743255E+003  -0.1694287E+002
   0.2424494E+002   0.3476876E+001
  -0.1286314E+002   0.1956743E+002
  -0.6779383E+001   0.5478947E+001
   0.1391289E+001   0.1709338E+001
   0.7825611E+001   0.1608883E+001
   0.5974708E+001   0.1618156E+000
  -0.1310360E+002   0.2713674E+000
  -0.2824458E+002  -0.3523261E+001
  -0.7340001E+002  -0.2154855E+002
  -0.7381256E+002  -0.3355788E+002
  -0.5938083E+002  -0.2730464E+002
  -0.6068570E+002  -0.3774638E+002
  -0.4821810E+002  -0.2605253E+002
  -0.1021462E+002  -0.2946940E+001
  -0.3724743E+001  -0.1454846E+001
  -0.2312609E+001   0.2660590E+000
   0.6962812E+000   0.4305258E+001
   0.1182929E+002   0.2004619E+001
   0.4455508E+002   0.1415760E+002
   0.1013067E+003   0.6926693E+002
   0.1060944E+003   0.1811644E+003
   0.1119713E+003   0.1333487E+003
   0.2428234E+003   0.5888112E+002
   0.3837177E+003   0.6682044E+002
   0.2221286E+003  -0.4875357E+002
   0.1715476E+003   0.9056079E+002
   0.3833831E+003   0.1587321E+003
   0.5263290E+002   0.6740023E+002
   0.3976207E+001  -0.1548720E+000
   0.2997093E+001  -0.9913933E+000
   0.5297283E+001  -0.3894530E+001
   0.6661595E+001  -0.2448967E+001
   0.1935141E+001   0.1222488E+001
  -0.2888463E+001   0.1314151E+001
  -0.3796353E+001   0.8695291E-001
  -0.5212299E+001   0.6038248E+001
   0.3999754E+002   0.3394838E+002
   0.6449477E+002   0.5020547E+002
   0.5140337E+002   0.6476808E+002
   0.1346575E+003   0.8146816E+002
   0.1727324E+003   0.5131291E+002
   0.7327546E+002   0.4200224E+002
   0.1016061E+002   0.2580797E+002
  -0.1591310E+000   0.3811971E+001
   0.6196253E+001   0.3443868E+001
   0.1772799E+002   0.1291580E+002
  -0.1779498E+001   0.4826033E+002
  -0.1879659E+002   0.4368210E+002
  -0.2636259E+002  -0.2643406E+002
  -0.3286663E+002  -0.2978528E+002
  -0.3761901E+002  -0.1063489E+002
  -0.7352571E+002  -0.2333732E+002
  -0.1625116E+002   0.4712048E+002
  -0.5077579E+002   0.4073536E+002
  -0.3942038E+002  -0.3867158E+001
  -0.1229167E+002  -0.4889849E+001
  -0.3210242E+001   0.2116669E+001
  -0.2204455E+001   0.2562390E+001
  -0.1467234E+002  -0.3663796E+001
   0.1524813E+002  -0.9036638E+000
   0.1287837E+002   0.9494420E+001
   0.1140310E+002   0.9157022E+001
   0.2725532E+002   0.4804857E+002
   0.5458775E+002   0.6411255E+002
