# ~alp d~p/dy   Phi_p_sgs,y
  -0.1437955E+002  -0.2371517E+002
  -0.3014988E+001  -0.2345208E+001
  -0.2789608E+000   0.3746049E+001
  -0.2740603E+001   0.3115603E+001
  -0.2643767E+001  -0.2284481E+000
   0.8025226E+001   0.4764208E+001
   0.4462450E+002   0.3386503E+002
   0.1186790E+003   0.1014958E+003
   0.1752833E+003   0.1592444E+003
   0.2135253E+003   0.1551925E+003
   0.3054972E+003   0.1048231E+003
   0.3450643E+003   0.3559280E+002
   0.1874149E+003  -0.1489105E+002
   0.3543524E+002   0.1170894E+002
   0.1071093E+002   0.9186856E+001
   0.1511320E+002   0.5904730E+002
   0.2963513E+001   0.3003464E+001
   0.8273459E+000  -0.2318920E+001
  -0.1778901E+001  -0.5821327E+001
  -0.8714949E+001  -0.6959732E+001
  -0.1147838E+002  -0.3913930E+001
  -0.6444351E+001  -0.1453781E+001
  -0.5589931E+001   0.2425219E+000
  -0.1028338E+002   0.1920650E+002
   0.3608982E+002   0.4966731E+002
   0.1196136E+003   0.3274593E+002
   0.1357027E+003   0.4241445E+002
   0.1141731E+003   0.1489260E+002
   0.6419714E+002   0.1784578E+002
   0.1861681E+002   0.2213052E+002
   0.3459799E+001   0.9318316E+001
   0.4262924E+001   0.9805822E+000
   0.7596771E+001   0.4493008E+000
   0.3242814E+001   0.4313370E+000
  -0.9382894E+001   0.5549938E+001
  -0.2689314E+002  -0.3777678E+001
  -0.3726242E+002  -0.1608619E+002
  -0.4395946E+002  -0.2917089E+002
  -0.3697369E+002  -0.3224118E+002
  -0.3011809E+002  -0.3001209E+002
  -0.3498854E+002  -0.1129048E+002
  -0.1878870E+002  -0.9975338E+001
  -0.8473396E+001  -0.4818001E+001
  -0.5433865E+001  -0.1104449E+001
  -0.1355334E+001   0.2240244E+001
   0.8284544E+001   0.4325913E+001
   0.4025252E+002   0.2704617E+002
   0.9579457E+002   0.8408768E+002
   0.1273703E+003   0.1445824E+003
   0.1758992E+003   0.1288608E+003
   0.2356707E+003   0.9002404E+002
   0.2488836E+003   0.4131750E+002
   0.2257032E+003   0.6659188E+002
   0.2216511E+003   0.1312074E+003
   0.1648170E+003   0.1546763E+003
   0.4641421E+002   0.9909626E+002
   0.6930883E+001   0.2247320E+001
   0.2855575E+001  -0.3177314E+001
   0.4988598E+001  -0.3026376E+001
   0.7574782E+001  -0.2742178E+000
   0.4174030E+001   0.9934337E+001
  -0.2667505E+001   0.1354763E+002
  -0.6454037E+001   0.6700985E+001
  -0.6431915E+001   0.1683371E+002
   0.2064465E+002   0.4248424E+002
   0.5708299E+002   0.4680424E+002
   0.6664168E+002   0.6050554E+002
   0.7959523E+002   0.4603750E+002
   0.7530230E+002   0.4216455E+002
   0.3815394E+002   0.3985041E+002
   0.1431194E+002   0.2346349E+002
   0.9181357E+001   0.6321606E+001
   0.1445217E+002   0.5040471E+001
   0.1177676E+002   0.1330943E+002
  -0.2385983E+001   0.3576517E+002
  -0.1636357E+002   0.2345089E+002
  -0.2156005E+002  -0.6840025E+001
  -0.3021049E+002  -0.3095507E+002
  -0.3947791E+002  -0.1890507E+002
  -0.4629454E+002  -0.1153578E+002
  -0.6017284E+000   0.5566235E+002
  -0.1883698E+002   0.7452522E+002
  -0.1537673E+002   0.6223910E+002
  -0.1268240E+002   0.2924722E+002
  -0.5341293E+001   0.6248909E+001
  -0.8313061E+001  -0.3188694E+001
   0.1103330E+000   0.5201631E+001
   0.2114806E+002   0.2992116E+002
   0.3283924E+002   0.5458542E+002
   0.3793489E+002   0.5913813E+002
   0.6730701E+002   0.7866674E+002
   0.1472784E+003   0.1172948E+003
   0.2635037E+003   0.1858263E+003
   0.3053099E+003   0.2321082E+003
   0.2098363E+003   0.2022147E+003
   0.5967412E+002   0.9099697E+002
   0.1280679E+002   0.1575725E+001
   0.3611435E+001  -0.4337034E+001
   0.7471896E+001  -0.1055890E+001
   0.1906911E+002   0.5145277E+001
   0.3291542E+002   0.2631183E+002
   0.2019880E+002   0.3898543E+002
   0.1645048E+001   0.3221705E+002
  -0.4291423E+001   0.1135890E+002
  -0.6105341E+001   0.2450311E+002
  -0.4144486E+001   0.3032220E+002
   0.4319409E+001   0.3133821E+002
   0.2631275E+002   0.3218133E+002
   0.4462590E+002   0.2003716E+002
   0.3365613E+002   0.1193968E+002
   0.1277877E+002   0.7985752E+001
   0.6746094E+001   0.4156340E+001
   0.9911842E+001   0.9000539E+001
   0.1621573E+002   0.1279052E+002
   0.2434279E+002   0.2459331E+002
   0.2279624E+002   0.1453049E+002
   0.1069680E+002   0.2027001E+001
   0.6348757E+001  -0.1604304E+002
   0.1103416E+002   0.4746375E+001
   0.1171198E+002   0.1578640E+002
   0.4440695E+002   0.7650199E+002
   0.2437853E+002   0.1105552E+003
   0.1200690E+002   0.1012327E+003
   0.7147017E+001   0.6051700E+002
  -0.3211018E+000   0.8952055E+001
  -0.4614232E+001   0.2175355E+002
  -0.1455627E+001   0.3911346E+002
   0.8224203E+001   0.3430334E+002
   0.7641435E+001   0.8747979E+001
   0.3452752E+001   0.1779444E+001
   0.3407402E+001   0.9560376E+001
   0.1269264E+002   0.2878868E+002
   0.8041646E+002   0.1839031E+003
   0.9030797E+002   0.2397686E+003
   0.6820005E+002   0.2098719E+003
   0.1357078E+002   0.3060067E+002
   0.9073292E+001   0.2256007E+001
   0.5063626E+001  -0.2259581E+001
   0.7585081E+001   0.6383349E+000
   0.1607603E+002   0.7256259E+001
   0.3625774E+002   0.1831958E+002
   0.3493006E+002   0.2617324E+002
   0.1274796E+002   0.2677512E+002
  -0.2203871E+001   0.7615339E+001
  -0.9349709E+001   0.2282029E+001
  -0.1425255E+002   0.1766236E+000
  -0.1813705E+002  -0.1617191E+002
  -0.3282953E+002  -0.3861823E+002
  -0.5478175E+002  -0.5120692E+002
  -0.4626133E+002  -0.3856430E+002
  -0.1332330E+002  -0.1488007E+002
   0.1771317E+001   0.4894900E+001
   0.3810000E+001   0.4485596E+001
   0.7430578E+001  -0.2523307E+001
   0.2453821E+002  -0.5697910E+001
   0.3430175E+002  -0.6591129E+001
   0.1739122E+002   0.4135391E+001
   0.1096829E+002   0.2287146E+001
   0.2887301E+002   0.1336005E+002
   0.4963211E+002   0.3407649E+002
   0.3637530E+002   0.8105527E+002
   0.4060337E+002   0.1124775E+003
   0.2881531E+002   0.1005472E+003
   0.2027919E+002   0.5898297E+002
   0.1821052E+002   0.1335693E+002
   0.3868912E+002   0.4307654E+002
   0.4014513E+002   0.6289728E+002
   0.1100991E+002   0.5142763E+002
  -0.2030394E+002   0.8782139E+000
  -0.1921241E+002  -0.1596065E+002
  -0.1956515E+002   0.9702427E+001
  -0.1981223E+002   0.2154819E+002
  -0.1688685E+002   0.3266471E+002
  -0.1357609E+002   0.2362742E+002
  -0.1075875E+002   0.2018968E+002
  -0.6360400E+001   0.7986896E+001
  -0.1403310E+000   0.6503025E+001
   0.4355374E+001   0.1028586E+001
   0.5050616E+001  -0.6901480E+000
   0.4705896E+001  -0.2244296E+001
   0.1024493E+002   0.9445415E+001
   0.2534746E+002   0.1939578E+002
   0.2686964E+002   0.2303195E+002
   0.8573616E+001   0.1571647E+002
  -0.2712764E+001   0.4005516E+001
  -0.1150954E+002   0.7695381E+000
  -0.3370162E+002  -0.1205082E+002
  -0.7911957E+002  -0.4349776E+002
  -0.1145796E+003  -0.6607839E+002
  -0.8924672E+002  -0.5942264E+002
  -0.3464565E+002  -0.2623125E+002
  -0.7795987E+001  -0.2034002E+001
  -0.5882616E+001  -0.1599990E+002
  -0.1073491E+002  -0.2805892E+002
  -0.6469044E+001  -0.3283844E+002
   0.7482912E+001  -0.2186151E+002
   0.6532628E+001  -0.4432725E+001
   0.4299499E+001   0.1652915E+001
   0.1256578E+002   0.1237250E+002
   0.2571214E+002   0.4209092E+002
   0.4169484E+000   0.1668239E+002
   0.1629350E+001   0.2081394E+002
   0.2153664E+001   0.1756778E+002
   0.6143204E+001   0.1657895E+002
   0.1675967E+002   0.9324568E+001
   0.4267472E+002   0.4109786E+002
   0.3753989E+002   0.5479410E+002
  -0.1785287E+002   0.1731165E+002
  -0.6543313E+002  -0.2478760E+002
  -0.4876742E+002  -0.3078734E+002
  -0.3078943E+002   0.8497804E+001
  -0.3314640E+002   0.1790174E+002
  -0.2698944E+002   0.3443733E+001
  -0.1828566E+002  -0.4320498E+001
  -0.1241610E+002  -0.2734999E+001
  -0.5879139E+001  -0.3006487E+000
  -0.1213421E+001   0.1749059E+001
   0.3759342E+001   0.6962912E+000
   0.4572611E+001  -0.1191285E+001
   0.2732392E+001  -0.3282680E+000
   0.4538593E+001   0.8920702E+001
   0.1589260E+002   0.2143748E+002
   0.3087240E+002   0.2609010E+002
   0.2854259E+002   0.2111604E+002
   0.1151437E+002   0.1324163E+002
  -0.3008109E+001   0.3755448E+001
  -0.2583299E+002   0.5191298E+000
  -0.6069597E+002  -0.2827252E+001
  -0.6217135E+002  -0.2752400E+002
  -0.3250589E+002  -0.1960144E+002
  -0.2024834E+002  -0.2300445E+000
  -0.3072381E+002   0.1437416E+002
  -0.3562314E+002  -0.2268022E+002
  -0.2408256E+002  -0.3027392E+002
  -0.1525873E+002  -0.3414959E+002
  -0.4952664E+001  -0.1741790E+002
  -0.7064052E+000  -0.4173108E+001
   0.2161622E+000   0.1851384E+000
   0.6470192E+000   0.3849952E+001
   0.3101868E+000   0.1251139E+002
   0.8740824E+000  -0.4531321E+000
   0.3904561E+001   0.1739742E+001
   0.5697091E+001   0.5528806E+001
   0.8356038E+001   0.5809046E+001
   0.1063201E+002   0.5046870E+001
  -0.2463509E+000   0.5348419E+001
  -0.3886162E+002  -0.1735332E+001
  -0.8601541E+002  -0.2964995E+002
  -0.8381839E+002  -0.4376738E+002
  -0.5868065E+002  -0.2631093E+002
  -0.3282167E+002  -0.3908097E+001
  -0.3558595E+002   0.8468675E+000
  -0.3412168E+002  -0.3981955E+001
  -0.3047983E+002  -0.4509698E+001
  -0.1666140E+002  -0.4697416E+001
  -0.5730159E+001  -0.3839506E+001
  -0.1339299E+001  -0.9329969E+000
   0.6568317E+000   0.4587517E+000
   0.2837834E+001   0.3348839E+000
   0.6629635E+001   0.7869883E+001
   0.1586365E+002   0.2807713E+002
   0.3665301E+002   0.4698884E+002
   0.6987950E+002   0.4929228E+002
   0.7936777E+002   0.3342179E+002
   0.4131589E+002   0.1754478E+002
   0.1188427E+002   0.2908500E+002
   0.5583887E+001   0.3804742E+002
   0.1959681E+002   0.4606330E+002
   0.3532786E+002   0.1916765E+002
   0.4152306E+002   0.2020683E+002
   0.1832354E+002   0.8540917E+001
  -0.3674568E+002   0.2843532E+002
  -0.5335394E+002   0.7685470E+001
  -0.2463085E+002  -0.8813109E+001
  -0.1000188E+002  -0.1689920E+002
  -0.4316883E+001  -0.6262072E+001
  -0.2435988E+001  -0.4179515E+000
  -0.1926580E+001   0.1315309E+001
  -0.2713330E+001   0.3622818E+000
  -0.2136723E+001  -0.2435290E+000
   0.6247919E+001   0.5150908E-002
   0.1199496E+002   0.1770308E+001
   0.1508182E+002   0.5674648E+001
   0.1809670E+002   0.6405631E+001
   0.1473009E+002   0.1270247E+001
  -0.1719708E+001  -0.1030486E+002
  -0.4378442E+002  -0.1531157E+002
  -0.7056227E+002  -0.3396593E+002
  -0.4804920E+002  -0.3752224E+002
  -0.2548379E+002  -0.1554460E+002
  -0.1419656E+002  -0.1128467E+001
  -0.2331962E+002  -0.2238412E+001
  -0.3267311E+002  -0.2778586E+001
  -0.3239653E+002  -0.3132501E+001
  -0.2008903E+002  -0.4181539E+001
  -0.8313013E+001  -0.3923161E+001
  -0.2528619E+001  -0.2503802E+001
  -0.1666870E+001   0.2967265E+000
   0.4340780E-001   0.3493032E+001
   0.5241728E+001   0.1347447E+002
   0.1747777E+002   0.3211073E+002
   0.3839612E+002   0.4706304E+002
   0.7049666E+002   0.5371604E+002
   0.9725869E+002   0.5064133E+002
   0.9869971E+002   0.6695484E+002
   0.6170666E+002   0.1070455E+003
   0.4104564E+002   0.1133371E+003
   0.6709090E+002   0.1043055E+003
   0.9323750E+002   0.6011020E+002
   0.7670904E+002   0.4746002E+002
   0.3040063E+002   0.7931256E+000
  -0.2113595E+002   0.1569148E+002
  -0.4034310E+002   0.1112390E+002
  -0.1675760E+002   0.4967410E+001
  -0.3864912E+001  -0.4094317E+001
  -0.1309279E+001   0.1558597E+001
  -0.6109175E+000   0.3626344E+001
  -0.1253163E+001   0.3059654E+001
  -0.1290336E+001   0.1379309E+001
   0.2471886E+001   0.1424648E+000
   0.9351888E+001   0.2246051E-001
   0.1452998E+002   0.7341550E+000
   0.1619797E+002   0.5030371E+001
   0.1609064E+002   0.7341535E+001
   0.1194573E+002   0.4434496E+001
   0.5693860E+001  -0.3663490E+001
  -0.1367070E+002   0.1847294E+001
  -0.1859516E+002   0.2834485E-001
  -0.8470936E+001  -0.1379381E+001
  -0.6818953E+001  -0.3866778E+000
  -0.1054528E+002  -0.4007884E+000
  -0.1742760E+002  -0.1101279E+001
  -0.2064140E+002  -0.1735535E+001
  -0.2318098E+002  -0.2377943E+001
  -0.1996971E+002  -0.2077734E+001
  -0.1354991E+002  -0.2567437E+001
  -0.7274266E+001  -0.2384602E+001
  -0.5681315E+001  -0.1496977E+001
  -0.5766333E+001   0.2174603E+000
  -0.5709390E+001   0.7106097E+001
  -0.1537475E+001   0.1821271E+002
   0.6873147E+001   0.3409249E+002
   0.2008233E+002   0.5529954E+002
   0.4018460E+002   0.7264689E+002
   0.6364582E+002   0.8996506E+002
   0.4899854E+002   0.1234283E+003
   0.2152166E+002   0.1336514E+003
   0.1548142E+002   0.1218513E+003
   0.2798659E+002   0.8046110E+002
   0.2814236E+002   0.5527294E+002
   0.7109667E+001   0.1702317E+002
  -0.1759996E+002   0.1763596E+002
  -0.2191705E+002   0.8361544E+001
  -0.7265678E+001   0.2938464E+001
  -0.3509627E+000   0.1130382E+001
   0.3281353E+001   0.3124358E+001
   0.5617250E+001   0.2331042E+001
   0.4919096E+001   0.1103783E+001
   0.4884592E+001   0.1281155E+001
   0.8024636E+001   0.1337572E+000
   0.6902124E+001   0.5667022E+000
   0.4645462E+001   0.1105902E+001
   0.3524860E+001   0.3078714E+001
   0.2876572E+001   0.3507685E+001
   0.2083985E+001   0.3421723E+001
   0.2466084E-002   0.4542506E+001
  -0.6738545E+001   0.7408581E+001
  -0.8829521E+001   0.3700154E+001
  -0.5915949E+001   0.4287158E+000
  -0.6517264E+001   0.4139380E+000
  -0.8472811E+001   0.4541319E+000
  -0.9996501E+001  -0.1006687E+001
  -0.9146227E+001  -0.3165283E+001
  -0.9486362E+001  -0.4321712E+001
  -0.1229008E+002  -0.3127425E+001
  -0.1290635E+002  -0.1668123E+001
  -0.1088656E+002  -0.1444034E+001
  -0.9728565E+001  -0.1414136E+001
  -0.9614961E+001  -0.1435426E+001
  -0.8427327E+001   0.1245539E+000
  -0.6051550E+001   0.2320190E+001
  -0.4646275E+001   0.6192506E+001
  -0.4689442E+001   0.1269477E+002
  -0.3483846E+001   0.2248807E+002
   0.5148638E+001   0.6906017E+002
  -0.8333156E+001   0.8456752E+002
  -0.2282334E+002   0.8413966E+002
  -0.2342395E+002   0.3117192E+002
  -0.2141041E+002   0.1811600E+002
  -0.2274645E+002   0.7767633E+001
  -0.3380108E+002   0.1514962E+002
  -0.3023530E+002   0.1585995E+002
  -0.1139382E+002   0.3349838E+001
   0.2089767E+001  -0.8446327E+000
   0.9230733E+001   0.2845137E+001
   0.1384682E+002   0.1385200E+001
   0.1555497E+002   0.1229454E+001
   0.1465318E+002   0.1337554E+001
   0.1462288E+002   0.1706982E+001
   0.1132695E+002   0.1617466E+001
   0.3469649E+001   0.7721397E+000
  -0.1867292E+001  -0.1334479E+001
  -0.3909426E+001  -0.6227272E+000
  -0.2997577E+001  -0.6211244E+000
  -0.2673133E+001   0.2024000E+001
  -0.4757818E+001   0.4899161E+001
  -0.7060413E+001   0.5560211E+001
  -0.7200095E+001   0.1786820E+001
  -0.7446188E+001   0.1128613E+001
  -0.8087357E+001   0.1890191E+001
  -0.7841448E+001   0.1833859E+001
  -0.4653816E+001  -0.5322206E+000
  -0.1852717E+001  -0.1838838E+001
  -0.1552025E+001  -0.2755017E+001
  -0.4766776E+001  -0.3210869E+001
  -0.8180590E+001  -0.2275933E+001
  -0.8952799E+001  -0.1283619E+001
  -0.9047399E+001  -0.1267878E+001
  -0.9684526E+001  -0.1204877E+001
  -0.9347822E+001  -0.6467653E+000
  -0.7658799E+001  -0.3527985E+000
  -0.7405546E+001  -0.1447163E+001
  -0.2008772E+002  -0.1851246E+002
  -0.4969696E+002  -0.4941887E+002
  -0.7774456E+002  -0.6006464E+002
  -0.7508464E+002  -0.3911032E+002
  -0.4626080E+002  -0.1667678E+002
  -0.3140019E+002  -0.7180137E+001
  -0.2965518E+002  -0.1133065E+002
  -0.3841624E+002  -0.6867338E+001
  -0.4442268E+002   0.1685426E+002
  -0.2004951E+002   0.9939191E+001
   0.1010137E+002   0.7330154E+001
   0.1620510E+002   0.7149358E+001
   0.2084435E+002   0.7651565E+001
   0.1837045E+002  -0.3990685E+001
   0.1643782E+002   0.6825290E+000
   0.2263292E+002   0.2019673E+001
   0.2543800E+002   0.1350784E+001
   0.1349138E+002   0.4402417E+001
   0.4668585E+001   0.5458003E+001
  -0.2093204E+001   0.6893670E+001
  -0.4392554E+001   0.7694724E+001
  -0.4234532E+001   0.3752801E+001
  -0.3151117E+001  -0.3486333E-001
  -0.3382873E+001   0.1904533E+000
  -0.4768386E+001   0.6634776E+000
  -0.5285106E+001   0.4370392E+000
  -0.5392141E+001   0.6659398E+000
  -0.5456571E+001   0.9799070E+000
  -0.4665428E+001   0.1257221E+001
  -0.1541723E+001  -0.2369676E-001
   0.5637279E+000  -0.3835519E+000
   0.7678843E+000  -0.3067794E+000
  -0.4664240E+000  -0.1112569E+001
  -0.2869810E+001  -0.9262795E+000
  -0.5045185E+001  -0.7031853E-001
  -0.5948337E+001  -0.7433492E-001
  -0.8885118E+001  -0.1306709E+001
  -0.1494433E+002  -0.2049121E+001
  -0.1880897E+002  -0.1720236E+001
  -0.1787726E+002  -0.3201781E+001
  -0.3404930E+002  -0.2404298E+002
  -0.7514364E+002  -0.5124563E+002
  -0.1168356E+003  -0.5088355E+002
  -0.1019402E+003  -0.2985861E+002
  -0.5982751E+002  -0.1155236E+002
  -0.3586518E+002  -0.4523944E+001
  -0.2790556E+002  -0.1258500E+002
  -0.2843349E+002  -0.1913838E+002
  -0.2770119E+002  -0.1874060E+002
  -0.8952157E+001  -0.1341295E+002
   0.8418625E+001   0.7045791E+001
   0.1602279E+002   0.1636688E+002
   0.2420714E+002   0.1050980E+002
   0.2176325E+002  -0.4093252E+001
   0.1549865E+002   0.7513489E+000
   0.1933672E+002   0.4889525E+001
   0.2612138E+002   0.6190539E+001
   0.1657271E+002   0.8633311E+001
   0.6526196E+001   0.5810878E+001
