  -0.97980    0.00097
  -0.93939    0.00097
  -0.89899    0.00582
  -0.85859    0.01745
  -0.81818    0.01745
  -0.77778    0.02036
  -0.73737    0.02327
  -0.69697    0.05235
  -0.65657    0.07659
  -0.61616    0.09598
  -0.57576    0.15802
  -0.53535    0.22685
  -0.49495    0.29762
  -0.45455    0.39844
  -0.41414    0.50896
  -0.37374    0.64856
  -0.33333    0.81724
  -0.29293    0.97526
  -0.25253    1.07609
  -0.21212    1.22538
  -0.17172    1.27385
  -0.13131    1.42121
  -0.09091    1.39310
  -0.05051    1.33105
  -0.01010    1.33784
   0.03030    1.16915
   0.07071    1.16625
   0.11111    1.04700
   0.15152    0.92098
   0.19192    0.81821
   0.23232    0.75811
   0.27273    0.68249
   0.31313    0.57294
   0.35354    0.54580
   0.39394    0.47503
   0.43434    0.41589
   0.47475    0.34125
   0.51515    0.29665
   0.55556    0.28405
   0.59596    0.21231
   0.63636    0.22297
   0.67677    0.17547
   0.71717    0.14929
   0.75758    0.14542
   0.79798    0.11536
   0.83838    0.11633
   0.87879    0.08240
   0.91919    0.06689
   0.95960    0.06108
   1.00000    0.05623
   1.04040    0.04556
   1.08081    0.04266
   1.12121    0.03005
   1.16162    0.03199
   1.20202    0.02327
   1.24242    0.02424
   1.28283    0.02133
   1.32323    0.01648
   1.36364    0.01842
   1.40404    0.02036
   1.44444    0.00969
   1.48485    0.01454
   1.52525    0.00969
   1.56566    0.01745
   1.60606    0.00776
   1.64646    0.00873
   1.68687    0.00873
   1.72727    0.01260
   1.76768    0.00679
   1.80808    0.00776
   1.84848    0.00291
   1.88889    0.00582
   1.92929    0.00485
   1.96970    0.00485
   2.01010    0.00485
   2.05051    0.00485
   2.09091    0.00194
   2.13131    0.00291
   2.17172    0.00291
   2.21212    0.00194
   2.25253    0.00388
   2.29293    0.00291
   2.33333    0.00291
   2.37374    0.00097
   2.41414    0.00388
   2.45455    0.00291
   2.49495    0.00194
   2.53535    0.00097
   2.57576    0.00097
   2.61616    0.00097
   2.65657    0.00000
   2.69697    0.00291
   2.73737    0.00097
   2.77778    0.00097
   2.81818    0.00000
   2.85859    0.00194
   2.89899    0.00194
   2.93939    0.00097
   2.97980    0.00388
