#sig_xx    sig_xy    sig_xz    sig_yy    sig_yz    sig_zz
   0.7622875E-001  -0.8999807E-002   0.6923768E-001   0.1220447E+000  -0.4808237E+000   0.3106039E+001
   0.8651776E-001  -0.1411662E-001   0.2118547E+000   0.8828310E-001  -0.3123258E+000   0.2254447E+001
   0.1130594E+000  -0.1546677E-001   0.3462340E+000   0.4475901E-001  -0.1345419E+000   0.1603439E+001
   0.1148754E+000  -0.7851937E-002   0.3441565E+000   0.1380784E-001  -0.2660097E-001   0.1274498E+001
   0.8986435E-001  -0.9620732E-002   0.2162536E+000   0.1836889E-001   0.2285140E-001   0.9151879E+000
   0.6419973E-001  -0.1924482E-001   0.3544920E-001   0.2925984E-001   0.3544984E-001   0.5570281E+000
   0.6029465E-001  -0.2024369E-001  -0.7363320E-001   0.4127164E-001   0.7479131E-002   0.6807131E+000
   0.7134532E-001  -0.1234927E-001  -0.1376948E+000   0.6073112E-001  -0.6641833E-001   0.1154161E+001
   0.1301066E+000  -0.3261441E-001  -0.2260189E+000   0.7770872E-001  -0.8630506E-001   0.1452475E+001
   0.2073138E+000  -0.2757497E-001  -0.3488942E+000   0.7123146E-001  -0.9168013E-001   0.1723140E+001
   0.2888032E+000   0.7808470E-002  -0.3849103E+000   0.7699895E-001  -0.9723726E-001   0.1724760E+001
   0.3364828E+000   0.3191771E-001  -0.2940977E+000   0.8147350E-001  -0.2098377E-001   0.1388928E+001
   0.3305489E+000   0.4939031E-001  -0.1952448E+000   0.7556659E-001   0.2522727E-001   0.1200354E+001
   0.2864063E+000   0.4573270E-001  -0.4241833E-001   0.9681487E-001   0.3397787E-001   0.1009039E+001
   0.2029899E+000   0.2160844E-001   0.6518355E-001   0.1709087E+000   0.3451572E-001   0.8569373E+000
   0.1412731E+000  -0.3448388E-001   0.5608855E-001   0.2561017E+000  -0.2341884E-001   0.1045600E+001
   0.1239613E+000  -0.5250988E-001  -0.4327193E-001   0.3544079E+000  -0.1321201E+000   0.1084974E+001
   0.1289926E+000  -0.1463999E-001  -0.1086882E+000   0.4347429E+000  -0.1885317E+000   0.1042682E+001
   0.1335523E+000   0.3260396E-002  -0.1134317E+000   0.4439956E+000  -0.2259125E+000   0.9854477E+000
