# ~alp d~p/dx   Phi_p_sgs,x
  -0.7188847E+001   0.0000000E+000
  -0.8772446E+001   0.0000000E+000
  -0.1317052E+002   0.0000000E+000
  -0.4259497E+001   0.0000000E+000
  -0.1997082E+001   0.0000000E+000
  -0.2361983E+002   0.0000000E+000
   0.1192107E+002   0.0000000E+000
   0.7386402E+001   0.0000000E+000
   0.9632428E+001   0.0000000E+000
   0.8347216E+001   0.0000000E+000
   0.3177309E+001   0.0000000E+000
  -0.1842172E+000   0.0000000E+000
  -0.1814082E+000   0.0000000E+000
  -0.1139198E+000   0.0000000E+000
  -0.4946889E+000   0.0000000E+000
  -0.2039551E+001   0.0000000E+000
  -0.5855280E+000   0.0000000E+000
   0.1598721E+001   0.0000000E+000
  -0.3330944E+000   0.0000000E+000
  -0.9192462E+000   0.0000000E+000
  -0.2020484E+001   0.0000000E+000
  -0.1001208E+001   0.0000000E+000
   0.2829749E+001   0.0000000E+000
   0.3722506E+001   0.0000000E+000
   0.1244497E+002   0.0000000E+000
   0.2154827E+001   0.0000000E+000
   0.1628983E+003   0.0000000E+000
   0.6708533E+002   0.0000000E+000
   0.1438782E+003   0.0000000E+000
   0.7706025E+001   0.0000000E+000
  -0.5257474E+000   0.0000000E+000
   0.1017130E+000   0.0000000E+000
  -0.7094160E+003   0.0000000E+000
   0.5048509E+000   0.0000000E+000
   0.2203253E+001   0.0000000E+000
   0.9290958E+000   0.0000000E+000
   0.9597113E-001   0.0000000E+000
  -0.7477411E+001   0.0000000E+000
  -0.7773508E+001   0.0000000E+000
  -0.5776937E+001   0.0000000E+000
  -0.7605703E+001   0.0000000E+000
  -0.1010453E+002   0.0000000E+000
  -0.6752270E+001   0.0000000E+000
  -0.5794902E+002   0.0000000E+000
  -0.7355495E+001   0.0000000E+000
  -0.1217015E+003   0.0000000E+000
   0.7255245E+001   0.0000000E+000
   0.2363386E+002   0.0000000E+000
   0.6154442E+001   0.0000000E+000
  -0.2609914E+001   0.0000000E+000
   0.1520823E+003   0.0000000E+000
   0.4937325E+000   0.0000000E+000
  -0.3721417E+000   0.0000000E+000
  -0.3440924E+000   0.0000000E+000
  -0.6771658E+000   0.0000000E+000
  -0.4116912E+000   0.0000000E+000
   0.3776152E-001   0.0000000E+000
   0.4268138E+000   0.0000000E+000
  -0.4852228E+000   0.0000000E+000
  -0.1341135E+001   0.0000000E+000
  -0.9558025E+000   0.0000000E+000
   0.3003969E+001   0.0000000E+000
   0.1336057E+001   0.0000000E+000
  -0.1039103E+002   0.0000000E+000
   0.2020905E+002   0.0000000E+000
   0.4165030E+001   0.0000000E+000
   0.6813385E+003   0.0000000E+000
   0.1030129E+004   0.0000000E+000
   0.9426935E+001   0.0000000E+000
  -0.2088002E+000   0.0000000E+000
  -0.1088106E+000   0.0000000E+000
   0.7787627E-001   0.0000000E+000
  -0.2576989E+002   0.0000000E+000
  -0.1996879E+003   0.0000000E+000
  -0.5688110E+001   0.0000000E+000
   0.1275779E+001   0.0000000E+000
   0.5237319E+000   0.0000000E+000
  -0.5601482E+002   0.0000000E+000
  -0.5114375E+001   0.0000000E+000
  -0.3192358E+001   0.0000000E+000
  -0.4170829E+000   0.0000000E+000
  -0.1638982E+001   0.0000000E+000
  -0.1694610E+001   0.0000000E+000
  -0.6148962E+002   0.0000000E+000
  -0.1426147E+003   0.0000000E+000
  -0.4442481E+002   0.0000000E+000
