# ~alp d~p/dx   Phi_p_sgs,x
  -0.6964790E+001   0.3398351E+000
  -0.1608580E+002  -0.1704849E+001
  -0.2482721E+002  -0.1886011E+000
  -0.1876335E+002  -0.3026515E+001
  -0.1494407E+002  -0.7196318E+001
  -0.1297814E+002  -0.2157997E+002
   0.6397976E+001  -0.3215644E+002
   0.1723891E+002  -0.1373997E+001
   0.1120050E+002   0.4342212E+000
   0.9754312E+001   0.2789834E+001
   0.5918758E+001   0.6244586E+001
   0.1094554E+001   0.5296908E+001
  -0.2228889E+000   0.9003030E-001
  -0.3266542E+000  -0.6679960E-002
  -0.5202583E+000  -0.1057959E+000
  -0.5430324E+000  -0.1206331E+000
   0.2468926E+000   0.1594317E+000
   0.8791018E+000   0.2613275E+000
  -0.1147568E+000   0.5707870E+000
  -0.1078664E+001   0.1687230E+000
  -0.2437178E+001  -0.8140570E+000
  -0.1256521E+001   0.6031342E+000
   0.3490495E+001  -0.1130794E+001
   0.5638189E+001  -0.9179358E+000
   0.9249132E+001   0.4283996E+000
   0.3540712E+002   0.1666867E+002
   0.1204967E+003   0.1162994E+003
   0.1683956E+003   0.1362507E+003
   0.9077480E+002   0.7955916E+002
   0.3189628E+002   0.2193593E+002
   0.9733482E+001   0.1167889E+002
  -0.3589692E+002  -0.6395793E+002
  -0.9577048E+002  -0.8237964E+002
  -0.4052223E+002  -0.6323632E+002
   0.2648650E+001  -0.9576287E+001
   0.1181547E+001  -0.4173816E+000
  -0.1145258E+001  -0.2322211E+001
  -0.6634372E+001  -0.3130838E+001
  -0.9954766E+001  -0.1413427E+001
  -0.6890995E+001  -0.2989216E+000
  -0.5761506E+001   0.5057183E+000
  -0.9155765E+001  -0.2135941E-001
  -0.1428578E+002  -0.1240446E+001
  -0.2277499E+002  -0.1109375E+002
  -0.3383275E+002  -0.1913667E+002
  -0.2996270E+002  -0.3303976E+002
   0.4274746E+001  -0.3959706E+002
   0.1774359E+002  -0.1103929E+001
   0.1271011E+002   0.8041850E-001
   0.9222356E+001   0.4353106E+001
   0.1775318E+002   0.1384198E+002
   0.1136359E+002   0.1631496E+002
   0.7553392E+000   0.3346201E+001
  -0.2869300E+000   0.5822180E-002
  -0.7388706E+000  -0.1248197E-001
  -0.7253580E+000  -0.5314544E-001
  -0.5041094E-002  -0.4666748E-001
   0.3003283E+000  -0.2101021E-001
  -0.5537277E+000   0.6935119E-001
  -0.1406180E+001   0.1939543E+000
  -0.1319489E+001   0.2351497E+001
  -0.9779171E+000  -0.1140949E+001
   0.3479220E+001  -0.5122497E+001
   0.5539094E+001  -0.4767425E+001
   0.5666614E+001  -0.2777317E+001
   0.3039858E+002   0.3193194E+002
   0.2787529E+003   0.1653133E+003
   0.4323920E+003   0.1168485E+003
   0.1064768E+003   0.1082588E+003
   0.4488258E+001   0.1717697E+002
  -0.2610335E+000   0.9105001E-001
  -0.7117812E+001  -0.2911514E+002
  -0.4646156E+002  -0.4695524E+002
  -0.5289116E+002  -0.3296759E+002
  -0.1080224E+002  -0.1507218E+002
  -0.1344294E+001  -0.5418675E+001
  -0.3731389E+001  -0.3915463E+001
  -0.1019880E+002  -0.3308988E+001
  -0.1120264E+002  -0.1643822E+001
  -0.5608025E+001   0.1810366E+000
  -0.4317829E+001   0.4546227E+000
  -0.3923121E+001   0.1953467E-001
  -0.5083733E+001  -0.1693096E+001
  -0.2356818E+002  -0.1296231E+002
  -0.6299536E+002  -0.1823175E+002
  -0.4837701E+002  -0.4399578E+002
   0.2881679E+000  -0.4150784E+002
   0.1151906E+002  -0.6065532E+000
   0.6001688E+001   0.9534549E+000
   0.3371508E+000   0.5692743E+001
   0.1929939E+002   0.1588329E+002
   0.2972233E+002   0.1352918E+002
   0.8086545E+001   0.7828888E+001
   0.1095947E+001   0.1744362E+001
  -0.7857819E+000   0.5912435E+000
  -0.1194013E+001  -0.1638526E+000
  -0.2144785E+000   0.3319929E+000
   0.4109131E+000   0.3415867E+000
  -0.1454143E+001   0.1718315E+000
  -0.2866462E+001   0.8444343E-001
  -0.3577998E+001   0.1022578E+002
  -0.7558611E+001  -0.9184694E+001
   0.1925989E+000  -0.1582605E+002
   0.9426909E+001   0.5027211E+001
   0.3365869E+000  -0.4153231E+001
   0.1186970E+002   0.2457262E+002
   0.1948695E+003   0.1509638E+003
   0.4255952E+003   0.9940845E+002
   0.1512402E+003   0.1177220E+003
   0.8297783E+001   0.4374225E+002
  -0.5756116E+000  -0.1275363E+000
  -0.1746878E+001  -0.1366533E+001
  -0.1303503E+002  -0.1261150E+002
  -0.3216178E+002  -0.1109478E+002
  -0.3113697E+002  -0.5561815E+001
  -0.1226637E+002  -0.4586318E+001
  -0.7370689E+001  -0.3283879E+001
  -0.1034594E+002  -0.3222998E+001
  -0.1378349E+002  -0.1767746E+001
  -0.7262349E+001  -0.3975119E+000
  -0.2936507E+001   0.4183155E+000
  -0.2610461E+001   0.5246317E+000
  -0.3075417E+001  -0.8902062E+000
  -0.1640959E+002  -0.1281243E+002
  -0.6227443E+002  -0.2151477E+002
  -0.4639911E+002  -0.3559420E+002
   0.6343110E+000  -0.2062875E+002
   0.3802306E+001  -0.2730861E+000
   0.2046888E+001  -0.1177409E+001
  -0.2035842E+001   0.2278603E+001
   0.1037493E+002   0.9253841E+001
   0.3129250E+002   0.3778755E+001
   0.2492211E+002   0.4614807E+001
   0.1420346E+002   0.5279457E+001
   0.2051383E+001   0.4624704E+001
  -0.6212377E+001  -0.9028204E+000
  -0.2958112E+001   0.1998576E+001
   0.1730008E+001   0.2260114E+001
  -0.8978878E+001  -0.4411918E+001
  -0.1729462E+002  -0.9927418E+001
  -0.2197021E+002   0.3372274E+001
  -0.4694843E+001   0.8820442E+001
   0.1329727E+002  -0.1091936E+002
   0.1771848E+002   0.1349236E+002
  -0.1302164E+001  -0.4377030E+001
   0.9608338E+001   0.1627446E+002
   0.1065824E+003   0.7471339E+002
   0.2785071E+003   0.1025886E+003
   0.1398556E+003   0.1541721E+003
   0.4962340E+001   0.3961407E+002
  -0.7535901E+000  -0.1091995E+000
  -0.1395224E+001  -0.1076864E+000
  -0.3081827E+001  -0.1712824E+001
  -0.1100352E+002  -0.6575424E+001
  -0.2676745E+002  -0.4787770E+001
  -0.2022908E+002  -0.3906153E+001
  -0.7473390E+001  -0.2067182E+001
  -0.6430789E+001  -0.2038204E+001
  -0.9221875E+001  -0.2038413E+001
  -0.5058617E+001  -0.1422731E+001
  -0.1652182E+001  -0.1673206E+000
  -0.2519265E+001   0.1562123E+000
  -0.4201835E+001   0.3983261E+001
  -0.2609992E+002  -0.2059412E+002
  -0.8312633E+002  -0.2495914E+002
  -0.5235610E+002  -0.1980856E+002
   0.8876372E+001   0.2949887E+001
   0.1621994E+002   0.7293927E+001
   0.7699227E+001   0.2839250E+001
  -0.2146846E+001   0.1630343E+001
  -0.3921254E+001   0.2658143E+001
   0.1442440E+002  -0.2062352E+001
   0.2782004E+002   0.1302092E+001
   0.3334621E+002   0.2502889E+001
   0.1276226E+002   0.5839618E+001
  -0.8250072E+001   0.9363534E+000
  -0.3130912E+001   0.1017805E+002
   0.5708006E+001   0.6419685E+001
  -0.2499132E+002  -0.1048777E+002
  -0.5547486E+002  -0.2370373E+002
  -0.4265140E+002  -0.3307232E+001
   0.9619889E+001  -0.9407101E+000
  -0.5682364E+001  -0.1970614E+002
   0.3750905E+001   0.2729473E+001
  -0.4129983E+000  -0.1761128E+001
   0.3731845E+002   0.5877307E+002
   0.1324981E+003   0.8255069E+002
   0.1363968E+003   0.1223895E+003
   0.2933566E+002   0.1140748E+003
   0.5597982E-001   0.6665256E+001
  -0.1915954E+000  -0.2462851E+000
  -0.7945653E+000  -0.2839840E+000
  -0.1338914E+001  -0.8195388E-001
  -0.3713458E+001  -0.4629352E+001
  -0.1146498E+002  -0.7542027E+001
  -0.1542238E+002  -0.4938306E+001
  -0.8902974E+001  -0.2361160E+001
  -0.4899201E+001  -0.7883340E+000
  -0.3032855E+001  -0.9113031E+000
  -0.1404587E+001  -0.8160795E+000
  -0.2918890E+000   0.8241936E-001
  -0.1584437E+001   0.1157054E+001
  -0.2199587E+001   0.5333273E+001
  -0.4998182E+002  -0.3359839E+002
  -0.1255684E+003  -0.4327702E+002
  -0.5747916E+002  -0.4439236E+002
   0.2601685E+002  -0.5398968E+001
   0.3545806E+002   0.1846244E+001
   0.1683375E+002   0.1818035E+001
   0.1558756E+001  -0.4466471E+000
  -0.1741073E+002  -0.4336626E+001
  -0.5595646E+001  -0.1148380E+002
   0.2285453E+002   0.7619445E+000
   0.3523940E+002   0.9665978E+001
   0.1845675E+002   0.8566937E+001
  -0.1199532E+001   0.3133703E+001
   0.5877678E+000   0.1329917E+002
   0.5552469E+001   0.9530331E+001
  -0.1201571E+002  -0.1884704E+002
  -0.3595311E+002  -0.3569639E+002
  -0.2463124E+002  -0.1180384E+002
  -0.1954943E+002  -0.1308496E+002
  -0.3367402E+002  -0.2468677E+002
  -0.7170474E+001  -0.2917405E+001
   0.7345268E+001   0.4238251E+001
   0.8294410E+002   0.6647651E+002
   0.1221768E+003   0.8108297E+002
   0.3622226E+002   0.7357022E+002
   0.3078558E+000   0.3839621E+001
   0.7383519E-001  -0.3715572E-001
  -0.4225492E-001  -0.5524250E+000
  -0.7111074E+000  -0.4803016E+000
  -0.1472171E+001   0.1132406E-001
  -0.1209008E+001   0.9490584E-001
  -0.2361954E+001  -0.3165827E+001
  -0.6432103E+001  -0.4655746E+001
  -0.8941713E+001  -0.2532892E+001
  -0.5801457E+001  -0.9187934E+000
  -0.1607395E+001  -0.5378581E+000
  -0.7466257E-001  -0.1996220E+000
   0.6959896E+000   0.3656389E-001
   0.5180121E-001   0.6722804E+000
   0.2426974E+001   0.1197828E+001
  -0.3014205E+002  -0.3775077E+002
  -0.1352332E+003  -0.9727285E+002
  -0.8417081E+002  -0.1006462E+003
   0.2877679E+002  -0.2843913E+002
   0.3076636E+002   0.6979686E+001
   0.1392806E+002   0.4755433E+001
   0.5693403E+001  -0.1346744E+001
  -0.5940638E+001  -0.1304219E+002
  -0.1360394E+002  -0.2025435E+002
   0.9125570E+001  -0.7449394E+001
   0.2599083E+002   0.8324681E+001
   0.1421189E+002   0.9445985E+001
   0.2097367E+001   0.2045518E+001
   0.2350124E+001   0.6990623E+001
   0.2194541E+001   0.6744243E+001
   0.2126110E+001  -0.2119288E+001
   0.9851764E+000  -0.1005290E+002
  -0.7558556E+001  -0.1429830E+002
  -0.3407218E+002  -0.2603571E+002
  -0.3543458E+002   0.3008420E+001
   0.8675259E+001   0.3062600E+002
   0.3571097E+002   0.1864722E+002
   0.7829767E+002   0.4045416E+002
   0.5463314E+002   0.6257791E+002
   0.7908183E+001   0.3442530E+002
   0.1714929E+000   0.7225147E-002
   0.1027105E+000  -0.4339045E+000
  -0.5081608E+000  -0.8692119E+000
  -0.8734519E+000  -0.1781216E+000
  -0.1119669E+001   0.4418010E+000
  -0.1306052E+001   0.4725622E+000
  -0.9423077E+000   0.3953304E-001
