# ~alp d~p/dx   Phi_p_sgs,x
  -0.7828112E+001  -0.6381481E-001
  -0.1266768E+002   0.1540128E+000
  -0.1574594E+002   0.1010083E+001
  -0.1393350E+002  -0.1509067E+000
  -0.1789180E+002  -0.1150873E+002
  -0.1461816E+002  -0.2685341E+002
  -0.2937799E+001  -0.3209754E+002
   0.1034116E+002  -0.2933753E+002
   0.1072908E+002  -0.2251784E+001
   0.9790205E+001   0.4353048E+001
   0.4926650E+001   0.6419358E+001
   0.2274968E+001   0.7685416E+001
   0.7774080E-001   0.2762445E+001
  -0.3185079E+000   0.4616602E-001
  -0.3913558E+000  -0.6425228E-001
  -0.2627232E+000  -0.3018914E-001
   0.3101488E+000   0.4984927E+000
   0.4597258E+000   0.5218418E+000
  -0.6400136E-001   0.8425915E+000
  -0.1276707E+001  -0.4125518E-001
  -0.2169749E+001   0.3288615E+000
  -0.1261569E+001  -0.8856382E-001
   0.1653999E+001  -0.2149038E+001
   0.6149964E+001  -0.1214219E+001
   0.1190550E+002   0.2854938E+001
   0.4726322E+002   0.5656453E+002
   0.1000241E+003   0.1157295E+003
   0.1154185E+003   0.1152950E+003
   0.7938739E+002   0.1049128E+003
   0.2549452E+002   0.2515013E+002
  -0.9854060E+000  -0.1245987E+002
  -0.3185543E+002  -0.5041627E+002
  -0.4394435E+002  -0.6301009E+002
  -0.2863109E+002  -0.5977280E+002
  -0.4123541E+001  -0.2637990E+002
   0.3053156E+000  -0.4984875E+001
  -0.3158127E+001  -0.5013039E+001
  -0.6727532E+001  -0.4230439E+001
  -0.8644976E+001  -0.2846727E+001
  -0.6661039E+001  -0.6072436E+000
  -0.6592757E+001  -0.3756847E+000
  -0.9185090E+001  -0.1841840E+001
  -0.1375474E+002  -0.4657383E+001
  -0.1806510E+002  -0.7568543E+001
  -0.2812893E+002  -0.1975997E+002
  -0.1966416E+002  -0.3990619E+002
  -0.1835485E+001  -0.4172405E+002
   0.8393211E+001  -0.3157295E+002
   0.9406951E+001   0.7222687E-001
   0.1075829E+002   0.5950838E+001
   0.9551639E+001   0.1001058E+002
   0.7634586E+001   0.1174411E+002
   0.2623739E+001   0.7875052E+001
  -0.5338580E-001   0.1166196E+001
  -0.5648103E+000   0.6121605E-001
  -0.4714491E+000   0.1519172E-001
  -0.5305225E-001   0.1018621E+000
   0.5236780E-001   0.8634371E-001
  -0.6334603E+000   0.2762800E+000
  -0.1387292E+001   0.7349784E+000
  -0.3102540E+001  -0.2436957E+001
  -0.1858785E+001  -0.3925781E+000
   0.1952633E+001  -0.4455474E+001
   0.6146828E+001  -0.7674768E+001
   0.7868352E+001   0.8204098E+000
   0.4971739E+002   0.7379439E+002
   0.1610309E+003   0.1297396E+003
   0.2100614E+003   0.1170505E+003
   0.1320258E+003   0.1300357E+003
   0.2467999E+002   0.4905125E+002
  -0.1758344E+001  -0.6048632E+001
  -0.1501742E+002  -0.3705430E+002
  -0.2931255E+002  -0.4273081E+002
  -0.3093079E+002  -0.3615916E+002
  -0.1393637E+002  -0.1953955E+002
  -0.3942418E+001  -0.6721450E+001
  -0.6239197E+001  -0.4899279E+001
  -0.8185393E+001  -0.3409595E+001
  -0.9765086E+001  -0.2215916E+001
  -0.6862589E+001  -0.5942456E+000
  -0.5658293E+001  -0.2945941E+000
  -0.5713638E+001  -0.1969216E+000
  -0.8783219E+001  -0.3738857E+001
  -0.2062823E+002  -0.1196087E+002
  -0.3466360E+002  -0.2118679E+002
  -0.2791782E+002  -0.4036640E+002
  -0.5084985E+001  -0.3960959E+002
   0.4359663E+001  -0.2566297E+002
   0.6467511E+001   0.2378741E+000
   0.8944738E+001   0.7341945E+001
   0.1295378E+002   0.1096282E+002
   0.1652277E+002   0.1100482E+002
   0.1059688E+002   0.9712140E+001
   0.2797256E+001   0.5087524E+001
  -0.7182542E+000   0.2367442E+001
  -0.1343784E+001   0.5102529E+000
  -0.6014183E+000  -0.2966473E+000
