# ~alp d~p/dx   Phi_p_sgs,x
  -0.7056572E+001   0.3890962E-001
  -0.1448532E+002  -0.8293305E+000
  -0.2014014E+002  -0.4660618E-002
  -0.1673757E+002  -0.2342340E+001
  -0.1773069E+002  -0.9344188E+001
  -0.1430616E+002  -0.2516299E+002
   0.2995954E+000  -0.3331644E+002
   0.1666445E+002  -0.1567282E+002
   0.1062829E+002  -0.4821233E+000
   0.9720504E+001   0.3776001E+001
   0.5350693E+001   0.6435322E+001
   0.1979996E+001   0.7363230E+001
  -0.1613868E+000   0.5724412E+000
  -0.3314142E+000   0.8299744E-002
  -0.4483925E+000  -0.8447518E-001
  -0.3847868E+000  -0.8506318E-001
   0.2951991E+000   0.3439675E+000
   0.6399451E+000   0.4011531E+000
  -0.7263423E-001   0.7556719E+000
  -0.1144136E+001   0.1792638E+000
  -0.2498379E+001  -0.2882685E+000
  -0.1318834E+001   0.2168861E+000
   0.2627090E+001  -0.2018306E+001
   0.6160051E+001  -0.1066298E+001
   0.1049321E+002   0.1771245E+001
   0.4343312E+002   0.3692061E+002
   0.1139936E+003   0.1262376E+003
   0.1385241E+003   0.1295863E+003
   0.8254751E+002   0.9447651E+002
   0.2759333E+002   0.2206933E+002
   0.4010031E+001  -0.4997637E+001
  -0.3606034E+002  -0.5779873E+002
  -0.6464739E+002  -0.7346349E+002
  -0.3532249E+002  -0.6267694E+002
  -0.1554230E+000  -0.1898955E+002
   0.1135973E+001  -0.1714584E+001
  -0.2186044E+001  -0.4039488E+001
  -0.6698902E+001  -0.3773296E+001
  -0.9410355E+001  -0.2347114E+001
  -0.6824285E+001  -0.4451351E+000
  -0.5830723E+001   0.3052709E+000
  -0.9278087E+001  -0.1366924E+001
  -0.1420254E+002  -0.3818452E+001
  -0.2002329E+002  -0.1042835E+002
  -0.3082660E+002  -0.1814769E+002
  -0.2359152E+002  -0.3844392E+002
   0.6018955E+000  -0.4271062E+002
   0.1437307E+002  -0.1481098E+002
   0.1065621E+002  -0.1041155E+000
   0.1030704E+002   0.5500928E+001
   0.1250718E+002   0.1185878E+002
   0.9547713E+001   0.1401484E+002
   0.1758975E+001   0.6384084E+001
  -0.2263551E+000   0.2406563E+000
  -0.6515932E+000   0.5226981E-002
  -0.6193098E+000  -0.2682629E-001
  -0.3786531E-001   0.1308962E-001
   0.1953275E+000   0.5990564E-002
  -0.5934594E+000   0.1578755E+000
  -0.1400635E+001   0.3870129E+000
  -0.2108171E+001   0.3023703E+001
  -0.1601297E+001  -0.9932762E-001
   0.2800184E+001  -0.4571976E+001
   0.6643311E+001  -0.4725250E+001
   0.6110163E+001  -0.1293545E+001
   0.4369164E+002   0.5966950E+002
   0.2065932E+003   0.1443496E+003
   0.2973527E+003   0.1183938E+003
   0.1295317E+003   0.1249446E+003
   0.1365438E+002   0.3419354E+002
  -0.7987093E+000  -0.3391375E+001
  -0.1218215E+002  -0.3727666E+002
  -0.3704398E+002  -0.4564851E+002
  -0.3999760E+002  -0.3521544E+002
  -0.1264151E+002  -0.1748461E+002
  -0.2509020E+001  -0.6203172E+001
  -0.5365080E+001  -0.4584283E+001
  -0.8947120E+001  -0.3245167E+001
  -0.1081746E+002  -0.1910320E+001
  -0.6290819E+001  -0.2025667E+000
  -0.5134010E+001   0.2113040E+000
  -0.4956346E+001  -0.9374419E-001
  -0.6988452E+001  -0.2870311E+001
  -0.2272140E+002  -0.1327482E+002
  -0.4596963E+002  -0.2059528E+002
  -0.3766568E+002  -0.4340596E+002
  -0.3016221E+001  -0.4198284E+002
   0.8539537E+001  -0.1296915E+002
   0.6132115E+001   0.2797562E+000
   0.5483803E+001   0.7812581E+001
   0.1595224E+002   0.1336258E+002
   0.2236300E+002   0.1230927E+002
   0.9897469E+001   0.9243968E+001
   0.1900723E+001   0.3464538E+001
  -0.9109719E+000   0.1447375E+001
  -0.1437758E+001  -0.1281947E+000
  -0.3602524E+000   0.6314440E-001
   0.1403688E+000   0.4982928E+000
  -0.1545288E+001   0.5904841E+000
  -0.2813268E+001   0.9063004E+000
