# ~alp d~p/dx   Phi_p_sgs,x
   0.1996287E+002   0.1289535E+001
   0.1213947E+002   0.1821972E+001
   0.2634909E+001   0.6506268E-001
   0.6460676E+000  -0.1582510E+000
  -0.1491749E+001   0.1223247E+001
   0.4468800E+000   0.1432334E+001
  -0.1127161E+002   0.3048271E+001
  -0.6959932E+001   0.4616748E+000
  -0.2133540E+002  -0.9405274E+000
   0.3047125E+002   0.2161550E+002
   0.4677341E+002   0.3057419E+002
   0.1480575E+002   0.3028650E+002
  -0.6068072E+001   0.3743945E+001
  -0.3173890E+001   0.3236892E+000
  -0.7958884E+000  -0.7218844E-001
  -0.4714368E+000  -0.4926957E-001
   0.4594386E+001  -0.5745206E+000
   0.2545013E+001   0.7577587E-001
   0.4470257E+000  -0.5534629E+000
  -0.1629889E+001  -0.6073876E+000
  -0.7249485E+001  -0.1412736E+001
  -0.1516323E+001  -0.1038771E+001
   0.3078230E+001  -0.1340123E+000
   0.3565448E+001   0.1466916E+000
   0.3054024E+001  -0.1243846E+000
   0.5439631E+000  -0.4556824E+000
  -0.2113926E+001  -0.3091360E+000
  -0.1792811E+001  -0.7036738E+000
  -0.3580905E+002  -0.6230132E+001
  -0.4352811E+002   0.3008477E+001
  -0.4152327E+002   0.1868316E+002
  -0.6669108E+001   0.3930243E+001
  -0.7564934E+001  -0.3317604E+002
   0.2920256E+001  -0.6029396E+001
  -0.7297847E+000  -0.1863435E+001
   0.8190982E+000  -0.2714705E+000
   0.9184830E+000  -0.1303471E-001
   0.1009864E+001   0.5959043E-002
   0.1146233E+001   0.2349997E+000
   0.4179699E+001   0.1031674E+001
   0.8582263E+001   0.8882562E-001
   0.2743194E+001  -0.1040140E+001
   0.2767402E+001  -0.5907506E+000
   0.3687995E+001   0.1290635E+001
   0.1006855E+002   0.5683763E+000
   0.7890838E+001   0.2211199E+001
  -0.6591302E+001   0.1499361E+001
  -0.1928562E+002   0.5683835E-001
   0.5776680E+001   0.1094882E+002
   0.6047769E+002   0.2912974E+002
  -0.1651088E+001   0.1068503E+002
  -0.1038244E+001   0.5503093E-001
  -0.2089099E+001  -0.2917253E-002
  -0.3458402E+001  -0.5649909E-001
  -0.2002697E+001  -0.2328439E+000
   0.1364557E+001  -0.1742070E+000
   0.3457761E+001   0.4228976E-002
   0.1910928E+001   0.1300919E+000
   0.3852177E-001  -0.2253367E+000
  -0.6487840E+000  -0.3167375E+000
  -0.8786848E+000  -0.1401935E+001
  -0.2356170E+001  -0.9320317E+000
   0.5319459E+001  -0.1463668E+000
   0.9171540E+001   0.1699913E+000
