# ~alp d~p/dx   Phi_p_sgs,x
   0.1180219E+002   0.1387156E+001
   0.1053039E+002   0.1269626E+001
   0.4082845E+001   0.3358237E+000
   0.1699335E+001  -0.2460767E+000
   0.1386175E+000   0.1186604E+001
  -0.3307620E+001   0.2393601E+001
  -0.9717151E+001   0.3770503E+001
  -0.9286966E+001   0.2205772E+001
  -0.9181971E+001   0.1145071E+002
   0.1054034E+002   0.2245866E+002
   0.2410879E+002   0.2826989E+002
   0.7610186E+001   0.1984752E+002
  -0.2061142E+001   0.1080481E+002
  -0.2614793E+001   0.1790667E-001
  -0.1326299E+001  -0.2333478E+000
   0.9821525E+000  -0.2915799E+000
   0.4122135E+001  -0.1188290E+001
   0.3194962E+001  -0.8551621E+000
   0.4809201E+000  -0.5264818E+000
  -0.2727087E+001  -0.2800182E+000
  -0.3379815E+001  -0.1217252E+001
  -0.1985176E+000  -0.1490592E+001
   0.3468244E+001  -0.4010564E+000
   0.4113691E+001   0.2941000E+000
   0.3649909E+001  -0.3191839E+000
   0.1069798E+001  -0.7934871E+000
  -0.1723545E+001  -0.4868682E+000
  -0.6492925E+001  -0.3638331E+001
  -0.3026093E+002  -0.1106820E+002
  -0.5159308E+002   0.8306186E+001
  -0.3013431E+002   0.2764933E+002
  -0.1140029E+002   0.8961885E+001
  -0.1131651E+002  -0.2217901E+002
  -0.1006636E+002  -0.2629241E+002
  -0.1978447E+001  -0.5204877E+001
   0.4054848E+000  -0.1606140E+001
   0.1167766E+001  -0.1016434E+000
   0.1428036E+001   0.9238792E-001
   0.1970037E+001   0.3717864E+000
   0.5163942E+001   0.1374379E+001
   0.8773141E+001   0.2238269E+000
   0.4801597E+001  -0.7910114E+000
   0.2583315E+001  -0.1009042E+001
   0.4448028E+001   0.1189103E+001
   0.8309844E+001   0.1961326E+001
   0.2559405E+001   0.3541229E+001
  -0.9815784E+001  -0.9365321E+000
  -0.1783910E+002   0.1969213E+001
  -0.5891214E+001   0.1122294E+002
   0.1749580E+002   0.2685001E+002
   0.5636217E+001   0.3176253E+002
  -0.2999315E+001   0.5343395E+001
  -0.3630860E+001   0.7544471E+000
  -0.3658985E+001   0.1049596E+000
  -0.2027177E+001  -0.2159788E+000
   0.1368681E+001  -0.6688826E+000
   0.2740719E+001  -0.2786919E+000
   0.1756934E+001   0.1888103E+000
   0.1903273E+000  -0.1861526E+000
  -0.9972513E+000  -0.9537812E+000
  -0.1277439E+001  -0.1872721E+001
   0.6183687E+000  -0.1489613E+001
   0.5063837E+001  -0.3083310E+000
   0.7302619E+001   0.3620737E+000
   0.6824788E+001  -0.1217887E+000
   0.3892586E+001  -0.9838930E+000
  -0.4462547E-001  -0.4315484E+000
  -0.4849743E+001  -0.2624842E+001
  -0.2802331E+002  -0.5422351E+001
  -0.1681337E+002   0.2443437E+002
   0.3887997E+002   0.2587956E+002
  -0.2434097E+001   0.1767191E+002
  -0.5614927E+002  -0.2996447E+001
  -0.5501130E+002  -0.1323313E+002
  -0.2204944E+002  -0.8387968E+001
  -0.5328464E+001  -0.3358364E+001
   0.1264756E+001  -0.7108050E+000
   0.3023088E+001   0.2893995E+000
   0.3884928E+001   0.2272704E+000
   0.7601799E+001   0.5178527E+000
   0.1103686E+002   0.7634321E+001
  -0.4305256E-001  -0.2216061E+001
  -0.3241493E+001   0.2342093E+000
   0.3511136E+001   0.1480492E+001
   0.1568294E+002  -0.2825467E+000
   0.5975932E+001   0.3828376E+001
  -0.3431144E+001  -0.5620323E+001
  -0.1178809E+002  -0.4135687E+001
  -0.3095249E+001   0.4278869E+001
   0.1772853E+001   0.1802147E+002
  -0.2298027E+001   0.1211847E+002
  -0.1142044E+001   0.7701045E-001
  -0.2124726E+001   0.2360878E+000
  -0.3921309E+001   0.7086066E+000
  -0.2377396E+001   0.1119780E+000
   0.1493030E+001  -0.1154266E+001
   0.1432515E+001  -0.9342239E-001
   0.4779880E+000   0.1433727E+000
  -0.1457103E+000  -0.3830210E-002
  -0.3972146E+000  -0.1081448E+000
  -0.1493372E+000   0.2517290E+000
   0.2262142E+001   0.2802190E+001
   0.9454934E+001   0.3576657E+001
   0.1594498E+002   0.1893128E+001
   0.2177190E+002   0.8106973E+001
   0.3333630E+002   0.3289071E+002
   0.2184494E+002   0.3628087E+002
  -0.2060807E+001   0.1126602E+002
  -0.1044441E+002   0.3462021E+001
   0.2278434E+002   0.1488918E+002
   0.3584785E+002   0.2655181E+002
  -0.4561080E+001   0.1548232E+002
  -0.6400602E+002  -0.1273296E+002
  -0.9407269E+002  -0.9826003E+001
  -0.7859256E+002  -0.1818076E+002
  -0.3760486E+002  -0.2024704E+002
  -0.1378026E+001  -0.1268965E+002
   0.9384393E+001  -0.8128958E+001
   0.1620216E+002  -0.8127970E+001
   0.2592122E+002  -0.8363133E+001
   0.5713156E+001   0.3717683E+001
  -0.1958242E+001  -0.1703202E+001
  -0.7110096E+001   0.6121307E+000
  -0.2595955E+001   0.1577860E+001
   0.1328745E+002   0.4387734E+000
   0.8000832E+001   0.3379289E+001
   0.1043051E+001  -0.1700824E+000
  -0.2961331E+001  -0.3533277E+001
  -0.4261301E+001  -0.1910526E+001
  -0.3044306E+001   0.2438712E+001
  -0.1615242E+001   0.6164251E+000
  -0.1176189E+001   0.2082029E-001
  -0.1445314E+001  -0.5860177E-002
  -0.1970302E+001  -0.1341753E-001
  -0.1040459E+001  -0.1921927E+000
   0.4988360E+000  -0.3269688E+000
   0.5077314E+000   0.4144218E-001
   0.6164743E-001   0.5279109E-003
  -0.2739171E+000  -0.3114868E-001
  -0.6956958E+000  -0.1658502E+000
  -0.1505212E+001   0.2944087E+001
   0.3067098E+001   0.2510393E+002
   0.3893372E+002   0.4906804E+002
   0.1013376E+003   0.7926530E+002
   0.1514556E+003   0.1123294E+003
   0.1235141E+003   0.1148785E+003
   0.3175097E+002   0.7657685E+002
  -0.3812454E+001   0.1364928E+002
   0.1662965E+001   0.4348560E+001
   0.1036386E+002   0.3766400E+001
   0.9384974E+001   0.5974097E+001
   0.8999183E+001   0.1706251E+001
  -0.1533526E+002  -0.1561171E+002
  -0.6656027E+002  -0.1242534E+002
  -0.1104953E+003  -0.2222058E+002
  -0.1087872E+003  -0.2837533E+002
  -0.6240688E+002  -0.7221402E+002
  -0.3023043E+002  -0.6754355E+002
  -0.2761776E+002  -0.2469329E+002
  -0.1374885E+002  -0.2576794E+002
  -0.2163959E+002  -0.2859141E+002
  -0.2264703E+001  -0.8753655E+000
  -0.5542926E+001  -0.8574036E+000
  -0.3102087E+001  -0.1183994E+001
   0.6912418E+001   0.2123653E+001
   0.7092841E+001   0.2963678E+001
   0.7737490E+000   0.2102875E+001
  -0.8807666E+000  -0.1194604E+000
  -0.1548060E+001   0.1174185E+000
  -0.2332506E+001   0.7348128E+000
  -0.1897423E+001   0.3557356E+000
  -0.1571949E+001   0.6268132E-001
  -0.1508084E+001   0.3253852E-001
  -0.1253464E+001   0.1232910E-001
  -0.6177073E+000   0.2940980E-001
   0.3385388E-001  -0.3795693E-001
   0.6812327E-001  -0.2552895E+000
  -0.4810828E+000  -0.1657424E+000
  -0.9158583E+000  -0.2117965E-001
  -0.2880292E+001  -0.6043753E+000
  -0.9867048E+001   0.2114819E+001
  -0.9600967E+001   0.8153431E+002
   0.1215903E+003   0.1900063E+003
   0.3093466E+003   0.1781946E+003
   0.3370337E+003   0.1429599E+003
   0.1545207E+003   0.1289223E+003
   0.8362917E+001   0.3800654E+002
   0.4592553E+001   0.1139124E+001
   0.8458556E+001  -0.3015979E+001
   0.5919700E+001  -0.6367142E+001
   0.1065632E+002  -0.1764166E+001
   0.2641931E+002   0.3035517E+001
   0.2185046E+002  -0.2195377E+001
  -0.6624101E+001  -0.1540828E+002
  -0.4720551E+002  -0.4909402E+002
  -0.6494443E+002  -0.5215633E+002
  -0.8874087E+002  -0.6079506E+002
  -0.8829362E+002  -0.4180695E+002
  -0.1772259E+003  -0.2622533E+002
  -0.1493297E+003  -0.4369191E+002
  -0.7293764E+002  -0.1082133E+003
  -0.4064005E+001  -0.7684247E+000
  -0.4243325E+001  -0.7660137E+000
  -0.1455999E+001  -0.1189981E+001
   0.3443315E+001   0.1685409E+001
   0.4916226E+001   0.1691124E+001
   0.8320010E+000   0.1906461E+001
  -0.5830484E+000   0.5857840E-001
  -0.9601226E+000   0.8211653E-001
  -0.1652631E+001   0.1397458E+000
  -0.2237174E+001   0.3314917E+000
  -0.2135326E+001   0.1633719E+000
  -0.2029681E+001   0.5485876E-001
  -0.1668800E+001   0.2738478E-001
  -0.8755675E+000   0.8486035E-002
  -0.5443053E+000  -0.7010285E-001
  -0.1258597E+001  -0.4392322E+000
  -0.2141385E+001  -0.2176808E+000
  -0.2220738E+001   0.5094840E+000
  -0.5940708E+001   0.1311828E+001
  -0.2582268E+002  -0.1449672E+001
  -0.7585810E+001   0.1114949E+003
   0.2089564E+003   0.2033020E+003
   0.3715165E+003   0.1651234E+003
   0.2185484E+003   0.1003130E+003
   0.4098483E+002   0.4183582E+002
   0.1070183E+002  -0.1074716E+002
   0.3946876E+002   0.3527658E+002
   0.3288856E+002   0.3426121E+002
   0.9747098E+001   0.9165608E+001
   0.1036971E+002  -0.1464425E+001
   0.2232798E+002  -0.2577248E+001
   0.2097524E+002   0.1758481E+001
   0.7531781E+001   0.3378611E+001
  -0.8895416E+000   0.3472658E+000
  -0.5628091E+001   0.9931443E+000
  -0.2190249E+002  -0.1705735E+002
  -0.3803629E+002  -0.2339875E+002
  -0.1644708E+003  -0.9772082E+002
  -0.2092085E+003  -0.1145865E+003
  -0.1760422E+003  -0.1950639E+003
  -0.1258519E+002  -0.3407479E+002
  -0.1058809E+001  -0.1354090E+001
   0.3516038E+000  -0.6081589E+000
   0.1365356E+001   0.5857697E+000
   0.2303064E+001   0.6552937E+000
   0.5958081E+000   0.9452902E+000
  -0.5553800E+000   0.9783679E-001
  -0.6873664E+000   0.1551294E-001
  -0.1308796E+001  -0.3284478E-001
  -0.2517181E+001   0.6094280E-001
  -0.3465428E+001   0.2287813E+000
  -0.3017738E+001   0.1330023E-001
  -0.2056304E+001  -0.1048742E-001
  -0.1119009E+001   0.2178595E-001
  -0.1568224E+001  -0.4843319E+000
  -0.4100637E+001  -0.9610547E+000
  -0.4712353E+001  -0.5663379E+000
  -0.2300643E+001   0.4970776E+000
  -0.2951879E+001   0.2906398E+000
  -0.9004900E+001  -0.1057610E+002
   0.2828193E+002   0.5634975E+002
   0.1285826E+003   0.9738322E+002
   0.1378963E+003   0.8887561E+002
   0.5010588E+002  -0.2131121E+001
   0.7871623E+001  -0.3494272E+002
   0.1613550E+002   0.7210452E+001
   0.1018235E+003   0.8735361E+002
   0.1294324E+003   0.8442545E+002
   0.3899414E+002   0.5047592E+002
   0.1243780E+002  -0.4500204E+001
   0.2244538E+002  -0.4379828E+001
   0.2309457E+002   0.3105472E+001
   0.6800225E+001   0.7214514E+001
  -0.2364253E+001   0.3748462E+001
  -0.6333985E+001   0.5846841E+000
  -0.7110699E+001  -0.7702441E+000
  -0.6362664E+001  -0.2903944E+001
  -0.4901731E+002  -0.9115080E+002
  -0.2237762E+003  -0.1935923E+003
  -0.2949136E+003  -0.2545698E+003
  -0.5540888E+002  -0.1395353E+003
   0.1327171E+002   0.1810493E+002
   0.5019095E+001   0.2162955E+002
  -0.4926527E+000   0.1841478E+000
   0.3265443E+000   0.2753154E+000
   0.1789762E+000   0.3044142E+000
  -0.5002964E+000   0.1260294E+000
  -0.6440138E+000   0.1661930E-001
  -0.1134292E+001  -0.7131513E-002
  -0.2391928E+001  -0.9838769E-001
  -0.3519083E+001  -0.2662151E-002
  -0.2661530E+001  -0.2353325E+000
  -0.1433221E+001  -0.1307550E+000
  -0.9649346E+000  -0.2157768E-001
  -0.4189192E+001  -0.3239459E+001
  -0.1030419E+002  -0.3107676E+001
  -0.8652678E+001  -0.2619576E+001
  -0.2233998E+001   0.9169373E-001
  -0.1060350E+001   0.9402158E+000
   0.6218324E+001   0.9879919E+000
   0.2887664E+002   0.9627282E+001
   0.3839389E+002   0.1456973E+002
   0.1939696E+002   0.1027006E+002
   0.5531088E+001  -0.1459561E+001
   0.1967392E+001  -0.2822314E+000
   0.7068523E+001   0.2559642E+002
   0.6509927E+002   0.8975305E+002
   0.1508228E+003   0.8254815E+002
   0.1161632E+003   0.6003692E+002
   0.4990725E+002   0.3009139E+002
   0.2676434E+002   0.5457822E+001
   0.1725347E+002   0.6943552E+001
   0.2366392E+001   0.8074241E+001
  -0.3131809E+001   0.3026631E+001
  -0.5048238E+001   0.4029510E+000
  -0.3654991E+001   0.3186016E-001
  -0.1061189E+001  -0.2110171E+000
  -0.5503485E+001  -0.3327596E+002
