#sig_xx    sig_xy    sig_xz    sig_yy    sig_yz    sig_zz
   0.1026845E+001  -0.8632009E-001  -0.3361116E+001   0.5370456E+000  -0.9104413E+000   0.2128221E+002
   0.3814863E+001   0.1133721E+001  -0.1404022E+002   0.1092472E+001  -0.4204087E+001   0.5992248E+002
   0.2554500E+001   0.6063114E+000  -0.6459593E+001   0.1034540E+001  -0.1704322E+001   0.2818000E+002
   0.1033687E+001   0.3062074E+000  -0.1311112E+001   0.1149102E+001  -0.6511201E-001   0.1789274E+002
   0.2548120E+001   0.7677174E+000  -0.2186928E+001   0.1984746E+001  -0.3009901E-001   0.2342383E+002
   0.3311660E+001   0.6476442E+000  -0.3496902E+001   0.3317343E+001   0.6512379E+000   0.5824298E+002
   0.4826876E+001   0.9344559E+000   0.8661268E+001   0.4233376E+001  -0.4395750E+001   0.1723127E+003
   0.3972942E+001  -0.1281854E+001   0.1782313E+002   0.5432751E+001  -0.2742009E+002   0.2558666E+003
   0.2888904E+001   0.1369026E+001  -0.2165060E+001   0.3375524E+001  -0.1010386E+002   0.4423142E+002
   0.1883328E+001   0.3684807E+000   0.8524424E+000   0.5397088E+000   0.5509202E+000   0.6900499E+001
   0.4365496E+000   0.5311789E-001   0.1075322E+001   0.5738899E+000   0.1569181E+001   0.1038874E+002
   0.5282467E+000  -0.7979319E-001   0.1025626E+001   0.6873923E+000   0.1659756E+001   0.9109147E+001
   0.5829413E+000   0.1542492E+000   0.1225672E+001   0.1071818E+000   0.6019153E+000   0.4942810E+001
   0.4310006E+000   0.1324505E+000   0.7395287E+000   0.6483972E-001   0.3497623E+000   0.2955583E+001
   0.3098021E+000   0.1406982E+000   0.3519323E+000   0.1029382E+000   0.3204044E+000   0.3453804E+001
   0.3182126E+000   0.2003744E+000   0.2657857E+000   0.1717367E+000   0.3263914E+000   0.5075781E+001
   0.3740746E+000   0.2244173E+000  -0.2683864E+000   0.1905111E+000  -0.9098147E-001   0.9222487E+001
   0.1449746E+000   0.5384903E-001  -0.4462121E+000   0.9687583E-001  -0.1045450E+000   0.1049898E+002
   0.2742801E+000   0.8100808E-001  -0.2255144E+000   0.7743780E-001  -0.5293479E-001   0.9039304E+001
   0.4050339E+000   0.6671338E-001   0.1309667E+001   0.1304328E+000   0.2160006E+000   0.1097040E+002
   0.7759043E+000   0.4901423E-001  -0.2500544E+001   0.8262174E+000  -0.7263389E+000   0.3775555E+002
   0.1300924E+001  -0.2921835E+000  -0.1665477E+001   0.2012706E+001  -0.2189495E+001   0.2985393E+002
   0.1195841E+001  -0.3655934E+000   0.3741046E+000   0.2864248E+001  -0.4102133E+001   0.2109836E+002
   0.2822292E+001  -0.4984273E+000   0.1602510E+001   0.1492122E+001  -0.1654136E+001   0.8524620E+001
   0.3479486E+001  -0.1393683E+001  -0.2060156E+001   0.1577727E+001  -0.3670660E+001   0.5540338E+002
   0.5504867E+001  -0.2086016E+001  -0.1085601E+002   0.2275459E+001   0.6716477E+001   0.1292159E+003
   0.7662669E+001  -0.2360054E+001   0.8445068E+001   0.2640198E+001   0.3252846E+001   0.7974469E+002
   0.7056498E+001  -0.2837977E+001   0.5547892E+001   0.3407292E+001   0.5509446E+000   0.2742933E+002
   0.2355804E+001  -0.1689978E+001  -0.1792405E+001   0.4770544E+001   0.6758406E+001   0.2754410E+002
   0.1987481E+001  -0.6167561E+000  -0.1353585E+001   0.3060462E+001   0.2344432E+001   0.1250701E+002
   0.1551335E+001  -0.2325955E+000  -0.1889854E+001   0.1710558E+001  -0.1391620E+000   0.5253878E+001
   0.1391173E+001  -0.3965986E-001  -0.2834487E+000   0.3392344E+001   0.1544278E+001   0.1187630E+002
   0.3073108E+001   0.1186412E+001   0.4854538E+001   0.4193620E+001   0.1984440E+001   0.2096074E+002
   0.4392796E+001   0.1543803E+001   0.7343423E+001   0.3262447E+001   0.5166310E+000   0.2722936E+002
   0.1986649E+001   0.2885968E+000   0.5158513E+001   0.1021806E+001  -0.1387191E+001   0.2746584E+002
   0.5727238E+000   0.2767187E+000   0.4280750E+000   0.1140954E+001  -0.2882243E+001   0.1429801E+002
   0.1974833E+001   0.7662487E+000  -0.2387778E+001   0.1051452E+001  -0.2011266E+001   0.7104358E+001
   0.4023292E+001   0.4353173E+000  -0.3302443E+001   0.6285426E+000  -0.7258417E+000   0.5056150E+001
   0.6585677E+001  -0.3953378E+000  -0.7629068E+001   0.6065375E+000   0.9274411E+000   0.1170593E+002
   0.5798173E+001  -0.1439801E+001  -0.7592032E+001   0.7779223E+000   0.2085469E+001   0.1331140E+002
   0.1154128E+001   0.4454867E+000  -0.4092543E+001   0.8549947E+000  -0.1524664E+001   0.2168982E+002
   0.1517599E+001   0.3323933E+000  -0.5151364E+001   0.1068727E+001  -0.1052964E+001   0.2736414E+002
   0.1562293E+001   0.4374203E+000  -0.3041945E+001   0.1079743E+001  -0.1743944E+001   0.1478911E+002
   0.2156039E+001   0.1027534E+001  -0.4241603E+001   0.1921043E+001  -0.1735887E+001   0.1813388E+002
   0.3682097E+001   0.1168253E+001  -0.6329047E+001   0.3543556E+001   0.1386862E+001   0.2370278E+002
   0.3432796E+001   0.7935969E+000  -0.5452411E+001   0.3532014E+001   0.4192046E+001   0.3940451E+002
   0.3093599E+001   0.1862189E+000   0.3874268E+001   0.3650602E+001  -0.3242646E+001   0.1207098E+003
   0.1273649E+001  -0.5246962E+000   0.5500843E+001   0.3429109E+001  -0.1315105E+002   0.1012616E+003
   0.9975602E+000   0.3339556E+000  -0.6153657E+000   0.1313243E+001  -0.1119458E+001   0.3593309E+001
   0.6755758E+000  -0.4995122E-001  -0.1271742E+000   0.7249854E+000  -0.2807457E+000   0.2998572E+001
   0.6110135E+000  -0.2615922E+000   0.3840858E-001   0.6443123E+000   0.4830031E+000   0.2942923E+001
   0.8649927E+000  -0.3657393E+000   0.1014515E+000   0.6689380E+000   0.4891369E+000   0.2678760E+001
   0.7826785E+000  -0.5171855E-001  -0.3179169E-001   0.2670004E+000   0.4625614E-002   0.2507073E+001
   0.2246885E+000  -0.7626019E-001   0.2771135E+000   0.2499515E+000  -0.4247003E+000   0.3512324E+001
   0.1829866E+000  -0.1966300E-001   0.4072257E+000   0.3121871E+000  -0.7049586E+000   0.7680514E+001
   0.2425114E+000   0.1065838E+000   0.3051048E+000   0.4295903E+000  -0.1070778E+001   0.1171340E+002
   0.2754897E+000   0.2752022E+000  -0.2759550E+000   0.6338996E+000  -0.1480651E+001   0.1295787E+002
   0.2026557E+000   0.2965430E+000  -0.8119893E+000   0.7168254E+000  -0.1504362E+001   0.9100634E+001
   0.1574848E+000   0.1376375E+000  -0.4558303E+000   0.5817097E+000  -0.9936342E+000   0.5039231E+001
   0.1734055E+000   0.6938801E-001   0.3481934E+000   0.5664376E+000  -0.2398170E+000   0.3346601E+001
   0.6597160E+000   0.2316096E+000  -0.9472896E+000   0.1088971E+001   0.1992132E+001   0.3026584E+002
   0.1722287E+001  -0.2878753E-001  -0.1727207E+001   0.1636282E+001  -0.1203668E+001   0.4721549E+002
   0.3185269E+001  -0.3394428E+000   0.1825140E+001   0.2005615E+001  -0.2999911E+001   0.2803653E+002
   0.4575206E+001  -0.1131642E+001   0.3001980E+001   0.1823149E+001  -0.2462260E+001   0.2210097E+002
   0.5140169E+001  -0.2115688E+001   0.2164512E+001   0.2647265E+001  -0.3535346E+001   0.5641811E+002
   0.5985132E+001  -0.3986334E+001  -0.1810497E+002   0.5819103E+001   0.1943829E+002   0.2163772E+003
   0.7958266E+001  -0.3114244E+001  -0.1710752E+001   0.8263849E+001   0.2730239E+002   0.2296168E+003
   0.1283211E+002  -0.3977482E+001   0.1383738E+002   0.8258411E+001   0.1509914E+002   0.1623077E+003
   0.1195663E+002  -0.3231710E+001   0.1916154E+002   0.5110002E+001   0.8933789E+000   0.7761249E+002
