#sig_xx    sig_xy    sig_xz    sig_yy    sig_yz    sig_zz
   0.1455119E-001   0.1031520E-002  -0.2012662E-001   0.1133483E-001   0.8161301E-002   0.6230039E-001
   0.4010273E-001  -0.1897427E-001  -0.7315517E-001   0.5524057E-001   0.3577552E-001   0.4820408E+000
   0.1214159E+000  -0.6369913E-001  -0.2562540E+000   0.1222415E+000   0.2059701E+000   0.1073423E+001
   0.6624173E-001  -0.2448710E-001  -0.3933781E-001   0.1004700E+000   0.1904348E+000   0.1340411E+001
   0.3430502E-001   0.2889616E-001   0.5765113E-001   0.1152819E+000   0.3206200E+000   0.1117294E+001
   0.2432432E-001  -0.6591351E-002  -0.4311594E-001   0.3342703E-001   0.5625393E-001   0.3040264E+000
   0.6076974E-001  -0.3361079E-002   0.2714084E+000   0.4742872E-001   0.1850347E+000   0.2545948E+001
   0.3952546E-001  -0.3687697E-001  -0.3166536E-001   0.5550399E-001   0.9500617E-001   0.4695431E+000
   0.5727664E-001   0.1678352E-001  -0.1576087E-001   0.1999808E-001  -0.6642087E-001   0.4988515E+000
   0.9409284E-001   0.3751035E-001   0.3042968E+000   0.1951682E-001   0.1339219E+000   0.1180022E+001
   0.6984565E-001   0.5950016E-001   0.3962689E+000   0.8963343E-001   0.4406069E+000   0.2652433E+001
   0.7671616E-001   0.4325582E-001   0.2833713E+000   0.3080968E-001   0.1974096E+000   0.1335084E+001
   0.1039307E+000   0.4201172E-001   0.2966518E+000   0.1787380E-001   0.1227173E+000   0.9693505E+000
   0.5584145E-001   0.3533067E-001   0.1914667E+000   0.2447804E-001   0.1329660E+000   0.7750623E+000
   0.2545942E-001   0.2787124E-001   0.1550801E+000   0.3663632E-001   0.1754581E+000   0.1120345E+001
   0.1753850E-001   0.5692994E-002   0.1265297E+000   0.2576633E-001   0.4751829E-001   0.1480530E+001
   0.3426177E-001  -0.6046138E-004   0.2297094E+000   0.8245999E-002  -0.5864564E-001   0.3393809E+001
   0.1718724E-001  -0.2389013E-002   0.1296926E+000   0.4343093E-002  -0.8162913E-001   0.2765929E+001
   0.4638945E-001   0.2294311E-001  -0.2458663E-001   0.1512379E-001  -0.2251769E-002   0.3957064E+000
   0.3470810E-001   0.2629731E-001  -0.1100536E+000   0.2525803E-001  -0.1048567E+000   0.5197518E+000
   0.2331670E-001  -0.8582366E-002   0.6084115E-001   0.1098297E-001  -0.5227948E-001   0.3731800E+000
   0.1399385E+000   0.1900518E-001  -0.3141488E+000   0.1239818E+000  -0.3373919E+000   0.1767235E+001
   0.2895306E-001   0.1182891E-001  -0.1005636E+000   0.1982018E+000  -0.2735974E+000   0.9942115E+000
   0.2093828E-001   0.4224554E-002   0.7658804E-001   0.6920407E-001   0.3755206E-001   0.3760651E+000
   0.3702299E-001   0.2473772E-001   0.8985346E-001   0.6075677E-001  -0.1235339E+000   0.1296910E+001
   0.5801177E-001  -0.9219673E-003   0.4811436E-002   0.1600583E-001   0.3120364E-001   0.9284563E+000
   0.4989437E-001  -0.7522643E-002   0.7897566E-001   0.8863682E-002   0.1417891E-001   0.2825619E+000
   0.1828996E-001  -0.4203654E-002   0.7383641E-001   0.1980254E-001   0.3796339E-001   0.5530761E+000
   0.4553218E-001   0.6284430E-003   0.1178876E+000   0.1865290E-001  -0.7427048E-002   0.3515960E+000
   0.1047918E+000  -0.3559683E-001   0.2634521E+000   0.5497630E-001  -0.1636489E+000   0.9019540E+000
   0.2041571E-001   0.3079484E-001  -0.5941128E-001   0.2290158E+000  -0.4561686E+000   0.9766554E+000
   0.5886262E-001   0.3704464E-002   0.1539082E-001   0.1390604E+000  -0.2716036E+000   0.5640773E+000
   0.9172756E-001   0.5954354E-001   0.1868105E+000   0.1046689E+000   0.1222941E+000   0.4423455E+000
   0.4927770E+000   0.1062205E+000   0.1006104E+001   0.4275868E-001   0.2048215E+000   0.2209941E+001
   0.5549283E-001   0.2218260E-001   0.9976605E-001   0.5856031E-001  -0.3162845E-001   0.3980904E+000
   0.1009889E+000   0.1971260E-001   0.1004546E+000   0.3348621E-001   0.4761293E-001   0.1524861E+000
   0.5095661E-001   0.3182701E-001   0.3044269E-001   0.3819835E-001   0.4455743E-001   0.6482285E-001
   0.1122485E-001   0.3749014E-002  -0.9203560E-002   0.2568212E-001   0.5376159E-001   0.1993442E+000
   0.1815222E+000  -0.4597766E-001  -0.5080664E+000   0.2640549E-001   0.1452189E+000   0.1484197E+001
   0.2258489E-001  -0.9103631E-002  -0.5075549E-001   0.2213786E-001   0.2181423E-001   0.1426676E+000
   0.4644000E-001   0.1472164E-001  -0.1345106E+000   0.1478907E-001  -0.3461775E-001   0.4474500E+000
   0.6218296E-001   0.1938297E-002  -0.1594525E+000   0.2322182E-001  -0.3723090E-001   0.6974340E+000
   0.4477661E-001  -0.7557569E-002  -0.5710305E-001   0.2984130E-001  -0.1679159E-001   0.2918946E+000
   0.3513174E-001   0.1354787E-001   0.3823536E-001   0.3501462E-001  -0.3487453E-001   0.4861514E+000
   0.4144699E-001   0.2456767E-001   0.1197958E+000   0.1534558E+000   0.1117154E+000   0.8308530E+000
   0.2613123E-001   0.2647379E-001   0.5092760E-001   0.9279156E-001   0.9154556E-001   0.3346489E+000
   0.1124772E+000   0.5357699E-001   0.4537340E+000   0.1881839E+000   0.6920206E+000   0.3621942E+001
   0.3068040E-001  -0.7568694E-002   0.1375618E-001   0.1697871E+000   0.4030071E+000   0.1173803E+001
   0.3764515E-001   0.2384395E-002   0.7230883E-002   0.1135246E-001  -0.4523870E-001   0.5094579E+000
   0.8099529E-002  -0.5754614E-002  -0.5286862E-003   0.2164914E-001   0.4600018E-002   0.1857839E+000
   0.1887853E-001   0.1085960E-001  -0.5386346E-001   0.2930497E-001   0.7523117E-002   0.3112151E+000
   0.2467254E-001  -0.2124192E-001  -0.6409450E-001   0.3500600E-001   0.1537455E+000   0.8095393E+000
