#sig_xx    sig_xy    sig_xz    sig_yy    sig_yz    sig_zz
   0.5372805E+000   0.8810491E-002  -0.1902651E+001   0.3145438E+000  -0.7468224E+000   0.1304934E+002
   0.3218644E+001   0.8580389E+000  -0.1204231E+002   0.9421714E+000  -0.3467047E+001   0.5115285E+002
   0.2243610E+001   0.2297305E+000  -0.5149526E+001   0.7828216E+000  -0.3361212E-001   0.2088418E+002
   0.6481457E+000   0.3839840E-001  -0.8793727E+000   0.7390140E+000   0.9190712E+000   0.1131300E+002
   0.1794096E+001   0.6357026E+000  -0.1667635E+001   0.1742131E+001  -0.3010791E+000   0.1195582E+002
   0.3532751E+001   0.8089407E+000  -0.5523898E+001   0.3062615E+001  -0.1790264E+000   0.4063929E+002
   0.4013519E+001   0.1490921E+001   0.3897798E+001   0.3751847E+001   0.2349659E+001   0.1029352E+003
   0.2771679E+001  -0.1259018E+001   0.1304942E+002   0.5232681E+001  -0.2280738E+002   0.1608179E+003
   0.2600795E+001   0.1081629E+001  -0.1901270E+001   0.1757735E+001  -0.3930043E+001   0.1299258E+002
   0.1252194E+001   0.1826122E+000   0.9504734E+000   0.4138213E+000   0.6521951E+000   0.6004024E+001
   0.2648493E+000   0.1160796E+000   0.8400534E+000   0.4980664E+000   0.1554758E+001   0.9829872E+001
   0.4007450E+000  -0.5335993E-001   0.8619311E+000   0.5328710E+000   0.1422795E+001   0.8008237E+001
   0.4863318E+000   0.1592540E+000   0.1111357E+001   0.7233225E-001   0.4470671E+000   0.3697654E+001
   0.3685744E+000   0.1008389E+000   0.5665690E+000   0.4913412E-001   0.2608393E+000   0.1968264E+001
   0.2283335E+000   0.1007966E+000   0.2422798E+000   0.8175003E-001   0.2764413E+000   0.2458535E+001
   0.2462501E+000   0.1535201E+000   0.2612970E+000   0.1318216E+000   0.4005874E+000   0.3827362E+001
   0.3013025E+000   0.1898609E+000  -0.2175203E-001   0.1588491E+000   0.9312722E-001   0.7101292E+001
   0.1096697E+000   0.2830460E-001  -0.2445003E+000   0.6098464E-001   0.2452625E-001   0.9142678E+001
   0.1923604E+000   0.5159931E-001  -0.2216782E+000   0.5069762E-001   0.8630759E-001   0.6586309E+001
   0.2932399E+000   0.1670579E-001   0.8829024E+000   0.4774274E-001   0.7069633E-001   0.4584200E+001
   0.4632757E+000  -0.1381450E-001  -0.1146552E+001   0.4542971E+000  -0.3270950E+000   0.2375599E+002
   0.1047145E+001  -0.1851354E+000  -0.1649395E+001   0.1819884E+001  -0.1608443E+001   0.2460936E+002
   0.7611607E+000  -0.2414051E+000   0.3164159E+000   0.2714502E+001  -0.3003659E+001   0.1556489E+002
   0.2519438E+001  -0.3518151E+000   0.1244331E+001   0.1239626E+001  -0.8202714E+000   0.3812735E+001
   0.2354055E+001  -0.9864012E+000  -0.5210657E-001   0.1383442E+001  -0.4677461E+001   0.3640487E+002
   0.4751270E+001  -0.1802165E+001  -0.1199651E+002   0.1503403E+001   0.6124109E+001   0.8095313E+002
   0.8274340E+001  -0.2203909E+001   0.1199169E+002   0.2190137E+001   0.9103715E+000   0.5388336E+002
   0.5878303E+001  -0.2819814E+001   0.4670905E+001   0.2929323E+001  -0.1589177E+001   0.1317973E+002
   0.9932659E+000  -0.6036523E+000  -0.1351496E+001   0.3719116E+001   0.6114585E+001   0.2336829E+002
   0.1264287E+001  -0.3787360E-001  -0.1061669E+001   0.2233816E+001   0.1742084E+001   0.9651272E+001
   0.1153704E+001  -0.2194267E+000  -0.1344209E+001   0.1181049E+001  -0.1289577E+000   0.2965585E+001
   0.1019001E+001  -0.3846278E+000  -0.8971082E+000   0.2477210E+001   0.1740818E+001   0.9809258E+001
   0.3097262E+001   0.1025273E+001   0.5173705E+001   0.3105178E+001   0.1604778E+001   0.1858184E+002
   0.4634772E+001   0.1242372E+001   0.7944833E+001   0.2110598E+001   0.3165714E+000   0.2643220E+002
   0.1349672E+001  -0.1172304E+000   0.4141778E+001   0.3266326E+000  -0.1768777E+001   0.2319404E+002
   0.3124855E+000   0.2281294E+000   0.9372635E-002   0.5836280E+000  -0.1207155E+001   0.6516729E+001
   0.8967598E+000   0.4136981E+000  -0.1382524E+001   0.7277271E+000  -0.1203295E+001   0.4071555E+001
   0.3250156E+001   0.3229039E+000  -0.2374082E+001   0.4388005E+000  -0.3505199E+000   0.2978267E+001
   0.5572356E+001  -0.2516307E+000  -0.6517573E+001   0.4440998E+000   0.6544324E+000   0.9906389E+001
   0.4817356E+001  -0.1245741E+001  -0.6838782E+001   0.5295899E+000   0.1901041E+001   0.1108597E+002
   0.1197788E+001   0.4246454E+000  -0.4468154E+001   0.7588289E+000  -0.1528721E+001   0.2188528E+002
   0.7604810E+000   0.2569614E+000  -0.2798492E+001   0.8991322E+000  -0.9338755E+000   0.1797444E+002
   0.1069487E+001   0.3299872E+000  -0.2293016E+001   0.9928852E+000  -0.1605834E+001   0.1113065E+002
   0.2093985E+001   0.1232019E+001  -0.4138462E+001   0.1802055E+001  -0.2165220E+001   0.1511515E+002
   0.2904247E+001   0.1160030E+001  -0.5173264E+001   0.3224392E+001   0.7221942E+000   0.1794673E+002
   0.2756720E+001   0.1015376E+001  -0.4609843E+001   0.4042842E+001   0.3925536E+001   0.3233247E+002
   0.2247091E+001   0.7441500E+000   0.3508394E+001   0.2614210E+001   0.2453918E+001   0.8422745E+002
   0.6248142E+000   0.4039196E-002   0.9975733E+000   0.2274714E+001  -0.4651162E+001   0.2735959E+002
   0.9126661E+000   0.1678817E+000  -0.5740577E+000   0.7126495E+000  -0.4845338E+000   0.2965139E+001
   0.5408261E+000  -0.1756728E+000  -0.2676723E+000   0.7194588E+000  -0.1894420E+000   0.2211891E+001
   0.4769292E+000  -0.2124330E+000   0.1186326E+000   0.6514713E+000   0.4549725E+000   0.2005808E+001
