#dalpdx  dalpdy   dalpdz
  -0.1448899E+001  -0.2873497E+001  -0.1168854E+001
   0.5602777E+000  -0.2114311E+000  -0.1739743E-001
   0.4516745E+001  -0.2795029E+000   0.1171067E+001
   0.5772316E+001  -0.1680209E+001   0.2028929E+001
   0.3936956E+001  -0.4623193E+001   0.1223552E+001
   0.1232732E+001  -0.8606024E+001  -0.4683646E+000
  -0.2473757E+001  -0.1205332E+002  -0.2592668E+001
  -0.2909269E+001  -0.8622475E+001  -0.2939221E+001
  -0.1848501E+000  -0.5787420E+000  -0.2997334E+001
   0.1728313E+001   0.1006815E+002  -0.1891203E+001
   0.7526710E+001   0.1311906E+002   0.2753717E+001
   0.2254861E+001   0.6918493E+001   0.4863013E+001
  -0.6013539E+001  -0.3024135E+000   0.3501759E+001
  -0.7227907E+001  -0.3762391E+001   0.4576038E+000
   0.1042437E+001  -0.4706244E+001   0.4516895E+001
   0.1747171E+002  -0.7503017E+001   0.2081680E+002
   0.1769391E+002  -0.1206300E+002   0.2921406E+002
   0.7834859E+001  -0.1355822E+002   0.3101207E+002
  -0.3691369E+001  -0.8558906E+001   0.2270201E+002
  -0.1551338E+002  -0.2714496E+001   0.1403429E+002
  -0.1136576E+002   0.3991067E+001   0.9163854E+001
  -0.1573026E+002   0.7833826E+001   0.4294278E+001
  -0.3373604E+001   0.1155849E+002   0.4546060E+001
  -0.2472592E+001   0.1076146E+002   0.4285835E+001
   0.3838771E+000   0.8176788E+001   0.2479359E+001
   0.9018028E+001   0.6561081E+001   0.1046353E+001
   0.8326277E+001   0.5763550E+001   0.7665206E+000
   0.3350800E+001   0.3953465E+001   0.4020198E+000
  -0.5182534E+001   0.2353977E+001   0.5023661E+000
  -0.8584009E+001   0.2069932E+001  -0.2652840E-001
  -0.4072145E+001   0.3442908E+001   0.6067417E+000
  -0.2426339E+001   0.4601998E+001   0.4332639E+000
   0.9287442E+000   0.3878635E+001   0.2834548E+000
   0.3435823E+001   0.4426444E+001  -0.2040990E+000
   0.3262339E+001   0.4121152E+001  -0.5694822E+000
  -0.1371200E+001   0.1931022E+001  -0.1332462E+001
  -0.3257844E+001  -0.1916395E+000  -0.2143909E+001
  -0.3330317E+001  -0.3294196E+001  -0.2852850E+001
  -0.5900739E+000  -0.5057460E+001  -0.2862267E+001
  -0.4984445E+000  -0.4292310E+001  -0.2426515E+001
   0.4944018E+000  -0.6264625E-001  -0.1015037E+001
   0.4469738E+000   0.1653149E+000  -0.1054203E+001
   0.4141225E+001  -0.2799791E+000  -0.2485481E-001
   0.1949704E+001  -0.1942704E+001   0.7556736E+000
   0.2546450E+001  -0.3382408E+001   0.1002436E+001
  -0.7282759E+000  -0.2661009E+001   0.3308259E+000
  -0.1172245E+001  -0.1622147E+001  -0.1022185E+001
   0.4146243E+001   0.4607765E+001  -0.6599349E+000
   0.6825631E+001   0.1067578E+002  -0.9351550E-001
   0.7798822E+001   0.1370778E+002   0.3846993E+001
   0.3148920E+001   0.1025893E+002   0.1149622E+002
  -0.6541550E+001  -0.5705457E+000   0.1225284E+002
  -0.1013407E+002  -0.5763519E+001   0.9387292E+001
  -0.8539047E+001  -0.6388389E+001   0.1799813E+001
   0.3880427E+000  -0.4551516E+001   0.2012689E+001
   0.1182297E+002  -0.8425909E+001   0.1178706E+002
   0.1250700E+002  -0.1439200E+002   0.1571653E+002
   0.1100579E+002  -0.1626952E+002   0.1600440E+002
  -0.1269196E+001  -0.1604343E+002   0.8707135E+001
  -0.8206230E+001  -0.1082260E+002   0.2216259E+001
  -0.6719050E+001  -0.5115361E+001  -0.9684023E-001
  -0.6136018E+001   0.1984214E+001  -0.1336277E+001
  -0.1888854E+001   0.1257465E+002   0.2882427E+001
  -0.2893800E+001   0.1366710E+002   0.3836701E+001
  -0.3313367E+000   0.1437883E+002   0.2494688E+001
   0.5890948E+001   0.1011185E+002   0.5469932E+000
   0.5400857E+001   0.7136138E+001   0.6280356E+000
   0.1795439E+000   0.3012876E+001   0.7447570E+000
  -0.7419488E+001  -0.2302501E+001   0.1033925E+001
  -0.7136897E+001  -0.1552502E+001  -0.2236926E+000
  -0.2706127E+001  -0.1857431E+000  -0.1730154E+000
  -0.1965645E+001   0.1165831E+001  -0.5363520E+000
   0.1129926E+001   0.2261270E+001  -0.1805868E+000
   0.3581661E+001   0.2141413E+001  -0.6336606E+000
   0.1545543E+001   0.2348395E+000  -0.2949352E+000
  -0.3544640E+001  -0.1309972E+001  -0.6495951E+000
  -0.5095383E+001  -0.2941455E+001  -0.1160167E+001
  -0.4476620E+001  -0.2615030E+001  -0.1155558E+001
  -0.1389568E+000  -0.1745310E+001  -0.1332775E+001
   0.4759219E+000  -0.1081511E+001  -0.1244096E+001
   0.1063934E+001   0.1344617E+001  -0.1399658E+001
  -0.1254705E+000   0.1219542E+001  -0.1858877E+001
   0.2905321E+001  -0.3361485E+000  -0.1374367E+001
   0.1814988E+001   0.4507969E-001  -0.1602980E+001
   0.3259057E+001   0.8740248E+000  -0.1676427E+001
   0.9288199E+000   0.2679843E+001  -0.2005633E+001
   0.2354040E+001   0.5714928E+001  -0.7562275E+000
   0.1174220E+002   0.1120957E+002   0.1196253E+001
   0.1226381E+002   0.1726919E+002   0.2966667E+001
   0.5737886E+001   0.1756038E+002   0.7122154E+001
  -0.8764364E+001   0.9027290E+001   0.1460236E+002
  -0.1555335E+002  -0.3163873E+000   0.1521817E+002
  -0.1260089E+002  -0.4116706E+001   0.1179835E+002
  -0.5963026E+001  -0.3601274E+001   0.2900718E+001
