#dalpdx  dalpdy   dalpdz
   0.1822738E+001   0.3119216E+001   0.2160809E+000
  -0.3845639E+001  -0.9758074E+000  -0.1280445E+001
  -0.6972625E+001  -0.1523754E+001  -0.1454574E+001
  -0.8383655E+001  -0.7918421E+001  -0.2572676E+001
   0.3358516E+001  -0.3078435E+001  -0.3886286E+001
   0.6417850E+001   0.1702838E+001   0.1395560E+001
   0.1747580E+001  -0.2959613E+001   0.1633999E+001
  -0.3903444E+001  -0.1275415E+002   0.2862764E+001
   0.2606187E+001   0.1240355E+002   0.1194841E+001
   0.3264510E+001   0.1354384E+002   0.6423601E-001
  -0.1149170E+002   0.1590544E+001  -0.4257707E+000
  -0.3605967E+002  -0.1678591E+002  -0.2702386E+001
   0.3239381E+002   0.4832392E+002   0.4679034E+001
   0.1717824E+002   0.6169578E+001   0.4906836E+001
  -0.3791304E+001  -0.3607734E+001   0.2354509E+000
   0.1923181E-001   0.4149859E+001   0.5594694E+000
  -0.3835749E+002   0.5788198E+000  -0.5969067E+002
  -0.1292549E+003  -0.2449846E+002  -0.1697645E+003
   0.1283858E+003   0.1062423E+002  -0.1198881E+003
  -0.2799175E+002  -0.3122306E+002  -0.5230905E+002
   0.4602824E+002  -0.3898699E+002  -0.3949568E+002
   0.1414637E+002  -0.2593060E+002  -0.1071264E+002
   0.1629841E+001  -0.4031117E+001  -0.1725665E+001
  -0.1311965E+001  -0.2123255E+001  -0.1366282E+000
  -0.8744089E+000  -0.1038332E+001   0.3000722E+000
  -0.4847521E+001   0.7211640E+000   0.1958039E+001
  -0.1761537E+002  -0.1347987E+001   0.1165938E+002
  -0.1355493E+002  -0.2706670E+002   0.6408137E+001
  -0.1957996E+001  -0.4970899E+002   0.5902633E+001
   0.2915813E+002  -0.1001746E+002  -0.1371899E+002
   0.2608436E+001   0.6886642E+000   0.1326238E+001
   0.5061989E+000   0.9659637E+000   0.1262511E+001
  -0.2082443E+001  -0.4345212E+001   0.2222231E+001
   0.6446819E+000  -0.1641679E+001   0.4290522E+000
  -0.2044230E+002  -0.1750251E+002  -0.8117877E+001
   0.1452385E+000  -0.1322803E+002   0.1305974E+002
   0.1650460E+002  -0.7176151E+001   0.2255352E+001
   0.3805389E+001  -0.2352029E+001   0.1425518E+001
   0.6214023E+000  -0.5706497E+000   0.1899944E+001
   0.1918359E+001   0.3222959E+001   0.1684985E+001
  -0.2622013E+001  -0.1137570E+002   0.1391185E+001
   0.8242510E+000  -0.5552627E+001   0.1562373E+001
   0.3671377E+001   0.5648516E+001   0.2119947E+001
  -0.1324050E+002   0.6651021E+001   0.1522630E+001
   0.7934174E+001  -0.7634312E+001   0.2385483E+001
  -0.6163271E+001  -0.3087823E+001   0.1377555E+001
  -0.1022160E+002  -0.4150185E+001   0.1652681E+001
   0.2145228E+002   0.1520776E+002   0.1518961E+001
  -0.2275677E+000  -0.1746599E+001   0.1334435E+001
  -0.2517580E+002  -0.4230365E+002   0.1204707E+002
  -0.1705715E+002  -0.5796298E+002   0.3672502E+000
   0.3101050E+002   0.4375152E+002  -0.8482977E+001
   0.8347597E+001   0.1334371E+002   0.2374126E+001
   0.6920907E-001  -0.2342451E+001   0.1194133E+001
   0.1831778E+001   0.2866110E+001   0.9853587E+000
   0.1711708E+001   0.3492768E+001   0.4162650E+000
  -0.1316693E+002   0.9430811E+001  -0.1887873E+002
  -0.2728330E+002   0.1145320E+003  -0.9496388E+002
  -0.2165985E+002   0.8279592E+002  -0.4511727E+002
   0.1858850E+002   0.4412954E+002   0.5269937E+002
   0.1457265E+002   0.5224700E+002   0.4887787E+002
  -0.2267620E+002  -0.1665624E+001   0.1684870E+002
   0.4000713E+002  -0.5039736E+002  -0.2996173E+002
   0.8216667E+001  -0.3985975E+002  -0.1653506E+002
  -0.2373319E+001  -0.1450228E+002  -0.3582607E+001
   0.9028952E+000  -0.1434979E+002   0.1110315E+001
  -0.3449969E+002  -0.2578731E+002  -0.5424549E+001
  -0.1078520E+002  -0.9561645E+001  -0.1890523E+002
   0.3575157E+002   0.4844348E+002   0.7720765E+001
   0.7253903E+001   0.3458564E+001  -0.3675827E+001
   0.3397171E+001  -0.2186480E+002  -0.6264156E+001
  -0.5089540E+001  -0.1069312E+002  -0.1114347E+001
   0.8079100E+001  -0.2048270E+001   0.1893063E+001
  -0.1171645E+002  -0.1332125E+002   0.3698376E+001
  -0.1088972E+001   0.7025603E+001   0.1917950E+001
  -0.2250515E+000   0.1064660E+002   0.1243465E+001
   0.1448928E+002   0.1160594E+002  -0.1271983E+000
  -0.3479584E+000   0.4999858E+001   0.1292440E+001
   0.1704121E+000   0.1095476E+001   0.1857336E+001
   0.4637113E+000  -0.5802348E+001   0.2095432E+001
  -0.2100684E+001   0.7811403E+001   0.1100924E+001
   0.1532487E+001   0.2483373E+001   0.1364382E+001
   0.3833082E+001  -0.2914802E+001   0.1733743E+001
  -0.1762470E+002   0.3811327E+001   0.5153307E+000
   0.2762859E+002  -0.1167136E+002   0.5838077E+001
  -0.1024712E+002  -0.2862565E+001   0.1199060E+001
   0.6268524E+001   0.6587141E+001   0.1563360E+001
   0.4725458E+001   0.1768732E+001   0.3825369E+000
  -0.3963566E+002  -0.3760267E+002   0.9927010E+001
  -0.3086344E+002  -0.3567051E+002   0.1667037E+001
   0.4825645E+002   0.2470929E+002  -0.3745518E+002
   0.1823755E+002   0.7482177E+000  -0.5999466E+001
  -0.1660974E+001  -0.1657802E+001   0.3163079E+000
   0.6707982E+001   0.3235388E+001   0.2011322E+001
   0.7360339E+000   0.1605807E+001   0.4454528E-001
   0.9868692E+000   0.1506542E+001   0.3708451E+000
  -0.5312518E+000   0.8367260E-001  -0.2332752E+000
  -0.3931294E+001  -0.8514196E+001  -0.2300250E+001
  -0.2127558E+002  -0.3807520E+002   0.4881348E+000
   0.2352608E+002   0.2662767E+002   0.2032681E+002
  -0.5675240E+001   0.1553758E+000   0.3456890E+001
  -0.1159396E+002   0.2532357E+002   0.1432388E+002
  -0.3015016E+002   0.1830904E+002   0.1942702E+002
   0.2209102E+002  -0.4239516E+002  -0.4352083E+001
   0.9055420E+001   0.8936920E+001   0.1585379E+001
  -0.5301576E+000  -0.2181125E+002  -0.1202854E+001
  -0.2893257E+002  -0.2190260E+002  -0.4323005E+000
   0.4719670E+002   0.3817462E+002   0.1257104E+001
   0.4775272E+001   0.5645845E+001  -0.8415568E+000
  -0.1653351E+002   0.1487343E+002   0.3950516E+001
   0.1434767E+002   0.1426199E+002   0.2110291E+001
   0.1143913E+002   0.5222613E+001   0.5224673E+000
   0.4308567E+000   0.1181967E+001   0.3034041E+001
  -0.1342657E+002   0.5921394E+001  -0.2380250E+001
   0.1539079E+000   0.2298655E+001  -0.1994558E+001
   0.1754645E+002   0.2257237E+002  -0.6267161E+001
   0.1855682E+001   0.1979347E+001  -0.5801705E-001
  -0.4197719E+000   0.7896934E+000   0.2147980E+000
  -0.1860829E+001   0.2318556E+001   0.4958803E-001
  -0.3064696E+001   0.4727566E+001   0.4260518E+000
  -0.1705996E+001  -0.3318489E+001   0.2131028E+001
  -0.1176622E+001  -0.3780096E+001   0.3422520E+001
   0.3830130E+001  -0.3316902E+001   0.2663868E+001
  -0.1220267E+001  -0.1246466E+001   0.1721730E+001
  -0.2117125E+002   0.9475443E+001  -0.1528636E+000
   0.9613969E+001  -0.3011321E+001   0.2420921E+001
   0.2835369E+001  -0.3170927E+001   0.2697989E+001
  -0.4031151E+002  -0.4374464E+002  -0.1136633E+002
  -0.3780825E+002  -0.4076838E+002  -0.1310777E+002
  -0.1112723E+002  -0.8698571E+002  -0.4056860E+002
   0.7532009E+002  -0.1251075E+002  -0.3553469E+002
   0.2156704E+002  -0.1153204E+002  -0.6760307E+001
  -0.1135837E+001   0.6276567E+000  -0.1122952E+001
   0.7101960E+001  -0.2364676E+000   0.1189111E+001
   0.8200114E+000   0.4150145E+000   0.7238020E-001
   0.7229558E-001   0.3114190E+000   0.4529203E-001
  -0.7645611E+001  -0.2219236E+001  -0.2640919E+001
  -0.4091380E+002  -0.6064032E+001  -0.1796217E+002
   0.3316466E+002   0.5174135E+002   0.1430846E+002
   0.5821766E+001   0.8294760E+001   0.1110690E+001
  -0.7203390E+001  -0.7898087E+001   0.2644056E+000
  -0.9545047E+001   0.2926014E+001   0.3836604E+001
   0.1652394E+002   0.5086516E+001   0.6583830E+001
  -0.1976879E+002  -0.1457753E+002   0.2954429E+001
  -0.1346113E+002  -0.6124047E-001   0.3356184E+001
  -0.2585704E+002  -0.4365982E+002  -0.4646543E+001
   0.8003035E+002   0.3534560E+002  -0.3553463E+001
   0.3040212E+001   0.7478221E+001  -0.5234068E+000
  -0.1345058E+002  -0.8422102E+001  -0.1606050E+000
   0.1252434E+002  -0.4862267E+001  -0.3025426E-001
  -0.8550910E+001   0.1159842E+002   0.6727897E+000
  -0.5225579E+001  -0.3076859E+001   0.6275580E+001
   0.1518838E+002  -0.1137845E+002   0.3876524E+001
  -0.2276125E+002  -0.7957348E+001  -0.7412822E+000
   0.2144722E+002   0.9004000E+001  -0.1579376E+001
   0.4289259E+001   0.2384673E+001  -0.6906854E+000
  -0.2343901E+000  -0.6620731E+000   0.1263334E+000
  -0.6911239E+000  -0.4878546E+000   0.1148968E+000
  -0.1548496E+001  -0.9480844E+000   0.2108412E+000
  -0.2319458E+001  -0.1797007E+001   0.5937152E+000
  -0.2420914E+001   0.8253150E+000   0.5698457E+000
   0.4723317E+000   0.2762633E+001   0.1366155E+001
   0.1598374E+001   0.1418045E+001   0.2035404E+001
   0.1703330E+001  -0.2134381E+001   0.1842244E+001
  -0.4355656E+002   0.4606186E+001   0.4916728E+001
   0.2376859E+002  -0.3658609E+002   0.1712429E+002
  -0.1445072E+002  -0.5329930E+002   0.1907780E+002
  -0.3352322E+002  -0.1002550E+002   0.6824717E+000
   0.4589204E+002   0.4989022E+002   0.2723459E+002
   0.1984554E+001   0.1166326E+003   0.4989651E+002
   0.2559679E+002   0.3321297E+002  -0.1360853E+001
  -0.3307992E+001   0.5612895E+001  -0.3540512E+001
   0.9211043E+001  -0.2053847E+002  -0.1264002E+002
   0.8447195E+001  -0.1665804E+002  -0.2065842E+001
   0.3283309E+001  -0.7104308E+001  -0.6402062E+000
   0.2019836E+000  -0.1015600E+001  -0.1519602E+000
  -0.1014086E+002  -0.1303802E+001  -0.5471952E+001
   0.2582054E+001   0.8348649E+001   0.1387805E+001
   0.1629420E+001  -0.9179349E+000   0.2367364E+001
  -0.3853480E+001   0.5591182E+001   0.4909365E+000
  -0.2651788E+001   0.1527990E+002   0.1612829E+001
  -0.4822913E+001   0.4846908E+001   0.3797963E+001
  -0.7277215E+002  -0.2319978E+002  -0.7132546E+001
   0.1091818E+003   0.5714891E+002   0.1295559E+002
  -0.3819390E+002   0.5777192E+000  -0.2361278E+001
   0.1231734E+002   0.3204023E+002  -0.1640899E+002
   0.4068690E+002   0.7260905E+001   0.7582199E+001
  -0.3076577E+002  -0.3813673E+002   0.1973138E+001
   0.2415254E+002   0.4009376E+000   0.6040252E+001
   0.1203171E+002  -0.9788348E+000   0.2005762E+001
  -0.6943681E+001  -0.1785477E+001   0.8698586E+000
  -0.3298957E+002  -0.2668157E+002   0.1747439E+002
   0.1458732E+002  -0.1746088E+001   0.2235277E+001
   0.4193965E+001   0.4946317E+001  -0.2583892E+001
   0.1386868E+002   0.5867832E+001  -0.1566960E+001
   0.5599919E+000  -0.4540252E+000  -0.2955557E+000
   0.2648689E-001  -0.3596184E+000  -0.2199918E+000
  -0.6678343E+000  -0.5667257E-001  -0.3442787E+000
  -0.2303326E+001  -0.2566002E+000  -0.5474935E+000
  -0.3109900E+001  -0.5867983E+000  -0.1376544E+000
   0.2072979E+000   0.1283280E+001  -0.9753875E-001
   0.1883613E+001   0.4210250E+001  -0.6423043E+000
  -0.6820427E+000   0.4641243E+001  -0.1140541E+000
  -0.4652825E-001   0.3097358E+001   0.8321039E+000
  -0.8321737E+001   0.1067354E+002  -0.2782163E+001
  -0.1086233E+002   0.4549276E+002  -0.3421954E+002
  -0.9401764E+002   0.2771281E+002  -0.2877056E+002
   0.5733719E+002   0.2694153E+002   0.1734501E+002
  -0.1537738E+001   0.3275642E+002  -0.7793686E+000
   0.1089367E+002  -0.1504148E+002   0.1517495E+001
   0.1051396E+002   0.1123913E+000   0.2001905E+000
  -0.6678321E+001   0.1504308E+002   0.1563000E+000
  -0.2144235E+002   0.9951988E+001  -0.2057220E+001
  -0.1604098E+002  -0.1770154E+001  -0.2697249E+002
   0.8985832E+001  -0.4838336E+002  -0.2205450E+002
   0.4380017E+002  -0.5995629E+002  -0.8086561E+001
  -0.1362750E+002  -0.1487692E+002  -0.5547613E+001
   0.1507387E+002   0.9750634E+001   0.2220402E+001
   0.3948720E+001  -0.7805757E+000   0.6688091E+001
   0.7033314E+000   0.1775707E+001  -0.4249952E+000
  -0.8347943E+000   0.1530947E+001   0.2198746E+000
  -0.1702531E+002  -0.7494222E+001  -0.1144279E+001
  -0.7629622E+002  -0.5818129E+002   0.5062460E+000
   0.7262989E+002   0.2928032E+002   0.4723975E+001
  -0.2334712E+002  -0.5398845E+001  -0.2540282E+001
  -0.1852249E+001   0.1992024E+002   0.5621277E+001
   0.3443293E+001  -0.2333377E+001  -0.8698017E+000
  -0.9498245E+001   0.1656628E+002  -0.3354512E+001
   0.1696417E+002   0.7432294E+001   0.3157473E+001
   0.1528079E+001   0.4551160E+001   0.3003046E+001
  -0.2834577E+002  -0.4533379E+001   0.9773929E+001
   0.1185026E+002   0.1147777E+002  -0.3038507E+001
   0.1695649E+001   0.6757480E+001  -0.9399498E+000
   0.1371335E+002  -0.5359076E+000  -0.2566166E+001
   0.4867168E+001   0.3903675E+000  -0.1281464E+001
   0.6675214E+000  -0.2061910E+000  -0.3446854E+000
   0.2170918E+000  -0.1218354E+000  -0.3583374E+000
  -0.8189146E+000  -0.5284888E+000  -0.5034440E+000
  -0.3149845E+001  -0.8645808E+000  -0.1088156E+001
  -0.1186448E+001  -0.8308033E+000  -0.1924476E+000
   0.1913645E+001  -0.3478917E+000   0.1634532E+000
   0.2795029E+001  -0.4956218E+000   0.3599450E+000
   0.2040029E-001   0.7563304E+000  -0.1039584E+000
  -0.4300641E+000   0.1357972E+001  -0.4203927E+000
   0.2204630E+000   0.7220144E+000  -0.6725271E+000
  -0.4317692E+001   0.3418690E+001  -0.2655003E+001
  -0.1054138E+003   0.1865325E+002  -0.1900939E+002
   0.1219511E+003  -0.1792898E+002   0.3531023E+002
  -0.5104869E+001   0.1565130E+001   0.3271347E+001
