#dalpdx  dalpdy   dalpdz
  -0.1906450E+001  -0.3357393E+001  -0.2245524E+000
   0.2965656E+001   0.2695903E+000   0.1074459E+001
   0.8565383E+001   0.3783956E+001   0.1815791E+001
   0.1485701E+002   0.1198738E+002   0.1999644E+001
  -0.4256530E+001   0.8174605E+001   0.5348883E+001
  -0.7485025E+001   0.1590306E+001  -0.1060050E+001
  -0.3253247E+001  -0.2211030E+001  -0.1333039E+001
   0.4506448E+001   0.1255167E+002  -0.2174462E+001
  -0.2906840E+001  -0.1072607E+002  -0.1643009E+001
  -0.3021129E+001  -0.1142960E+002  -0.1867755E+000
   0.1177708E+002  -0.2029081E+001   0.1554179E+000
   0.1887019E+002  -0.5767804E+001   0.2976352E+001
  -0.5789176E+002  -0.7044264E+002   0.1790936E+001
  -0.1729144E+002  -0.7080148E+001  -0.5242633E+001
   0.4655858E+001   0.4756217E+001   0.2171156E+000
  -0.2995089E+000  -0.4927293E+001  -0.8504816E+000
   0.2350521E+002  -0.1083806E+001   0.4349156E+002
   0.1716389E+003   0.3796946E+002   0.2174868E+003
  -0.1854175E+003  -0.1679595E+002   0.1495657E+003
   0.3071352E+002   0.3796876E+002   0.7760546E+002
  -0.4740562E+002   0.6451001E+002   0.5949853E+002
  -0.9338785E+001   0.2261290E+002   0.8436615E+001
  -0.8367972E+000   0.2732936E+001   0.1225762E+001
   0.1865746E+001   0.2454378E+001   0.6617093E-001
   0.9906251E+000   0.1552653E+001  -0.3550439E+000
   0.5768040E+001  -0.1149241E+000  -0.2989567E+001
   0.1837430E+002  -0.3468786E+001  -0.1725911E+002
   0.1792111E+002   0.1941015E+002  -0.1568957E+002
   0.3898351E+001   0.5599088E+002  -0.1451828E+002
  -0.2048473E+002   0.1498461E+001   0.5007620E+001
  -0.3655151E+001   0.4151173E+000  -0.5282417E+000
   0.2417025E+000  -0.6717313E+000  -0.1375668E+001
   0.1630725E+001   0.1900171E+001  -0.2151329E+001
  -0.1501042E+001   0.1095800E+001  -0.3679565E+000
   0.2915592E+002   0.2546318E+002   0.1356723E+002
  -0.5256345E+001   0.9076878E+001  -0.1554849E+002
  -0.2058406E+002   0.7716876E+001  -0.2087428E+001
  -0.4209580E+001   0.4035476E+001  -0.1241519E+001
  -0.6396724E+000   0.2731636E+001  -0.1530386E+001
  -0.1696849E+001  -0.2956600E+001  -0.2010671E+001
   0.2708232E+001   0.1449719E+002  -0.1460197E+001
  -0.7935580E+000   0.7329564E+001  -0.1831708E+001
  -0.3874058E+001  -0.4149299E+001  -0.1480659E+001
   0.1494732E+002  -0.7642130E+001  -0.2409545E+001
  -0.3720599E+001   0.1114848E+002  -0.2483838E+001
   0.4033066E+001   0.2098263E+001  -0.1537985E+001
   0.8832905E+001   0.2897284E-002   0.1603578E+000
  -0.3095842E+002  -0.2605674E+002   0.1790598E+000
  -0.3772608E+000   0.1694006E+001  -0.9751611E+000
   0.2314406E+002   0.4117169E+002  -0.1081878E+002
   0.3120241E+002   0.7305026E+002  -0.5005380E+001
  -0.4246481E+002  -0.6850526E+002   0.9527160E+001
  -0.7776848E+001  -0.1090308E+002  -0.1179051E+001
   0.1172797E+001   0.3642103E+001  -0.9998176E+000
  -0.2890203E+001  -0.4008544E+001  -0.1142961E+001
