#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9873354E+000   0.4398013E-004   0.1159992E-001  -0.2454320E-001   0.7790041E+000   0.7609520E-036
   0.9788754E+000   0.2769138E-003   0.4181369E-001   0.1718952E-001   0.4534423E+000   0.7675285E-036
   0.9676086E+000   0.5731911E-003   0.5640100E-001   0.6157521E-001   0.1515955E+000   0.7764656E-036
   0.9609391E+000   0.8403882E-003   0.4819929E-001   0.8920990E-001   0.4509859E-001   0.7818548E-036
   0.9598771E+000   0.1004376E-002   0.3832612E-001   0.9245267E-001   0.2181437E-002   0.7827197E-036
   0.9510979E+000   0.9987519E-003   0.3823957E-001   0.8782287E-001  -0.9164558E-001   0.7899448E-036
   0.9244158E+000   0.2481346E-002   0.1950283E-001   0.8421561E-001  -0.2506122E+000   0.8127455E-036
   0.9062852E+000   0.3138434E-002  -0.1914120E-001   0.6536452E-001  -0.3023277E+000   0.8290048E-036
   0.9148242E+000   0.3762261E-002  -0.6388757E-001   0.3179901E-001  -0.1671260E+000   0.8212669E-036
   0.9449402E+000   0.1523493E-002  -0.9621676E-001  -0.2198695E-001   0.6859532E-001   0.7950924E-036
   0.9548643E+000   0.5971121E-003  -0.1239249E+000  -0.1023337E+000   0.2611098E+000   0.7868289E-036
   0.9548183E+000   0.6799965E-003  -0.9998275E-001  -0.1680701E+000   0.3536969E+000   0.7868668E-036
   0.9517494E+000   0.1251681E-002  -0.1220734E-001  -0.1651728E+000   0.3892461E+000   0.7894040E-036
   0.9498727E+000   0.1272607E-002   0.6696085E-001  -0.1155666E+000   0.3779897E+000   0.7909637E-036
   0.9496386E+000   0.1063914E-002   0.1014551E+000  -0.6783162E-001   0.3454300E+000   0.7911586E-036
   0.9525719E+000   0.5761245E-003   0.1074418E+000  -0.5371440E-001   0.2988248E+000   0.7887224E-036
   0.9584668E+000   0.5959902E-003   0.9793764E-001  -0.8090087E-001   0.3052137E+000   0.7838715E-036
   0.9716880E+000   0.4993970E-003   0.7695817E-001  -0.1362250E+000   0.4313873E+000   0.7732058E-036
   0.9824031E+000   0.1358815E-003   0.5671542E-001  -0.1802771E+000   0.5967011E+000   0.7647725E-036
   0.9839851E+000   0.5937976E-004   0.5641790E-001  -0.2094196E+000   0.6836927E+000   0.7635428E-036
   0.9800146E+000   0.9619661E-004   0.5858054E-001  -0.2431857E+000   0.6508455E+000   0.7666363E-036
   0.9733414E+000   0.1310606E-003   0.4425444E-001  -0.2922719E+000   0.5515652E+000   0.7718924E-036
   0.9569684E+000   0.1426964E-002   0.2816637E-001  -0.3254725E+000   0.4105336E+000   0.7850988E-036
   0.9465375E+000   0.2360904E-002   0.5798717E-001  -0.3577844E+000   0.3106354E+000   0.7937507E-036
   0.9429171E+000   0.2355480E-002   0.9909485E-001  -0.3583640E+000   0.2378600E+000   0.7967983E-036
   0.9531844E+000   0.9412624E-003   0.9608114E-001  -0.3510264E+000   0.2591920E+000   0.7882156E-036
   0.9633998E+000   0.4730348E-003   0.6072110E-001  -0.3377377E+000   0.3669094E+000   0.7798577E-036
   0.9545217E+000   0.2974534E-002   0.6895696E-001  -0.2953996E+000   0.3928404E+000   0.7871113E-036
   0.9228393E+000   0.6582531E-002   0.1171228E+000  -0.2265057E+000   0.2783320E+000   0.8141339E-036
   0.8967820E+000   0.6698516E-002   0.1509590E+000  -0.1449523E+000   0.1587651E+000   0.8377898E-036
   0.9028916E+000   0.5271924E-002   0.1314133E+000  -0.1062314E+000   0.1594258E+000   0.8321207E-036
   0.9379018E+000   0.2540458E-002   0.9461468E-001  -0.1171747E+000   0.3219720E+000   0.8010591E-036
   0.9627929E+000   0.1455046E-002   0.7202627E-001  -0.1600230E+000   0.6464599E+000   0.7803494E-036
   0.9854304E+000   0.1503026E-003   0.6043429E-001  -0.1949339E+000   0.1031708E+001   0.7624230E-036
   0.9917062E+000   0.7563819E-005   0.3305163E-001  -0.1579089E+000   0.1221469E+001   0.7575982E-036
   0.9920396E+000   0.1221290E-004  -0.2292597E-001  -0.7955002E-001   0.1190093E+001   0.7573436E-036
   0.9900035E+000   0.6255541E-004  -0.8538698E-001  -0.2355321E-001   0.1083586E+001   0.7589011E-036
   0.9867201E+000   0.1192039E-003  -0.1175320E+000  -0.2174165E-001   0.9932894E+000   0.7614264E-036
   0.9855746E+000   0.1231456E-003  -0.9317050E-001  -0.4641870E-001   0.9608850E+000   0.7623114E-036
   0.9875061E+000   0.7241755E-004  -0.3939588E-001  -0.4903756E-001   0.9501511E+000   0.7608204E-036
   0.9728397E+000   0.1511455E-002  -0.1018822E-001  -0.6509681E-001   0.5270553E+000   0.7722905E-036
   0.9577363E+000   0.2227827E-002   0.3309389E-001  -0.9612712E-002   0.2763247E+000   0.7844694E-036
   0.9399333E+000   0.2113024E-002   0.6175804E-001   0.4016937E-001   0.2725643E-001   0.7993277E-036
   0.9369959E+000   0.1138167E-002   0.7219438E-001   0.6727372E-001  -0.7364847E-001   0.8018336E-036
   0.9425644E+000   0.9390067E-003   0.7109994E-001   0.7712201E-001  -0.9431145E-001   0.7970965E-036
   0.9434581E+000   0.7784900E-003   0.6450227E-001   0.7705861E-001  -0.1362788E+000   0.7963414E-036
   0.9354085E+000   0.1402330E-002   0.2870880E-001   0.9348610E-001  -0.2025056E+000   0.8031943E-036
   0.9092304E+000   0.3374743E-002  -0.1396453E-001   0.9466831E-001  -0.2774100E+000   0.8263194E-036
   0.9060938E+000   0.4247199E-002  -0.4828206E-001   0.8027101E-001  -0.2219328E+000   0.8291799E-036
   0.9208518E+000   0.3567661E-002  -0.8406324E-001   0.3127650E-001  -0.4590219E-001   0.8158911E-036
   0.9447154E+000   0.1398658E-002  -0.1305694E+000  -0.7975160E-001   0.1964295E+000   0.7952817E-036
   0.9555748E+000   0.1012679E-002  -0.1253230E+000  -0.2077329E+000   0.4198768E+000   0.7862439E-036
   0.9648812E+000   0.1030757E-002  -0.3300956E-001  -0.2253685E+000   0.5288859E+000   0.7786604E-036
   0.9613670E+000   0.1148878E-002   0.5626507E-001  -0.1475750E+000   0.4572872E+000   0.7815068E-036
   0.9564795E+000   0.1078199E-002   0.9370983E-001  -0.6741473E-001   0.3148461E+000   0.7855002E-036
   0.9585804E+000   0.7794917E-003   0.9653494E-001  -0.6011911E-001   0.2604334E+000   0.7837786E-036
   0.9704012E+000   0.4443378E-003   0.9166280E-001  -0.9987309E-001   0.3586649E+000   0.7742311E-036
   0.9815504E+000   0.1612015E-003   0.7085755E-001  -0.1589971E+000   0.5633564E+000   0.7654368E-036
   0.9872621E+000   0.1045377E-004   0.4832237E-001  -0.1907044E+000   0.7766495E+000   0.7610084E-036
   0.9860874E+000   0.2337524E-004   0.4513992E-001  -0.2004817E+000   0.8503531E+000   0.7619150E-036
