#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9914708E+000   0.2229129E-005   0.1758734E-001  -0.3672991E-001   0.9534047E+000   0.8068821E-035
   0.9843712E+000   0.1793000E-004   0.5084726E-001   0.1160336E-003   0.4665564E+000   0.8127016E-035
   0.9748833E+000   0.2913296E-004   0.4963383E-001   0.6360184E-001   0.1391982E+000   0.8206110E-035
   0.9765774E+000   0.7281336E-004   0.7475923E-001   0.1112905E+000   0.4452041E-001   0.8191875E-035
   0.9776697E+000   0.1261708E-003   0.5146886E-001   0.9025550E-001   0.4142487E-001   0.8182723E-035
   0.9703035E+000   0.2793605E-003   0.4067306E-001   0.9311071E-001  -0.6103320E-001   0.8244843E-035
   0.9356097E+000   0.5079901E-003   0.8338652E-001   0.1034634E+000  -0.2361652E+000   0.8550574E-035
   0.8826171E+000   0.3077202E-002  -0.1529400E-001   0.6518373E-001  -0.3993119E+000   0.9063953E-035
   0.9143788E+000   0.3793047E-002  -0.5121779E-001   0.2029385E-001  -0.1714340E+000   0.8749109E-035
   0.9545814E+000   0.1192558E-003  -0.9844236E-001  -0.2971092E-001   0.1621980E+000   0.8380636E-035
   0.9425653E+000   0.2328939E-003  -0.1847470E+000  -0.1303057E+000   0.2133383E+000   0.8487476E-035
   0.9628849E+000   0.1450212E-003  -0.1498793E+000  -0.2286488E+000   0.3067316E+000   0.8308366E-035
   0.9489787E+000   0.9802237E-003  -0.3778256E-001  -0.1975192E+000   0.2954049E+000   0.8430115E-035
   0.9417207E+000   0.1740235E-002   0.9741675E-001  -0.1087707E+000   0.3145772E+000   0.8495088E-035
   0.9648951E+000   0.5580686E-003   0.1195324E+000  -0.8041108E-001   0.4153161E+000   0.8291056E-035
   0.9562981E+000   0.3442568E-003   0.1141648E+000  -0.5586096E-001   0.3048417E+000   0.8365592E-035
   0.9549718E+000   0.5559843E-003   0.1474904E+000  -0.4561559E-001   0.1967968E+000   0.8377211E-035
   0.9847571E+000   0.3501328E-004   0.7050642E-001  -0.1445587E+000   0.4815771E+000   0.8123831E-035
   0.9879408E+000   0.4356448E-006   0.5292452E-001  -0.1861098E+000   0.6606746E+000   0.8097651E-035
   0.9878927E+000   0.5484533E-006   0.5678090E-001  -0.2054276E+000   0.7230431E+000   0.8098046E-035
   0.9855351E+000   0.3021883E-005   0.5902716E-001  -0.2464921E+000   0.7226951E+000   0.8117418E-035
   0.9783881E+000   0.3023861E-004   0.4389755E-001  -0.2834970E+000   0.6007588E+000   0.8176714E-035
   0.9710340E+000   0.2465456E-004  -0.2723334E-001  -0.3472973E+000   0.4602863E+000   0.8238641E-035
   0.9625867E+000   0.7740507E-003  -0.2303152E-001  -0.3807220E+000   0.2577407E+000   0.8310940E-035
   0.9723078E+000   0.6098267E-003   0.1466058E+000  -0.4336051E+000   0.2419707E+000   0.8227847E-035
   0.9592847E+000   0.3410818E-003   0.1141396E+000  -0.3678324E+000   0.2255878E+000   0.8339547E-035
   0.9583708E+000   0.2632476E-003   0.2015564E-001  -0.3265383E+000   0.3151615E+000   0.8347500E-035
   0.9823379E+000   0.1979669E-003  -0.1640619E-003  -0.3272296E+000   0.5659187E+000   0.8143837E-035
   0.9302947E+000   0.5891954E-002   0.1016972E+000  -0.2027372E+000   0.2577153E+000   0.8599426E-035
   0.8244930E+000   0.6353763E-002   0.1823693E+000  -0.1525422E+000  -0.2942685E-001   0.9702932E-035
   0.8670908E+000   0.5288488E-002   0.1365350E+000  -0.9341778E-001   0.4316739E-001   0.9226254E-035
   0.9123555E+000   0.1625435E-002   0.7979053E-001  -0.6656942E-001   0.9310273E-001   0.8768511E-035
   0.9669553E+000   0.8789600E-003   0.7334353E-001  -0.1957864E+000   0.6183635E+000   0.8273391E-035
   0.9908857E+000   0.2876826E-005   0.7163378E-001  -0.2462435E+000   0.1226188E+001   0.8073585E-035
   0.9930397E+000   0.1023920E-005   0.3541467E-001  -0.1790114E+000   0.1322276E+001   0.8056073E-035
   0.9944393E+000   0.5376139E-006  -0.1081863E-001  -0.8136852E-001   0.1293852E+001   0.8044734E-035
   0.9944638E+000   0.5444108E-006  -0.1012727E+000  -0.1598080E-001   0.1287972E+001   0.8044536E-035
   0.9927352E+000   0.2712573E-005  -0.1517241E+000  -0.4064336E-001   0.1219768E+001   0.8058544E-035
   0.9917356E+000   0.6098809E-005  -0.1062216E+000  -0.8427873E-001   0.1181968E+001   0.8066666E-035
   0.9920070E+000   0.6106002E-005  -0.3800346E-001  -0.7394631E-001   0.1151268E+001   0.8064459E-035
   0.9904804E+000   0.3835968E-005  -0.2117586E-001  -0.9231401E-001   0.7312122E+000   0.8076889E-035
   0.9785942E+000   0.3701477E-003   0.4739787E-001  -0.3194728E-001   0.3321881E+000   0.8174992E-035
   0.9408562E+000   0.9792574E-003   0.9636538E-001   0.4419949E-001  -0.4440861E-001   0.8502894E-035
   0.9230503E+000   0.6471290E-003   0.1161107E+000   0.8388515E-001  -0.1375763E+000   0.8666917E-035
   0.9279622E+000   0.4580747E-003   0.1016151E+000   0.8173093E-001  -0.1621027E+000   0.8621041E-035
   0.9288624E+000   0.4200955E-003   0.7446243E-001   0.7921019E-001  -0.2200113E+000   0.8612686E-035
   0.9303608E+000   0.6623047E-003   0.7774461E-001   0.1053197E+000  -0.2102602E+000   0.8598815E-035
   0.9100639E+000   0.2946443E-002  -0.3238588E-001   0.1527247E+000  -0.3266785E+000   0.8790592E-035
   0.8658141E+000   0.4448916E-002  -0.6832963E-001   0.8466911E-001  -0.3452188E+000   0.9239859E-035
   0.9455383E+000   0.1372244E-002  -0.3891898E-001   0.3683419E-001   0.1373027E-001   0.8460789E-035
   0.9345067E+000   0.4763727E-003  -0.2058812E+000  -0.7805431E-001   0.1379450E+000   0.8560666E-035
   0.9773752E+000   0.2815212E-003  -0.2081906E+000  -0.3533803E+000   0.6022843E+000   0.8185188E-035
   0.9860748E+000   0.1046249E-004   0.8453433E-002  -0.3557088E+000   0.8204757E+000   0.8112975E-035
   0.9861950E+000   0.7406713E-005   0.1562079E+000  -0.1268064E+000   0.6432731E+000   0.8111986E-035
   0.9687640E+000   0.8233023E-003   0.1155057E+000  -0.6341306E-001   0.3882464E+000   0.8257945E-035
   0.9501285E+000   0.6723913E-003   0.1371681E+000   0.7025019E-002   0.1645526E+000   0.8419914E-035
   0.9777130E+000   0.2115509E-003   0.1130634E+000  -0.5890737E-001   0.3280162E+000   0.8182360E-035
   0.9868333E+000   0.4309177E-005   0.5231988E-001  -0.1670924E+000   0.5741002E+000   0.8106739E-035
   0.9880821E+000   0.1365063E-005   0.2138306E-001  -0.1995969E+000   0.7753890E+000   0.8096493E-035
   0.9883098E+000   0.6889734E-006   0.2871159E-001  -0.1923266E+000   0.9586382E+000   0.8094628E-035
   0.9832123E+000   0.2489335E-004   0.5760843E-001  -0.2310899E+000   0.8529959E+000   0.8136595E-035
   0.9638234E+000   0.1191919E-003   0.4453626E-001  -0.2380574E+000   0.5726790E+000   0.8300276E-035
   0.9608753E+000   0.4778410E-004   0.8404717E-002  -0.2799377E+000   0.5239436E+000   0.8325742E-035
   0.9759220E+000   0.4015721E-004   0.4346961E-001  -0.3451559E+000   0.5791285E+000   0.8197377E-035
   0.9799205E+000   0.2448963E-004   0.1603079E+000  -0.3862890E+000   0.5020840E+000   0.8163928E-035
   0.9541361E+000   0.1601365E-003   0.1220599E+000  -0.2665835E+000   0.2557829E+000   0.8384548E-035
   0.9751087E+000   0.1999282E-003   0.6774631E-001  -0.2825681E+000   0.4468596E+000   0.8204213E-035
   0.9890223E+000   0.6153376E-005   0.6088131E-001  -0.2988060E+000   0.6312275E+000   0.8088797E-035
   0.9899042E+000   0.2680168E-004   0.1239123E+000  -0.1978584E+000   0.4869845E+000   0.8081590E-035
   0.9100130E+000   0.5041534E-002   0.1998693E+000  -0.1128943E+000   0.5531012E-001   0.8791083E-035
   0.8786581E+000   0.3745924E-002   0.1842472E+000  -0.9326541E-001   0.5054432E-001   0.9104793E-035
   0.9161989E+000   0.1329965E-002   0.1083228E+000  -0.2070648E-001   0.8926069E-001   0.8731729E-035
   0.9631628E+000   0.9328614E-003   0.1663314E+000  -0.1138689E+000   0.5167200E+000   0.8305968E-035
   0.9884026E+000   0.2854914E-005   0.1647087E+000  -0.1663926E+000   0.9015971E+000   0.8093868E-035
   0.9883242E+000   0.8891747E-005   0.6493135E-001  -0.1505173E+000   0.8212679E+000   0.8094509E-035
   0.9885400E+000   0.2753064E-004  -0.3167045E-001  -0.7454599E-001   0.7180537E+000   0.8092743E-035
   0.9833510E+000   0.1960907E-003  -0.1511932E+000  -0.1415119E-001   0.6298164E+000   0.8135447E-035
   0.9631893E+000   0.1135554E-002  -0.1911876E+000  -0.7449359E-001   0.4036367E+000   0.8305740E-035
