#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9558222E-002   0.6840002E-005   0.4689638E-001   0.7284287E-001   0.3525985E+000   0.2553930E-001
   0.1602588E-001   0.3490819E-004   0.7151675E-001   0.7783139E-001   0.1138917E+000   0.1255660E-001
   0.2677039E-001   0.1321266E-003   0.1094174E+000   0.8512606E-001  -0.6005898E-001   0.4607238E-002
   0.2856563E-001   0.2758707E-003   0.1301328E+000   0.9095587E-001  -0.1332060E+000   0.2523530E-002
   0.2678558E-001   0.3424221E-003   0.1068844E+000   0.6951326E-001  -0.1801553E+000   0.2833601E-002
   0.3931457E-001   0.7231287E-003   0.9565580E-001   0.6576276E-001  -0.2779567E+000   0.2553678E-002
   0.6297277E-001   0.6336767E-003   0.9499164E-001   0.6930891E-001  -0.3389429E+000   0.3128918E-002
   0.1108589E+000   0.2720131E-002  -0.4663881E-002   0.4402139E-001  -0.4860749E+000   0.2379105E-002
   0.9091817E-001   0.4089017E-002  -0.3860767E-001   0.3634031E-001  -0.4737830E+000   0.2764558E-002
   0.4428213E-001   0.1643370E-003  -0.3810185E-001  -0.2902569E-001  -0.1574134E+000   0.6524837E-002
   0.5191761E-001   0.3699798E-003  -0.5410732E-001  -0.1127383E+000  -0.3362845E-001   0.5424466E-002
   0.3984237E-001   0.3946399E-003  -0.6047294E-001  -0.1412655E+000   0.3974430E-001   0.5105047E-002
   0.4895592E-001   0.1237237E-002  -0.3089839E-001  -0.1038507E+000   0.2906114E-001   0.3646383E-002
   0.5757680E-001   0.1761278E-002  -0.4127805E-002  -0.8617588E-001   0.3671586E-001   0.3381037E-002
   0.4144732E-001   0.8317478E-003   0.5551441E-002  -0.7206492E-001   0.8566858E-001   0.3779371E-002
   0.4708092E-001   0.4426507E-003   0.4868692E-002  -0.7307607E-001   0.4235419E-001   0.4189921E-002
   0.4305346E-001   0.5794012E-003   0.7845882E-002  -0.9547860E-001  -0.1624353E-001   0.3741922E-002
   0.1985810E-001   0.2368691E-003  -0.9620989E-002  -0.1401305E+000   0.2110135E-001   0.2753399E-002
   0.1262246E-001   0.2582758E-005  -0.3064417E-001  -0.1702831E+000   0.1439443E+000   0.2999580E-002
   0.1266948E-001   0.2489917E-005  -0.5784392E-002  -0.1572580E+000   0.1928819E+000   0.4046011E-002
   0.1534801E-001   0.1039152E-004   0.4549314E-001  -0.1484394E+000   0.2274223E+000   0.4868055E-002
   0.2271692E-001   0.5519518E-004   0.9571869E-001  -0.1512131E+000   0.2247118E+000   0.4593032E-002
   0.3165309E-001   0.1840710E-003   0.1008330E+000  -0.1788109E+000   0.1428842E+000   0.4167168E-002
   0.4568949E-001   0.1709194E-002   0.9671495E-001  -0.2261583E+000  -0.9299333E-002   0.3290880E-002
   0.3959309E-001   0.1575817E-002   0.1216862E+000  -0.2354654E+000  -0.1545907E-001   0.2872420E-002
   0.4152459E-001   0.3530181E-003   0.1287200E+000  -0.2068391E+000   0.8113002E-001   0.1694157E-002
   0.3843121E-001   0.3328665E-003   0.1138713E+000  -0.2126960E+000   0.9873762E-001   0.9900769E-003
   0.2884877E-001   0.1492978E-002   0.9754697E-001  -0.1871485E+000   0.1615912E-001   0.1176672E-002
   0.7932943E-001   0.7022383E-002   0.1170472E+000  -0.1328847E+000  -0.8279305E-001   0.8375223E-003
   0.1475244E+000   0.7128969E-002   0.1304460E+000  -0.9909664E-001  -0.9204102E-001   0.7715327E-003
   0.1179626E+000   0.5780776E-002   0.1197864E+000  -0.5254991E-001  -0.9109950E-001   0.9500477E-003
   0.7243973E-001   0.1876183E-002   0.6297816E-001  -0.9113382E-003  -0.6418231E-001   0.3198090E-002
   0.3906120E-001   0.1636702E-002   0.2688180E-001  -0.3064432E-001   0.3224498E-001   0.9455237E-002
   0.1000276E-001   0.1005763E-004  -0.7600562E-001  -0.1457541E+000   0.3385330E+000   0.2088262E-001
   0.7213932E-002   0.2174885E-005  -0.1597201E+000  -0.1521029E+000   0.3672721E+000   0.1680611E-001
   0.6063949E-002   0.1604571E-005  -0.1639523E+000  -0.1085223E+000   0.3597840E+000   0.2087374E-001
   0.6316305E-002   0.2693654E-005  -0.1455308E+000  -0.5883136E-001   0.3657030E+000   0.2873672E-001
   0.8488192E-002   0.8956620E-005  -0.9246493E-001  -0.3194102E-001   0.3714224E+000   0.3329574E-001
   0.9730102E-002   0.1612632E-004  -0.1973879E-001   0.9857752E-002   0.4476016E+000   0.3245939E-001
   0.9042440E-002   0.1472718E-004   0.3282484E-001   0.5363201E-001   0.4929877E+000   0.3007279E-001
   0.1068703E-001   0.2017569E-004   0.2757247E-001   0.4687794E-001   0.8530382E-001   0.2107059E-001
   0.2980587E-001   0.1205059E-002   0.7050702E-001   0.6741523E-001  -0.1385263E+000   0.6532696E-002
   0.6023529E-001   0.1458522E-002   0.9842793E-001   0.8067331E-001  -0.2078319E+000   0.2502316E-002
   0.7221223E-001   0.8625250E-003   0.1078714E+000   0.9465892E-001  -0.2187400E+000   0.1998879E-002
   0.6624198E-001   0.6850554E-003   0.8923708E-001   0.8368125E-001  -0.2442545E+000   0.2540871E-002
   0.6288223E-001   0.5720605E-003   0.7151149E-001   0.5531357E-001  -0.3047524E+000   0.2297831E-002
   0.6299092E-001   0.7658570E-003   0.7502716E-001   0.5928705E-001  -0.3405554E+000   0.2781318E-002
   0.9632887E-001   0.3416867E-002  -0.1769461E-001   0.6974612E-001  -0.4864180E+000   0.2020187E-002
   0.1220462E+000   0.4701609E-002  -0.4077736E-001   0.7389268E-001  -0.5113215E+000   0.1726573E-002
   0.6908666E-001   0.3013189E-002  -0.2564719E-001   0.4628649E-001  -0.3646582E+000   0.4714756E-002
   0.5707742E-001   0.6591157E-003  -0.5953892E-001  -0.6943797E-001  -0.8282534E-001   0.6520903E-002
   0.3434717E-001   0.8677481E-003  -0.8127918E-001  -0.1227996E+000   0.4027785E-001   0.6598544E-002
   0.1749573E-001   0.1042910E-003  -0.8181741E-001  -0.1558754E+000   0.1547220E+000   0.6797523E-002
   0.1907085E-001   0.1867560E-003  -0.4658084E-001  -0.1147886E+000   0.9330782E-001   0.4903794E-002
   0.3492539E-001   0.9054202E-003  -0.3508676E-001  -0.7074586E-001  -0.4872668E-001   0.2744875E-002
