#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9838769E+000   0.2069131E-003   0.1013234E-001  -0.1789042E-001   0.7075712E+000   0.4626251E-036
   0.9749955E+000   0.5372651E-003   0.3878692E-001   0.2180320E-001   0.4346477E+000   0.4668392E-036
   0.9636845E+000   0.8996227E-003   0.5197931E-001   0.5982795E-001   0.1696441E+000   0.4723186E-036
   0.9570672E+000   0.1044382E-002   0.4183456E-001   0.8290262E-001   0.4876190E-001   0.4755843E-036
   0.9545602E+000   0.1114522E-002   0.3736775E-001   0.9018361E-001  -0.1707524E-001   0.4768333E-036
   0.9482922E+000   0.1121719E-002   0.2981943E-001   0.8641964E-001  -0.9673914E-001   0.4799851E-036
   0.9206676E+000   0.2950312E-002   0.5758834E-002   0.7859656E-001  -0.2443913E+000   0.4943870E-036
   0.9109178E+000   0.3331773E-002  -0.2303294E-001   0.6320811E-001  -0.2736607E+000   0.4996786E-036
   0.9174615E+000   0.3843672E-002  -0.6460251E-001   0.3653400E-001  -0.1524929E+000   0.4961147E-036
   0.9370263E+000   0.2500472E-002  -0.9859890E-001  -0.1659884E-001   0.4154408E-001   0.4857560E-036
   0.9540497E+000   0.9917128E-003  -0.1102488E+000  -0.8877952E-001   0.2496695E+000   0.4770885E-036
   0.9536488E+000   0.7858599E-003  -0.8408645E-001  -0.1448189E+000   0.3470023E+000   0.4772891E-036
   0.9509839E+000   0.1219944E-002  -0.1382938E-001  -0.1515910E+000   0.3867976E+000   0.4786266E-036
   0.9510286E+000   0.1139173E-002   0.5719703E-001  -0.1151861E+000   0.3825858E+000   0.4786040E-036
   0.9488643E+000   0.1029663E-002   0.9392599E-001  -0.7002068E-001   0.3412849E+000   0.4796957E-036
   0.9531353E+000   0.6099253E-003   0.1012601E+000  -0.6286776E-001   0.3127148E+000   0.4775462E-036
   0.9589419E+000   0.5885225E-003   0.9011553E-001  -0.9181969E-001   0.3333353E+000   0.4746545E-036
   0.9686097E+000   0.5372666E-003   0.7382356E-001  -0.1371243E+000   0.4335136E+000   0.4699170E-036
   0.9780676E+000   0.2836331E-003   0.5840599E-001  -0.1794013E+000   0.5729298E+000   0.4653729E-036
   0.9806717E+000   0.1566370E-003   0.5679511E-001  -0.2123944E+000   0.6517516E+000   0.4641371E-036
   0.9762129E+000   0.2142613E-003   0.5790976E-001  -0.2440476E+000   0.6202527E+000   0.4662570E-036
   0.9693314E+000   0.3018931E-003   0.4835120E-001  -0.2891643E+000   0.5318381E+000   0.4695671E-036
   0.9513418E+000   0.2042487E-002   0.4618528E-001  -0.3152352E+000   0.4040661E+000   0.4784465E-036
   0.9428939E+000   0.2619234E-002   0.6938279E-001  -0.3414475E+000   0.3177485E+000   0.4827332E-036
   0.9381108E+000   0.2531702E-002   0.8867062E-001  -0.3378818E+000   0.2481471E+000   0.4851944E-036
   0.9494331E+000   0.1570244E-002   0.9139239E-001  -0.3410274E+000   0.2823498E+000   0.4794083E-036
   0.9592055E+000   0.9504354E-003   0.7575044E-001  -0.3298044E+000   0.3570137E+000   0.4745241E-036
   0.9509683E+000   0.3017172E-002   0.8585749E-001  -0.2855237E+000   0.3625280E+000   0.4786344E-036
   0.9263734E+000   0.6195227E-002   0.1212354E+000  -0.2277033E+000   0.2974710E+000   0.4913420E-036
   0.9106861E+000   0.6075686E-002   0.1435581E+000  -0.1500763E+000   0.2123147E+000   0.4998057E-036
   0.9124303E+000   0.4938761E-002   0.1252874E+000  -0.1104270E+000   0.1930098E+000   0.4988503E-036
   0.9382696E+000   0.3071116E-002   0.9637896E-001  -0.1236804E+000   0.3656418E+000   0.4851123E-036
   0.9648178E+000   0.1264094E-002   0.7171133E-001  -0.1542538E+000   0.6576917E+000   0.4717638E-036
   0.9816669E+000   0.4018223E-003   0.5583889E-001  -0.1750998E+000   0.9604367E+000   0.4636666E-036
   0.9904187E+000   0.2117546E-004   0.2927962E-001  -0.1459993E+000   0.1150936E+001   0.4595694E-036
   0.9902192E+000   0.5099288E-004  -0.2395334E-001  -0.7961844E-001   0.1133616E+001   0.4596620E-036
   0.9863937E+000   0.2444849E-003  -0.7425730E-001  -0.2970583E-001   0.1020550E+001   0.4614447E-036
   0.9827041E+000   0.3571538E-003  -0.1001402E+000  -0.1977487E-001   0.9353497E+000   0.4631772E-036
   0.9818966E+000   0.3486847E-003  -0.8208415E-001  -0.3528790E-001   0.9023529E+000   0.4635581E-036
   0.9844390E+000   0.2263112E-003  -0.3532329E-001  -0.3793657E-001   0.8711288E+000   0.4623609E-036
   0.9637200E+000   0.2223564E-002  -0.8741270E-002  -0.5531146E-001   0.4686957E+000   0.4723012E-036
   0.9541412E+000   0.2321433E-002   0.2877467E-001  -0.5026680E-002   0.2645091E+000   0.4770428E-036
   0.9412387E+000   0.2147575E-002   0.5252411E-001   0.3895732E-001   0.5233136E-001   0.4835820E-036
