#sig_xx    sig_xy    sig_xz    sig_yy    sig_yz    sig_zz
   0.1877734E-001  -0.7131394E-003  -0.3792948E-001   0.2325249E-001  -0.3962750E-002   0.2763129E+000
   0.1578757E-001  -0.1348684E-002  -0.3841224E-001   0.9157671E-002   0.4712498E-002   0.2345174E+000
   0.1209040E-001  -0.3850703E-002  -0.3338471E-001   0.1351009E-001   0.1997293E-001   0.2436059E+000
   0.1730988E-001  -0.3466639E-002  -0.4123064E-001   0.1178578E-001   0.1226815E-001   0.1929929E+000
   0.2432522E-001  -0.2409406E-002  -0.4097342E-001   0.7428566E-002   0.4986845E-002   0.1384142E+000
   0.2713789E-001  -0.8183497E-003  -0.3078090E-001   0.3129622E-002   0.4049554E-002   0.1293018E+000
   0.2872477E-001   0.3752357E-002  -0.2468081E-001   0.3315439E-002  -0.4230336E-002   0.1113664E+000
   0.2438301E-001   0.6859023E-002  -0.2749473E-001   0.3827716E-002  -0.1090287E-001   0.1084705E+000
   0.2500080E-001   0.2515195E-002  -0.2626429E-001   0.4292685E-002  -0.9120300E-002   0.1404510E+000
   0.3471369E-001  -0.2554365E-002   0.3635295E-002   0.3459210E-002  -0.1363695E-002   0.1915243E+000
   0.4240484E-001  -0.5695395E-003   0.2950682E-001   0.6037744E-002   0.5415451E-002   0.2129901E+000
   0.3158077E-001   0.2915664E-003   0.1986371E-001   0.6964792E-002  -0.9582071E-002   0.1601025E+000
   0.2664912E-001  -0.4270073E-002  -0.2293014E-001   0.1006695E-001  -0.6433786E-002   0.1471309E+000
   0.5612067E-001  -0.1623471E-001  -0.8629070E-001   0.1132745E-001   0.2441255E-001   0.2037446E+000
   0.6636630E-001  -0.2565012E-001  -0.2910364E-001   0.3768759E-001   0.9835146E-002   0.1201920E+000
   0.6077131E-001  -0.9161846E-002  -0.6046112E-001   0.6209025E-001  -0.1254442E-001   0.4191646E+000
   0.1051706E+000  -0.3058714E-001  -0.1496672E+000   0.8154784E-001   0.8320458E-001   0.5881382E+000
   0.5962575E-001  -0.2841496E-001  -0.3364336E-001   0.8312845E-001   0.8354204E-001   0.3236332E+000
   0.2165396E-001  -0.6837917E-002   0.2092892E-001   0.5339118E-001   0.3563432E-001   0.1741048E+000
   0.2407307E-001  -0.6217301E-002   0.1340862E-001   0.2515182E-001   0.8255542E-002   0.1134026E+000
   0.3772726E-001  -0.1277101E-001   0.5958879E-001   0.1828946E-001  -0.4032230E-001   0.2025155E+000
   0.4555887E-001  -0.2753363E-001   0.1183411E+000   0.3769504E-001  -0.1049706E+000   0.4044218E+000
   0.3969900E-001  -0.2017887E-001   0.1006930E+000   0.2837922E-001  -0.8442925E-001   0.4793427E+000
   0.4070588E-001  -0.4451007E-002   0.1209582E-001   0.1751472E-001  -0.2306092E-001   0.3991227E+000
   0.5974779E-001  -0.4571028E-002  -0.5669452E-001   0.1352726E-001   0.1135727E-001   0.3444627E+000
   0.6032932E-001  -0.5588764E-002  -0.4443896E-001   0.9894459E-002   0.1348786E-001   0.3654861E+000
   0.3373421E-001  -0.7093548E-002   0.4566566E-002   0.9971263E-002   0.9064679E-002   0.4455946E+000
   0.3742221E-001  -0.1313310E-001   0.7929805E-001   0.1336356E-001  -0.1717193E-001   0.4715305E+000
   0.6011270E-001  -0.1761799E-001   0.1325715E+000   0.2281425E-001  -0.3768798E-001   0.4425413E+000
   0.7202525E-001  -0.2569728E-001   0.1298653E+000   0.2994672E-001  -0.5512746E-001   0.3633047E+000
