#sig_xx    sig_xy    sig_xz    sig_yy    sig_yz    sig_zz
   0.1968546E-001   0.2021878E-002  -0.4131924E-001   0.2997839E-001  -0.1986280E-001   0.3114613E+000
   0.1853776E-001  -0.4220708E-003  -0.3783171E-001   0.1390402E-001   0.1184277E-002   0.2408454E+000
   0.1761039E-001  -0.5444413E-002  -0.4325578E-001   0.1600390E-001   0.2469434E-001   0.3031513E+000
   0.2254098E-001  -0.3803350E-002  -0.5328135E-001   0.1312653E-001   0.9456845E-002   0.2602988E+000
   0.2903487E-001  -0.2887087E-002  -0.4918316E-001   0.9194196E-002   0.2043588E-002   0.1692488E+000
   0.2978618E-001   0.2519297E-003  -0.3525485E-001   0.4622723E-002   0.3446346E-003   0.1407842E+000
   0.2945512E-001   0.5383916E-002  -0.3259649E-001   0.4677114E-002  -0.1091615E-001   0.1380152E+000
   0.2648049E-001   0.6780988E-002  -0.2885550E-001   0.4674714E-002  -0.1325983E-001   0.1281599E+000
   0.2762221E-001   0.3317657E-002  -0.1674785E-001   0.4820733E-002  -0.1148040E-001   0.1558633E+000
   0.3969684E-001   0.1115806E-002   0.2220576E-002   0.4494169E-002  -0.6114096E-002   0.2218283E+000
   0.4665585E-001   0.2589247E-002   0.1204877E-001   0.7227838E-002  -0.1613510E-002   0.2683376E+000
   0.3623675E-001   0.1965182E-002  -0.1965412E-002   0.8257718E-002  -0.1408122E-001   0.2326447E+000
   0.3906819E-001  -0.4189467E-002  -0.4385503E-001   0.1130437E-001  -0.6543280E-002   0.2098774E+000
   0.7274611E-001  -0.2289561E-001  -0.9231990E-001   0.1982472E-001   0.3304654E-001   0.2212220E+000
   0.7380231E-001  -0.2534322E-001  -0.4090737E-001   0.4745473E-001   0.1347986E-001   0.2050808E+000
   0.7498668E-001  -0.7289631E-002  -0.8178366E-001   0.6584768E-001   0.6421640E-002   0.5016433E+000
   0.1219303E+000  -0.2714932E-001  -0.1543889E+000   0.8743594E-001   0.9099857E-001   0.6573416E+000
   0.7768405E-001  -0.3132305E-001  -0.4039101E-001   0.9005654E-001   0.9895430E-001   0.4122462E+000
   0.2840689E-001  -0.7504224E-002   0.2592238E-001   0.6057571E-001   0.5250465E-001   0.2292781E+000
   0.2753826E-001  -0.4466955E-002   0.2990588E-001   0.3241838E-001   0.1300247E-001   0.1718132E+000
   0.3957710E-001  -0.1380496E-001   0.6746851E-001   0.2648906E-001  -0.5168239E-001   0.2720417E+000
   0.4453445E-001  -0.2311777E-001   0.1140459E+000   0.4149275E-001  -0.1138928E+000   0.4691172E+000
   0.4530412E-001  -0.1959681E-001   0.1024161E+000   0.3268146E-001  -0.9541020E-001   0.5831228E+000
   0.5253690E-001  -0.5464805E-002   0.2014649E-001   0.2240106E-001  -0.4023904E-001   0.5853296E+000
   0.6502906E-001  -0.3667739E-002  -0.5172418E-001   0.1852822E-001  -0.5787384E-003   0.5176330E+000
   0.6510983E-001  -0.4132875E-002  -0.4540617E-001   0.1501260E-001   0.3578765E-002   0.4915876E+000
