# ~alp d~p/dz   Phi_p_sgs,z
   0.1904817E+002   0.9996779E+001
   0.4559509E+001   0.3927733E+001
  -0.2710682E+001   0.1504813E+001
  -0.5983423E+001   0.1837690E+001
  -0.5836397E+001   0.2523584E+001
  -0.3521689E+001   0.1489938E+001
  -0.1984047E+001   0.9603180E+000
  -0.8398316E+000  -0.1805973E+000
   0.2454528E+001   0.9199611E+001
   0.1117135E+002   0.3102060E+002
   0.1490722E+002   0.4346914E+002
   0.3070073E+001   0.3849939E+002
  -0.6747878E+001   0.2285767E+002
  -0.1328350E+002   0.1023625E+002
  -0.2128933E+002   0.3620101E+001
  -0.2582017E+002   0.1285917E+001
  -0.2359722E+002   0.5953806E+000
  -0.2005375E+002  -0.7733669E-001
  -0.1648639E+002  -0.5126044E+000
  -0.1032770E+002  -0.4825287E+000
  -0.5357584E+001   0.7388625E-002
  -0.3272178E+001   0.1736149E-001
  -0.2809730E+001   0.6984476E-001
  -0.6229395E+001   0.8742819E+000
  -0.1084212E+002   0.1097197E+001
  -0.1372290E+002   0.8384379E+000
  -0.1182972E+002   0.1934184E+000
  -0.1035147E+002   0.9410619E+000
  -0.7655178E+001   0.2182755E+001
  -0.4964511E+001   0.3000006E+001
  -0.2968179E+001   0.6491422E+001
   0.1951087E+001   0.1333477E+002
   0.4480352E+001   0.1294603E+002
   0.4163866E+001   0.1088383E+002
   0.7652925E+001   0.7808137E+001
   0.3366527E+002   0.1771209E+002
   0.8971193E+002   0.3200529E+002
   0.1189737E+003   0.3271737E+002
   0.9187451E+002   0.3786907E+002
   0.4465430E+002   0.2108434E+002
   0.6399289E+001   0.8415955E+001
  -0.7144250E+000   0.1581318E+001
  -0.5113068E+001   0.2434878E+000
  -0.7180566E+001   0.7774595E+000
  -0.5541572E+001   0.7879797E+000
  -0.3074040E+001   0.6933304E+000
  -0.2448014E+001   0.1997855E+000
  -0.2070984E+001  -0.5918644E+000
  -0.2336376E+001   0.5945894E+001
  -0.1472882E+001   0.1266813E+002
   0.1139629E+000   0.1715519E+002
  -0.3254437E+000   0.2077379E+002
  -0.1150146E+001   0.3423018E+002
  -0.1032689E+002   0.3400721E+002
  -0.1457457E+002   0.1851546E+002
  -0.1359879E+002   0.1508758E+000
  -0.1272033E+002  -0.4840506E-001
  -0.1353672E+002   0.5281176E-001
  -0.1197888E+002  -0.1810341E-001
  -0.8327835E+001  -0.5889355E-001
  -0.5052864E+001  -0.9486963E-002
  -0.3159271E+001  -0.2464559E-002
  -0.2022106E+001  -0.1325047E-002
  -0.2061524E+001   0.5131343E-001
  -0.5490203E+001   0.3956543E+000
  -0.1107607E+002   0.8174065E+000
  -0.1344653E+002   0.6688647E+000
  -0.1323630E+002   0.1214764E+001
  -0.8968435E+001   0.2631232E+001
  -0.5444677E+001   0.3279000E+001
  -0.3505884E+001   0.4572353E+001
  -0.1552817E+001   0.4743572E+001
   0.2007212E+001   0.4124069E+001
   0.6408888E+001   0.3874698E+001
   0.1317336E+002   0.4432410E+001
   0.2954195E+002   0.1339898E+002
   0.6483893E+002   0.3400520E+002
   0.8309920E+002   0.3826938E+002
   0.6084727E+002   0.4105913E+002
   0.2485426E+002   0.2060356E+002
   0.1248585E+002   0.3333583E+002
  -0.3881937E+000   0.1991076E+002
  -0.6655838E+001   0.7143764E+001
  -0.6522392E+001   0.1338968E+001
  -0.5655041E+001   0.7117784E+000
  -0.6577110E+001   0.2312227E+000
  -0.8520312E+001   0.2033255E+000
  -0.5858840E+001   0.6939999E+000
  -0.6837463E+000   0.4054865E+001
   0.3375284E+001   0.6968007E+001
   0.1034969E+002   0.8382964E+001
   0.1637160E+002   0.2264792E+002
   0.1341802E+002   0.4572546E+002
  -0.6037138E+001   0.4980565E+002
  -0.1278990E+002   0.2451102E+002
  -0.1059719E+002   0.3675259E+000
  -0.1101084E+002  -0.7675441E-002
  -0.1029852E+002  -0.1125434E+000
  -0.8434456E+001  -0.1058314E+000
  -0.6472877E+001  -0.3718760E-001
  -0.4918441E+001  -0.2873785E-001
  -0.3303149E+001  -0.1905323E-001
  -0.2050784E+001  -0.4459305E-002
  -0.1338669E+001   0.9729525E-002
  -0.2137050E+001   0.3814019E-001
  -0.6270918E+001   0.4845719E+000
  -0.1033997E+002   0.1066005E+001
  -0.1462442E+002   0.2379440E+001
  -0.1112648E+002   0.2482592E+001
  -0.6475693E+001   0.1694243E+001
  -0.2746073E+001   0.1985289E+001
  -0.1576729E+001   0.8322912E+000
   0.5763558E+000   0.1069708E+001
   0.4824115E+001   0.2304682E+001
   0.9278835E+001   0.3410136E+001
   0.1580994E+002   0.1178413E+002
   0.2933770E+002   0.2188438E+002
   0.4196226E+002   0.2902851E+002
   0.4334205E+002   0.3242601E+002
   0.3171877E+002   0.3540342E+002
   0.2331783E+002   0.3318205E+002
   0.4274296E+001   0.2095077E+002
  -0.4070877E+001   0.7439598E+001
  -0.4216801E+001   0.9229579E+000
  -0.8855693E+001   0.5287302E+000
  -0.1681875E+002  -0.7678769E+000
  -0.1677869E+002  -0.1206081E+001
  -0.5420652E+001  -0.9974422E+000
   0.4977739E+001   0.5739470E+001
   0.1206464E+002   0.7571064E+001
   0.2061959E+002   0.6577785E+001
   0.2420557E+002   0.1871647E+002
   0.1335252E+002   0.4066744E+002
  -0.5947414E+001   0.4208182E+002
  -0.1134632E+002   0.1775258E+002
  -0.1045331E+002   0.3580178E+000
  -0.8363999E+001  -0.1942867E+000
  -0.6203233E+001  -0.2026234E+000
  -0.5228735E+001  -0.9279379E-001
  -0.5853696E+001   0.4141854E-001
  -0.5541727E+001   0.2670130E-001
  -0.4153290E+001   0.1466666E-001
  -0.2412944E+001   0.8481002E-003
  -0.1684713E+001   0.1892256E-001
  -0.1323222E+001   0.1358853E-001
  -0.2380879E+001   0.5918267E-001
  -0.5389932E+001   0.7339641E+000
  -0.1066683E+002   0.2264972E+001
  -0.1060367E+002   0.2876887E+001
  -0.6368993E+001   0.1461434E+001
  -0.2320551E+001   0.1378372E+001
  -0.7892825E+000   0.2165328E+000
   0.1144581E+000   0.3763355E+000
   0.1017993E+001   0.8240208E+000
   0.2319837E+001   0.1859072E+001
   0.4317431E+001   0.2987646E+001
   0.1019699E+002   0.5343252E+001
   0.2002812E+002   0.1287352E+002
   0.3690544E+002   0.2138693E+002
   0.4197281E+002   0.3047295E+002
   0.3875459E+002   0.1696501E+002
   0.1507112E+002   0.1446504E+002
  -0.1680979E+000   0.6558310E+001
  -0.3540234E+001   0.1821745E+001
  -0.9262389E+001   0.4469760E+000
  -0.1403360E+002   0.3116161E+000
  -0.9879021E+001   0.4501355E+000
   0.1425430E+001   0.2580245E+001
   0.9090082E+001   0.8135504E+001
   0.1319449E+002   0.8942337E+001
   0.1600738E+002   0.7667521E+001
   0.1186466E+002   0.1207620E+002
   0.9592081E+000   0.1738161E+002
  -0.8349500E+001   0.1329969E+002
  -0.1091315E+002   0.3266842E+001
  -0.9811456E+001   0.4432938E+000
  -0.6065740E+001  -0.4693411E-001
  -0.4104583E+001  -0.1542091E-001
  -0.3653885E+001  -0.1936476E-001
  -0.5447968E+001   0.1205062E+000
  -0.6271360E+001   0.9212209E-001
  -0.5431750E+001   0.8719431E-001
  -0.3023562E+001   0.3517582E-002
  -0.2130852E+001   0.1165687E-001
  -0.1676127E+001   0.1783304E-001
  -0.1401629E+001   0.1704102E-001
