# ~alp d~p/dz   Phi_p_sgs,z
   0.1975779E+002   0.4810597E+001
   0.4970187E+001   0.3481030E+001
  -0.3726640E+001   0.3414063E-001
  -0.7522661E+001  -0.5795922E-001
  -0.6427470E+001   0.6864974E+000
  -0.2798432E+001   0.1270612E+001
  -0.1561759E+001   0.8564742E+000
  -0.7450531E+000  -0.8718151E-001
   0.1863655E+001   0.4263207E+001
   0.1003258E+002   0.2770729E+002
   0.1039208E+002   0.4591540E+002
  -0.1201054E+000   0.3319179E+002
  -0.8307656E+001   0.1718071E+002
  -0.1151634E+002   0.5221472E+001
  -0.2364262E+002   0.1664161E+000
  -0.2995203E+002   0.4644263E+000
  -0.2159048E+002   0.5500616E-002
  -0.1847091E+002  -0.1059239E+000
  -0.1541580E+002  -0.2968277E+000
  -0.9287194E+001  -0.2013046E+000
  -0.4941933E+001  -0.2675881E-002
  -0.3268294E+001   0.1198780E-001
  -0.2265842E+001   0.9797307E-002
  -0.4854094E+001   0.5241643E+000
  -0.1123812E+002   0.9808523E+000
  -0.1506934E+002   0.6527349E+000
  -0.1220486E+002   0.8445500E-001
  -0.9928279E+001   0.7566329E+000
  -0.7266038E+001   0.2034948E+001
  -0.3697131E+001   0.3307420E+001
  -0.1980846E+001   0.5637633E+001
   0.4929499E+001   0.1615267E+002
   0.6151099E+001   0.1619270E+002
   0.1165993E+001   0.8459862E+001
   0.5195818E+001   0.7552526E+001
   0.3442764E+002   0.1367991E+002
   0.1182189E+003   0.3216301E+002
   0.1746379E+003   0.3095227E+002
   0.1186445E+003   0.3737027E+002
   0.4905117E+002   0.1895600E+002
   0.3209062E+001   0.4017143E+001
  -0.1584838E+001   0.1686467E+001
  -0.6642002E+001  -0.2195300E+000
  -0.9324735E+001   0.8655479E+000
  -0.5728612E+001   0.5740866E+000
  -0.2606990E+001   0.6199398E+000
  -0.2155642E+001   0.2410508E-001
  -0.1893028E+001  -0.4737326E+000
  -0.3453028E+001   0.2282862E+001
  -0.5685122E+001   0.6586736E+001
  -0.6688988E+001   0.9931803E+001
  -0.3446929E+001   0.1342078E+002
  -0.2183066E+001   0.3034357E+002
  -0.1171480E+002   0.3072836E+002
  -0.1374279E+002   0.8809667E+001
  -0.1102435E+002  -0.3515626E-001
  -0.1129501E+002   0.4616510E-003
  -0.1430806E+002   0.2299005E-001
  -0.1263963E+002  -0.2911206E-001
  -0.8047011E+001  -0.4937628E-001
  -0.4790661E+001  -0.6201655E-002
  -0.3141539E+001  -0.1436198E-002
  -0.1982832E+001  -0.1628138E-002
  -0.1376750E+001   0.9967643E-002
  -0.4487301E+001   0.2593972E+000
  -0.1209187E+002   0.8496978E+000
  -0.1464857E+002   0.3436572E+000
  -0.1358699E+002   0.9731370E+000
  -0.8730345E+001   0.2138755E+001
  -0.4651070E+001   0.3551983E+001
  -0.3337487E+001   0.3576477E+001
  -0.1800576E+001   0.3620286E+001
   0.1841185E+001   0.2482869E+001
   0.6529006E+001   0.2924901E+001
   0.1588818E+002   0.3820530E+001
   0.3196045E+002   0.9316611E+001
   0.8098128E+002   0.3845497E+002
   0.1153001E+003   0.4452476E+002
   0.7039528E+002   0.4525144E+002
   0.2069538E+002   0.2244778E+002
   0.2600744E+001   0.3395103E+002
  -0.5341588E+001   0.1689261E+002
  -0.7582851E+001   0.4349247E+001
  -0.6571468E+001   0.7956010E+000
  -0.4494807E+001   0.2486281E+000
  -0.5165575E+001  -0.2664806E-001
  -0.8393079E+001  -0.2942950E+000
  -0.7382618E+001   0.7657966E+000
  -0.3643541E+001   0.2502837E+001
  -0.5502069E+000   0.3764590E+001
   0.8215975E+001   0.4468717E+001
   0.2351444E+002   0.1992588E+002
   0.2103563E+002   0.5129651E+002
  -0.8107071E+001   0.5283764E+002
  -0.1311055E+002   0.1291461E+002
  -0.1033641E+002   0.1366721E+000
  -0.1200267E+002  -0.2627713E-001
  -0.1068230E+002  -0.8775160E-001
  -0.8091814E+001  -0.6194311E-001
  -0.6426276E+001  -0.1435337E-001
  -0.4837488E+001  -0.2323498E-001
  -0.3108198E+001  -0.1500141E-001
  -0.1955121E+001  -0.3849531E-002
  -0.1221762E+001   0.9310475E-002
  -0.1330818E+001  -0.2813628E-002
  -0.5696352E+001   0.3890879E+000
  -0.1113759E+002   0.9815708E+000
  -0.1588661E+002   0.2619421E+001
  -0.1242302E+002   0.2589562E+001
  -0.6518294E+001   0.2547455E+001
  -0.2495063E+001   0.2012738E+001
  -0.1682523E+001   0.5098078E+000
   0.2236799E+000   0.6776027E+000
   0.5765981E+001   0.1993474E+001
   0.1041964E+002   0.2603136E+001
   0.1491465E+002   0.7642801E+001
   0.2775792E+002   0.1680993E+002
   0.3907200E+002   0.2187115E+002
   0.3772209E+002   0.2769477E+002
   0.2356070E+002   0.3610745E+002
   0.3078680E+002   0.3887572E+002
   0.6194888E+001   0.2098178E+002
  -0.3262299E+001   0.7156254E+001
  -0.3424848E+001   0.3303275E+000
  -0.7920566E+001   0.5330577E+000
  -0.2026083E+002  -0.9073248E+000
  -0.2332424E+002  -0.2495917E+001
  -0.7702964E+001  -0.2111925E+001
   0.4676563E+001   0.5614796E+001
   0.1136421E+002   0.6983040E+001
   0.2025924E+002   0.4804656E+001
   0.3402391E+002   0.1629863E+002
   0.1889476E+002   0.4443434E+002
  -0.8465719E+001   0.3906516E+002
  -0.1167712E+002   0.6677529E+001
  -0.1077050E+002   0.1277529E+000
  -0.8360918E+001  -0.1919067E+000
  -0.5640800E+001  -0.1293653E+000
  -0.4915826E+001  -0.7239952E-001
  -0.6049967E+001   0.4379046E-001
  -0.5926197E+001   0.2556743E-001
  -0.3939599E+001   0.8593198E-003
  -0.2312349E+001   0.7263105E-003
