# ~alp d~p/dz   Phi_p_sgs,z
   0.2080656E+002   0.1556970E+001
   0.6008215E+001   0.2919248E+001
  -0.3762490E+001   0.7766038E-001
  -0.8630784E+001  -0.3590095E+000
  -0.6467869E+001   0.4883651E+000
  -0.1790537E+001   0.1169046E+001
  -0.1129424E+001   0.6872101E+000
  -0.6817883E+000  -0.6222642E-001
   0.9142944E+000   0.9940711E+000
   0.5561177E+001   0.1991128E+002
  -0.9576495E+000   0.3712323E+002
  -0.3905908E+001   0.2381416E+002
  -0.8438162E+001   0.9788740E+001
  -0.8803636E+001   0.2286416E+001
  -0.2545168E+002  -0.1186096E+001
  -0.3483239E+002  -0.3552009E+000
  -0.1897821E+002  -0.3803263E+000
  -0.1652444E+002  -0.4953885E-001
  -0.1580315E+002  -0.1042245E+000
  -0.9361338E+001  -0.7973530E-001
  -0.4894944E+001  -0.1577378E-002
  -0.3333201E+001   0.8594586E-002
  -0.2086451E+001   0.1678015E-002
  -0.3035082E+001   0.1341677E+000
  -0.1134480E+002   0.8339116E+000
  -0.1667576E+002   0.4083617E+000
  -0.1239086E+002   0.5592766E-001
  -0.9463969E+001   0.5645747E+000
  -0.6529865E+001   0.1981703E+001
  -0.1831337E+001   0.4238889E+001
  -0.7148153E-001   0.6069869E+001
   0.7606526E+001   0.1443518E+002
   0.5882852E+001   0.1505035E+002
  -0.1717699E+001   0.2447262E+001
   0.2770175E+001   0.7101756E+001
   0.3385707E+002   0.7073226E+001
   0.1373584E+003   0.2949910E+002
   0.2513473E+003   0.2697807E+002
   0.1323164E+003   0.3251352E+002
   0.4513738E+002   0.1467308E+002
   0.4170450E+000   0.1988945E+001
  -0.2540310E+001   0.1773480E+001
  -0.7841989E+001  -0.5378620E+000
  -0.1227505E+002   0.9269260E+000
  -0.5159350E+001   0.2948170E+000
  -0.2305441E+001   0.5801556E+000
  -0.1875526E+001  -0.1769364E-001
  -0.1709494E+001  -0.3056403E+000
  -0.4000395E+001   0.2952719E+000
  -0.8919721E+001   0.4365618E+001
  -0.1145512E+002   0.6766472E+001
  -0.4702883E+001   0.8497364E+001
  -0.3277031E+001   0.2309307E+002
  -0.1328497E+002   0.2055087E+002
  -0.1230304E+002   0.1579052E+001
  -0.8432513E+001  -0.4922323E-001
  -0.1103285E+002  -0.4254526E-001
  -0.1569971E+002  -0.3652477E-002
  -0.1276745E+002  -0.4718323E-001
  -0.7422925E+001  -0.3413298E-001
  -0.4498953E+001  -0.2275985E-002
  -0.3166839E+001  -0.6046717E-003
  -0.1963758E+001  -0.1402695E-002
  -0.1077259E+001   0.3648708E-002
  -0.3217304E+001   0.1370531E+000
  -0.1307001E+002   0.8421127E+000
  -0.1648736E+002   0.1227490E+000
  -0.1311338E+002   0.9044017E+000
  -0.8454921E+001   0.1241584E+001
  -0.4128611E+001   0.3750881E+001
  -0.3275730E+001   0.2411753E+001
  -0.2248204E+001   0.2746471E+001
   0.1510423E+001   0.1157366E+001
   0.5911516E+001   0.2531580E+001
   0.2049035E+002   0.3399336E+001
   0.3358235E+002   0.5642167E+001
   0.9825972E+002   0.4024797E+002
   0.1689547E+003   0.5021210E+002
   0.8550252E+002   0.4340539E+002
   0.1681719E+002   0.2140598E+002
  -0.6849030E+001   0.2013282E+002
  -0.8640709E+001   0.6800405E+001
  -0.7939169E+001   0.1491736E+001
  -0.6284919E+001   0.5934575E+000
  -0.3513490E+001   0.8470721E-001
  -0.4840763E+001  -0.1643532E+000
  -0.7344816E+001  -0.3959644E+000
  -0.8160175E+001   0.1419749E-001
  -0.5791226E+001   0.7231421E+000
  -0.4027952E+001   0.1982626E+001
   0.6055971E+001   0.2285821E+001
   0.3512042E+002   0.1490390E+002
   0.3110920E+002   0.5532901E+002
  -0.1347242E+002   0.4395051E+002
  -0.1081457E+002   0.2322350E+001
  -0.1044130E+002   0.1518664E+000
  -0.1328712E+002  -0.2771374E-001
  -0.1064761E+002  -0.6042927E-001
  -0.7828970E+001  -0.2670287E-001
  -0.6519798E+001  -0.5142823E-002
  -0.4689695E+001  -0.1775599E-001
  -0.2969582E+001  -0.9629293E-002
  -0.1877229E+001  -0.2785901E-002
  -0.1141647E+001   0.6869086E-002
  -0.9178834E+000  -0.4786343E-002
  -0.4468818E+001   0.1893784E+000
  -0.1250026E+002   0.1040414E+001
  -0.1623978E+002   0.2833490E+001
  -0.1316643E+002   0.2602152E+001
  -0.6148034E+001   0.3721470E+001
  -0.2115413E+001   0.1224626E+001
  -0.1714122E+001   0.2096755E+000
  -0.2692937E+000   0.3271801E+000
   0.6819779E+001   0.1504678E+001
   0.1129613E+002   0.2140088E+001
   0.1369896E+002   0.3277640E+001
   0.2202910E+002   0.7850456E+001
   0.2869205E+002   0.1093147E+002
   0.2736981E+002   0.1683089E+002
   0.1168467E+002   0.2346503E+002
   0.4798960E+002   0.4453072E+002
   0.1341641E+002   0.2138111E+002
  -0.1355408E+001   0.6460714E+001
  -0.3001264E+001   0.3036712E+000
  -0.6679275E+001   0.3882159E+000
  -0.2042814E+002  -0.8779134E+000
  -0.3106050E+002  -0.3069703E+001
  -0.1000117E+002  -0.3419833E+001
   0.4937679E+001   0.5181075E+001
   0.9321926E+001   0.6231139E+001
   0.1659637E+002   0.2558242E+001
   0.5044494E+002   0.1262251E+002
   0.2431776E+002   0.4609021E+002
  -0.1125508E+002   0.2213553E+002
  -0.1085638E+002   0.7484562E+000
  -0.1170699E+002   0.4868696E-001
  -0.7998056E+001  -0.1399215E+000
  -0.5189056E+001  -0.7178858E-001
  -0.4583060E+001  -0.5086766E-001
  -0.6287726E+001   0.3590543E-001
  -0.6358419E+001   0.2569920E-001
  -0.3664284E+001  -0.5589417E-002
  -0.2255370E+001   0.8789530E-003
  -0.1642495E+001   0.1130733E-001
  -0.1179895E+001   0.1844420E-001
  -0.1099498E+001  -0.1933629E-001
  -0.3916886E+001   0.2865731E+000
  -0.9669829E+001   0.2232115E+001
  -0.1426007E+002   0.2990707E+001
  -0.7319615E+001   0.1408215E+001
  -0.1988959E+001   0.1033773E+001
  -0.8492675E+000   0.2332915E-001
   0.1187779E+000   0.3276885E-001
   0.1093730E+001   0.3231712E+000
   0.1906358E+001   0.8667195E+000
   0.6239483E+001   0.1687917E+001
   0.1462367E+002   0.3563870E+001
   0.3427009E+002   0.1286757E+002
   0.6557459E+002   0.3074307E+002
   0.7926477E+002   0.4344766E+002
   0.4757161E+002   0.1181921E+002
   0.9108506E+001   0.8045778E+001
   0.4141030E+000   0.2832229E+001
  -0.2184059E+001  -0.1673091E+000
  -0.6832528E+001   0.3196644E+000
  -0.2393899E+002  -0.4230144E+001
  -0.2211752E+002  -0.8819757E+001
  -0.3051659E+000   0.2595432E+001
   0.1130173E+002   0.8996694E+001
   0.1954506E+002   0.6779913E+001
   0.1477059E+002   0.4644327E+001
   0.1689923E+002   0.5846617E+001
  -0.7731040E+000   0.1152826E+002
  -0.8119559E+001   0.9253882E+000
  -0.1205620E+002   0.4909540E+000
  -0.8371282E+001  -0.2836942E-001
  -0.5088666E+001   0.4279845E-002
  -0.3598090E+001  -0.4251728E-002
  -0.2757655E+001  -0.3176912E-002
  -0.4630714E+001   0.6500508E-001
  -0.7403226E+001   0.4490080E-001
  -0.5083948E+001   0.3100699E-001
  -0.2673870E+001  -0.1980944E-002
  -0.2155860E+001   0.1819931E-002
  -0.1657098E+001   0.4434273E-002
  -0.1125931E+001   0.8684993E-002
  -0.1405149E+001   0.4165578E-001
  -0.3174964E+001   0.1657176E+000
  -0.6728026E+001   0.8824413E+000
  -0.4912387E+001   0.1364847E+001
  -0.1736187E+001   0.1484749E+001
  -0.7259675E+000   0.4120337E-001
   0.3843094E-002  -0.4194686E-001
   0.1440441E+000   0.4549342E-001
   0.1737695E+000   0.3457046E+000
   0.1578721E+001   0.1763039E+001
   0.6745965E+001   0.5333487E+001
