# ~alp d~p/dz   Phi_p_sgs,z
   0.1805882E+002   0.1380155E+002
   0.5254354E+001   0.4828615E+001
  -0.4866694E+000   0.6208610E+001
  -0.4012783E+001   0.6817069E+001
  -0.4656159E+001   0.7475032E+001
  -0.3876758E+001   0.3946177E+001
  -0.2354675E+001   0.9769072E+000
  -0.9737970E+000  -0.1555001E+000
   0.2709088E+001   0.1511638E+002
   0.1134399E+002   0.3456654E+002
   0.1622511E+002   0.4267950E+002
   0.8113676E+001   0.4629879E+002
  -0.3476019E+001   0.3046922E+002
  -0.1248469E+002   0.1763919E+002
  -0.1854548E+002   0.9978214E+001
  -0.2298212E+002   0.3830010E+001
  -0.2418461E+002   0.2051627E+001
  -0.2137094E+002   0.8112939E+000
  -0.1782509E+002   0.2486144E+000
  -0.1215957E+002  -0.3014344E+000
  -0.6389065E+001  -0.2030807E-001
  -0.3444209E+001   0.3043383E-001
  -0.3915317E+001   0.3896470E+000
  -0.6982207E+001   0.1080475E+001
  -0.1036674E+002   0.1199805E+001
  -0.1265122E+002   0.9782739E+000
  -0.1176459E+002   0.4291110E+000
  -0.1075696E+002   0.1130361E+001
  -0.7998114E+001   0.2115732E+001
  -0.5752510E+001   0.2763863E+001
  -0.3400864E+001   0.6854434E+001
   0.6522252E-001   0.1053122E+002
   0.2749068E+001   0.1053630E+002
   0.5170961E+001   0.1030477E+002
   0.1019490E+002   0.9200907E+001
   0.3020754E+002   0.1917626E+002
   0.6392313E+002   0.2983730E+002
   0.8191963E+002   0.3221872E+002
   0.6756568E+002   0.3610905E+002
   0.3852944E+002   0.2280044E+002
   0.1188178E+002   0.1680081E+002
   0.1107093E+001   0.4707337E+001
  -0.3343021E+001   0.1207007E+001
  -0.5438285E+001   0.9660592E+000
  -0.5030471E+001   0.1005968E+001
  -0.3540501E+001   0.9567994E+000
  -0.2854826E+001   0.5108531E+000
  -0.2188462E+001   0.8000462E-001
  -0.3995031E+000   0.1142656E+002
   0.4064634E+001   0.2144521E+002
   0.7595583E+001   0.2642193E+002
   0.5786139E+001   0.3426997E+002
   0.2421076E+000   0.3803916E+002
  -0.9323452E+001   0.3361649E+002
  -0.1472568E+002   0.2333553E+002
  -0.1625127E+002   0.3506304E+001
  -0.1488883E+002  -0.7629726E-001
  -0.1348125E+002   0.4632795E-001
  -0.1131506E+002  -0.3188788E-001
  -0.8335400E+001  -0.7660139E-001
  -0.5256082E+001  -0.1303095E-001
  -0.3225895E+001  -0.4439374E-002
  -0.2165839E+001   0.2806097E-002
  -0.2985215E+001   0.1688623E+000
  -0.6138704E+001   0.4953969E+000
  -0.1014263E+002   0.7836537E+000
  -0.1274683E+002   0.1092839E+001
  -0.1252107E+002   0.1533214E+001
  -0.9063654E+001   0.2593819E+001
  -0.6029967E+001   0.2822070E+001
  -0.3481978E+001   0.5114536E+001
  -0.1287121E+001   0.5715311E+001
   0.1866644E+001   0.5457696E+001
   0.5908442E+001   0.5219220E+001
   0.1182166E+002   0.5861645E+001
   0.2656413E+002   0.1614428E+002
   0.5012416E+002   0.2969313E+002
   0.6295404E+002   0.3493030E+002
   0.5407320E+002   0.3864190E+002
   0.2972238E+002   0.2489186E+002
   0.1850968E+002   0.2804558E+002
   0.2804526E+001   0.1842798E+002
  -0.5074886E+001   0.8100829E+001
  -0.6600968E+001   0.2438082E+001
  -0.6769438E+001   0.1245868E+001
  -0.8158159E+001   0.3055468E+000
  -0.8297912E+001   0.1053101E+001
  -0.4470355E+001   0.9165991E+000
   0.1785329E+001   0.6940491E+001
   0.6987153E+001   0.1121671E+002
   0.1226850E+002   0.1370595E+002
   0.1351421E+002   0.2625244E+002
   0.7867798E+001   0.4044173E+002
  -0.5765575E+001   0.4341353E+002
  -0.1163093E+002   0.2866404E+002
  -0.1144295E+002   0.4005414E+001
  -0.1037115E+002   0.1700829E-001
  -0.9817507E+001  -0.1259687E+000
  -0.8619707E+001  -0.1393211E+000
  -0.6695238E+001  -0.7431188E-001
  -0.4993860E+001  -0.3726072E-001
  -0.3513088E+001  -0.1968646E-001
  -0.2171957E+001  -0.4704265E-002
  -0.1589354E+001   0.1060805E-001
  -0.3002424E+001   0.1029309E+000
  -0.6345089E+001   0.4918267E+000
  -0.1005676E+002   0.1294588E+001
  -0.1308721E+002   0.2262322E+001
  -0.9980687E+001   0.2358113E+001
  -0.6280262E+001   0.1345475E+001
  -0.2985019E+001   0.1701884E+001
  -0.1368791E+001   0.1176859E+001
   0.6728985E+000   0.1420383E+001
   0.4083396E+001   0.2489881E+001
   0.8209896E+001   0.4418304E+001
   0.1554959E+002   0.1414629E+002
   0.2714964E+002   0.2346298E+002
   0.3888997E+002   0.3127285E+002
   0.4369802E+002   0.3414113E+002
   0.3519899E+002   0.3119754E+002
   0.1912264E+002   0.2737464E+002
   0.3465903E+001   0.2002806E+002
  -0.4101443E+001   0.7872415E+001
  -0.5255518E+001   0.2067170E+001
  -0.9214612E+001   0.4975194E+000
  -0.1365463E+002   0.1573354E+000
  -0.1245949E+002   0.7916823E+000
  -0.3729359E+001   0.4835733E+000
   0.5171789E+001   0.6365728E+001
   0.1193412E+002   0.8515007E+001
   0.1810323E+002   0.8928546E+001
   0.1800731E+002   0.2059565E+002
   0.8689734E+001   0.3573188E+002
  -0.5146857E+001   0.3816094E+002
  -0.1049857E+002   0.2372495E+002
  -0.1079291E+002   0.3303248E+001
  -0.8240936E+001  -0.1545083E+000
  -0.6635852E+001  -0.2589226E+000
  -0.5634372E+001  -0.1231216E+000
  -0.5722285E+001   0.3167938E-001
  -0.5233837E+001   0.2669058E-001
  -0.4222347E+001   0.2320488E-001
  -0.2583006E+001   0.3448796E-002
  -0.1720069E+001   0.1820439E-001
  -0.1581497E+001   0.1017089E-001
  -0.3124863E+001   0.1633175E+000
  -0.6138929E+001   0.1012465E+001
  -0.1026397E+002   0.2177925E+001
  -0.9446217E+001   0.2630761E+001
  -0.6013075E+001   0.1344350E+001
  -0.2516092E+001   0.1119935E+001
  -0.8153133E+000   0.5447899E+000
   0.6223219E-001   0.7211729E+000
   0.1029177E+001   0.1198200E+001
   0.2464900E+001   0.2632955E+001
   0.4469420E+001   0.4923586E+001
   0.9486624E+001   0.7394888E+001
   0.1735989E+002   0.1376764E+002
   0.3107526E+002   0.1839288E+002
   0.3262141E+002   0.2439462E+002
   0.3035517E+002   0.1978555E+002
   0.1316474E+002   0.1682089E+002
  -0.7483793E+000   0.8237151E+001
  -0.4733543E+001   0.3381305E+001
  -0.9292642E+001   0.1309552E+001
  -0.1214916E+002   0.2402285E+001
  -0.8649728E+001   0.3607518E+001
   0.4826478E+000   0.3693089E+001
   0.7616821E+001   0.8659602E+001
   0.1142248E+002   0.9770993E+001
   0.1378716E+002   0.9156832E+001
   0.1006640E+002   0.1510475E+002
   0.1196923E+001   0.1926671E+002
  -0.7186473E+001   0.1798913E+002
  -0.1027914E+002   0.8854973E+001
  -0.1043733E+002   0.1441442E+001
  -0.6769612E+001   0.7710935E-002
  -0.4565480E+001  -0.3969897E-001
  -0.4204584E+001  -0.1411675E-001
  -0.5672039E+001   0.1452771E+000
  -0.5931828E+001   0.1100458E+000
  -0.5327741E+001   0.9248502E-001
  -0.3365975E+001   0.1923933E-001
  -0.2162614E+001   0.1840130E-001
  -0.1732900E+001   0.2415588E-001
  -0.1741862E+001   0.4444795E-001
  -0.3013104E+001   0.3989624E+000
  -0.6317004E+001   0.1315739E+001
  -0.7636400E+001   0.2399259E+001
  -0.5496486E+001   0.1353825E+001
  -0.2546905E+001   0.7647060E+000
  -0.7530834E+000   0.3832425E+000
  -0.1880641E+000   0.5029859E-001
   0.1492757E+000   0.2439658E+000
   0.5144754E+000   0.8790731E+000
   0.1230353E+001   0.2233371E+001
   0.3507471E+001   0.5641557E+001
   0.9228101E+001   0.1303290E+002
   0.2533446E+002   0.1793710E+002
   0.3533032E+002   0.2092796E+002
   0.2015496E+002   0.4458673E+001
   0.1184033E+002   0.6118612E+001
   0.2697340E+001   0.5497041E+001
  -0.2041889E+001   0.4562068E+001
  -0.4548767E+001   0.1195784E+001
  -0.3172296E+001   0.4594279E+001
   0.1368153E+001   0.9107921E+001
   0.4722896E+001   0.1262071E+002
   0.5248126E+001   0.1323967E+002
   0.5894647E+001   0.7917669E+001
   0.5735684E+001   0.5337758E+001
   0.1859340E+001   0.5298539E+001
  -0.3344046E+001   0.3713294E+001
  -0.7313994E+001   0.1943006E+001
  -0.8342510E+001   0.3601437E+000
  -0.8796999E+001   0.4066357E+000
  -0.6098128E+001   0.1115318E+000
  -0.4498560E+001   0.6251795E-001
  -0.3954675E+001   0.5394129E-001
  -0.6520184E+001   0.2425182E+000
  -0.7174883E+001   0.1887370E+000
  -0.6876508E+001   0.1541656E+000
  -0.4402200E+001   0.3266307E-001
  -0.2910899E+001   0.4461104E-001
  -0.2553192E+001   0.4600337E-001
  -0.2182885E+001   0.4772347E-001
  -0.2774016E+001   0.2405615E+000
  -0.4512980E+001   0.6304480E+000
  -0.6516831E+001   0.2098294E+001
  -0.5364947E+001   0.1692975E+001
  -0.3106351E+001   0.9062351E+000
  -0.1199524E+001   0.3767096E+000
  -0.5114996E+000  -0.1478981E-001
  -0.1368933E+000   0.1854536E+000
   0.1203848E+000   0.1200507E+001
   0.6620342E+000   0.4242460E+001
   0.1699029E+001   0.6409540E+001
   0.3894045E+001   0.8563441E+001
   0.1123745E+002   0.8611322E+001
   0.1810613E+002   0.6289956E+001
   0.1771088E+002   0.6370679E+001
   0.1272458E+002   0.6490153E+001
   0.6210392E+001   0.6548540E+001
   0.1420016E+001   0.4106908E+001
   0.5233644E+000   0.3597654E+001
   0.1819504E+001   0.1381089E+002
   0.4199431E+001   0.2269632E+002
   0.4478789E+001   0.2602376E+002
   0.3304500E+001   0.1696598E+002
   0.2278595E+001   0.5678960E+001
   0.1099556E+001   0.1237019E+001
  -0.1243878E+001   0.9597804E+000
  -0.3905204E+001   0.7201766E+000
  -0.5517112E+001  -0.3117792E-001
  -0.5766371E+001  -0.2735926E+000
  -0.5973996E+001  -0.2498645E+000
  -0.4622530E+001  -0.2262731E+000
  -0.3959307E+001  -0.1044577E+000
  -0.4086216E+001   0.2816677E-002
  -0.8383276E+001   0.2348602E+000
  -0.9161195E+001   0.1865835E+000
  -0.8885592E+001   0.1472148E+000
  -0.5378637E+001   0.7200058E-001
  -0.4046328E+001   0.1516912E+000
  -0.4055660E+001   0.1629331E+000
  -0.3894229E+001   0.1996737E+000
  -0.4479889E+001   0.4057452E+000
  -0.5363250E+001   0.5212413E+000
  -0.6473429E+001   0.1297481E+001
  -0.5546474E+001   0.1319557E+001
  -0.3680797E+001   0.8658296E+000
  -0.1832557E+001   0.3748533E+000
  -0.8160340E+000   0.1025624E+000
  -0.1267898E+000   0.4775569E+000
   0.3508768E+000   0.3250997E+001
   0.9393608E+000   0.7149898E+001
   0.8805355E+000   0.8240114E+001
   0.7566204E+000   0.8107567E+001
   0.2889172E+001   0.9894271E+001
   0.1059828E+002   0.8131011E+001
   0.1221696E+002   0.8584745E+001
   0.9970470E+001   0.7070319E+001
   0.6562945E+001   0.6152092E+001
   0.2211366E+001   0.3506108E+001
   0.2296741E+000   0.4597502E+001
  -0.1320345E+001   0.1466545E+002
  -0.1237433E+001   0.2385162E+002
  -0.5762390E+000   0.2585257E+002
  -0.1535213E+000   0.1632869E+002
  -0.4024828E+000   0.5031689E+001
  -0.1344186E+001   0.6868380E+000
  -0.2583835E+001   0.5877486E+000
  -0.3168497E+001   0.7062505E+000
  -0.2916901E+001   0.5532520E+000
  -0.2714568E+001   0.4566693E+000
  -0.3058895E+001   0.4053025E+000
  -0.3374199E+001   0.3659292E+000
  -0.3555028E+001   0.2972122E+000
  -0.5140139E+001   0.1661398E+000
  -0.1067171E+002   0.2837777E+000
  -0.1130658E+002   0.1978524E+000
  -0.1065503E+002   0.1546417E+000
  -0.6385668E+001   0.3649360E+000
  -0.5961813E+001   0.5477738E+000
  -0.6338151E+001   0.5113796E+000
  -0.6974446E+001   0.5047009E+000
  -0.7929554E+001   0.6745750E+000
  -0.8259237E+001   0.5521186E+000
  -0.7738329E+001   0.6152538E+000
  -0.5783770E+001   0.7353240E+000
  -0.4018070E+001   0.6608683E+000
  -0.1960626E+001   0.2607757E+000
  -0.4892547E+000   0.5188144E-001
   0.5467870E+000   0.6226133E+000
   0.1417358E+001   0.3784132E+001
   0.2073745E+001   0.7582939E+001
   0.1473882E+001   0.8599441E+001
   0.3379061E-001   0.8089705E+001
   0.2572344E+000   0.9784524E+001
   0.5638705E+001   0.9547940E+001
   0.1962340E+001   0.9220207E+001
   0.2073822E+001   0.5881127E+001
   0.1890522E+001   0.4106184E+001
   0.1751997E+000   0.1844744E+001
  -0.1825535E+001   0.3548436E+001
  -0.4497848E+001   0.1007583E+002
  -0.6497428E+001   0.1677610E+002
  -0.6443263E+001   0.1870566E+002
  -0.5369803E+001   0.1331033E+002
  -0.4148317E+001   0.5606339E+001
  -0.3493172E+001   0.1837056E+001
  -0.2913686E+001   0.1644098E+001
  -0.2050734E+001   0.2551134E+001
  -0.1151298E+001   0.3887074E+001
  -0.8000494E+000   0.4763986E+001
  -0.1410367E+001   0.4452123E+001
  -0.3053788E+001   0.3808580E+001
  -0.5056768E+001   0.2773752E+001
  -0.7692393E+001   0.1362854E+001
  -0.1142644E+002   0.2796619E+000
  -0.1099498E+002  -0.3006516E-001
  -0.9848234E+001  -0.2993246E-002
  -0.7951457E+001   0.6444277E+000
  -0.8579509E+001   0.7682351E+000
  -0.9269269E+001   0.6349553E+000
  -0.1221652E+002   0.2204655E+001
  -0.1624054E+002   0.6371368E+001
  -0.1669397E+002   0.7720075E+001
  -0.1299012E+002   0.6643005E+001
  -0.7589441E+001   0.3691257E+001
  -0.4369042E+001   0.1333235E+001
  -0.1731847E+001   0.1492699E+001
   0.4939304E+000   0.9319598E+000
   0.1707342E+001   0.1239171E+001
   0.1776034E+001   0.3497715E+001
   0.1341502E+001   0.5895850E+001
   0.1438829E+000   0.6742056E+001
  -0.1680085E+001   0.5762945E+001
  -0.2760253E+001   0.7108604E+001
  -0.6998557E+000   0.8518137E+001
  -0.1507220E+001   0.4569831E+001
  -0.8153932E+000   0.3207507E+001
  -0.7819019E+000   0.1443484E+001
  -0.1646490E+001   0.6642514E+000
  -0.2926489E+001   0.1092846E+001
  -0.4713254E+001   0.2261102E+001
  -0.6720909E+001   0.4585778E+001
  -0.7780240E+001   0.6056329E+001
  -0.7577394E+001   0.6028361E+001
  -0.6000289E+001   0.3842201E+001
  -0.4173496E+001   0.2483446E+001
  -0.2364668E+001   0.3976177E+001
  -0.6561112E+000   0.7109260E+001
   0.1131971E+001   0.9612049E+001
   0.2564634E+001   0.8696604E+001
   0.1924509E+001   0.5886478E+001
  -0.1497227E+001   0.4197880E+001
  -0.5732960E+001   0.3163620E+001
  -0.8991046E+001   0.1866238E+001
  -0.1019040E+002   0.2763441E+000
  -0.9336488E+001   0.1332077E+000
  -0.9535506E+001   0.7313744E+000
  -0.1049031E+002   0.1339461E+001
  -0.1411927E+002   0.1984157E+001
  -0.1727786E+002   0.5499786E+001
  -0.1997116E+002   0.1009359E+002
  -0.1906244E+002   0.1269151E+002
  -0.1530397E+002   0.1060960E+002
  -0.1108793E+002   0.7250868E+001
  -0.6966636E+001   0.3552189E+001
  -0.4837973E+001   0.1166933E+001
  -0.2419924E+001   0.2067843E+001
   0.7817562E+000   0.1158201E+001
   0.2238110E+001   0.1507709E+001
   0.1174313E+001   0.2557954E+001
  -0.2275843E+000   0.2630402E+001
  -0.1401840E+001   0.2921710E+001
  -0.2714674E+001   0.1892454E+001
  -0.3506389E+001   0.2650259E+001
  -0.3007633E+001   0.4345621E+001
  -0.1557979E+001   0.7994549E-001
  -0.1285148E+001   0.7295049E-001
  -0.1265895E+001   0.9187495E-001
  -0.1766544E+001   0.2500408E+000
  -0.2286014E+001   0.2991276E+000
  -0.3155866E+001   0.1376268E+000
  -0.4321759E+001   0.3310480E+000
  -0.5194395E+001   0.7671563E+000
  -0.4891296E+001   0.9850648E+000
  -0.3781116E+001   0.8209950E+000
  -0.2683199E+001   0.1598492E+001
  -0.1693930E+001   0.5619246E+001
   0.5377070E+000   0.1052656E+002
   0.4414273E+001   0.1230937E+002
   0.6682602E+001   0.9724854E+001
   0.4504189E+001   0.6018973E+001
  -0.3203053E+000   0.3574056E+001
  -0.5519375E+001   0.1905172E+001
  -0.9101944E+001   0.1476449E+001
  -0.8946232E+001   0.7137984E+000
  -0.8145838E+001   0.1111998E+001
  -0.8274262E+001   0.1687020E+001
  -0.1028685E+002   0.1398199E+001
  -0.1448411E+002   0.3919477E+001
  -0.1540285E+002   0.7025574E+001
  -0.1261809E+002   0.7464090E+001
  -0.7904846E+001   0.6702948E+001
  -0.6423516E+001   0.5289787E+001
  -0.6842507E+001   0.4695476E+001
  -0.7053759E+001   0.2762138E+001
  -0.7017314E+001   0.8123353E+000
  -0.5948684E+001   0.1228447E+001
  -0.2672779E+001  -0.4438438E+000
  -0.6617083E+000  -0.1847938E+000
  -0.7226468E+000  -0.2352443E+000
  -0.1360622E+001   0.2751823E+000
