# ~alp d~p/dy   Phi_p_sgs,y
   0.5577682E+001  -0.3268548E+001
   0.6741795E+001  -0.7043196E+001
   0.5378327E+001  -0.9942161E+001
   0.6452159E+000  -0.1370886E+002
  -0.7623980E+001  -0.1738196E+002
  -0.1377189E+002  -0.1404877E+002
  -0.1415271E+002  -0.1242526E+002
  -0.1267946E+002  -0.9211304E+001
  -0.9286211E+001  -0.4811330E+001
  -0.6059300E+001  -0.5276494E+001
  -0.3673708E+001  -0.6632344E+001
  -0.1748699E+001  -0.7286376E+001
  -0.4434915E-001  -0.5795146E+001
   0.5858689E+000  -0.1518773E+001
   0.5743321E+000  -0.2054908E+000
   0.5716911E+000  -0.2757923E+000
   0.3942521E+000  -0.4961007E+000
  -0.9836586E-001  -0.1984336E+000
  -0.7030634E+000   0.1269705E-002
  -0.1655082E+001  -0.2013696E+001
  -0.3068020E+001  -0.3742309E+001
  -0.4386805E+001  -0.3397153E+001
  -0.5266900E+001  -0.3587532E+001
  -0.6837367E+001  -0.3752893E+001
  -0.1281790E+002  -0.1811023E+002
  -0.2313888E+002  -0.3082236E+002
  -0.1532642E+002  -0.2420565E+002
   0.6381485E+001  -0.1679870E+002
   0.2838090E+002  -0.7106743E+001
   0.3413224E+002   0.4033761E+002
   0.3273590E+002   0.5864910E+002
   0.3185230E+002   0.5287822E+002
   0.2902067E+002   0.4392452E+002
   0.2408392E+002   0.3528164E+002
   0.1616857E+002   0.1661105E+002
   0.8454205E+001   0.5861890E+001
   0.5100204E+001   0.6950916E+000
   0.4093418E+001  -0.3965918E+000
   0.4262010E+001  -0.5806280E+000
   0.4372527E+001  -0.2467941E+000
   0.8117145E+001  -0.1366642E+001
   0.9509957E+001  -0.4320635E+001
   0.1013027E+002  -0.5077684E+001
   0.7562231E+001  -0.9427218E+001
   0.2901065E+001  -0.1571551E+002
  -0.2461078E+001  -0.1316408E+002
  -0.4973395E+001  -0.1403680E+002
  -0.4422599E+001  -0.1267096E+002
  -0.3590145E+001  -0.5167201E+001
  -0.3724876E+001  -0.4111045E+001
  -0.3245514E+001  -0.4615844E+001
  -0.1739620E+001  -0.4940434E+001
   0.4321400E+000  -0.4386930E+001
   0.1559718E+001  -0.9292951E+000
   0.1695001E+001   0.1221151E+001
   0.1770684E+001   0.1498493E+001
