# ~alp d~p/dz   Phi_p_sgs,z
  -0.9174202E+000   0.7071050E+001
  -0.1727060E+001   0.1879740E+001
  -0.2250234E+001   0.1559809E+001
  -0.3211064E+001   0.6675256E+000
  -0.5617524E+001  -0.1269136E+000
  -0.1033536E+002   0.1648598E+001
  -0.1526584E+002   0.7497233E+001
  -0.1644755E+002   0.1099253E+002
  -0.1351554E+002   0.1004922E+002
  -0.9258384E+001   0.9234449E+001
  -0.6996499E+001   0.5402400E+001
  -0.6160164E+001   0.3296194E+001
  -0.6464086E+001   0.3706390E+001
  -0.6252076E+001   0.3478874E+001
  -0.3958990E+001   0.3795753E+001
  -0.8942798E+000   0.3656033E+001
   0.2403147E+001   0.3900044E+001
   0.6290588E+001   0.6177677E+001
   0.1102024E+002   0.1063406E+002
   0.1414997E+002   0.1293770E+002
   0.1591776E+002   0.1399901E+002
   0.1630891E+002   0.1522582E+002
   0.1542463E+002   0.1703190E+002
   0.1373736E+002   0.1847019E+002
   0.1186018E+002   0.2086857E+002
   0.1009905E+002   0.2475037E+002
   0.6597146E+001   0.2517108E+002
   0.1673110E+001   0.2264791E+002
  -0.2365868E+001   0.2141507E+002
  -0.4990320E+001   0.1813043E+002
  -0.3888087E+001   0.1070979E+002
   0.1560009E+001   0.1099294E+002
   0.8537850E+001   0.2541714E+002
   0.1839058E+002   0.5074404E+002
   0.3263772E+002   0.8927137E+002
   0.4470316E+002   0.1213990E+003
   0.4049539E+002   0.1297429E+003
   0.2622026E+002   0.1149389E+003
   0.1182132E+002   0.7971389E+002
   0.2581561E+001   0.3556944E+002
  -0.5609880E+000   0.5939753E+001
  -0.1147249E+001   0.1305762E+001
  -0.1306505E+001   0.3297496E+001
  -0.1561718E+001   0.5427344E+001
  -0.2361653E+001   0.5482694E+001
  -0.4088911E+001   0.6065164E+001
  -0.5593581E+001   0.1098165E+002
  -0.5271486E+001   0.1341130E+002
  -0.3042428E+001   0.1115806E+002
  -0.1680595E+001   0.1103698E+002
  -0.2876165E+001   0.7016567E+001
  -0.5076218E+001   0.2774843E+001
  -0.7578931E+001   0.3875781E+001
  -0.8259490E+001   0.4493250E+001
  -0.5881581E+001   0.3856645E+001
  -0.2801051E+001   0.4160317E+001
   0.2515708E+000   0.5509653E+001
   0.4145600E+001   0.8105616E+001
   0.9510637E+001   0.1296096E+002
   0.1359020E+002   0.1541590E+002
   0.1677899E+002   0.1523830E+002
   0.1796622E+002   0.1310455E+002
   0.1727887E+002   0.1028986E+002
   0.1703308E+002   0.9487540E+001
   0.1514081E+002   0.1288007E+002
   0.1142054E+002   0.2017765E+002
   0.5680789E+001   0.2630010E+002
  -0.1737872E+001   0.2784542E+002
  -0.5349423E+001   0.2543078E+002
  -0.5128936E+001   0.2219688E+002
  -0.2136309E+001   0.1401611E+002
   0.3838306E+001   0.1259942E+002
   0.8877694E+001   0.2584298E+002
   0.1440725E+002   0.5033014E+002
   0.2447363E+002   0.8803066E+002
   0.3603281E+002   0.1186566E+003
   0.3595376E+002   0.1252892E+003
   0.2512967E+002   0.1093814E+003
   0.1186361E+002   0.7494552E+002
   0.2742970E+001   0.3323989E+002
   0.6908992E+000   0.1986398E+002
   0.8751638E+000   0.2579401E+002
   0.2235456E+001   0.3116891E+002
   0.2853390E+001   0.3055918E+002
   0.3086254E+001   0.2880680E+002
   0.3533505E+001   0.2251443E+002
   0.3932261E+001   0.2224271E+002
   0.4342379E+001   0.2135342E+002
   0.4587096E+001   0.1682732E+002
   0.3429537E+001   0.1431354E+002
   0.1934849E+000   0.8980360E+001
  -0.4058880E+001   0.3778858E+001
  -0.6915101E+001   0.5257799E+001
  -0.7859644E+001   0.5568967E+001
  -0.5515558E+001   0.2628669E+001
  -0.2890547E+001   0.2198184E+001
  -0.1014701E+001   0.3624968E+001
   0.1865272E+001   0.6602820E+001
   0.6344544E+001   0.1207287E+002
   0.9833085E+001   0.1616120E+002
   0.1350606E+002   0.1684382E+002
   0.1557900E+002   0.1448204E+002
   0.1590549E+002   0.1091855E+002
   0.1623938E+002   0.8205731E+001
   0.1200725E+002   0.1235121E+002
   0.5634973E+001   0.2067470E+002
  -0.1669276E+001   0.2821563E+002
  -0.8769357E+001   0.3141276E+002
  -0.1007975E+002   0.2893282E+002
  -0.6624250E+001   0.2592330E+002
  -0.1934096E+001   0.1700034E+002
   0.2575534E+001   0.1214635E+002
   0.4494145E+001   0.1668656E+002
   0.5639355E+001   0.2990301E+002
   0.9109930E+001   0.6060938E+002
   0.1566543E+002   0.9055183E+002
   0.1766141E+002   0.1007343E+003
   0.1384692E+002   0.8977981E+002
   0.8058365E+001   0.6509478E+002
   0.2975078E+001   0.3580497E+002
   0.4857946E+001   0.8652487E+002
