# ~alp d~p/dz   Phi_p_sgs,z
  -0.1080343E+001   0.1224115E+002
  -0.2010282E+001   0.3930421E+001
  -0.2772124E+001   0.3595453E+001
  -0.4044109E+001   0.2451539E+001
  -0.5903988E+001   0.1847047E+001
  -0.8761007E+001   0.3879405E+001
  -0.1187426E+002   0.7466124E+001
  -0.1324784E+002   0.8283252E+001
  -0.1178581E+002   0.7650731E+001
  -0.9797811E+001   0.8346843E+001
  -0.7772714E+001   0.7631277E+001
  -0.5896788E+001   0.7267470E+001
  -0.4783121E+001   0.6015240E+001
  -0.3485924E+001   0.6365936E+001
  -0.1938077E+001   0.6414950E+001
  -0.3709396E+000   0.6637279E+001
   0.9846349E+000   0.5886956E+001
   0.3400808E+001   0.7536793E+001
   0.6284351E+001   0.1001545E+002
   0.8169325E+001   0.1085394E+002
   0.9067142E+001   0.1267449E+002
   0.9874080E+001   0.1662351E+002
   0.1069279E+002   0.2099330E+002
   0.9565755E+001   0.2227989E+002
   0.7546386E+001   0.2398431E+002
   0.5309536E+001   0.2636876E+002
   0.2066826E+001   0.2535257E+002
  -0.1933496E+001   0.2132889E+002
  -0.5030142E+001   0.1872896E+002
  -0.5540115E+001   0.1602842E+002
  -0.3750114E+001   0.1184014E+002
  -0.5075229E-001   0.1439475E+002
   0.3967987E+001   0.2349736E+002
   0.8120442E+001   0.4246951E+002
   0.1364417E+002   0.6467562E+002
   0.1753769E+002   0.8002568E+002
   0.1614648E+002   0.8067172E+002
   0.1080478E+002   0.7340552E+002
   0.5340332E+001   0.5785024E+002
   0.1077170E+001   0.3298409E+002
   0.2508141E+000   0.1400167E+002
  -0.5577222E+000   0.7395257E+001
  -0.9310074E+000   0.8813851E+001
  -0.1473388E+001   0.9578015E+001
  -0.2316025E+001   0.8935825E+001
  -0.3565916E+001   0.9718820E+001
  -0.4866862E+001   0.1120082E+002
  -0.5589639E+001   0.9988333E+001
  -0.5190178E+001   0.8067401E+001
  -0.4732557E+001   0.8085524E+001
  -0.4645115E+001   0.7029591E+001
  -0.4883505E+001   0.5420549E+001
  -0.5331847E+001   0.4563604E+001
  -0.5414836E+001   0.5302534E+001
  -0.4548604E+001   0.5278297E+001
  -0.2916614E+001   0.5478270E+001
  -0.1196150E+001   0.5615353E+001
   0.1398664E+001   0.7710171E+001
   0.4492517E+001   0.1041832E+002
   0.6447350E+001   0.1186294E+002
   0.7918686E+001   0.1175555E+002
   0.9339059E+001   0.1156885E+002
   0.1070480E+002   0.1250574E+002
   0.1037027E+002   0.1275353E+002
   0.8118955E+001   0.1485952E+002
   0.5200703E+001   0.1926399E+002
   0.1122138E+001   0.2257079E+002
  -0.3405211E+001   0.2236692E+002
  -0.6307001E+001   0.2104464E+002
  -0.6207642E+001   0.1853010E+002
  -0.3811437E+001   0.1358982E+002
   0.2337142E+000   0.1529969E+002
   0.3906595E+001   0.2500177E+002
   0.6903539E+001   0.4468096E+002
   0.1098170E+002   0.6692126E+002
   0.1439476E+002   0.8255679E+002
   0.1406006E+002   0.8299233E+002
   0.1015239E+002   0.7441646E+002
   0.6029751E+001   0.5741306E+002
   0.2261052E+001   0.3319512E+002
   0.2669587E+001   0.4395152E+002
   0.2675174E+001   0.4411091E+002
   0.3279486E+001   0.4825614E+002
   0.2959191E+001   0.4450029E+002
   0.2448340E+001   0.3703020E+002
   0.2532569E+001   0.2806646E+002
   0.2002148E+001   0.2285069E+002
   0.9002998E+000   0.1782662E+002
   0.8929816E-001   0.1341909E+002
  -0.6477070E+000   0.1105394E+002
  -0.2326643E+001   0.8769141E+001
  -0.4318391E+001   0.5921853E+001
  -0.5450007E+001   0.5020010E+001
  -0.6138832E+001   0.5782401E+001
  -0.5716130E+001   0.5118386E+001
  -0.3969113E+001   0.4102800E+001
  -0.2219670E+001   0.4689857E+001
  -0.2109226E+000   0.7687147E+001
   0.2792286E+001   0.1080530E+002
   0.5055111E+001   0.1285136E+002
   0.6806263E+001   0.1310772E+002
   0.8411432E+001   0.1247069E+002
   0.1019683E+002   0.1162001E+002
   0.9707463E+001   0.1104306E+002
   0.6279791E+001   0.1371767E+002
   0.2320042E+001   0.1871301E+002
  -0.2282374E+001   0.2290139E+002
  -0.6516949E+001   0.2383010E+002
  -0.8279670E+001   0.2336204E+002
  -0.7076529E+001   0.2050297E+002
  -0.4381885E+001   0.1481432E+002
  -0.9031924E+000   0.1417464E+002
   0.1643803E+001   0.2151579E+002
   0.3055103E+001   0.3810855E+002
   0.4981480E+001   0.5856478E+002
   0.7003777E+001   0.7344995E+002
   0.7585871E+001   0.7493754E+002
   0.6533460E+001   0.6865465E+002
   0.5526359E+001   0.6225184E+002
   0.3776520E+001   0.5013307E+002
   0.6324082E+001   0.8753016E+002
   0.8924380E+001   0.9568846E+002
   0.1211510E+002   0.1004959E+003
   0.1182468E+002   0.8583331E+002
   0.1022223E+002   0.6342226E+002
   0.9435460E+001   0.4280431E+002
   0.7514644E+001   0.3042110E+002
   0.4552652E+001   0.2313302E+002
   0.2317995E+001   0.1724393E+002
   0.9491486E+000   0.1346140E+002
  -0.1333684E+001   0.1029823E+002
  -0.3495357E+001   0.6878277E+001
  -0.4616544E+001   0.5850356E+001
  -0.5537712E+001   0.6817213E+001
  -0.5259546E+001   0.5879633E+001
  -0.3688085E+001   0.4448633E+001
  -0.2267126E+001   0.5411389E+001
  -0.3912206E+000   0.7653906E+001
   0.1922383E+001   0.1004108E+002
   0.3449072E+001   0.1238441E+002
   0.4500912E+001   0.1314798E+002
   0.5324799E+001   0.1255837E+002
   0.6614891E+001   0.1111426E+002
   0.5791904E+001   0.1137648E+002
   0.2088437E+001   0.1307828E+002
  -0.1964599E+001   0.1706490E+002
  -0.6436525E+001   0.2161430E+002
  -0.9822555E+001   0.2366544E+002
  -0.1024882E+002   0.2273514E+002
  -0.8197954E+001   0.2076441E+002
  -0.5642230E+001   0.1647607E+002
  -0.2897847E+001   0.1219487E+002
  -0.1079792E+001   0.1092291E+002
  -0.4266144E+000   0.1534120E+002
  -0.1499583E+000   0.2756459E+002
   0.3508322E+000   0.3868980E+002
   0.9906188E+000   0.4145280E+002
   0.1799376E+001   0.4387946E+002
   0.3450738E+001   0.6374560E+002
   0.4965972E+001   0.7645720E+002
   0.9573769E+001   0.1103322E+003
   0.1593957E+002   0.1240107E+003
   0.2192996E+002   0.1277739E+003
   0.2114451E+002   0.1084552E+003
