# ~alp d~p/dz   Phi_p_sgs,z
   0.7513832E+000   0.6078699E+000
  -0.1135064E+001   0.2579504E+000
  -0.1304826E+001  -0.7177920E-001
  -0.2509619E+001  -0.1085403E+000
  -0.3199468E+001   0.3340402E-002
  -0.4145286E+001  -0.1177890E+000
  -0.1623617E+002   0.6844534E+001
  -0.2298640E+002   0.1353819E+002
  -0.1442817E+002   0.8890359E+001
  -0.6985299E+001   0.2747994E+001
  -0.2473383E+001   0.8814187E+000
  -0.1398521E+001  -0.7147714E+000
  -0.1308739E+002  -0.6649804E+001
  -0.3414289E+002   0.5053567E+001
  -0.1071912E+002  -0.8458522E+000
   0.7291740E+000   0.2094481E+001
   0.8057389E+001   0.2580690E+001
   0.1162329E+002   0.1363917E+001
   0.1816171E+002   0.4029578E+000
   0.3839045E+002   0.7368129E+001
   0.5075826E+002   0.1260499E+002
   0.4340299E+002   0.1034429E+002
   0.2768387E+002   0.6466630E+001
   0.1935190E+002   0.7058896E+001
   0.2057688E+002   0.1270231E+002
   0.1863598E+002   0.1116797E+002
   0.3680105E+002   0.2188144E+002
   0.7773862E+002   0.2431890E+002
   0.4264933E+002   0.2688399E+002
   0.5304750E+001   0.1333229E+002
  -0.2176123E+001   0.5350469E+001
  -0.9772802E+000   0.1057037E+001
   0.1564042E+001   0.2305522E+001
   0.1086750E+002   0.1633856E+002
   0.1714858E+003   0.1829077E+003
   0.5431609E+003   0.3006483E+003
   0.4814086E+003   0.3608580E+003
   0.1762490E+003   0.3060724E+003
   0.1525763E+002   0.1088151E+003
   0.1027882E+000   0.1934077E+001
  -0.1323557E+001  -0.3573053E+000
  -0.1656258E+001  -0.3473810E-001
  -0.1404384E+001   0.1834488E+000
  -0.1908743E+001   0.2434402E+000
  -0.2553690E+001   0.1113107E+000
  -0.2872984E+001   0.2256711E-001
  -0.4293563E+001   0.2629805E+001
  -0.7075534E+001   0.1301209E+002
  -0.9317118E+000   0.2113998E+002
   0.1121943E+002   0.9381504E+001
   0.6367370E+001   0.2897328E+000
  -0.5242001E+001  -0.5787453E+001
  -0.3546807E+002   0.6071493E+001
  -0.1436205E+002   0.1195967E+001
  -0.1185165E+001   0.2957766E+000
   0.8262074E+000   0.4108266E+000
   0.4905062E+001   0.5324195E+000
   0.1239369E+002   0.4181610E+001
   0.2471924E+002   0.7566768E+001
   0.2929385E+002   0.1052275E+002
   0.3540065E+002   0.1371607E+002
   0.4558551E+002   0.1120448E+002
   0.4148719E+002   0.4364806E+001
   0.2762265E+002   0.2662254E+001
   0.9777363E+001   0.4349394E+001
  -0.5459825E+001   0.8729984E+001
  -0.3831183E+001   0.3086078E+002
   0.1205020E+002   0.4568729E+002
   0.1432947E+002   0.2371760E+002
   0.2983263E+002  -0.8926115E+000
   0.2707415E+002   0.9414794E+001
   0.9395392E+001   0.6291548E+001
   0.9929050E+001   0.1454105E+001
   0.1763854E+002   0.5954250E+001
   0.8000534E+002   0.8255148E+002
   0.2824425E+003   0.2378556E+003
   0.4733705E+003   0.3009563E+003
   0.2515876E+003   0.3108499E+003
   0.2691445E+002   0.1280567E+003
  -0.1064450E+001   0.7395246E+000
  -0.2662490E+001  -0.2249438E+000
  -0.2346130E+001   0.1916264E+000
  -0.1752397E+001   0.1456750E+001
   0.6429586E-002   0.4484447E+001
   0.4174664E+000   0.5500596E+001
  -0.1161186E+001   0.1722389E+001
  -0.6304979E+000   0.1241995E+001
   0.7701201E+001   0.2235587E+002
   0.3678265E+002   0.4553630E+002
   0.3143414E+002   0.2584781E+002
   0.1021358E+002   0.7239077E+000
  -0.2528791E+001   0.9642784E+000
  -0.1325742E+002   0.6578517E+001
  -0.2952124E+001   0.7118592E+000
  -0.1604373E+001   0.1601057E+000
  -0.1652712E+001   0.1343272E+000
   0.1741896E+001   0.8530952E+000
   0.1935556E+002   0.8368238E+001
   0.3722166E+002   0.1579763E+002
   0.3427472E+002   0.1034440E+002
   0.3104040E+002   0.5743882E+001
   0.3160999E+002   0.7523421E+001
   0.2927517E+002   0.7194077E+001
   0.1892587E+002   0.2909958E+001
   0.3389839E+001   0.2180438E+001
  -0.1770199E+002   0.8153221E+001
  -0.1971476E+002   0.9820392E+001
  -0.2783471E+002   0.1887618E+002
  -0.4394421E+002   0.2058455E+002
  -0.1745871E+002   0.1861921E+002
   0.4531469E+002   0.2002770E+002
   0.2098460E+002   0.2785276E+002
   0.2329070E+001   0.1371494E+001
   0.5980676E+001   0.8989123E+000
   0.1379087E+002   0.3414612E+001
   0.3518090E+002   0.2277899E+002
   0.9125511E+002   0.8045446E+002
   0.6420465E+002   0.1124240E+003
   0.4870953E+001   0.4101951E+002
  -0.2253194E+001  -0.5618417E-001
  -0.4950840E+001   0.6732273E+000
  -0.5696986E+001   0.1467722E+000
  -0.4852101E+001   0.1658145E+001
   0.1911467E+002   0.2628898E+002
   0.5996405E+002   0.3102093E+002
   0.3117415E+002   0.2904334E+002
   0.2328416E+002   0.2539121E+002
   0.5505591E+002   0.3170662E+002
   0.6336205E+002   0.3958916E+002
   0.1965599E+002   0.2419939E+002
   0.2589122E+001   0.1857904E+001
   0.2700584E+001   0.1296851E+002
  -0.7632972E+000   0.1480026E+002
  -0.3947989E+001   0.1754962E+001
  -0.2774206E+001  -0.1651308E-001
  -0.4560552E+001   0.4888751E+000
  -0.3402342E+001   0.2162918E+001
   0.1159731E+002   0.3887216E+001
   0.1865899E+002   0.1103655E+002
   0.2137897E+002   0.6923473E+001
   0.1902055E+002   0.4312618E+001
   0.2300128E+002   0.1014303E+002
   0.3207499E+002   0.9179029E+001
   0.2556477E+002   0.1942192E+001
   0.9266143E+001   0.1804021E+001
  -0.1857418E+002   0.1090041E+002
  -0.9154282E+001   0.7085964E+000
  -0.5337043E+001   0.4323684E+000
  -0.5627462E+001   0.6697141E+000
  -0.1068416E+002   0.1135237E+002
   0.3112830E+002   0.3623167E+002
   0.2670956E+002   0.3904020E+002
  -0.2638482E+001   0.3290313E+001
  -0.1539386E+001   0.3461866E+000
   0.2138764E+000   0.4600772E+000
   0.1766927E+001   0.4875928E+000
   0.2421225E+001   0.1963310E+001
   0.1090608E+001   0.2514196E+001
  -0.6401545E+000   0.7256433E+000
  -0.2028378E+001   0.6633115E+000
  -0.1822230E+002  -0.3162132E+001
  -0.2352848E+002  -0.5086455E+001
  -0.2017603E+002   0.9369267E+000
   0.2847101E+002   0.8307379E+002
   0.1775836E+003   0.6073901E+002
   0.1181959E+003   0.5728443E+002
   0.9919428E+002   0.6361451E+002
   0.6100815E+002   0.4502118E+002
   0.1510423E+002   0.1774616E+002
   0.2446961E+001   0.4333144E+001
  -0.1323729E+001   0.9028649E+000
  -0.5522639E+001   0.1781575E+002
  -0.7059700E+001   0.1881846E+002
  -0.7588723E+001   0.2335014E+001
  -0.5121048E+001  -0.2183339E-001
  -0.6604607E+001   0.9151686E+000
  -0.4535869E+001   0.2742879E+001
   0.7788984E+001   0.7009160E+000
   0.1490461E+002   0.7892634E+001
   0.1578400E+002   0.1151034E+002
   0.7211964E+001   0.6427474E+001
   0.8627709E+001   0.8347409E+001
   0.1789108E+002   0.6111675E+001
   0.1193412E+002   0.5884445E+000
   0.1308879E+002  -0.4960897E+001
  -0.2204867E+002   0.1204256E+002
  -0.9203031E+001   0.5385491E+000
  -0.6997311E+001   0.1893683E+001
  -0.5648978E+001   0.9420289E+001
   0.5909245E+001   0.2247660E+002
   0.3434281E+002   0.2660368E+002
   0.1526840E+002   0.2154774E+002
  -0.3939900E+001   0.2377467E+001
  -0.4541834E+001  -0.2280106E-001
  -0.3002879E+001   0.7299616E-001
  -0.1718700E+001   0.2718351E+000
  -0.1231627E+001   0.2856721E-001
  -0.1040399E+001  -0.1387573E+000
  -0.1180719E+001   0.1613826E+000
