# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.8338150E-002   0.8149575E-004   0.8420584E-002   0.1366003E+003   0.8243365E-004   0.8338373E-004
   0.1051471E-001   0.1317393E-003   0.1064844E-001   0.1095155E+003   0.1337263E-003   0.1357475E-003
   0.2541242E-001   0.6993761E-003   0.2613285E-001   0.4274203E+002   0.7204358E-003   0.7421596E-003
   0.3747956E-001   0.1555067E-002   0.3910797E-001   0.2913158E+002   0.1628412E-002   0.1705446E-002
   0.4238628E-001   0.2033088E-002   0.4453831E-001   0.2574538E+002   0.2152031E-002   0.2279244E-002
   0.3342121E-001   0.1279119E-002   0.3476428E-001   0.3183461E+002   0.1343069E-002   0.1411321E-002
   0.2562559E-001   0.7192179E-003   0.2636849E-001   0.4060527E+002   0.7429029E-003   0.7674995E-003
   0.3184492E-001   0.1167581E-002   0.3306429E-001   0.3446043E+002   0.1219371E-002   0.1273782E-002
   0.3149339E-001   0.1139037E-002   0.3268001E-001   0.3735761E+002   0.1186623E-002   0.1236362E-002
   0.2399771E-001   0.7592355E-003   0.2478757E-001   0.5371765E+002   0.7898574E-003   0.8218716E-003
   0.3479155E-001   0.1439569E-002   0.3630305E-001   0.3403481E+002   0.1511506E-002   0.1587465E-002
   0.9349453E-001   0.9923811E-002   0.1047475E+000   0.1141811E+002   0.1125300E-001   0.1277681E-001
   0.1279439E+000   0.2043069E-001   0.1529346E+000   0.1049927E+002   0.2499064E-001   0.3066980E-001
   0.3049289E-001   0.1920488E-002   0.3268850E-001   0.5070933E+002   0.2195612E-002   0.2527298E-002
   0.1452502E-001   0.2269758E-003   0.1475584E-001   0.7340202E+002   0.2308206E-003   0.2347340E-003
   0.2323829E-001   0.5702735E-003   0.2382379E-001   0.4436054E+002   0.5854973E-003   0.6011533E-003
   0.6743979E-001   0.1296302E-001   0.8586227E-001   0.4260722E+002   0.1842248E-001   0.2671135E-001
   0.2710466E+000   0.1016373E+000   0.4475552E+000   0.1120372E+002   0.1765086E+000   0.3121006E+000
   0.2439611E+000   0.7619235E-001   0.3656323E+000   0.4919655E+001   0.1216712E+000   0.1988487E+000
   0.1641556E+000   0.3050943E-001   0.2026312E+000   0.6110704E+001   0.3847565E-001   0.4872385E-001
   0.1030662E+000   0.1439306E-001   0.1203808E+000   0.1623439E+002   0.1731456E-001   0.2092675E-001
   0.3332788E-001   0.2005106E-002   0.3550719E-001   0.5820531E+002   0.2179305E-002   0.2370611E-002
   0.1183833E-001   0.2225323E-003   0.1206863E-001   0.1063722E+003   0.2302993E-003   0.2384704E-003
   0.1057987E-001   0.1165743E-003   0.1069779E-001   0.9776328E+002   0.1179220E-003   0.1192857E-003
   0.1231919E-001   0.1540312E-003   0.1247520E-001   0.8144277E+002   0.1560100E-003   0.1580146E-003
   0.1724852E-001   0.3287813E-003   0.1758457E-001   0.6164579E+002   0.3360480E-003   0.3435005E-003
   0.4236353E-001   0.2196537E-002   0.4470199E-001   0.2872020E+002   0.2338462E-002   0.2490686E-002
   0.8135066E-001   0.8102221E-002   0.9058144E-001   0.1404686E+002   0.9230777E-002   0.1054891E-001
   0.1033104E+000   0.1272979E-001   0.1180971E+000   0.1124673E+002   0.1478673E-001   0.1720488E-001
   0.5457805E-001   0.4249647E-002   0.5933553E-001   0.2307617E+002   0.4757477E-002   0.5338996E-002
   0.2516289E-001   0.6429120E-003   0.2582294E-001   0.3933770E+002   0.6600465E-003   0.6776453E-003
   0.2051188E-001   0.4238928E-003   0.2094478E-001   0.4812629E+002   0.4329060E-003   0.4421123E-003
   0.2318929E-001   0.5677825E-003   0.2377234E-001   0.4402837E+002   0.5830496E-003   0.5987601E-003
   0.2269145E-001   0.5244797E-003   0.2322859E-001   0.4385347E+002   0.5371406E-003   0.5501135E-003
   0.4548524E-001   0.2532421E-002   0.4819281E-001   0.2619380E+002   0.2707575E-002   0.2896021E-002
   0.6473660E-001   0.4620816E-002   0.6974676E-001   0.1633407E+002   0.5010154E-002   0.5434788E-002
   0.4179579E-001   0.2154937E-002   0.4409543E-001   0.2785052E+002   0.2299645E-002   0.2455704E-002
   0.2016930E-001   0.4224310E-003   0.2060113E-001   0.5046391E+002   0.4318266E-003   0.4414392E-003
   0.1665964E-001   0.2849679E-003   0.1694970E-001   0.6063197E+002   0.2900630E-003   0.2952516E-003
   0.1343441E-001   0.1952953E-003   0.1363275E-001   0.8215528E+002   0.1983426E-003   0.2014393E-003
   0.1749992E-001   0.4013746E-003   0.1791209E-001   0.8527455E+002   0.4121721E-003   0.4232800E-003
   0.2020347E-001   0.4568066E-003   0.2067177E-001   0.5713216E+002   0.4682971E-003   0.4800952E-003
   0.1415611E-001   0.2423890E-003   0.1440348E-001   0.8396746E+002   0.2473658E-003   0.2524575E-003
   0.2737897E-001   0.9631224E-003   0.2838416E-001   0.5061895E+002   0.1005198E-002   0.1049387E-002
   0.3474809E-001   0.1368412E-002   0.3618125E-001   0.3104438E+002   0.1433159E-002   0.1501402E-002
   0.2804939E-001   0.8643387E-003   0.2894449E-001   0.3739355E+002   0.8951025E-003   0.9270869E-003
   0.5082053E-001   0.2800086E-002   0.5379526E-001   0.2089411E+002   0.2974727E-002   0.3160837E-002
   0.4297190E-001   0.2239701E-002   0.4535164E-001   0.2967220E+002   0.2379740E-002   0.2529239E-002
   0.1776060E-001   0.4231769E-003   0.1819915E-001   0.6652901E+002   0.4385513E-003   0.4547180E-003
   0.5262042E-001   0.5181667E-002   0.5860043E-001   0.4138445E+002   0.5980004E-002   0.6921420E-002
   0.1066465E+000   0.1420342E-001   0.1233936E+000   0.1343853E+002   0.1674711E-001   0.1979039E-001
   0.7652318E-001   0.7640450E-002   0.8517061E-001   0.1747315E+002   0.8647430E-002   0.9798532E-002
   0.3662475E-001   0.2079740E-002   0.3891280E-001   0.3441163E+002   0.2288045E-002   0.2524084E-002
   0.1849540E-001   0.3550902E-003   0.1885775E-001   0.5493464E+002   0.3623447E-003   0.3697545E-003
   0.1578119E-001   0.2586336E-003   0.1604428E-001   0.6510427E+002   0.2630905E-003   0.2676264E-003
   0.1289459E-001   0.1790869E-003   0.1307638E-001   0.8271055E+002   0.1817921E-003   0.1845408E-003
   0.3101533E-001   0.4061695E-002   0.3635006E-001   0.9002487E+002   0.5334730E-002   0.7120688E-002
   0.1144365E+000   0.2796919E-001   0.1550567E+000   0.4092052E+002   0.4062023E-001   0.5986162E-001
   0.1143932E+000   0.2152721E-001   0.1426214E+000   0.2183104E+002   0.2822817E-001   0.3736797E-001
   0.1531640E+000   0.2799733E-001   0.1881768E+000   0.9230682E+001   0.3501278E-001   0.4390599E-001
   0.8951365E-001   0.1099351E-001   0.1023375E+000   0.1952467E+002   0.1282383E-001   0.1498955E-001
   0.9275240E-001   0.9981712E-002   0.1040879E+000   0.1263774E+002   0.1133551E-001   0.1288811E-001
   0.7511741E-001   0.8452479E-002   0.8484017E-001   0.2795936E+002   0.9722762E-002   0.1119749E-001
   0.4488599E-001   0.4156302E-002   0.4969325E-001   0.4440292E+002   0.4807257E-002   0.5581403E-002
   0.2558742E-001   0.1034713E-002   0.2668272E-001   0.5682266E+002   0.1095299E-002   0.1160077E-002
   0.2598929E-001   0.9057564E-003   0.2693667E-001   0.5022306E+002   0.9473837E-003   0.9912543E-003
   0.6282681E-001   0.6613373E-002   0.7062931E-001   0.2598784E+002   0.7802503E-002   0.9257136E-002
   0.1555103E+000   0.2869667E-001   0.1917563E+000   0.7163506E+001   0.3624597E-001   0.4596545E-001
   0.8890702E-001   0.1086952E-001   0.1016978E+000   0.1540905E+002   0.1279081E-001   0.1509515E-001
   0.4750536E-001   0.3002888E-002   0.5079563E-001   0.2488855E+002   0.3290274E-002   0.3613535E-002
   0.3735729E-001   0.1865323E-002   0.3934948E-001   0.3344446E+002   0.1992189E-002   0.2129122E-002
   0.2842695E-001   0.9200296E-003   0.2938131E-001   0.3955909E+002   0.9543614E-003   0.9900819E-003
   0.3692361E-001   0.1527944E-002   0.3852465E-001   0.2963469E+002   0.1601033E-002   0.1677908E-002
   0.3716693E-001   0.1591119E-002   0.3883884E-001   0.2993668E+002   0.1671915E-002   0.1757194E-002
   0.6240491E-001   0.4092447E-002   0.6679681E-001   0.1621352E+002   0.4391898E-002   0.4714006E-002
   0.7535034E-001   0.6080030E-002   0.8199504E-001   0.1379631E+002   0.6644699E-002   0.7264143E-002
   0.2826495E-001   0.1271179E-002   0.2962092E-001   0.5508371E+002   0.1355970E-002   0.1447549E-002
   0.1481664E-001   0.2438165E-003   0.1506485E-001   0.7691109E+002   0.2482147E-003   0.2526967E-003
   0.1546391E-001   0.2485055E-003   0.1571662E-001   0.6666858E+002   0.2527048E-003   0.2569772E-003
   0.1488409E-001   0.2523983E-003   0.1514127E-001   0.7906291E+002   0.2571746E-003   0.2620474E-003
   0.2062850E-001   0.4735153E-003   0.2111425E-001   0.5304715E+002   0.4857445E-003   0.4983127E-003
   0.2051488E-001   0.4430986E-003   0.2096835E-001   0.5007144E+002   0.4534655E-003   0.4640899E-003
   0.1256213E-001   0.1755007E-003   0.1274037E-001   0.8760049E+002   0.1782394E-003   0.1810243E-003
   0.2268033E-001   0.9668076E-003   0.2371432E-001   0.7130163E+002   0.1033989E-002   0.1106852E-002
   0.5398552E-001   0.3607036E-002   0.5789071E-001   0.2350154E+002   0.3905188E-002   0.4230010E-002
