# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.1591042E-001   0.3700039E-003   0.1629573E-001   0.8418965E+002   0.3853061E-003   0.4016993E-003
   0.1620643E-001   0.3378771E-003   0.1655306E-001   0.8136976E+002   0.3466344E-003   0.3556525E-003
   0.2237989E-001   0.6618518E-003   0.2306665E-001   0.6119150E+002   0.6867570E-003   0.7127484E-003
   0.3749225E-001   0.2406277E-002   0.4019117E-001   0.4186699E+002   0.2698912E-002   0.3041435E-002
   0.5156462E-001   0.4486884E-002   0.5673040E-001   0.2935552E+002   0.5165784E-002   0.5974308E-002
   0.5510373E-001   0.4997991E-002   0.6085922E-001   0.2713115E+002   0.5755494E-002   0.6655442E-002
   0.4975619E-001   0.3849285E-002   0.5409428E-001   0.2836486E+002   0.4338087E-002   0.4907249E-002
   0.4356638E-001   0.2747013E-002   0.4656854E-001   0.3311948E+002   0.3002160E-002   0.3286863E-002
   0.3925331E-001   0.2309523E-002   0.4176883E-001   0.3829529E+002   0.2515518E-002   0.2744964E-002
   0.4081665E-001   0.2671167E-002   0.4377516E-001   0.3903026E+002   0.2958510E-002   0.3286807E-002
   0.5266722E-001   0.4401784E-002   0.5762683E-001   0.3893058E+002   0.4959616E-002   0.5603232E-002
   0.7661191E-001   0.9083890E-002   0.8735594E-001   0.3044322E+002   0.1074403E-001   0.1276652E-001
   0.7172806E-001   0.9029406E-002   0.8257474E-001   0.3557122E+002   0.1084669E-001   0.1309647E-001
   0.5022280E-001   0.6378675E-002   0.5804290E-001   0.4898328E+002   0.7820101E-002   0.9634980E-002
   0.2409494E-001   0.1491704E-002   0.2587295E-001   0.6093614E+002   0.1778008E-002   0.2143243E-002
   0.5035059E-001   0.1189731E-001   0.7034059E-001   0.5796043E+002   0.1999000E-001   0.3481687E-001
   0.1113491E+000   0.3683576E-001   0.1765113E+000   0.4633345E+002   0.6516219E-001   0.1183989E+000
   0.1594785E+000   0.5311324E-001   0.2510656E+000   0.3517647E+002   0.9158706E-001   0.1622589E+000
   0.1687956E+000   0.4834618E-001   0.2468681E+000   0.2026360E+002   0.7807248E-001   0.1303760E+000
   0.1342933E+000   0.2841617E-001   0.1741177E+000   0.1603342E+002   0.3982440E-001   0.5713279E-001
   0.9167822E-001   0.1492628E-001   0.1107026E+000   0.3488104E+002   0.1902441E-001   0.2449696E-001
   0.4578993E-001   0.4483366E-002   0.5093407E-001   0.6916427E+002   0.5144140E-002   0.5917619E-002
   0.2884089E-001   0.2357943E-002   0.3152362E-001   0.9217771E+002   0.2682729E-002   0.3059772E-002
   0.2005103E-001   0.1315920E-002   0.2155483E-001   0.9540681E+002   0.1503802E-002   0.1724424E-002
   0.1703421E-001   0.6359344E-003   0.1774369E-001   0.7954388E+002   0.7094732E-003   0.7970097E-003
   0.2466040E-001   0.1034535E-002   0.2577943E-001   0.5765308E+002   0.1119027E-002   0.1214366E-002
   0.5594680E-001   0.6341598E-002   0.6371034E-001   0.3296125E+002   0.7763542E-002   0.9595436E-002
   0.7935446E-001   0.9668402E-002   0.9102516E-001   0.1805398E+002   0.1167070E-001   0.1419628E-001
   0.7750574E-001   0.9182090E-002   0.8855420E-001   0.1762525E+002   0.1104846E-001   0.1339835E-001
   0.5048965E-001   0.3803404E-002   0.5476433E-001   0.2552448E+002   0.4274684E-002   0.4820421E-002
   0.3193257E-001   0.1350171E-002   0.3337317E-001   0.3680425E+002   0.1440600E-002   0.1539944E-002
   0.2592476E-001   0.8539679E-003   0.2681807E-001   0.4588596E+002   0.8933148E-003   0.9350830E-003
   0.2390275E-001   0.7258845E-003   0.2465800E-001   0.5107551E+002   0.7552507E-003   0.7860879E-003
   0.3082043E-001   0.1316859E-002   0.3221387E-001   0.4468181E+002   0.1393431E-002   0.1475230E-002
   0.4340515E-001   0.2574638E-002   0.4618057E-001   0.3335377E+002   0.2775413E-002   0.2993856E-002
   0.4834187E-001   0.2986448E-002   0.5156258E-001   0.2745992E+002   0.3220717E-002   0.3475457E-002
   0.3845967E-001   0.2149229E-002   0.4077597E-001   0.3734077E+002   0.2316295E-002   0.2498414E-002
