#sig_xx    sig_xy    sig_xz    sig_yy    sig_yz    sig_zz
   0.6828947E-003   0.2403013E-003   0.1877063E-002   0.2583291E-003   0.4391873E-003   0.3295618E-001
   0.1987432E-002  -0.4758474E-003  -0.8687003E-002   0.2181738E-003   0.1147758E-002   0.5744107E-001
   0.6215461E-002   0.1270399E-003  -0.1608446E-001   0.2924755E-003  -0.1529132E-002   0.5247582E-001
   0.3333756E-002   0.1536469E-002  -0.7941963E-002   0.9807565E-003  -0.2954325E-002   0.3050978E-001
   0.6827424E-002   0.6446820E-002   0.5997165E-003   0.7714537E-002   0.5825893E-002   0.2199485E-001
   0.1875231E-002   0.2446223E-002  -0.6247294E-002   0.6077197E-002  -0.9278490E-002   0.4108413E-001
   0.5647537E-002  -0.2037508E-002   0.2258820E-002   0.3383454E-002  -0.3498237E-004   0.3389568E-002
   0.3315504E+000   0.6571882E-001   0.4753495E+000   0.2999938E-001   0.1079911E+000   0.7122453E+000
   0.4241471E-002  -0.3307272E-002   0.4020765E-001   0.9034651E-002  -0.4591658E-001   0.6291426E+000
   0.1885811E-001   0.3182657E-001  -0.1766091E-001   0.7271125E-001  -0.4178643E-001   0.4003525E-001
   0.7978309E-002  -0.1090217E-002   0.3170706E-002   0.3735221E-001  -0.5353049E-001   0.8538779E-001
   0.9551669E-002  -0.1415486E-002  -0.6047684E-002   0.3935801E-002  -0.3414767E-002   0.1397680E-001
   0.1862956E-001   0.1279707E-001  -0.2951941E-001   0.1088599E-001  -0.2290584E-001   0.1248497E+000
   0.9155533E-002   0.2431180E-002   0.3118226E-002   0.3264111E-002  -0.1567201E-001   0.1694501E+000
   0.2727420E-002  -0.1652450E-002   0.5747801E-003   0.8049145E-002  -0.8169925E-002   0.2447146E-001
   0.1579237E-002   0.4474047E-002   0.7965043E-002   0.1904486E-001   0.4638306E-001   0.2066225E+000
   0.9914612E-002   0.1009768E-001  -0.7352237E-002   0.1873655E-001  -0.2778682E-002   0.2336049E-001
   0.1387472E-002   0.1524001E-002  -0.4820083E-002   0.2769490E-002  -0.4358842E-002   0.2100773E-001
   0.6526621E-003  -0.2225686E-004   0.1801945E-002   0.1689048E-002   0.2338159E-002   0.9255901E-002
   0.1860002E-002   0.1309169E-002   0.4625156E-002   0.6802492E-002   0.1070849E-001   0.2288737E-001
   0.6846565E-002   0.6335035E-002   0.1142609E-001   0.1214237E-001   0.1877772E-001   0.3299953E-001
   0.1465516E-001   0.1357654E-001   0.2037695E-001   0.1613744E-001   0.2545284E-001   0.4392444E-001
   0.3374082E-001   0.2992677E-001   0.3904482E-001   0.2810677E-001   0.3891890E-001   0.6564411E-001
   0.4808769E-001   0.4918859E-001   0.1080144E+000   0.5935408E-001   0.1423890E+000   0.3666993E+000
   0.5041367E-002   0.9223276E-002   0.2692273E-001   0.2751962E-001   0.6501992E-001   0.1732816E+000
   0.3157143E-002  -0.2678593E-002   0.1982825E-002   0.8459003E-002   0.2231101E-002   0.6084473E-002
   0.1002301E-002   0.9195256E-003  -0.2369215E-002   0.5550695E-002  -0.5424566E-002   0.9145504E-002
