#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9094575E+000   0.9793027E-002   0.1820443E+000   0.7901970E-001   0.6220353E+000   0.1187298E-036
   0.8898652E+000   0.9736288E-002   0.1463773E+000   0.9386389E-001   0.1230606E+000   0.1213439E-036
   0.8791058E+000   0.8729871E-002   0.1232989E+000   0.1167517E+000  -0.1767013E+000   0.1228290E-036
   0.8919941E+000   0.7559831E-002   0.1095644E+000   0.1594695E+000  -0.6071681E-001   0.1210543E-036
   0.9156301E+000   0.5591542E-002   0.8699890E-001   0.1753139E+000   0.1157900E+000   0.1179294E-036
   0.9242943E+000   0.4979162E-002   0.4795752E-001   0.1685756E+000   0.1527976E+000   0.1168239E-036
   0.9273705E+000   0.4210102E-002   0.2195015E-001   0.1601846E+000   0.1416227E+000   0.1164364E-036
   0.9307600E+000   0.3744373E-002  -0.1079069E-002   0.1583684E+000   0.1677866E+000   0.1160124E-036
   0.9344112E+000   0.3722864E-002  -0.4420862E-001   0.1563920E+000   0.3317025E+000   0.1155591E-036
   0.9394100E+000   0.3860369E-002  -0.1097016E+000   0.1488936E+000   0.6927639E+000   0.1149442E-036
   0.9467327E+000   0.3613475E-002  -0.1967013E+000   0.1381876E+000   0.1159827E+001   0.1140551E-036
   0.9579217E+000   0.2746048E-002  -0.3033043E+000   0.1092195E+000   0.1577104E+001   0.1127229E-036
   0.9476943E+000   0.7833620E-002  -0.4032054E+000   0.6612819E-001   0.1827764E+001   0.1139394E-036
   0.9234283E+000   0.1623796E-001  -0.4261405E+000   0.4860943E-002   0.1807504E+001   0.1169335E-036
   0.8959781E+000   0.2025317E-001  -0.3586567E+000  -0.3533988E-001   0.1372206E+001   0.1205160E-036
   0.8781416E+000   0.2038496E-001  -0.2063725E+000  -0.3383473E-001   0.7879709E+000   0.1229639E-036
   0.8748872E+000   0.1980072E-001  -0.7226121E-002  -0.1224705E-001   0.3357226E+000   0.1234213E-036
   0.8871643E+000   0.1830638E-001   0.1516124E+000   0.2709878E-001   0.1924853E+000   0.1217133E-036
   0.9151293E+000   0.1195427E-001   0.1893431E+000   0.7842775E-001   0.2901776E+000   0.1179939E-036
   0.9423280E+000   0.6191792E-002   0.1371478E+000   0.1067754E+000   0.6193416E+000   0.1145882E-036
   0.9655892E+000   0.2375090E-002   0.4551840E-001   0.1140043E+000   0.1126614E+001   0.1118278E-036
   0.9758994E+000   0.1378912E-002  -0.8667286E-001   0.9713608E-001   0.1582476E+001   0.1106463E-036
   0.9788864E+000   0.8710921E-003  -0.2190278E+000   0.5876881E-001   0.1803029E+001   0.1103087E-036
   0.9783344E+000   0.7313727E-003  -0.3337628E+000   0.3112838E-001   0.1909316E+001   0.1103710E-036
   0.9749760E+000   0.1265138E-002  -0.4066272E+000  -0.2524787E-001   0.2102719E+001   0.1107511E-036
   0.9704519E+000   0.2116588E-002  -0.4104936E+000  -0.1093059E+000   0.2161291E+001   0.1112674E-036
   0.9664826E+000   0.2453758E-002  -0.3589995E+000  -0.1840877E+000   0.2119455E+001   0.1117244E-036
   0.9641296E+000   0.2463763E-002  -0.2915317E+000  -0.2169940E+000   0.2078888E+001   0.1119971E-036
   0.9619356E+000   0.2457902E-002  -0.1842733E+000  -0.2548217E+000   0.2000257E+001   0.1122525E-036
