#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.1485112E-001   0.4150303E-004   0.1751839E+000  -0.1031724E+000   0.5834564E+000   0.1713174E-001
   0.2468496E-001   0.2128745E-003   0.1174202E+000   0.1024623E+000   0.4202594E+000   0.1012412E-001
   0.1083535E+000   0.2235529E-002   0.4037830E-001   0.2215865E+000   0.1511894E+000   0.2657417E-002
   0.5138423E-001   0.1832828E-002   0.3026642E-001   0.1436174E+000   0.1697971E+000   0.4609143E-002
   0.1832793E-001   0.2239802E-004   0.3212407E-001  -0.3933466E-001   0.5103164E+000   0.1929351E-001
   0.9336827E-002   0.1277246E-004  -0.3240524E-001  -0.6225314E-001   0.7911640E+000   0.6199267E-001
   0.4323730E-002   0.6570862E-006  -0.1030208E+000  -0.1076986E+000   0.1273930E+001   0.1217683E+000
   0.3732064E-002   0.6694604E-007  -0.1461597E+000  -0.1996926E+000   0.1737032E+001   0.1345248E+000
   0.5106802E-002   0.6741960E-006  -0.1182080E+000  -0.2873178E+000   0.2031659E+001   0.1195099E+000
   0.7254952E-002   0.1185680E-005  -0.5779247E-001  -0.3566702E+000   0.2228756E+001   0.1137925E+000
   0.7156099E-002   0.1428406E-005  -0.2827267E-001  -0.3929209E+000   0.2385240E+001   0.1353787E+000
   0.4737520E-002   0.1062488E-005  -0.5500538E-001  -0.3971133E+000   0.2438471E+001   0.1962119E+000
   0.3107440E-002   0.2709352E-006  -0.9970300E-001  -0.3696609E+000   0.2270266E+001   0.3080840E+000
   0.2479152E-002   0.2347134E-007  -0.1320756E+000  -0.3179374E+000   0.1855791E+001   0.4577634E+000
   0.2564639E-002   0.3691445E-007  -0.1501872E+000  -0.2746197E+000   0.1170748E+001   0.5671813E+000
   0.3751959E-002   0.6832598E-006  -0.1157688E+000  -0.2519048E+000   0.2852321E+000   0.5199523E+000
   0.7087513E-002   0.3038105E-005   0.5198903E-001  -0.2040902E+000  -0.5848178E+000   0.3470034E+000
   0.4151988E-001   0.1203952E-002   0.3409429E+000  -0.3138009E-001  -0.1500610E+001   0.6193968E-001
   0.1212842E+000   0.9576812E-003   0.3776216E+000  -0.1967576E-002  -0.1630043E+001   0.1371350E-001
   0.8309397E-001   0.1419175E-002   0.1968964E+000  -0.1445056E-001  -0.1275378E+001   0.4377711E-001
   0.3928672E-001   0.5117024E-003   0.6252913E-001  -0.6307290E-001  -0.4226997E+000   0.4304333E-001
   0.1944579E-001   0.2634405E-004  -0.6255222E-002  -0.8586260E-001   0.1778801E+000   0.4572976E-001
   0.2212457E-001   0.2056207E-004  -0.7088075E-002  -0.9240424E-001   0.3985400E+000   0.3228088E-001
   0.1379189E-001   0.8874915E-005   0.5881775E-003  -0.6072285E-001   0.6394376E+000   0.5393587E-001
   0.1231819E-001   0.1978449E-004   0.7537568E-001  -0.8284857E-001   0.9035508E+000   0.7535937E-001
   0.1469498E-001   0.1670898E-004   0.1326824E+000  -0.2583776E+000   0.1078238E+001   0.5851484E-001
   0.2229760E-001   0.2265195E-004   0.1612589E+000  -0.2956223E+000   0.1008103E+001   0.3371131E-001
   0.4273632E-001   0.2824433E-003   0.1871189E+000  -0.2022819E+000   0.7944171E+000   0.1677277E-001
   0.5914405E-001   0.4302910E-003   0.1479818E+000  -0.2030786E+000   0.8554984E+000   0.1236865E-001
   0.5518712E-001   0.5772062E-004   0.1321238E+000  -0.2483259E+000   0.1144319E+001   0.1598151E-001
   0.5212196E-001   0.1575001E-003   0.1386334E+000  -0.1719976E+000   0.1280305E+001   0.1717612E-001
   0.4611747E-001   0.1757509E-003   0.1783615E+000  -0.8663145E-001   0.1324322E+001   0.2057380E-001
   0.2386418E-001   0.1018357E-003   0.2650628E+000  -0.1476520E-001   0.1434114E+001   0.3969468E-001
   0.1189903E-001   0.5986802E-005   0.3285544E+000   0.1449990E+000   0.1616299E+001   0.7642673E-001
   0.1120579E-001   0.5570035E-006   0.3151904E+000   0.2785934E+000   0.1722149E+001   0.7797743E-001
   0.1097480E-001   0.3850033E-005   0.2804056E+000   0.2453855E+000   0.1568521E+001   0.7466194E-001
   0.1504560E-001   0.6310943E-004   0.1039485E+000  -0.4749545E-001   0.1088540E+001   0.9166974E-001
   0.2951237E-001   0.2290772E-003   0.5814318E-002  -0.1772070E+000   0.6218047E+000   0.4695825E-001
   0.2964566E-001   0.8609683E-004   0.3289058E-001  -0.1845679E+000   0.5424772E+000   0.2845599E-001
   0.2024269E-001   0.4311606E-004   0.1144816E+000  -0.1632511E+000   0.5776223E+000   0.2301656E-001
   0.8184362E-002   0.3213124E-005   0.6030362E-001  -0.6226162E-001   0.8641469E+000   0.2952456E-001
   0.3659685E-001   0.6426170E-003   0.3067578E-001   0.1203350E+000   0.4411536E+000   0.1007537E-001
   0.1066518E+000   0.1955550E-002   0.1309036E-001   0.1964128E+000   0.2036744E+000   0.3481276E-002
   0.5254319E-001   0.2098854E-002   0.4021192E-001   0.1557448E+000   0.2327635E+000   0.7012914E-002
   0.1063762E-001   0.1439953E-004   0.6728357E-001   0.1629685E-001   0.6653790E+000   0.3489537E-001
   0.6103315E-002   0.1574340E-005   0.1155042E-001  -0.6187924E-001   0.1008269E+001   0.8344608E-001
   0.4296533E-002   0.2226011E-006  -0.3847727E-001  -0.1573302E+000   0.1407646E+001   0.1236728E+000
   0.4646859E-002   0.1172111E-005  -0.8568705E-001  -0.2744474E+000   0.1785409E+001   0.1125217E+000
   0.7903902E-002   0.6665227E-005  -0.7757409E-001  -0.3494519E+000   0.1986290E+001   0.8201189E-001
   0.1198276E-001   0.8817930E-005  -0.3806136E-001  -0.3912227E+000   0.2100427E+001   0.7034529E-001
   0.1137745E-001   0.6701620E-005  -0.3253944E-001  -0.4127365E+000   0.2216703E+001   0.8069270E-001
   0.7866236E-002   0.4563779E-005  -0.5176441E-001  -0.4179317E+000   0.2319042E+001   0.1179175E+000
   0.4977869E-002   0.1810291E-005  -0.6556927E-001  -0.3974385E+000   0.2316558E+001   0.2018222E+000
   0.3262344E-002   0.4515269E-006  -0.8120559E-001  -0.3329231E+000   0.2110254E+001   0.3525572E+000
