#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.1010047E+000   0.8468320E-002   0.1600518E+000   0.1622344E+000  -0.8192334E+000   0.5520289E-002
   0.1243083E+000   0.6934619E-002   0.1647175E+000   0.1526036E+000  -0.8324462E+000   0.2679052E-002
   0.1129862E+000   0.4238227E-002   0.1864885E+000   0.1738171E+000  -0.7502949E+000   0.2378653E-002
   0.9807151E-001   0.4250758E-002   0.2254222E+000   0.2143892E+000  -0.6080801E+000   0.3390805E-002
   0.8384863E-001   0.3770950E-002   0.2295133E+000   0.2459916E+000  -0.5486386E+000   0.6713981E-002
   0.6303357E-001   0.1957861E-002   0.1854890E+000   0.2797800E+000  -0.6131776E+000   0.1094505E-001
   0.6719146E-001   0.2933767E-002   0.7457178E-001   0.2177657E+000  -0.9223863E+000   0.9971779E-002
   0.8700020E-001   0.4692562E-002   0.4482160E-001   0.1362205E+000  -0.1041679E+001   0.5778405E-002
   0.9178904E-001   0.4925932E-002   0.4280499E-001   0.1228747E+000  -0.1002857E+001   0.5034492E-002
   0.6893481E-001   0.2905419E-002   0.5146938E-001   0.1669746E+000  -0.7666080E+000   0.1146670E-001
   0.4450374E-001   0.1675375E-002   0.5284657E-001   0.2149449E+000  -0.4802854E+000   0.2305546E-001
   0.2071006E-001   0.3689739E-003   0.5264075E-002   0.1229473E+000  -0.1752143E-001   0.5119811E-001
   0.1667653E-001   0.3817187E-003  -0.2218592E+000   0.2484541E-002   0.2531882E+000   0.6815031E-001
   0.6810562E-001   0.1298821E-001  -0.3023369E+000   0.5259740E-001  -0.2423015E+000   0.3168230E-001
   0.1549914E+000   0.3003410E-001  -0.2216003E+000   0.1250526E-001  -0.4754404E+000   0.2209896E-001
   0.2220714E+000   0.3444905E-001  -0.1260924E+000  -0.1492498E-001  -0.5922694E+000   0.1540036E-001
   0.2137802E+000   0.3243881E-001  -0.4053485E-001  -0.2962804E-001  -0.7698550E+000   0.1031249E-001
   0.1489470E+000   0.2304817E-001   0.1835925E-001  -0.3270046E-001  -0.8962100E+000   0.7124766E-002
   0.7842578E-001   0.1046914E-001   0.1194771E-001  -0.2859152E-001  -0.9974433E+000   0.8477624E-002
   0.3132809E-001   0.2421946E-002   0.3079111E-001  -0.8067926E-001  -0.7841637E+000   0.1797779E-001
   0.1500907E-001   0.4627697E-003   0.2005618E-001   0.5063615E-001  -0.5369794E+000   0.3490472E-001
   0.1083161E-001   0.7230268E-004   0.4417017E-001   0.2344205E+000  -0.2727119E+000   0.5224105E-001
   0.1083863E-001   0.3534429E-004   0.4290651E-001   0.2665826E+000   0.1896002E-001   0.5288256E-001
   0.1138556E-001   0.4212223E-004   0.2260315E-001   0.1864288E+000   0.2180260E+000   0.4065875E-001
   0.1238868E-001   0.5216184E-004  -0.2820503E-001   0.1258388E+000   0.3114027E+000   0.2427442E-001
   0.1197376E-001   0.1328054E-003  -0.3834081E-001   0.1034079E+000   0.4314391E+000   0.1939539E-001
   0.1088808E-001   0.2209050E-003  -0.1354877E-001   0.1114352E+000   0.5206901E+000   0.2382204E-001
   0.9202719E-002   0.2094138E-003  -0.7092880E-002   0.3856325E-001   0.5866311E+000   0.2927454E-001
   0.1312536E-001   0.2402310E-003  -0.5145684E-001  -0.1615874E+000   0.4661760E+000   0.2307001E-001
   0.2546508E-001   0.4452762E-003  -0.5990143E-001  -0.2076182E+000   0.3056164E+000   0.1379216E-001
   0.4104800E-001   0.7216796E-003  -0.7575097E-001  -0.1822409E+000   0.1766416E+000   0.9934860E-002
   0.4355176E-001   0.8871094E-003  -0.8634333E-001  -0.1647109E+000   0.1350803E+000   0.9045172E-002
   0.3463015E-001   0.8464360E-003  -0.1031514E+000  -0.1576882E+000   0.1809555E+000   0.1346849E-001
   0.2300195E-001   0.2944278E-003  -0.8362432E-001  -0.1587567E+000   0.3693364E+000   0.2982654E-001
   0.2175443E-001   0.1314722E-003  -0.4439030E-001  -0.1320070E+000   0.4069528E+000   0.4578107E-001
   0.2163803E-001   0.1691929E-003   0.3910457E-001  -0.6196544E-001   0.2922346E+000   0.5650078E-001
   0.1707741E-001   0.1712110E-003   0.1290715E+000   0.5448629E-001   0.2207616E+000   0.6765081E-001
   0.1133945E-001   0.9027322E-004   0.2244527E+000   0.2749152E+000   0.2180975E+000   0.7945019E-001
   0.1172487E-001   0.1266589E-003   0.1960463E+000   0.4213710E+000  -0.2309116E-001   0.6610635E-001
   0.4783176E-001   0.5876130E-002   0.1626414E+000   0.2137787E+000  -0.6928265E+000   0.1459870E-001
   0.8454216E-001   0.8255695E-002   0.1633947E+000   0.1774552E+000  -0.8039599E+000   0.6403301E-002
   0.1316127E+000   0.8625953E-002   0.1593620E+000   0.1486264E+000  -0.8238261E+000   0.3027418E-002
   0.1464372E+000   0.7544954E-002   0.1420384E+000   0.1436329E+000  -0.7896353E+000   0.2609998E-002
   0.1172847E+000   0.6769876E-002   0.1340442E+000   0.1543604E+000  -0.7199468E+000   0.4546129E-002
   0.8411395E-001   0.3900862E-002   0.1425060E+000   0.2140957E+000  -0.6853601E+000   0.7449287E-002
   0.5943680E-001   0.1303032E-002   0.1610082E+000   0.2712702E+000  -0.7474851E+000   0.9861749E-002
   0.5735332E-001   0.2247832E-002   0.1089184E+000   0.2219705E+000  -0.9348992E+000   0.7322984E-002
   0.7435007E-001   0.3994898E-002   0.3484670E-001   0.1249710E+000  -0.1053777E+001   0.4489930E-002
   0.7503476E-001   0.4031309E-002   0.8842860E-002   0.1080726E+000  -0.9918889E+000   0.5839399E-002
   0.6242517E-001   0.2185631E-002  -0.1335649E-001   0.1513908E+000  -0.7239903E+000   0.1165116E-001
   0.3668433E-001   0.6546304E-003  -0.4805647E-001   0.2173751E+000  -0.3139149E+000   0.2089874E-001
   0.2690362E-001   0.5340873E-003  -0.1317925E+000   0.1486644E+000  -0.1146807E+000   0.2498410E-001
   0.3991666E-001   0.3122070E-002  -0.1795341E+000   0.7967147E-001  -0.2143478E+000   0.2149680E-001
   0.1114125E+000   0.1845778E-001  -0.2212068E+000   0.1078229E+000  -0.3455614E+000   0.1572183E-001
   0.2180064E+000   0.3695605E-001  -0.1940097E+000   0.9215310E-001  -0.5110662E+000   0.1344605E-001
   0.2867200E+000   0.3771866E-001  -0.1347013E+000   0.6935036E-001  -0.6140430E+000   0.1116877E-001
   0.2673815E+000   0.3380899E-001  -0.5726509E-001   0.3598989E-001  -0.7600296E+000   0.9273794E-002
   0.1879398E+000   0.2297676E-001   0.1123585E-001  -0.8996470E-002  -0.8289070E+000   0.7723373E-002
   0.1156726E+000   0.1118141E-001   0.1414750E-001  -0.6940912E-001  -0.8541277E+000   0.7820225E-002
   0.6507705E-001   0.5036319E-002  -0.6823608E-002  -0.1520050E+000  -0.7053516E+000   0.1077168E-001
   0.4067383E-001   0.2916350E-002  -0.2422069E-001  -0.1403587E+000  -0.6303696E+000   0.1617581E-001
   0.2598724E-001   0.1034247E-002   0.7676889E-002  -0.8828093E-001  -0.4690037E+000   0.2939341E-001
   0.2127390E-001   0.4441773E-003   0.1800504E-001   0.1229674E-001  -0.2026949E+000   0.3750763E-001
   0.1947817E-001   0.3222791E-003  -0.2107932E-001   0.9855949E-001   0.3012578E-001   0.2996252E-001
   0.2189044E-001   0.5948925E-003  -0.5866199E-001   0.1415266E+000   0.1394626E+000   0.1659063E-001
   0.2390755E-001   0.1017251E-002  -0.2725138E-001   0.1643567E+000   0.1754628E+000   0.1344554E-001
   0.2600643E-001   0.1343705E-002   0.4167765E-001   0.1947969E+000   0.1757506E+000   0.1584721E-001
   0.3154018E-001   0.2337623E-002   0.3602926E-001   0.1534953E+000   0.6091790E-001   0.1555057E-001
   0.4018843E-001   0.2509790E-002  -0.2702950E-001   0.2793715E-001  -0.2903507E-002   0.1553996E-001
   0.4670614E-001   0.1875417E-002  -0.5451634E-001  -0.7644044E-001   0.5456458E-001   0.1444249E-001
   0.4998512E-001   0.8604223E-003  -0.6408441E-001  -0.1496198E+000   0.1097635E+000   0.1144924E-001
   0.5324961E-001   0.1318910E-002  -0.3917524E-001  -0.1547114E+000   0.9660089E-001   0.7857051E-002
   0.4263761E-001   0.1484789E-002  -0.4328921E-001  -0.1565289E+000   0.1149455E+000   0.9225669E-002
   0.2898450E-001   0.1001266E-002  -0.1532153E-001  -0.1719449E+000   0.2797667E+000   0.1649703E-001
   0.2223049E-001   0.1172396E-003  -0.3646216E-001  -0.2031569E+000   0.4644184E+000   0.2979538E-001
   0.2619825E-001   0.1141106E-003   0.2078134E-001  -0.1503496E+000   0.3181228E+000   0.3666342E-001
   0.2543092E-001   0.1855213E-003   0.9567736E-001  -0.6566978E-001   0.1637408E+000   0.4348574E-001
   0.1811757E-001   0.2186213E-003   0.1646435E+000   0.6594063E-001   0.9854337E-001   0.5299180E-001
   0.1170758E-001   0.1373969E-003   0.1861038E+000   0.2836413E+000   0.2823669E-001   0.6623524E-001
   0.2752212E-001   0.2194507E-002   0.1723899E+000   0.2390903E+000  -0.5905994E+000   0.2455923E-001
   0.1048554E+000   0.1104756E-001   0.1676604E+000   0.1903226E+000  -0.7586755E+000   0.5014575E-002
   0.1533342E+000   0.1002940E-001   0.1650596E+000   0.1548000E+000  -0.7907987E+000   0.2642425E-002
   0.1518826E+000   0.9610528E-002   0.1335260E+000   0.1301675E+000  -0.7947115E+000   0.3076449E-002
   0.1126408E+000   0.7355607E-002   0.8167320E-001   0.1022760E+000  -0.7763445E+000   0.5637846E-002
   0.7962280E-001   0.3688553E-002   0.3809769E-001   0.1224851E+000  -0.7885888E+000   0.8750425E-002
   0.6386096E-001   0.1198559E-002   0.6259204E-001   0.1305339E+000  -0.8292649E+000   0.9755017E-002
   0.5439700E-001   0.8743409E-003   0.9926044E-001   0.1302542E+000  -0.8732717E+000   0.8783910E-002
   0.7154409E-001   0.2891357E-002   0.4930989E-001   0.9935488E-001  -0.1022985E+001   0.5501465E-002
   0.8201464E-001   0.3805786E-002   0.2969041E-001   0.1050924E+000  -0.9918224E+000   0.6627344E-002
   0.8458429E-001   0.3776258E-002   0.1101558E-001   0.1304341E+000  -0.8419408E+000   0.9192475E-002
   0.5099596E-001   0.2480347E-002   0.1274857E-001   0.1626425E+000  -0.5526028E+000   0.1346819E-001
   0.4176502E-001   0.1611208E-002  -0.2131510E-002   0.1260570E+000  -0.4082801E+000   0.1092745E-001
   0.6687137E-001   0.5433634E-002  -0.2680211E-001   0.9335324E-001  -0.4279532E+000   0.8595904E-002
   0.1317754E+000   0.1744093E-001  -0.9559014E-001   0.1392174E+000  -0.3853971E+000   0.9828149E-002
   0.2458959E+000   0.3878572E-001  -0.1179096E+000   0.1737795E+000  -0.4628458E+000   0.9369516E-002
   0.3092883E+000   0.3814194E-001  -0.9263549E-001   0.1712251E+000  -0.5323001E+000   0.9001807E-002
   0.2795621E+000   0.3477808E-001  -0.3896231E-001   0.1419098E+000  -0.6166957E+000   0.8816219E-002
   0.1786562E+000   0.1952827E-001   0.2954441E-001   0.6482790E-001  -0.6544479E+000   0.9632611E-002
   0.1250362E+000   0.7953185E-002   0.3196757E-001  -0.4409837E-001  -0.6413810E+000   0.1033208E-001
   0.1015284E+000   0.5678128E-002  -0.1958146E-003  -0.1065487E+000  -0.5677238E+000   0.1035192E-001
   0.8089192E-001   0.5283619E-002   0.2111374E-002  -0.1067329E+000  -0.5049737E+000   0.1115398E-001
   0.5329921E-001   0.2071593E-002   0.5358619E-001  -0.1031710E+000  -0.3716748E+000   0.1679853E-001
   0.4261309E-001   0.1019900E-002   0.7248527E-001  -0.7243630E-001  -0.2523142E+000   0.2150033E-001
   0.4933740E-001   0.3163234E-002   0.1246785E-001  -0.5054129E-001  -0.2599990E+000   0.1635205E-001
   0.5657823E-001   0.4342276E-002  -0.8171914E-001  -0.1959731E-001  -0.2398934E+000   0.1171668E-001
   0.6294771E-001   0.4894536E-002  -0.1099514E+000   0.1838783E-001  -0.2182517E+000   0.1057148E-001
   0.5738518E-001   0.2829403E-002  -0.1156480E+000   0.9963643E-001  -0.1665446E+000   0.1144682E-001
   0.6425810E-001   0.3594162E-002  -0.1145991E+000   0.1027824E+000  -0.1974132E+000   0.1025043E-001
   0.7161133E-001   0.3248084E-002  -0.1363745E+000   0.4015347E-001  -0.1970660E+000   0.1070899E-001
   0.6938572E-001   0.2665632E-002  -0.1322600E+000  -0.2828731E-001  -0.1149183E+000   0.1216443E-001
   0.5720500E-001   0.1730377E-002  -0.8002968E-001  -0.8976061E-001   0.2064203E-001   0.1246154E-001
   0.5478960E-001   0.2280244E-002   0.1733323E-001  -0.1026963E+000   0.8402686E-001   0.8751588E-002
   0.4389326E-001   0.2045878E-002   0.6974129E-001  -0.1045858E+000   0.1039537E+000   0.8512007E-002
   0.3153147E-001   0.1619751E-002   0.9911900E-001  -0.1220038E+000   0.2127348E+000   0.1270955E-001
   0.1712251E-001   0.1023192E-003   0.4511065E-001  -0.2272869E+000   0.5833650E+000   0.2708027E-001
   0.2012401E-001   0.7756598E-004   0.1514803E-001  -0.2103037E+000   0.4880938E+000   0.3203346E-001
   0.2771854E-001   0.3200148E-003   0.6338731E-001  -0.1171336E+000   0.1977937E+000   0.3161129E-001
   0.3069387E-001   0.1059062E-002   0.9502060E-001  -0.3355567E-001  -0.1525583E-001   0.2871702E-001
   0.2761427E-001   0.1535631E-002   0.1164344E+000   0.6250940E-001  -0.1871321E+000   0.2806491E-001
   0.4662859E-001   0.4836835E-002   0.1549366E+000   0.1785552E+000  -0.5801168E+000   0.1404924E-001
   0.1530926E+000   0.1279867E-001   0.1682082E+000   0.1707848E+000  -0.6156438E+000   0.3821235E-002
