#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9102076E+000   0.3081209E-002   0.1934922E+000   0.9393511E-001  -0.4484941E+000   0.8789203E-035
   0.8576846E+000   0.2988788E-002   0.9629257E-001   0.6772836E-001  -0.6240473E+000   0.9327438E-035
   0.9429297E+000   0.1113488E-002   0.2168500E+000  -0.9674696E-001  -0.1475420E+000   0.8484196E-035
   0.9039929E+000   0.1594769E-002   0.1150269E+000   0.1655860E-001  -0.1864929E+000   0.8849627E-035
   0.9127817E+000   0.2598956E-002   0.7304466E-001   0.1589764E+000   0.2413385E+000   0.8764418E-035
   0.9463202E+000   0.5855054E-003   0.6450033E-001   0.4482714E+000   0.3394929E+000   0.8453799E-035
   0.9330147E+000   0.5465047E-003   0.8503447E-001   0.4872170E+000  -0.1644361E+000   0.8574355E-035
   0.8734098E+000   0.5294262E-002  -0.3271844E-001   0.1748182E+000  -0.6092852E+000   0.9159503E-035
   0.9390836E+000   0.3565129E-002   0.1640052E-001   0.1382723E-001   0.9687295E-001   0.8518944E-035
   0.9356155E+000   0.1514546E-002  -0.1172385E+000   0.1523511E+000   0.3059881E-001   0.8550521E-035
   0.9528053E+000   0.8722776E-003  -0.2036432E+000   0.3234917E+000   0.8262681E+000   0.8396259E-035
   0.9834138E+000   0.7664314E-004  -0.5194352E+000   0.2877908E+000   0.2225987E+001   0.8134928E-035
   0.9912837E+000   0.3869920E-005  -0.1260365E+001   0.1235659E+000   0.3092187E+001   0.8070344E-035
   0.9575018E+000   0.3391161E-002  -0.1601392E+001   0.1425059E-002   0.2316614E+001   0.8355076E-035
   0.7525105E+000   0.2696881E-001  -0.9364017E+000  -0.1349851E+000   0.4640572E+000   0.1063108E-034
   0.5981933E+000   0.1827642E-001  -0.1658796E+000  -0.1444697E+000  -0.4615676E+000   0.1337360E-034
   0.7094108E+000   0.3959845E-001  -0.2219719E-001  -0.1956327E+000  -0.5525628E+000   0.1127696E-034
   0.8877381E+000   0.9802038E-002   0.2682042E-001  -0.8007925E-002  -0.7962460E+000   0.9011666E-035
   0.9693362E+000   0.1125700E-002   0.2167488E+000   0.1526168E+000   0.4920533E-001   0.8253071E-035
   0.9897301E+000   0.9872246E-004   0.6749222E-001   0.2143740E+000   0.1148594E+001   0.8083012E-035
   0.9906020E+000   0.5342576E-005  -0.1830595E+000   0.3034843E+000   0.1665733E+001   0.8075898E-035
   0.9886421E+000   0.2668522E-005  -0.3061864E+000   0.4015549E+000   0.1745657E+001   0.8091907E-035
   0.9912026E+000   0.1920617E-005  -0.4641001E+000   0.2418666E+000   0.2388864E+001   0.8071004E-035
   0.9866662E+000   0.4431993E-004  -0.4978540E+000   0.1174986E+000   0.1957153E+001   0.8108112E-035
   0.9871963E+000   0.4809546E-004  -0.5747745E+000  -0.1163179E+000   0.1951529E+001   0.8103758E-035
   0.9916478E+000   0.5089239E-005  -0.7483312E+000  -0.1533641E+000   0.1994450E+001   0.8067380E-035
   0.9930097E+000   0.2259662E-005  -0.7260101E+000  -0.2758826E+000   0.3012604E+001   0.8056316E-035
   0.9957972E+000   0.4910112E-006  -0.4454019E+000  -0.4228419E+000   0.3451840E+001   0.8033765E-035
   0.9918298E+000   0.2192413E-004  -0.4499059E+000  -0.5735837E+000   0.2996331E+001   0.8065900E-035
   0.9783481E+000   0.5791343E-004  -0.2344519E+000  -0.6773404E+000   0.1920646E+001   0.8177049E-035
   0.9660257E+000   0.6919978E-004  -0.8072386E-001  -0.4399228E+000   0.9388964E+000   0.8281353E-035
   0.9465370E+000   0.6340285E-003  -0.1656486E+000  -0.3040194E+000   0.6168640E+000   0.8451862E-035
   0.9630119E+000   0.3081185E-003  -0.1107435E+000  -0.3826037E+000   0.1106749E+001   0.8307270E-035
   0.9725476E+000   0.2776913E-004  -0.7726617E-001  -0.3692455E+000   0.1319973E+001   0.8225818E-035
   0.9703311E+000   0.6341241E-004   0.9646683E-002  -0.2747720E+000   0.1249054E+001   0.8244609E-035
   0.9675320E+000   0.1506216E-003   0.2146379E+000  -0.2067946E+000   0.1228633E+001   0.8268460E-035
   0.9826201E+000   0.1262044E-003   0.4618402E+000  -0.3318758E-001   0.1943208E+001   0.8141498E-035
   0.9926270E+000   0.2116361E-005   0.5757245E+000   0.1470666E+000   0.2885808E+001   0.8059422E-035
   0.9911649E+000   0.4766490E-005   0.4071009E+000  -0.6396414E-002   0.2596256E+001   0.8071311E-035
   0.9773662E+000   0.2482630E-003   0.3238982E+000   0.5440052E-001   0.9999628E+000   0.8185264E-035
   0.9549134E+000   0.1944553E-002   0.2973071E+000  -0.7940332E-001   0.1500951E+000   0.8377723E-035
   0.8448421E+000   0.3044976E-002   0.7646805E-001   0.1207924E+000  -0.6802061E+000   0.9469225E-035
   0.8598529E+000   0.4925116E-002   0.9163755E-002   0.1090853E-001  -0.5335144E+000   0.9303917E-035
   0.8965934E+000   0.3927049E-002  -0.1577233E-001  -0.1667412E-001  -0.1075263E+000   0.8922662E-035
   0.9581913E+000   0.4082548E-003   0.1075191E-001   0.5781577E-001   0.6683344E+000   0.8349063E-035
   0.9543113E+000   0.2855946E-003   0.2319453E+000   0.2482991E+000   0.3219167E+000   0.8383009E-035
   0.9623981E+000   0.1925709E-003   0.1762294E+000   0.1477301E+000   0.1760989E+000   0.8312569E-035
   0.9434060E+000   0.3858561E-002   0.6527879E-001  -0.2970467E-001   0.2582820E-002   0.8479913E-035
   0.8877244E+000   0.4351501E-002  -0.7858093E-001   0.2658178E-001  -0.5709515E+000   0.9011806E-035
   0.9578243E+000   0.2067702E-003  -0.2231233E+000   0.1327681E+000   0.3095883E+000   0.8352263E-035
   0.9633280E+000   0.3166108E-003  -0.5168648E+000   0.2823456E+000   0.1147282E+001   0.8304545E-035
   0.9887735E+000   0.5793844E-004  -0.1248502E+001   0.4511234E+000   0.2397794E+001   0.8090831E-035
   0.9842629E+000   0.1658877E-003  -0.1833320E+001   0.5615210E-001   0.2477599E+001   0.8127910E-035
   0.9262692E+000   0.5319000E-002  -0.1486031E+001  -0.1296750E+000   0.1491483E+001   0.8636798E-035
   0.6366447E+000   0.2452087E-001  -0.5770932E+000   0.9856677E-001  -0.9819732E-001   0.1256588E-034
   0.4931507E+000   0.6455000E-002  -0.2041479E+000   0.6214625E-001  -0.5808661E+000   0.1622222E-034
   0.5574844E+000   0.1824309E-001  -0.8432990E-002  -0.8646995E-001  -0.7349870E+000   0.1435018E-034
   0.7512549E+000   0.1646206E-001   0.9513064E-001  -0.1839318E+000  -0.7876086E+000   0.1064885E-034
   0.8747307E+000   0.5469381E-002   0.2234748E+000  -0.3591406E+000  -0.3137393E+000   0.9145672E-035
   0.9544282E+000   0.2265320E-002   0.1341912E+000  -0.2224299E+000   0.2991251E+000   0.8381982E-035
   0.9856878E+000   0.2086882E-003  -0.2490785E+000  -0.3394709E-001   0.1069561E+001   0.8116160E-035
   0.9891696E+000   0.4278562E-004  -0.5126071E+000   0.5002326E-001   0.1526783E+001   0.8087592E-035
   0.9888317E+000   0.4146702E-005  -0.5999419E+000   0.3111049E-001   0.1858001E+001   0.8090355E-035
   0.9817680E+000   0.4779166E-004  -0.5261859E+000  -0.2287933E-002   0.1650028E+001   0.8148565E-035
   0.9937558E+000   0.2778035E-004  -0.8705608E+000  -0.1651738E+000   0.2739094E+001   0.8050267E-035
   0.9944315E+000   0.1960307E-005  -0.1051137E+001  -0.2492851E-001   0.2816092E+001   0.8044797E-035
   0.9936923E+000   0.2191315E-005  -0.8809187E+000   0.1439797E+000   0.3239015E+001   0.8050782E-035
   0.9964339E+000   0.6231859E-006  -0.4397216E+000   0.7891897E-001   0.3100035E+001   0.8028631E-035
   0.9867402E+000   0.3828987E-003  -0.3191133E+000  -0.2610413E+000   0.2058631E+001   0.8107504E-035
   0.9453422E+000   0.7335126E-003  -0.2083656E+000  -0.5122963E+000   0.1160513E+001   0.8462544E-035
   0.9564280E+000   0.1621666E-003   0.1292211E+000  -0.5798402E+000   0.1027885E+001   0.8364456E-035
   0.9362377E+000   0.1073211E-002  -0.1749178E-001  -0.4452881E+000   0.5567267E+000   0.8544838E-035
