#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9311463E+000   0.0000000E+000   0.1941331E+000   0.1074339E+000  -0.5325046E+000   0.0000000E+000
   0.8191528E+000   0.0000000E+000   0.3811457E-001   0.1125396E+000  -0.7393011E+000   0.0000000E+000
   0.9730868E+000   0.0000000E+000   0.3332734E+000  -0.2450729E+000   0.1220478E+000   0.0000000E+000
   0.9023359E+000   0.0000000E+000   0.1046818E+000  -0.7032403E-003  -0.2690527E+000   0.0000000E+000
   0.9046569E+000   0.0000000E+000   0.8325197E-001   0.1528916E+000   0.1065494E-001   0.0000000E+000
   0.9620799E+000   0.0000000E+000   0.3226220E-001   0.5355282E+000   0.4323121E+000   0.0000000E+000
   0.9197164E+000   0.0000000E+000   0.1057316E+000   0.5466788E+000  -0.3175091E+000   0.0000000E+000
   0.7582164E+000   0.0000000E+000  -0.1127448E+000   0.1077428E+000  -0.1093389E+001   0.0000000E+000
   0.9756015E+000   0.0000000E+000   0.4318864E-001  -0.1600584E-001   0.5242324E+000   0.0000000E+000
   0.9257459E+000   0.0000000E+000  -0.1342260E+000   0.1638195E+000  -0.3216518E+000   0.0000000E+000
   0.9732744E+000   0.0000000E+000  -0.2403431E+000   0.4041268E+000   0.1157802E+001   0.0000000E+000
   0.9844077E+000   0.0000000E+000  -0.3933818E+000   0.3705570E+000   0.2045724E+001   0.0000000E+000
   0.9931877E+000   0.0000000E+000  -0.1233274E+001   0.8899126E-001   0.3148239E+001   0.0000000E+000
   0.9774891E+000   0.0000000E+000  -0.2068603E+001   0.4991663E-002   0.2694286E+001   0.0000000E+000
   0.6799019E+000   0.0000000E+000  -0.5040841E+000   0.6240829E-001  -0.1689977E+000   0.0000000E+000
   0.4710923E+000   0.0000000E+000  -0.9556570E-001  -0.1121658E+000  -0.6256487E+000   0.0000000E+000
   0.6318687E+000   0.0000000E+000   0.2961890E-001  -0.2250167E+000  -0.6195888E+000   0.0000000E+000
   0.9129354E+000   0.0000000E+000   0.9667641E-002   0.1068207E-001  -0.9322588E+000   0.0000000E+000
   0.9907144E+000   0.0000000E+000   0.2903494E+000   0.2102060E+000   0.2668544E+000   0.0000000E+000
   0.9934010E+000   0.0000000E+000   0.6359136E-001   0.2874843E+000   0.1174806E+001   0.0000000E+000
   0.9918374E+000   0.0000000E+000  -0.2115910E+000   0.3416125E+000   0.1918585E+001   0.0000000E+000
   0.9872112E+000   0.0000000E+000  -0.2530208E+000   0.4407340E+000   0.1562484E+001   0.0000000E+000
   0.9915594E+000   0.0000000E+000  -0.4833140E+000   0.2360513E+000   0.2548661E+001   0.0000000E+000
   0.9886049E+000   0.0000000E+000  -0.5062338E+000   0.1783405E+000   0.1649434E+001   0.0000000E+000
   0.9884880E+000   0.0000000E+000  -0.5212730E+000  -0.1710067E+000   0.2087607E+001   0.0000000E+000
   0.9927249E+000   0.0000000E+000  -0.7105107E+000  -0.1348001E+000   0.1790336E+001   0.0000000E+000
   0.9927753E+000   0.0000000E+000  -0.7283657E+000  -0.3034525E+000   0.3077674E+001   0.0000000E+000
   0.9961194E+000   0.0000000E+000  -0.4384452E+000  -0.4453216E+000   0.3483792E+001   0.0000000E+000
   0.9924208E+000   0.0000000E+000  -0.5363654E+000  -0.5652686E+000   0.3075505E+001   0.0000000E+000
   0.9787978E+000   0.0000000E+000  -0.2198355E+000  -0.8035118E+000   0.1989230E+001   0.0000000E+000
   0.9666871E+000   0.0000000E+000  -0.1013881E+000  -0.4549362E+000   0.8606605E+000   0.0000000E+000
   0.9400065E+000   0.0000000E+000  -0.1875492E+000  -0.3012728E+000   0.4151200E+000   0.0000000E+000
   0.9601376E+000   0.0000000E+000  -0.1234939E+000  -0.4799721E+000   0.9921906E+000   0.0000000E+000
   0.9694805E+000   0.0000000E+000  -0.6993655E-001  -0.3837666E+000   0.1110014E+001   0.0000000E+000
   0.9656147E+000   0.0000000E+000   0.1639123E-001  -0.2534409E+000   0.9853318E+000   0.0000000E+000
   0.9511557E+000   0.0000000E+000   0.2104640E+000  -0.2346944E+000   0.6640097E+000   0.0000000E+000
   0.9857273E+000   0.0000000E+000   0.4511951E+000  -0.4908505E-002   0.1620717E+001   0.0000000E+000
   0.9929725E+000   0.0000000E+000   0.6681372E+000   0.2053137E+000   0.3129861E+001   0.0000000E+000
   0.9917704E+000   0.0000000E+000   0.4050291E+000  -0.9008689E-001   0.2681848E+001   0.0000000E+000
   0.9827555E+000   0.0000000E+000   0.3743073E+000   0.8104045E-001   0.9243119E+000   0.0000000E+000
   0.9741590E+000   0.0000000E+000   0.3262407E+000  -0.1050481E+000   0.5099208E-001   0.0000000E+000
   0.7982277E+000   0.0000000E+000   0.5776066E-001   0.1629059E+000  -0.7383396E+000   0.0000000E+000
   0.8915432E+000   0.0000000E+000  -0.6065739E-001   0.1434470E-001  -0.6054370E+000   0.0000000E+000
   0.9205670E+000   0.0000000E+000  -0.4909444E-001  -0.4650108E-001   0.1131814E-001   0.0000000E+000
   0.9761745E+000   0.0000000E+000  -0.1184963E+000  -0.1334574E+000   0.1265101E+001   0.0000000E+000
   0.9552241E+000   0.0000000E+000   0.3528459E+000   0.2216931E+000   0.3042731E+000   0.0000000E+000
   0.9660014E+000   0.0000000E+000   0.1478872E+000   0.9781931E-001   0.1601923E+000   0.0000000E+000
   0.9750118E+000   0.0000000E+000   0.1029132E+000  -0.1729252E+000   0.1747099E+000   0.0000000E+000
   0.8363533E+000   0.0000000E+000  -0.1277855E+000   0.4961579E-001  -0.9945208E+000   0.0000000E+000
   0.9599652E+000   0.0000000E+000  -0.2855670E+000   0.1697157E+000   0.2768656E+000   0.0000000E+000
   0.9529067E+000   0.0000000E+000  -0.4540664E+000   0.6612730E-001   0.8314469E+000   0.0000000E+000
   0.9933175E+000   0.0000000E+000  -0.1497338E+001   0.5379489E+000   0.2691771E+001   0.0000000E+000
   0.9867658E+000   0.0000000E+000  -0.2253653E+001   0.4889109E-001   0.2748178E+001   0.0000000E+000
   0.9493981E+000   0.0000000E+000  -0.1346421E+001  -0.1411834E+000   0.1503413E+001   0.0000000E+000
   0.4832878E+000   0.0000000E+000  -0.3771624E+000   0.1765016E+000  -0.3149039E+000   0.0000000E+000
   0.4291883E+000   0.0000000E+000  -0.1893916E+000   0.7670012E-001  -0.6131452E+000   0.0000000E+000
   0.4458091E+000   0.0000000E+000   0.3655184E-001  -0.9869254E-001  -0.7460495E+000   0.0000000E+000
   0.7655057E+000   0.0000000E+000   0.5751315E-001  -0.1846599E+000  -0.8877224E+000   0.0000000E+000
   0.8389370E+000   0.0000000E+000   0.2075495E+000  -0.4482594E+000  -0.4026668E+000   0.0000000E+000
   0.9766652E+000   0.0000000E+000   0.1827543E+000  -0.2126793E+000   0.3177342E+000   0.0000000E+000
   0.9909360E+000   0.0000000E+000  -0.3148775E+000   0.1080106E-001   0.1141362E+001   0.0000000E+000
   0.9924310E+000   0.0000000E+000  -0.6518716E+000   0.1025045E+000   0.1726189E+001   0.0000000E+000
   0.9893772E+000   0.0000000E+000  -0.6434722E+000   0.4068916E-001   0.1980198E+001   0.0000000E+000
   0.9743293E+000   0.0000000E+000  -0.4019641E+000   0.1003222E+000   0.1276674E+001   0.0000000E+000
   0.9972954E+000   0.0000000E+000  -0.1022709E+001  -0.2518213E+000   0.3308239E+001   0.0000000E+000
   0.9949580E+000   0.0000000E+000  -0.1063192E+001  -0.5209128E-001   0.2868232E+001   0.0000000E+000
   0.9929595E+000   0.0000000E+000  -0.9637507E+000   0.1754270E+000   0.3514919E+001   0.0000000E+000
   0.9971350E+000   0.0000000E+000  -0.5812618E+000   0.9395341E-001   0.3387795E+001   0.0000000E+000
   0.9969021E+000   0.0000000E+000  -0.5111214E+000  -0.2613809E+000   0.2248426E+001   0.0000000E+000
   0.9217409E+000   0.0000000E+000  -0.2863166E+000  -0.3917664E+000   0.7955573E+000   0.0000000E+000
   0.9595144E+000   0.0000000E+000   0.2443986E+000  -0.6653683E+000   0.1037145E+001   0.0000000E+000
   0.9284830E+000   0.0000000E+000  -0.1135354E+000  -0.3335110E+000   0.2458159E+000   0.0000000E+000
   0.9910159E+000   0.0000000E+000   0.2770508E+000  -0.3093792E+000   0.2003365E+001   0.0000000E+000
   0.9869504E+000   0.0000000E+000   0.4739101E-001  -0.4581801E+000   0.2804791E+001   0.0000000E+000
   0.9814642E+000   0.0000000E+000   0.6295084E-001  -0.4577340E+000   0.2082361E+001   0.0000000E+000
   0.9769421E+000   0.0000000E+000   0.1091735E+000  -0.4027565E+000   0.1489579E+001   0.0000000E+000
   0.9582236E+000   0.0000000E+000   0.2948250E+000  -0.2900922E+000   0.5711429E+000   0.0000000E+000
   0.9899273E+000   0.0000000E+000   0.2699663E+000  -0.5193662E-001   0.1773304E+001   0.0000000E+000
