 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.1483796E+004   0.1549404E+004
   0.1424808E+004   0.1511334E+004
   0.1493352E+004   0.1619204E+004
   0.1590451E+004   0.1697203E+004
   0.1683644E+004   0.1774301E+004
   0.1822877E+004   0.1843289E+004
   0.1868014E+004   0.1874436E+004
   0.1895714E+004   0.1801748E+004
   0.1841103E+004   0.1658481E+004
   0.1610976E+004   0.1514205E+004
   0.1385677E+004   0.1494498E+004
   0.1599501E+004   0.1678985E+004
   0.2016023E+004   0.1967220E+004
   0.2255683E+004   0.2289792E+004
   0.2035795E+004   0.2121331E+004
   0.1724118E+004   0.1843492E+004
   0.1512219E+004   0.1713840E+004
   0.1429591E+004   0.1486262E+004
   0.1353504E+004   0.1375143E+004
   0.1177523E+004   0.1175151E+004
   0.9513528E+003   0.9828344E+003
   0.7958370E+003   0.8482689E+003
   0.8524817E+003   0.8846456E+003
   0.1207424E+004   0.1334295E+004
   0.1774846E+004   0.1848446E+004
   0.2262424E+004   0.2194341E+004
   0.2454460E+004   0.2238566E+004
   0.2425277E+004   0.2262049E+004
   0.2282575E+004   0.2138430E+004
   0.2063280E+004   0.2059999E+004
   0.1785254E+004   0.1815029E+004
   0.1675877E+004   0.1701084E+004
   0.1746763E+004   0.1779097E+004
   0.1933522E+004   0.1968048E+004
   0.2034698E+004   0.2083531E+004
   0.1988484E+004   0.2056986E+004
   0.1793984E+004   0.1842328E+004
   0.1681793E+004   0.1710853E+004
   0.1633830E+004   0.1663194E+004
   0.1547446E+004   0.1598744E+004
   0.1770930E+004   0.1759033E+004
   0.1620764E+004   0.1633143E+004
   0.1557410E+004   0.1598246E+004
   0.1658370E+004   0.1729098E+004
   0.1721960E+004   0.1797035E+004
   0.1847192E+004   0.1861267E+004
   0.1755263E+004   0.1759894E+004
   0.1668531E+004   0.1552166E+004
   0.1468051E+004   0.1241301E+004
   0.1277710E+004   0.1150310E+004
   0.1134214E+004   0.1127672E+004
   0.1336642E+004   0.1280837E+004
   0.1763672E+004   0.1545397E+004
   0.1980758E+004   0.1871611E+004
   0.1911589E+004   0.2024974E+004
   0.1732453E+004   0.1876893E+004
   0.1586116E+004   0.1700466E+004
